Mod,File,SHA256
A Game of Thrones,common/dna_data/agot_dna_riverlands.txt,DCD99548F49E2DEE96F1E87D0D275B1E2ADF0573AA85503CCC0A71D04D5AACB0
A Game of Thrones,common/dna_data/agot_dna_riverlands_ancestors.txt,D7B12128DF34EC3CB1C6C5F75548BEA892686C502B15B156E6AC5F29AB20C6CC
A Game of Thrones,common/dna_data/agot_dna_riverlands_freys.txt,B951F562068821D0956A0DDA5FBC20BC604FC6B2050FF477A62C4B71958D9DA5
A Game of Thrones,common/dna_data/agot_dna_stepstones.txt,55BFAC5413F1AF93299D6F69DDDB10AA46E2EEE79FB3FD711D3F1369B64ACD96
A Game of Thrones,common/dna_data/agot_dna_stepstones_ancestors.txt,611DD1B324D911C8563DE2A9B6B8CBEAC4C49C5C558522E4F856E64EE89C0505
A Game of Thrones,common/dna_data/agot_dna_stormlands.txt,8781FC695DE61067FE0B2AAEE35C99DD8B652B8638F0D6895AF7F0EC4C4827DC
A Game of Thrones,common/dna_data/agot_dna_stormlands_ancestors.txt,DC06E21E56918612BB45599F5036254047F1DA5DFBB38B043E15F1F733574C91
A Game of Thrones,common/dna_data/agot_dna_three_daughters.txt,3BFAA9A26F969BD6C990C9EBC5DF08DAD904B8258655415D66967A916CBC5688
A Game of Thrones,common/dna_data/agot_dna_three_daughters_ancestors.txt,038BB4C6F10DBA3C7DE5EF42DAF7939C764DEDE00D7EDB9AC04F69AAA89ABFB7
A Game of Thrones,common/dna_data/agot_dna_vale.txt,4306D377A39C682CBCA03ED02E986EF4280E7A2A69CE2B7925DB5B439B13A40A
A Game of Thrones,common/dna_data/agot_dna_vale_ancestors.txt,0520998DE0CB8A52D96212A4C317D23501B35382E9DFD108653664FDDA131A92
A Game of Thrones,common/dna_data/agot_dna_valyria_ancestors.txt,AD30AE0AEF9A45BD8A8F613B0F4AEF0B03B82285A51168A67EBD31B42F14F808
A Game of Thrones,common/dna_data/agot_dna_vanity.txt,2A1099A5403F799C799565F7D0F9EA410D3EB1BE997BC5F348E811D387FEE5F3
A Game of Thrones,common/dna_data/agot_dna_vanity_ancestors.txt,C90A3F24F1EF9A3AC5797EE0D089C532F74BC916E24E7FD9ABD590AA281F18DE
A Game of Thrones,common/dna_data/agot_dna_westerlands.txt,531608F1E1724AE4816201A7991495FB815E93413821885B918BE321B48C2DAD
A Game of Thrones,common/dna_data/agot_dna_westerlands_ancestors.txt,FF245D71817A736A837488705C82BD35221062E58E8942EAAAF01CA3B0DD97D6
