File,DNA,Gene,Line,Value
common/dna_data/test_dna_beyond_the_wall.txt,Rayder_asoiaf_1,gene_bs_eye_lower_lid_size,177,"{ ""eye_lower_lid_size"" 255 ""eye_lower_lid_size"" 255 }"
common/dna_data/test_dna_beyond_the_wall.txt,Rayder_asoiaf_1,gene_bs_eye_shape,178,"{ ""eye_shape_03"" 101 ""eye_shape_03"" 101 }"
common/dna_data/test_dna_beyond_the_wall.txt,Rayder_asoiaf_1,gene_no_portrait,179,"{ ""normal_portrait"" 127 ""normal_portrait"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_bs_ear_outward,230,"{ ""ear_outward_neg"" 25 ""ear_outward_neg"" 25 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_hair_type,288,"{ ""hair_curly"" 183 ""hair_curly"" 183 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_face_dacals,290,"{ ""face_dacal_04"" 255 ""face_dacal_04"" 255 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_primary_color_hue,300,"{ ""dragon_primary_color_hue"" 127 ""dragon_primary_color_hue"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_primary_color_value,301,"{ ""dragon_primary_color_value"" 127 ""dragon_primary_color_value"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_secondary_hue,302,"{ ""dragon_secondary_hue"" 127 ""dragon_secondary_hue"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_secondary_value,303,"{ ""dragon_secondary_value"" 127 ""dragon_secondary_value"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_tertiary_hue,304,"{ ""dragon_tertiary_hue"" 127 ""dragon_tertiary_hue"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_tertiary_value,305,"{ ""dragon_tertiary_value"" 127 ""dragon_tertiary_value"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_eye_color_hue,306,"{ ""dragon_eye_color_hue"" 127 ""dragon_eye_color_hue"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_eye_color_value,307,"{ ""dragon_eye_color_value"" 127 ""dragon_eye_color_value"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_horn_color_hue,308,"{ ""dragon_horn_color_hue"" 127 ""dragon_horn_color_hue"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_horn_color_value,309,"{ ""dragon_horn_color_value"" 127 ""dragon_horn_color_value"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_main_horn_shape,316,"{ ""dragon_horns_drogon"" 127 ""dragon_horns_drogon"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_metallic_scales_strength,335,"{ ""dragon_scales_default"" 127 ""dragon_scales_default"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_wounded,336,"{ ""dragon_wounded"" 127 ""dragon_wounded"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_body_shading,337,"{ ""dragon_body_shading_lower_black"" 127 ""dragon_body_shading_lower_black"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_dragon_wings_shading,338,"{ ""dragon_wings_shading_back_black"" 127 ""dragon_wings_shading_back_black"" 127 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,skin_color_saturation,339,"{ ""vanilla_skin_saturation"" 0 ""vanilla_skin_saturation"" 0 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,eye_color_saturation,340,"{ ""eye_color_saturation"" 100 ""eye_color_saturation"" 100 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_bs_head_shape,351,"{ ""head_archetype_shape_01"" 0 ""head_archetype_shape_01"" 0 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_bs_eye_lower_lid_size,362,"{ ""eye_lower_lid_size"" 84 ""eye_lower_lid_size"" 84 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_bs_eye_shape,363,"{ ""eye_shape_01"" 61 ""eye_shape_01"" 61 }"
common/dna_data/test_dna_beyond_the_wall.txt,Giantsbane_asoiaf_1,gene_no_portrait,364,"{ ""normal_portrait"" 127 ""normal_portrait"" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_dragon_skin_hue,8,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_dragon_skin_value,9,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_dragon_highlight_hue,10,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_dragon_highlight_value,11,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_dragon_eye_hue,12,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_dragon_eye_value,13,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_dragon_horn_hue,14,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_dragon_horn_value,15,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_dragon_main_horn_shape,22,"{ """" 127 """" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_no_portrait,41,"{ ""normal_portrait"" 127 ""normal_portrait"" 127 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_bs_ear_outward,85,"{ ""ear_outward_neg"" 29 ""ear_outward_neg"" 29 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_hair_type,143,"{ ""hair_straight"" 106 ""hair_straight"" 106 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_eye_size,148,"{ ""eye_size"" 122 ""eye_size"" 122 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_eye_shut_top,149,"{ ""eye_shut_top"" 140 ""eye_shut_top"" 140 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_eye_shut_bottom,150,"{ ""eye_shut_bottom"" 109 ""eye_shut_bottom"" 109 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_forehead_inner_brow_width,156,"{ ""inner_brow_width"" 131 ""inner_brow_width"" 131 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_bs_eye_fold_2,160,"{ ""eye_fold_2"" 118 ""eye_fold_2"" 118 }"
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_bs_head_round_shape,163,"{ ""head_round_shape"" 14 ""head_round_shape"" 14 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_bs_ear_outward,224,"{ ""ear_outward_neg"" 11 ""ear_outward_neg"" 11 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_hair_type,282,"{ ""hair_straight"" 255 ""hair_straight"" 255 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_face_dacals,284,"{ ""face_dacal_10"" 84 ""face_dacal_10"" 84 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_primary_color_hue,294,"{ ""dragon_primary_color_hue"" 127 ""dragon_primary_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_primary_color_value,295,"{ ""dragon_primary_color_value"" 127 ""dragon_primary_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_secondary_hue,296,"{ ""dragon_secondary_hue"" 127 ""dragon_secondary_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_secondary_value,297,"{ ""dragon_secondary_value"" 127 ""dragon_secondary_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_tertiary_hue,298,"{ ""dragon_tertiary_hue"" 127 ""dragon_tertiary_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_tertiary_value,299,"{ ""dragon_tertiary_value"" 127 ""dragon_tertiary_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_eye_color_hue,300,"{ ""dragon_eye_color_hue"" 127 ""dragon_eye_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_eye_color_value,301,"{ ""dragon_eye_color_value"" 127 ""dragon_eye_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_horn_color_hue,302,"{ ""dragon_horn_color_hue"" 127 ""dragon_horn_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_horn_color_value,303,"{ ""dragon_horn_color_value"" 127 ""dragon_horn_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_main_horn_shape,310,"{ ""dragon_horns_drogon"" 127 ""dragon_horns_drogon"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_metallic_scales_strength,329,"{ ""dragon_scales_default"" 127 ""dragon_scales_default"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_wounded,330,"{ ""dragon_wounded"" 127 ""dragon_wounded"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_body_shading,331,"{ ""dragon_body_shading_lower_black"" 127 ""dragon_body_shading_lower_black"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_dragon_wings_shading,332,"{ ""dragon_wings_shading_back_black"" 127 ""dragon_wings_shading_back_black"" 127 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,skin_color_saturation,333,"{ ""vanilla_skin_saturation"" 0 ""vanilla_skin_saturation"" 0 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,eye_color_saturation,334,"{ ""eye_color_saturation"" 78 ""eye_color_saturation"" 78 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_bs_head_shape,345,"{ ""head_round_shape"" 76 ""head_round_shape"" 76 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_bs_eye_lower_lid_size,356,"{ ""eye_lower_lid_size"" 109 ""eye_lower_lid_size"" 109 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_bs_eye_shape,357,"{ ""eye_shape_02"" 193 ""eye_shape_02"" 193 }"
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,gene_no_portrait,358,"{ ""normal_portrait"" 127 ""normal_portrait"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_bs_ear_outward,409,"{ ""ear_outward_pos"" 31 ""ear_outward_pos"" 31 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_hair_type,467,"{ ""hair_wavy"" 155 ""hair_wavy"" 155 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_face_dacals,469,"{ ""no_face_dacal"" 127 ""no_face_dacal"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_primary_color_hue,479,"{ ""dragon_primary_color_hue"" 127 ""dragon_primary_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_primary_color_value,480,"{ ""dragon_primary_color_value"" 127 ""dragon_primary_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_secondary_hue,481,"{ ""dragon_secondary_hue"" 127 ""dragon_secondary_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_secondary_value,482,"{ ""dragon_secondary_value"" 127 ""dragon_secondary_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_eye_color_hue,483,"{ ""dragon_eye_color_hue"" 127 ""dragon_eye_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_eye_color_value,484,"{ ""dragon_eye_color_value"" 127 ""dragon_eye_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_horn_color_hue,485,"{ ""dragon_horn_color_hue"" 127 ""dragon_horn_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_horn_color_value,486,"{ ""dragon_horn_color_value"" 127 ""dragon_horn_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_main_horn_shape,493,"{ ""dragon_horns_none"" 127 ""dragon_horns_none"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_scales_effect,512,"{ ""dragon_scales_metallic"" 127 ""dragon_scales_metallic"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,skin_color_saturation,513,"{ ""vanilla_skin_saturation"" 127 ""vanilla_skin_saturation"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,eye_color_saturation,514,"{ ""vanilla_eye_saturation"" 127 ""vanilla_eye_saturation"" 127 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_bs_head_shape,525,"{ ""head_round_shape"" 0 ""head_round_shape"" 0 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_bs_eye_lower_lid_size,536,"{ ""eye_lower_lid_size"" 152 ""vanilla_eye_lower_lid_size"" 152 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_bs_eye_shape,537,"{ ""eye_shape_02"" 150 ""eye_shape_02"" 150 }"
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_no_portrait,538,"{ ""normal_portrait"" 127 ""normal_portrait"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_bs_ear_outward,589,"{ ""ear_outward_neg"" 121 ""ear_outward_neg"" 121 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_hair_type,647,"{ ""hair_curly"" 130 ""hair_curly"" 130 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_face_dacals,649,"{ ""face_dacal_01"" 1 ""face_dacal_01"" 1 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_primary_color_hue,659,"{ ""dragon_primary_color_hue"" 127 ""dragon_primary_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_primary_color_value,660,"{ ""dragon_primary_color_value"" 127 ""dragon_primary_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_secondary_hue,661,"{ ""dragon_secondary_hue"" 127 ""dragon_secondary_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_secondary_value,662,"{ ""dragon_secondary_value"" 127 ""dragon_secondary_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_tertiary_hue,663,"{ ""dragon_tertiary_hue"" 127 ""dragon_tertiary_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_tertiary_value,664,"{ ""dragon_tertiary_value"" 127 ""dragon_tertiary_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_eye_color_hue,665,"{ ""dragon_eye_color_hue"" 127 ""dragon_eye_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_eye_color_value,666,"{ ""dragon_eye_color_value"" 127 ""dragon_eye_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_horn_color_hue,667,"{ ""dragon_horn_color_hue"" 127 ""dragon_horn_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_horn_color_value,668,"{ ""dragon_horn_color_value"" 127 ""dragon_horn_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_main_horn_shape,675,"{ ""dragon_horns_drogon"" 127 ""dragon_horns_drogon"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_metallic_scales_strength,694,"{ ""dragon_scales_default"" 127 ""dragon_scales_default"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_wounded,695,"{ ""dragon_wounded"" 127 ""dragon_wounded"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_body_shading,696,"{ ""dragon_body_shading_lower_black"" 127 ""dragon_body_shading_lower_black"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_dragon_wings_shading,697,"{ ""dragon_wings_shading_back_black"" 127 ""dragon_wings_shading_back_black"" 127 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,skin_color_saturation,698,"{ ""vanilla_skin_saturation"" 0 ""vanilla_skin_saturation"" 0 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,eye_color_saturation,699,"{ ""eye_color_saturation"" 101 ""eye_color_saturation"" 101 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_bs_head_shape,710,"{ ""head_round_shape"" 0 ""head_round_shape"" 0 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_bs_eye_lower_lid_size,721,"{ ""eye_lower_lid_size"" 136 ""eye_lower_lid_size"" 136 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_bs_eye_shape,722,"{ ""eye_shape_03"" 220 ""eye_shape_03"" 220 }"
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,gene_no_portrait,723,"{ ""normal_portrait"" 127 ""normal_portrait"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_bs_ear_outward,774,"{ ""ear_outward_pos"" 75 ""ear_outward_pos"" 75 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_hair_type,832,"{ ""hair_straight"" 122 ""hair_straight"" 122 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_face_dacals,834,"{ ""face_dacal_10"" 136 ""face_dacal_10"" 136 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_primary_color_hue,844,"{ ""dragon_primary_color_hue"" 127 ""dragon_primary_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_primary_color_value,845,"{ ""dragon_primary_color_value"" 127 ""dragon_primary_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_secondary_hue,846,"{ ""dragon_secondary_hue"" 127 ""dragon_secondary_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_secondary_value,847,"{ ""dragon_secondary_value"" 127 ""dragon_secondary_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_tertiary_hue,848,"{ ""dragon_tertiary_hue"" 127 ""dragon_tertiary_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_tertiary_value,849,"{ ""dragon_tertiary_value"" 127 ""dragon_tertiary_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_eye_color_hue,850,"{ ""dragon_eye_color_hue"" 127 ""dragon_eye_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_eye_color_value,851,"{ ""dragon_eye_color_value"" 127 ""dragon_eye_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_horn_color_hue,852,"{ ""dragon_horn_color_hue"" 127 ""dragon_horn_color_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_horn_color_value,853,"{ ""dragon_horn_color_value"" 127 ""dragon_horn_color_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_main_horn_shape,860,"{ ""dragon_horns_drogon"" 127 ""dragon_horns_drogon"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_metallic_scales_strength,879,"{ ""dragon_scales_default"" 127 ""dragon_scales_default"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_wounded,880,"{ ""dragon_wounded"" 127 ""dragon_wounded"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_body_shading,881,"{ ""dragon_body_shading_lower_black"" 127 ""dragon_body_shading_lower_black"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_dragon_wings_shading,882,"{ ""dragon_wings_shading_back_black"" 127 ""dragon_wings_shading_back_black"" 127 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,skin_color_saturation,883,"{ ""vanilla_skin_saturation"" 0 ""vanilla_skin_saturation"" 0 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,eye_color_saturation,884,"{ ""eye_color_saturation"" 106 ""eye_color_saturation"" 106 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_bs_head_shape,895,"{ ""head_round_shape"" 0 ""head_round_shape"" 0 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_bs_eye_lower_lid_size,906,"{ ""eye_lower_lid_size"" 255 ""eye_lower_lid_size"" 255 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_bs_eye_shape,907,"{ ""eye_shape_02"" 118 ""eye_shape_02"" 118 }"
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,gene_no_portrait,908,"{ ""normal_portrait"" 127 ""normal_portrait"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_bs_ear_outward,959,"{ ""ear_outward_pos"" 40 ""ear_outward_pos"" 40 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_hair_type,1017,"{ ""hair_wavy"" 170 ""hair_wavy"" 170 }"
