Gene,Template,Index,Owner,File,Line,Attributes
beards,sub_saharan_beards_afro,10,A Game of Thrones,common/genes/04_genes_special_accessories_beards.txt,306,
beards,tgp_ainu_beards,41,A Game of Thrones,common/genes/04_genes_special_accessories_beards.txt,796,
beards,tgp_chinese_beards,39,A Game of Thrones,common/genes/04_genes_special_accessories_beards.txt,753,
beards,tgp_japanese_beards,38,A Game of Thrones,common/genes/04_genes_special_accessories_beards.txt,735,
beards,tgp_sea_beards,40,A Game of Thrones,common/genes/04_genes_special_accessories_beards.txt,777,
beards,thin_beards_straight,21,A Game of Thrones,common/genes/04_genes_special_accessories_beards.txt,497,
beards,western_beards_curly,3,A Game of Thrones,common/genes/04_genes_special_accessories_beards.txt,169,
beards,western_beards_straight,2,A Game of Thrones,common/genes/04_genes_special_accessories_beards.txt,145,
body_webbing,webbing,0,AGOT Submod Core,common/genes/08_genes_special_visual_traits.txt,2332,
cloaks,afr_cloaks,11,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1001,
cloaks,agot_all_ep1_cloaks,51,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1559,
cloaks,agot_all_fp1_cloaks,50,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1537,
cloaks,agot_all_no_dlc_cloaks,52,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1585,
cloaks,agot_coa_cloaks_ep1,33,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1308,
cloaks,agot_coa_cloaks_ep2,34,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1318,
cloaks,agot_coa_cloaks_fp1,29,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1246,
cloaks,agot_coa_cloaks_fp1_dynamic_high,31,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1274,
cloaks,agot_coa_cloaks_fp1_dynamic_high_war,42,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1424,
cloaks,agot_coa_cloaks_fp1_dynamic_low,30,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1258,
cloaks,agot_coa_cloaks_fp1_dynamic_low_war,41,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1408,
cloaks,agot_coa_cloaks_fp1_dynamic_stark,32,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1292,
cloaks,agot_coa_cloaks_fp1_dynamic_stark_war,43,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1441,
cloaks,agot_coa_cloaks_sp2,35,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1330,
cloaks,agot_coa_cloaks_western_royalty,36,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1342,
cloaks,agot_hidden_cloaks,47,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1496,
cloaks,agot_historic_capes,28,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1229,
cloaks,agot_skinchangers_second_pelt,46,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1484,
cloaks,all_cloaks,1,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,835,
cloaks,andal_wedding_cloak,49,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1523,
cloaks,asoiaf_lannister_war_cloak,91,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1618,
cloaks,asoiaf_northern_cloaks,93,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1652,
cloaks,asoiaf_unique_cloaks,92,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1630,
cloaks,camp_purpose_brigands_cloaks,19,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1104,
cloaks,ccp4_sami_cloaks_com,20,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1118,
cloaks,ccp4_sami_cloaks_hi_nob,22,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1145,
cloaks,ccp4_sami_cloaks_lo_nob,21,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1131,
cloaks,ccp7_mino_com_01,23,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1159,
cloaks,ep1_cloak_adventurer,5,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,931,
cloaks,ep2_cloak_mena_travel,7,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,953,
cloaks,ep2_cloak_western_era1_high_nobility,9,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,977,
cloaks,ep2_cloak_western_era1_low_nobility,8,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,965,
cloaks,ep2_cloak_western_travel,6,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,941,
cloaks,ep3_byzantine_era1_imperial,15,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1058,
cloaks,ep3_byzantine_era1_nob,14,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1045,
cloaks,ep3_byzantine_era2_imp_01_loros,18,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1093,
cloaks,ep3_byzantine_era2_nob,16,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1071,
cloaks,ep3_byzantine_era2_roy_01_loros,17,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1082,
cloaks,fp1_cloak,3,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,901,
cloaks,fp1_cloak_berserker,4,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,921,
cloaks,fp4_cloak_western,13,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1029,
cloaks,kingsguard_cloak,38,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1368,
cloaks,kingsguard_cloak_aotk,90,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1605,
cloaks,male_cloaks_secular_armorcape_01,25,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1191,
cloaks,male_cloaks_secular_halfcape_01,26,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1204,
cloaks,male_cloaks_secular_shouldercape_01,40,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1392,
cloaks,male_cloaks_secular_shouldercape_dynastic,37,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1354,
cloaks,male_goldcloak_01,27,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1217,
cloaks,no_cloak,0,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,823,
cloaks,north_high_winter_cloaks,45,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1470,
cloaks,northern_short_fur_cloak,48,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1510,
cloaks,nw_fur_01,24,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1176,
cloaks,sp2_cloak_imperial,10,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,989,
cloaks,sp3_cloak,12,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1016,
cloaks,stormcloak_01,44,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1456,
cloaks,unlikely_cape_01,39,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1380,
cloaks,western_royalty,2,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,889,
clothes,afr_commoner_clothes,104,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2413,
clothes,afr_high_nobility_clothes,106,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2446,
clothes,afr_low_nobility_clothes,105,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2430,
clothes,afr_war_nobility_clothes,107,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2462,
clothes,agot_all_armors,204,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3939,
clothes,agot_all_clothes,205,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4123,
clothes,agot_byzantine_high_nobility_clothes_male_pants,209,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4499,
clothes,agot_clothes_special,234,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,5000,
clothes,agot_dornish_high_nobility,226,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4800,
clothes,agot_faith_of_the_seven_fashionable,228,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4839,
clothes,agot_faith_of_the_seven_high_nobility,227,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4821,
clothes,agot_free_cities_01_clothes,206,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4403,
clothes,agot_free_cities_low_01_clothes,207,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4450,
clothes,agot_historic_characters,203,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3887,
clothes,agot_house_clothes,230,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4895,
clothes,agot_northern_high_nobility,219,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4670,
clothes,agot_pirate_01_clothes,208,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4482,
clothes,agot_riverlord_war_04,233,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4985,
clothes,agot_stormlander_high_fabrics,214,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4582,
clothes,agot_stormlander_low_fabrics,211,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4533,
clothes,agot_the_blacks_faction,231,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4938,
clothes,agot_the_greens_faction,232,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4963,
clothes,agot_western_fashionable,229,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4857,
clothes,agot_western_high_nobility_clothes_male_pants,210,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4514,
clothes,asoiaf_all_armours,248,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,5199,
clothes,asoiaf_maester_clothes,250,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,5353,
clothes,asoiaf_religious_clothes,251,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,5371,
clothes,asoiaf_unique_clothes,249,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,5270,
clothes,brightboar_swordsman_armour,244,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,5111,
clothes,byzantine_commoner_clothes,17,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,814,
clothes,byzantine_high_nobility_clothes,19,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,846,
clothes,byzantine_low_nobility_clothes,18,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,830,
clothes,byzantine_war_nobility_clothes,20,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,862,
clothes,ccp4_agot_wildling,236,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,5026,
clothes,ccp4_khanty_children_commoner_clothes,145,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3035,
clothes,ccp4_khanty_commoner_clothes,141,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2976,
clothes,ccp4_khanty_high_nobility_clothes,143,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3005,
clothes,ccp4_khanty_low_nobility_clothes,142,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2991,
clothes,ccp4_khanty_war_nobility_clothes,144,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3019,
clothes,ccp4_sami_commoner_clothes,136,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2902,
clothes,ccp4_sami_high_nobility_clothes,138,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2928,
clothes,ccp4_sami_low_nobility_clothes,137,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2915,
clothes,ccp4_sami_travel_clothes,139,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2944,
clothes,ccp4_sami_war_nobility_clothes,140,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2956,
clothes,ccp5_english_era3_war_nobility_clothes,187,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3651,
clothes,ccp5_english_era4_war_nobility_clothes,188,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3669,
clothes,ccp5_french_era3_war_commoners_clothes,184,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3597,
clothes,ccp5_french_era3_war_nobility_clothes,185,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3609,
clothes,ccp5_french_late_era3_war_nobility_clothes,186,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3628,
clothes,ccp5_german_era3_war_nobility_clothes,183,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3581,
clothes,ccp7_agot_wildling,237,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,5071,
clothes,ccp7_emishi_com_clothes,189,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3687,
clothes,ccp7_emishi_hi_nob_clothes,191,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3721,
clothes,ccp7_emishi_low_nob_clothes,190,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3704,
clothes,ccp7_emishi_roy_clothes,192,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3738,
clothes,ccp7_emishi_war_nob_clothes,193,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3751,
clothes,ccp7_nivkh_com_clothes,194,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3763,
clothes,ccp7_nivkh_low_nob_clothes,195,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3778,
clothes,ccp9_dal_nob_01_clothes,197,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3807,
clothes,ccp9_lia_nob_01_clothes,196,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3794,
clothes,ccp9_min_nob_01_clothes,202,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3873,
clothes,ccp9_tan_nob_01_clothes,200,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3847,
clothes,ccp9_tan_roy_01_clothes,201,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3860,
clothes,ccp9_uyg_nob_01_clothes,198,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3821,
clothes,ccp9_uyg_roy_01_clothes,199,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,3834,
clothes,dde_abbasid_commoner_clothes,46,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,1337,
clothes,dde_abbasid_high_nobility_clothes,48,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,1375,
clothes,dde_abbasid_low_nobility_clothes,47,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,1356,
clothes,dde_abbasid_war_nobility_clothes,49,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,1394,
clothes,dde_hre_commoner_clothes,42,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,1259,
clothes,dde_hre_high_nobility_clothes,44,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,1297,
clothes,dde_hre_low_nobility_clothes,43,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,1278,
clothes,dde_hre_war_nobility_clothes,45,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,1316,
clothes,dragon_rider_clothes,215,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,4598,
clothes,ep1_jester_clothes,73,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,1823,
clothes,ep2_byzantine_war_nobility_clothes,98,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2300,
clothes,ep2_cardinal_larper_clothes,95,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2242,
clothes,ep2_indian_war_nobility_clothes,99,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2321,
clothes,ep2_mena_war_nobility_clothes,96,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2259,
clothes,ep2_pope_larper_clothes,94,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2226,
clothes,ep2_religious_muslim_hajj_clothes,92,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2196,
clothes,ep2_religious_muslim_ihram_clothes,93,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2211,
clothes,ep2_steppe_war_nobility_clothes,97,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2279,
clothes,ep2_western_era1_commoner_clothes,84,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2020,
clothes,ep2_western_era1_high_nobility_clothes,86,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2052,
clothes,ep2_western_era1_low_nobility_clothes,85,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2036,
clothes,ep2_western_era1_war_nobility_clothes,87,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2068,
clothes,ep2_western_era2_war_nobility_clothes,88,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2090,
clothes,ep2_western_era3_high_nobility_clothes,90,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2124,
clothes,ep2_western_era3_low_nobility_clothes,89,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2108,
clothes,ep2_western_era4_war_nobility_clothes,91,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2171,
clothes,ep3_byzantine_charioteer_clothes_blue,126,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2767,
clothes,ep3_byzantine_charioteer_clothes_green,127,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2780,
clothes,ep3_byzantine_charioteer_clothes_red,129,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2806,
clothes,ep3_byzantine_charioteer_clothes_white,128,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2793,
clothes,ep3_byzantine_era1_commoner_clothes,116,AGOT Submod Core,common/genes/05_genes_special_accessories_clothes.txt,2606,
