File,DNA,Gene,Line,Value
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_2,gene_dragon_highlight_value,1209,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_2,gene_dragon_eye_hue,1210,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_2,gene_dragon_eye_value,1211,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_2,gene_dragon_horn_hue,1212,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_2,gene_dragon_horn_value,1213,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_2,gene_bs_head_round_shape,1251,"{ ""head_round_shape"" 31 ""head_round_shape"" 31 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_3,gene_dragon_skin_hue,1384,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_3,gene_dragon_skin_value,1385,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_3,gene_dragon_highlight_hue,1386,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_3,gene_dragon_highlight_value,1387,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_3,gene_dragon_eye_hue,1388,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_3,gene_dragon_eye_value,1389,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_3,gene_dragon_horn_hue,1390,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_3,gene_dragon_horn_value,1391,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_3,gene_bs_head_round_shape,1429,"{ ""head_round_shape"" 175 ""head_round_shape"" 175 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_4,gene_dragon_skin_hue,1562,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_4,gene_dragon_skin_value,1563,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_4,gene_dragon_highlight_hue,1564,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_4,gene_dragon_highlight_value,1565,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_4,gene_dragon_eye_hue,1566,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_4,gene_dragon_eye_value,1567,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_4,gene_dragon_horn_hue,1568,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_4,gene_dragon_horn_value,1569,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_4,gene_bs_head_round_shape,1607,"{ ""head_round_shape"" 0 ""head_round_shape"" 31 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_5,gene_dragon_skin_hue,1740,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_5,gene_dragon_skin_value,1741,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_5,gene_dragon_highlight_hue,1742,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_5,gene_dragon_highlight_value,1743,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_5,gene_dragon_eye_hue,1744,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_5,gene_dragon_eye_value,1745,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_5,gene_dragon_horn_hue,1746,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_5,gene_dragon_horn_value,1747,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_5,gene_bs_head_round_shape,1785,"{ ""head_round_shape"" 175 ""head_round_shape"" 175 }"
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_6,gene_dragon_scales_effect,1952,"{ ""dragon_scales_metallic"" 127 ""dragon_scales_metallic"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_1,gene_dragon_skin_hue,1992,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_1,gene_dragon_skin_value,1993,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_1,gene_dragon_highlight_hue,1994,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_1,gene_dragon_highlight_value,1995,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_1,gene_dragon_eye_hue,1996,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_1,gene_dragon_eye_value,1997,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_1,gene_dragon_horn_hue,1998,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_1,gene_dragon_horn_value,1999,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_1,gene_bs_eye_fold_2,2142,"{ ""eye_fold_2"" 0 ""eye_fold_2"" 0 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_1,gene_bs_head_round_shape,2145,"{ ""head_round_shape"" 0 ""head_round_shape"" 0 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_2,gene_dragon_skin_hue,2171,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_2,gene_dragon_skin_value,2172,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_2,gene_dragon_highlight_hue,2173,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_2,gene_dragon_highlight_value,2174,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_2,gene_dragon_eye_hue,2175,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_2,gene_dragon_eye_value,2176,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_2,gene_dragon_horn_hue,2177,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_2,gene_dragon_horn_value,2178,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_2,gene_bs_eye_fold_2,2321,"{ ""eye_fold_2"" 0 ""eye_fold_2"" 0 }"
common/dna_data/test_dna_crownlands.txt,Branfield_asoiaf_2,gene_bs_head_round_shape,2324,"{ ""head_round_shape"" 0 ""head_round_shape"" 0 }"
common/dna_data/test_dna_crownlands.txt,Thorne_asoiaf_17,gene_dragon_scales_effect,2490,"{ ""dragon_scales_metallic"" 127 ""dragon_scales_metallic"" 127 }"
common/dna_data/test_dna_crownlands.txt,Thorne_asoiaf_3,gene_dragon_skin_hue,2637,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Thorne_asoiaf_3,gene_dragon_skin_value,2638,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Thorne_asoiaf_3,gene_dragon_highlight_hue,2639,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Thorne_asoiaf_3,gene_dragon_highlight_value,2640,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Thorne_asoiaf_3,gene_dragon_eye_hue,2641,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Thorne_asoiaf_3,gene_dragon_eye_value,2642,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Thorne_asoiaf_3,gene_dragon_horn_hue,2643,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Thorne_asoiaf_3,gene_dragon_horn_value,2644,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cargyll_asoiaf_11,gene_dragon_skin_hue,2709,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cargyll_asoiaf_11,gene_dragon_skin_value,2710,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cargyll_asoiaf_11,gene_dragon_highlight_hue,2711,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cargyll_asoiaf_11,gene_dragon_highlight_value,2712,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cargyll_asoiaf_11,gene_dragon_eye_hue,2713,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cargyll_asoiaf_11,gene_dragon_eye_value,2714,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cargyll_asoiaf_11,gene_dragon_horn_hue,2715,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cargyll_asoiaf_11,gene_dragon_horn_value,2716,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cargyll_asoiaf_11,gene_bs_head_round_shape,2861,"{ ""head_round_shape"" 20 ""head_round_shape"" 20 }"
common/dna_data/test_dna_crownlands.txt,Stark_hh_asoiaf_1,gene_dragon_skin_hue,2887,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stark_hh_asoiaf_1,gene_dragon_skin_value,2888,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stark_hh_asoiaf_1,gene_dragon_highlight_hue,2889,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stark_hh_asoiaf_1,gene_dragon_highlight_value,2890,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stark_hh_asoiaf_1,gene_dragon_eye_hue,2891,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stark_hh_asoiaf_1,gene_dragon_eye_value,2892,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stark_hh_asoiaf_1,gene_dragon_horn_hue,2893,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stark_hh_asoiaf_1,gene_dragon_horn_value,2894,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Stark_hh_asoiaf_1,gene_bs_head_round_shape,3039,"{ ""head_round_shape"" 63 ""head_round_shape"" 63 }"
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_dragon_skin_hue,3065,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_dragon_skin_value,3066,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_dragon_highlight_hue,3067,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_dragon_highlight_value,3068,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_dragon_eye_hue,3069,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_dragon_eye_value,3070,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_dragon_horn_hue,3071,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_dragon_horn_value,3072,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_bs_eye_fold_2,3215,"{ ""eye_fold_2"" 62 ""eye_fold_2"" 62 }"
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_bs_head_round_shape,3218,"{ ""head_round_shape"" 0 ""head_round_shape"" 0 }"
common/dna_data/test_dna_crownlands.txt,Tall_asoiaf_1,gene_dragon_skin_hue,3352,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Tall_asoiaf_1,gene_dragon_skin_value,3353,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Tall_asoiaf_1,gene_dragon_highlight_hue,3354,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Tall_asoiaf_1,gene_dragon_highlight_value,3355,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Tall_asoiaf_1,gene_dragon_eye_hue,3356,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Tall_asoiaf_1,gene_dragon_eye_value,3357,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Tall_asoiaf_1,gene_dragon_horn_hue,3358,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Tall_asoiaf_1,gene_dragon_horn_value,3359,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_dragon_skin_hue,3424,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_dragon_skin_value,3425,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_dragon_highlight_hue,3426,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_dragon_highlight_value,3427,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_dragon_eye_hue,3428,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_dragon_eye_value,3429,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_dragon_horn_hue,3430,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_dragon_horn_value,3431,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_size,3564,"{ ""eye_size"" 120 ""eye_size"" 120 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_shut_top,3565,"{ ""eye_shut_top"" 147 ""eye_shut_top"" 147 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_shut_bottom,3566,"{ ""eye_shut_bottom"" 126 ""eye_shut_bottom"" 126 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_forehead_inner_brow_width,3572,"{ ""vanilla_inner_brow_width"" 130 ""vanilla_inner_brow_width"" 130 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_bs_eye_fold_2,3576,"{ ""eye_fold_2"" 8 ""eye_fold_2"" 8 }"
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_bs_head_round_shape,3579,"{ ""head_round_shape"" 13 ""head_round_shape"" 13 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_4,gene_dragon_skin_hue,8,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_4,gene_dragon_skin_value,9,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_4,gene_dragon_highlight_hue,10,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_4,gene_dragon_highlight_value,11,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_4,gene_dragon_eye_hue,12,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_4,gene_dragon_eye_value,13,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_4,gene_dragon_horn_hue,14,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_4,gene_dragon_horn_value,15,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_4,gene_bs_eye_fold_2,158,"{ ""eye_fold_2"" 0 ""eye_fold_2"" 0 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_4,gene_bs_head_round_shape,161,"{ ""head_round_shape"" 0 ""head_round_shape"" 0 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_7,gene_dragon_skin_hue,187,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_7,gene_dragon_skin_value,188,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_7,gene_dragon_highlight_hue,189,"{ ""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_7,gene_dragon_highlight_value,190,"{ ""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_7,gene_dragon_eye_hue,191,"{ ""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_7,gene_dragon_eye_value,192,"{ ""dragon_eye_value"" 127 ""dragon_eye_value"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_7,gene_dragon_horn_hue,193,"{ ""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_7,gene_dragon_horn_value,194,"{ ""dragon_horn_value"" 127 ""dragon_horn_value"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_7,gene_bs_eye_fold_2,337,"{ ""eye_fold_2"" 0 ""eye_fold_2"" 0 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_7,gene_bs_head_round_shape,340,"{ ""head_round_shape"" 0 ""head_round_shape"" 0 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_8,gene_dragon_skin_hue,366,"{ ""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127 }"
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_8,gene_dragon_skin_value,367,"{ ""dragon_skin_value"" 127 ""dragon_skin_value"" 127 }"
