File,DNA,Line,GeneCount,HumanBody,DragonGene,LogMessages,MissingGenes,UnknownGenes
common/dna_data/test_dna_north.txt,Stark_asoiaf_2,722,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_north.txt,Stark_asoiaf_3,900,171,True,"""human_body"" 0 ""human_body"" 0",36,26,9
common/dna_data/test_dna_north.txt,Stark_asoiaf_5,1079,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_north.txt,Stark_asoiaf_4,1257,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,1435,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_north.txt,Stark_asoiaf_7,1614,171,True,"""human_body"" 0 ""human_body"" 0",34,24,8
common/dna_data/test_dna_north.txt,Stark_asoiaf_8,1793,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Stark_asoiaf_9,1972,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Stark_asoiaf_10,2151,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Stark_asoiaf_11,2330,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Stark_hh_asoiaf_2,2509,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_north.txt,Karstark_asoiaf_4,2689,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Umber_asoiaf_8,2868,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_north.txt,Umber_asoiaf_11,3053,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_north.txt,Poole_asoiaf_2,3238,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_north.txt,Poole_asoiaf_3,3416,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,3601,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_north.txt,Cassel_asoiaf_4,3780,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_north.txt,Reed_asoiaf_1,3958,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_north.txt,Reed_asoiaf_2,4143,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_north.txt,Reed_asoiaf_3,4328,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,4513,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,4692,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,4871,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,5050,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,5229,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,5408,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,5587,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,5766,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Manderly_asoiaf_10,5945,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,6130,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,6309,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,6488,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,6667,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,6846,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,7025,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,7204,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Glover_asoiaf_4,7383,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Glover_asoiaf_5,7562,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Whitehill_asoiaf_1,7741,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_north.txt,Whitehill_asoiaf_5,7920,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_4,1,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,186,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,365,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,544,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_13,723,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_14,901,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_reach.txt,asoiaf_Fossoway_New_Barrel_1,1080,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,1267,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,asoiaf_Redwyne_4,1448,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,asoiaf_Redwyne_5,1633,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,asoiaf_Redwyne_7,1818,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,2007,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,2186,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,2365,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_4,2544,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_5,2729,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_6,2914,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Florent_asoiaf_2,3099,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,3284,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Florent_asoiaf_10,3463,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_reach.txt,Ashford_asoiaf_24,3641,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Ashford_asoiaf_27,3826,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_89,4011,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_90,4196,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_92,4381,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_97,4566,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_99,4744,172,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,4924,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,5103,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,5282,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,5461,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,5640,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_reach.txt,Beesbury_asoiaf_21,5819,172,True,"""human_body"" 0 ""human_body"" 0",19,16,1
common/dna_data/test_dna_reach.txt,Oakheart_asoiaf_4,5999,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_reach.txt,Strickland_asoiaf_1,6184,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_1,1,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,180,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,359,172,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_7,539,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_9,718,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_riverlands.txt,Strong_asoiaf_28,897,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_riverlands.txt,Strong_asoiaf_29,1075,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_riverlands.txt,Strong_asoiaf_34,1253,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_riverlands.txt,Strong_asoiaf_30,1432,172,True,"""human_body"" 0 ""human_body"" 0",19,16,1
common/dna_data/test_dna_riverlands.txt,Strong_asoiaf_31,1612,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_riverlands.txt,Frey_asoiaf_1,1791,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_riverlands.txt,Frey_asoiaf_50,1969,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_riverlands.txt,Frey_asoiaf_52,2154,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_riverlands.txt,Frey_asoiaf_82,2339,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_riverlands.txt,asoiaf_Tully_hh_4,2524,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_34,1,172,True,"""human_body"" 0 ""human_body"" 0",19,16,1
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_36,181,172,True,"""human_body"" 0 ""human_body"" 0",19,16,1
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_50,361,172,True,"""human_body"" 0 ""human_body"" 0",19,16,1
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_52,541,172,True,"""human_body"" 0 ""human_body"" 0",19,16,1
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_71,721,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_1,906,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_2,1091,171,True,"""human_body"" 0 ""human_body"" 0",34,24,8
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_3,1270,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_4,1448,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_2_1,1626,172,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_5,1806,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_6,1991,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_7,2176,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_10,2354,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_stormlands.txt,Baratheon_asoiaf_13,2539,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_stormlands.txt,Wylde_asoiaf_27,2718,172,True,"""human_body"" 0 ""human_body"" 0",19,16,1
common/dna_data/test_dna_stormlands.txt,Estermont_asoiaf_44,2898,172,True,"""human_body"" 0 ""human_body"" 0",19,16,1
common/dna_data/test_dna_stormlands.txt,Lonmouth_asoiaf_16,3078,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_stormlands.txt,Tarth_asoiaf_1,3256,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_stormlands.txt,Tarth_asoiaf_3,3437,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_stormlands.txt,Tarth_asoiaf_6,3617,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_stormlands.txt,Selmy_asoiaf_3,3797,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_stormlands.txt,Trant_asoiaf_2,3976,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_stormlands.txt,Cole_asoiaf_11,4155,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_stormlands.txt,Melisandre_asoiaf_1,4334,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_stormlands.txt,Seaworth_asoiaf_1,4513,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_vale.txt,Arryn_asoiaf_80,1,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_vale.txt,Arryn_asoiaf_84,179,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_vale.txt,Arryn_asoiaf_3,358,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_vale.txt,Arryn_asoiaf_8,537,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_vale.txt,Waynwood_asoiaf_5,722,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_vale.txt,Hardyng_asoiaf_5,907,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_vale.txt,Egen_asoiaf_3,1086,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_vale.txt,Baelish_asoiaf_2,1271,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_vale.txt,Royce_asoiaf_37,1450,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_vale.txt,Royce_asoiaf_1,1629,171,True,"""human_body"" 0 ""human_body"" 0",44,30,14
common/dna_data/test_dna_vale.txt,Moore_asoiaf_2,1808,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_28,1,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_27,180,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_29,365,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_35,544,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_36,722,171,True,"""human_body"" 0 ""human_body"" 0",34,24,8
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_45,901,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_46,1086,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_47,1271,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_48,1449,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_50,1634,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_51,1819,171,True,"""human_body"" 0 ""human_body"" 0",34,24,8
common/dna_data/test_dna_valyrian.txt,Hammer_asoiaf_1,1998,172,True,"""human_body"" 0 ""human_body"" 0",19,16,1
common/dna_data/test_dna_valyrian.txt,asoiaf_White_1,2178,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_59,2363,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_60,2542,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_61,2720,170,True,"""human_body"" 0 ""human_body"" 0",35,26,9
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_63,2898,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_65,3077,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_66,3256,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_67,3435,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_68,3614,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_69,3799,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_69_HBO,3977,177,True,"""human_body"" 0 ""human_body"" 0",10,10,0
common/dna_data/test_dna_valyrian.txt,Targaryen_asoiaf_70,4162,171,True,"""human_body"" 0 ""human_body"" 0",36,26,10
