Category,Gene,File,Line,DNA,LogLine,Component,Message,AfterCount
dna_missing_gene,gene_dragon_scale_shadows,common/dna_data/test_dna_beyond_the_wall.txt,187,Giantsbane_asoiaf_1,1455,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_scale_shadows! at 'file: common/dna_data/test_dna_beyond_the_wall.txt line: 187 (Giantsbane_asoiaf_1)',0
dna_missing_gene,gene_dragon_scale_highlights,common/dna_data/test_dna_beyond_the_wall.txt,187,Giantsbane_asoiaf_1,1456,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_scale_highlights! at 'file: common/dna_data/test_dna_beyond_the_wall.txt line: 187 (Giantsbane_asoiaf_1)',0
dna_missing_gene,gene_dragon_body_pattern,common/dna_data/test_dna_beyond_the_wall.txt,187,Giantsbane_asoiaf_1,1457,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_body_pattern! at 'file: common/dna_data/test_dna_beyond_the_wall.txt line: 187 (Giantsbane_asoiaf_1)',0
dna_unknown_gene,gene_dragon_skin_hue,common/dna_data/test_dna_crownlands.txt,8,Slynt_asoiaf_1,1458,portraitcontext.cpp:184,No gene with key: gene_dragon_skin_hue in group human at file: common/dna_data/test_dna_crownlands.txt line: 8 (Slynt_asoiaf_1),0
dna_unknown_gene,gene_dragon_skin_value,common/dna_data/test_dna_crownlands.txt,9,Slynt_asoiaf_1,1459,portraitcontext.cpp:184,No gene with key: gene_dragon_skin_value in group human at file: common/dna_data/test_dna_crownlands.txt line: 9 (Slynt_asoiaf_1),0
dna_unknown_gene,gene_dragon_highlight_hue,common/dna_data/test_dna_crownlands.txt,10,Slynt_asoiaf_1,1460,portraitcontext.cpp:184,No gene with key: gene_dragon_highlight_hue in group human at file: common/dna_data/test_dna_crownlands.txt line: 10 (Slynt_asoiaf_1),0
dna_unknown_gene,gene_dragon_highlight_value,common/dna_data/test_dna_crownlands.txt,11,Slynt_asoiaf_1,1461,portraitcontext.cpp:184,No gene with key: gene_dragon_highlight_value in group human at file: common/dna_data/test_dna_crownlands.txt line: 11 (Slynt_asoiaf_1),0
dna_unknown_gene,gene_dragon_eye_hue,common/dna_data/test_dna_crownlands.txt,12,Slynt_asoiaf_1,1462,portraitcontext.cpp:184,No gene with key: gene_dragon_eye_hue in group human at file: common/dna_data/test_dna_crownlands.txt line: 12 (Slynt_asoiaf_1),0
dna_unknown_gene,gene_dragon_eye_value,common/dna_data/test_dna_crownlands.txt,13,Slynt_asoiaf_1,1463,portraitcontext.cpp:184,No gene with key: gene_dragon_eye_value in group human at file: common/dna_data/test_dna_crownlands.txt line: 13 (Slynt_asoiaf_1),0
dna_unknown_gene,gene_dragon_horn_hue,common/dna_data/test_dna_crownlands.txt,14,Slynt_asoiaf_1,1464,portraitcontext.cpp:184,No gene with key: gene_dragon_horn_hue in group human at file: common/dna_data/test_dna_crownlands.txt line: 14 (Slynt_asoiaf_1),0
dna_unknown_gene,gene_dragon_horn_value,common/dna_data/test_dna_crownlands.txt,15,Slynt_asoiaf_1,1465,portraitcontext.cpp:184,No gene with key: gene_dragon_horn_value in group human at file: common/dna_data/test_dna_crownlands.txt line: 15 (Slynt_asoiaf_1),0
dna_unknown_gene,gene_bs_head_round_shape,common/dna_data/test_dna_crownlands.txt,163,Slynt_asoiaf_1,1471,portraitcontext.cpp:184,No gene with key: gene_bs_head_round_shape in group human at file: common/dna_data/test_dna_crownlands.txt line: 163 (Slynt_asoiaf_1),0
dna_missing_gene,gene_face_dacals,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1472,portraitcontext.cpp:326,Persistent portrait info missing gene gene_face_dacals! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_primary_color_hue,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1473,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_primary_color_hue! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_primary_color_value,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1474,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_primary_color_value! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_secondary_hue,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1475,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_secondary_hue! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_secondary_value,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1476,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_secondary_value! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_tertiary_hue,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1477,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_tertiary_hue! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_tertiary_value,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1478,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_tertiary_value! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_eye_color_hue,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1479,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_eye_color_hue! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_eye_color_value,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1480,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_eye_color_value! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_horn_color_hue,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1481,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_horn_color_hue! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_horn_color_value,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1482,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_horn_color_value! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_primary_color_saturation,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1483,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_primary_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_secondary_saturation,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1484,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_secondary_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_tertiary_saturation,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1485,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_tertiary_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_eye_color_saturation,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1486,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_eye_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_horn_color_saturation,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1487,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_horn_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_fire_color,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1488,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_fire_color! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_fire_smoke,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1489,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_fire_smoke! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_metallic_scales_strength,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1490,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_metallic_scales_strength! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_scale_shadows,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1491,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_scale_shadows! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_scale_highlights,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1492,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_scale_highlights! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_wounded,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1493,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_wounded! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_body_shading,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1494,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_body_shading! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_body_pattern,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1495,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_body_pattern! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_wings_shading,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1496,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_wings_shading! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,skin_color_saturation,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1497,portraitcontext.cpp:326,Persistent portrait info missing gene skin_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,eye_color_saturation,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1498,portraitcontext.cpp:326,Persistent portrait info missing gene eye_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_bs_head_shape,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1499,portraitcontext.cpp:326,Persistent portrait info missing gene gene_bs_head_shape! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_bs_eye_lower_lid_size,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1500,portraitcontext.cpp:326,Persistent portrait info missing gene gene_bs_eye_lower_lid_size! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_bs_eye_shape,common/dna_data/test_dna_crownlands.txt,2,Slynt_asoiaf_1,1501,portraitcontext.cpp:326,Persistent portrait info missing gene gene_bs_eye_shape! at 'file: common/dna_data/test_dna_crownlands.txt line: 2 (Slynt_asoiaf_1)',0
dna_missing_gene,gene_dragon_primary_color_saturation,common/dna_data/test_dna_crownlands.txt,181,Hollard_asoiaf_10,1502,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_primary_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 181 (Hollard_asoiaf_10)',0
dna_missing_gene,gene_dragon_secondary_saturation,common/dna_data/test_dna_crownlands.txt,181,Hollard_asoiaf_10,1503,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_secondary_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 181 (Hollard_asoiaf_10)',0
dna_missing_gene,gene_dragon_tertiary_saturation,common/dna_data/test_dna_crownlands.txt,181,Hollard_asoiaf_10,1504,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_tertiary_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 181 (Hollard_asoiaf_10)',0
dna_missing_gene,gene_dragon_eye_color_saturation,common/dna_data/test_dna_crownlands.txt,181,Hollard_asoiaf_10,1505,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_eye_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 181 (Hollard_asoiaf_10)',0
dna_missing_gene,gene_dragon_horn_color_saturation,common/dna_data/test_dna_crownlands.txt,181,Hollard_asoiaf_10,1506,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_horn_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 181 (Hollard_asoiaf_10)',0
dna_missing_gene,gene_dragon_fire_color,common/dna_data/test_dna_crownlands.txt,181,Hollard_asoiaf_10,1507,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_fire_color! at 'file: common/dna_data/test_dna_crownlands.txt line: 181 (Hollard_asoiaf_10)',0
dna_missing_gene,gene_dragon_fire_smoke,common/dna_data/test_dna_crownlands.txt,181,Hollard_asoiaf_10,1508,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_fire_smoke! at 'file: common/dna_data/test_dna_crownlands.txt line: 181 (Hollard_asoiaf_10)',0
dna_missing_gene,gene_dragon_scale_shadows,common/dna_data/test_dna_crownlands.txt,181,Hollard_asoiaf_10,1509,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_scale_shadows! at 'file: common/dna_data/test_dna_crownlands.txt line: 181 (Hollard_asoiaf_10)',0
dna_missing_gene,gene_dragon_scale_highlights,common/dna_data/test_dna_crownlands.txt,181,Hollard_asoiaf_10,1510,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_scale_highlights! at 'file: common/dna_data/test_dna_crownlands.txt line: 181 (Hollard_asoiaf_10)',0
dna_missing_gene,gene_dragon_body_pattern,common/dna_data/test_dna_crownlands.txt,181,Hollard_asoiaf_10,1511,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_body_pattern! at 'file: common/dna_data/test_dna_crownlands.txt line: 181 (Hollard_asoiaf_10)',0
dna_template,gene_dragon_main_horn_shape,common/dna_data/test_dna_crownlands.txt,493,Blackwater_asoiaf_1,1512,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: 493 (Blackwater_asoiaf_1),0
dna_template,gene_dragon_main_horn_shape,common/dna_data/test_dna_crownlands.txt,493,Blackwater_asoiaf_1,1513,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: 493 (Blackwater_asoiaf_1),0
dna_unknown_gene,gene_dragon_scales_effect,common/dna_data/test_dna_crownlands.txt,512,Blackwater_asoiaf_1,1514,portraitcontext.cpp:184,No gene with key: gene_dragon_scales_effect in group human at file: common/dna_data/test_dna_crownlands.txt line: 512 (Blackwater_asoiaf_1),0
dna_missing_gene,gene_dragon_tertiary_hue,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1515,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_tertiary_hue! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_tertiary_value,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1516,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_tertiary_value! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_primary_color_saturation,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1517,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_primary_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_secondary_saturation,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1518,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_secondary_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_tertiary_saturation,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1519,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_tertiary_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_eye_color_saturation,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1520,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_eye_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_horn_color_saturation,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1521,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_horn_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_fire_color,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1522,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_fire_color! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_fire_smoke,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1523,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_fire_smoke! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_metallic_scales_strength,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1524,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_metallic_scales_strength! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_scale_shadows,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1525,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_scale_shadows! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_scale_highlights,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1526,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_scale_highlights! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_wounded,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1527,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_wounded! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_body_shading,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1528,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_body_shading! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_body_pattern,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1529,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_body_pattern! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_wings_shading,common/dna_data/test_dna_crownlands.txt,366,Blackwater_asoiaf_1,1530,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_wings_shading! at 'file: common/dna_data/test_dna_crownlands.txt line: 366 (Blackwater_asoiaf_1)',0
dna_missing_gene,gene_dragon_primary_color_saturation,common/dna_data/test_dna_crownlands.txt,546,Staunton_asoiaf_19,1531,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_primary_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 546 (Staunton_asoiaf_19)',0
dna_missing_gene,gene_dragon_secondary_saturation,common/dna_data/test_dna_crownlands.txt,546,Staunton_asoiaf_19,1532,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_secondary_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 546 (Staunton_asoiaf_19)',0
dna_missing_gene,gene_dragon_tertiary_saturation,common/dna_data/test_dna_crownlands.txt,546,Staunton_asoiaf_19,1533,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_tertiary_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 546 (Staunton_asoiaf_19)',0
dna_missing_gene,gene_dragon_eye_color_saturation,common/dna_data/test_dna_crownlands.txt,546,Staunton_asoiaf_19,1534,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_eye_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 546 (Staunton_asoiaf_19)',0
dna_missing_gene,gene_dragon_horn_color_saturation,common/dna_data/test_dna_crownlands.txt,546,Staunton_asoiaf_19,1535,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_horn_color_saturation! at 'file: common/dna_data/test_dna_crownlands.txt line: 546 (Staunton_asoiaf_19)',0
dna_missing_gene,gene_dragon_fire_color,common/dna_data/test_dna_crownlands.txt,546,Staunton_asoiaf_19,1536,portraitcontext.cpp:326,Persistent portrait info missing gene gene_dragon_fire_color! at 'file: common/dna_data/test_dna_crownlands.txt line: 546 (Staunton_asoiaf_19)',0
