Symbol,File,Mod,Line,ActiveCode,RootDefinition,Text
try_start_diarchy,common/on_action/title_on_actions.txt,A Game of Thrones,1424,False,False,# 			try_start_diarchy = grand_secretariat
try_start_diarchy,common/on_action/title_on_actions.txt,A Game of Thrones,1431,False,False,# 			try_start_diarchy = grand_secretariat
agot_on_title_inheritance_lannister_baratheon_coa,common/on_action/title_on_actions.txt,A Game of Thrones,2820,True,False,agot_on_title_inheritance_lannister_baratheon_coa
try_start_diarchy,common/scripted_effects/00_agot_free_city_effects.txt,A Game of Thrones,497,True,False,try_start_diarchy = second_magister
try_start_diarchy,common/scripted_effects/00_agot_free_city_effects.txt,A Game of Thrones,510,True,False,try_start_diarchy = high_councilor
try_start_diarchy,common/scripted_effects/00_agot_free_city_effects.txt,A Game of Thrones,520,True,False,try_start_diarchy = tyniate
try_start_diarchy,common/scripted_effects/00_agot_free_city_effects.txt,A Game of Thrones,540,True,False,try_start_diarchy = norvos_high_priestship
try_start_diarchy,common/scripted_effects/00_agot_free_city_effects.txt,A Game of Thrones,548,True,False,try_start_diarchy = gonfaloniere
try_start_diarchy,common/scripted_effects/10_dlc_tgp_scripted_effects.txt,A Game of Thrones,1874,False,False,# 						try_start_diarchy = grand_secretariat
asoiaf_destroy_crownlands_title_effect,common/scripted_effects/asoiaf_setup_effects.txt,AGOT+ | Исправления совместимости,2,False,False,#asoiaf_destroy_crownlands_title_effect = {
asoiaf_canon_children_Targaryen_98_trigger,common/scripted_triggers/asoiaf_canon_children_triggers.txt,AGOT+,1731,True,True,asoiaf_canon_children_Targaryen_98_trigger = { #Alysanne (bastard of Aegon IV)
asoiaf_canon_children_Targaryen_99_trigger,common/scripted_triggers/asoiaf_canon_children_triggers.txt,AGOT+,1742,True,True,asoiaf_canon_children_Targaryen_99_trigger = { #Lily (bastard of Aegon IV)
asoiaf_canon_children_Targaryen_99_trigger,common/scripted_triggers/asoiaf_canon_children_triggers.txt,AGOT+,1753,True,True,asoiaf_canon_children_Targaryen_99_trigger = { #Willow (bastard of Aegon IV)
asoiaf_canon_children_Targaryen_100_trigger,common/scripted_triggers/asoiaf_canon_children_triggers.txt,AGOT+,1764,True,True,asoiaf_canon_children_Targaryen_100_trigger = { #Rosey (bastard of Aegon IV)
try_start_diarchy,events/agot_events/agot_scenario_ninepenny_kings_events.txt,AGOT More Dragon Eggs,7634,True,False,try_start_diarchy = regency
try_start_diarchy,events/agot_government_events/agot_free_city_events.txt,A Game of Thrones,631,True,False,try_start_diarchy = second_magister
try_start_diarchy,events/agot_government_events/agot_free_city_events.txt,A Game of Thrones,644,True,False,try_start_diarchy = high_councilor
try_start_diarchy,events/agot_government_events/agot_free_city_events.txt,A Game of Thrones,654,True,False,try_start_diarchy = tyniate
try_start_diarchy,events/agot_government_events/agot_free_city_events.txt,A Game of Thrones,674,True,False,try_start_diarchy = norvos_high_priestship
try_start_diarchy,events/agot_government_events/agot_free_city_events.txt,A Game of Thrones,682,True,False,try_start_diarchy = gonfaloniere
try_start_diarchy,events/agot_government_events/agot_free_city_events.txt,A Game of Thrones,948,True,False,try_start_diarchy = second_magister
try_start_diarchy,events/agot_government_events/agot_free_city_events.txt,A Game of Thrones,962,True,False,try_start_diarchy = high_councilor
try_start_diarchy,events/agot_government_events/agot_free_city_events.txt,A Game of Thrones,973,True,False,try_start_diarchy = tyniate
try_start_diarchy,events/agot_government_events/agot_free_city_events.txt,A Game of Thrones,994,True,False,try_start_diarchy = norvos_high_priestship
try_start_diarchy,events/agot_government_events/agot_free_city_events.txt,A Game of Thrones,1003,True,False,try_start_diarchy = gonfaloniere
asoiaf_canon_children_Targaryen_101_trigger,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,737,True,False,asoiaf_canon_children_Targaryen_101_trigger = yes
asoiaf_canon_children_Targaryen_101_birth_effect,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,741,True,False,asoiaf_canon_children_Targaryen_101_birth_effect = yes
asoiaf_canon_children_Targaryen_100_trigger,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,745,True,False,asoiaf_canon_children_Targaryen_100_trigger = yes
asoiaf_canon_children_Targaryen_100_birth_effect,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,749,True,False,asoiaf_canon_children_Targaryen_100_birth_effect = yes
asoiaf_canon_children_Targaryen_99_trigger,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,753,True,False,asoiaf_canon_children_Targaryen_99_trigger = yes
asoiaf_canon_children_Targaryen_99_birth_effect,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,757,True,False,asoiaf_canon_children_Targaryen_99_birth_effect = yes
asoiaf_canon_children_Targaryen_98_trigger,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,761,True,False,asoiaf_canon_children_Targaryen_98_trigger = yes
asoiaf_canon_children_Targaryen_98_birth_effect,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,765,True,False,asoiaf_canon_children_Targaryen_98_birth_effect = yes
asoiaf_canon_children_Targaryen_104_trigger,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,777,True,False,asoiaf_canon_children_Targaryen_104_trigger = yes
asoiaf_canon_children_Targaryen_104_birth_effect,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,781,True,False,asoiaf_canon_children_Targaryen_104_birth_effect = yes
asoiaf_canon_children_Targaryen_103_trigger,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,785,True,False,asoiaf_canon_children_Targaryen_103_trigger = yes
asoiaf_canon_children_Targaryen_103_birth_effect,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,789,True,False,asoiaf_canon_children_Targaryen_103_birth_effect = yes
asoiaf_canon_children_Targaryen_102_trigger,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,793,True,False,asoiaf_canon_children_Targaryen_102_trigger = yes
asoiaf_canon_children_Targaryen_102_birth_effect,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,AGOT+,797,True,False,asoiaf_canon_children_Targaryen_102_birth_effect = yes
asoiaf_mega_war_events.0001,events/asoiaf_mega_war_events.txt,AGOT+,3,True,True,asoiaf_mega_war_events.0001 = {
asoiaf_mega_war_effect,events/asoiaf_mega_war_events.txt,AGOT+,8,True,False,asoiaf_mega_war_effect = yes
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,86,True,False,try_start_diarchy = temporary_regency
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,108,True,False,try_start_diarchy = temporary_regency
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,126,True,False,try_start_diarchy = nomad_regency
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,129,True,False,try_start_diarchy = regency
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,140,False,False,# 		try_start_diarchy = regency
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,504,True,False,try_start_diarchy = junior_emperorship
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,509,True,False,try_start_diarchy = co_emperorship
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,514,True,False,try_start_diarchy = co_monarchy
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,557,True,False,try_start_diarchy = junior_emperorship
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,564,True,False,try_start_diarchy = co_emperorship
try_start_diarchy,events/diarchy_events/diarchy_events.txt,A Game of Thrones,569,True,False,try_start_diarchy = co_monarchy
try_start_diarchy,events/dlc/ep3/ep3_story_cycle_admin_eunuch_events.txt,A Game of Thrones,886,True,False,scope:emperor = { try_start_diarchy = regency }
try_start_diarchy,events/dlc/ep3/ep3_story_cycle_admin_eunuch_events.txt,A Game of Thrones,889,True,False,else = { try_start_diarchy = regency }
try_start_diarchy,events/dlc/ep3/ep3_story_cycle_grand_ambitions_events.txt,A Game of Thrones,3209,True,False,try_start_diarchy = co_emperorship
try_start_diarchy,events/dlc/ep3/ep3_story_cycle_grand_ambitions_events.txt,A Game of Thrones,3367,True,False,try_start_diarchy = co_emperorship
try_start_diarchy,events/factions/faction_demands.txt,A Game of Thrones,38,True,False,try_start_diarchy = co_emperorship
try_start_diarchy,events/situation_events/tgp_natural_disaster_events.txt,A Game of Thrones,1500,True,False,try_start_diarchy = temporary_regency
try_start_diarchy,history/characters/00_agot_char_three_daughters_ancestors.txt,A Game of Thrones,26236,True,False,try_start_diarchy = second_magister
try_start_diarchy,history/characters/00_agot_char_westerlands_ancestors.txt,A Game of Thrones,3596,True,False,try_start_diarchy = temporary_regency
