Catalog,File,SHA256,LastWriteTime
AGOT,common/landed_titles/01_agot_landed_titles.txt,5B5CB1BECE3A0E483A810D86095DCA38350E7550A5B48F305C36D41BBFEA30D9,2026-09-18T04:54:49.215421+07:00
AGOT,common/culture/cultures/00_agot_cul_ancient_races.txt,502988DDA37F09FC33D7E2CD056B14CFBDDADF806AEF4CE6588D1DCC6D24C22B,2026-09-18T04:54:53.884521+07:00
AGOT,common/religion/religion_types/00_agot_the_flames.txt,0B783E2A65A5EE8A55F9784B489D9DAF401BD8BF63838AEE095FD0CFE67A129E,2026-09-18T04:54:53.403506+07:00
AGOT,common/scripted_effects/00_agot_dragon_canon_dragons_effects.txt,5821D6D2F0960403FB29E3988BCEF4E0F4B9C2945E6933461F6ECBC3BCAEC911,2026-09-18T04:54:49.224207+07:00
AGOT,common/character_interactions/00_agot_bastard_interactions.txt,2734E6E7E8430D4CD897D87DFC6BE0F8B91F9D106D210EEB26566567D33BA203,2026-09-18T04:54:52.677025+07:00
AGOT_PLUS,common/on_action/agot_on_actions/test_title_on_actions.txt,C5D8C4ED2A7E7D74C3CE69B813A59B79F2F9BA7A9051B986D8BE9B8DA6D3C909,2026-09-18T05:27:22.538043+07:00
AGOT_PLUS,common/on_action/asoiaf_marriage_concubinage_on_actions.txt,E7D473B5AC906A8CF4AF3BEB3AD8180FCB458DCC67A302CAE17A446B609F3F93,2026-09-18T05:27:22.417535+07:00
AGOT_PLUS,common/on_action/asoiaf_setup.txt,7F25A4EEBEEA047BE468ADF362AE73D266A7B308D23897A31BBEA237C35BD239,2026-09-18T05:27:22.539044+07:00
AGOT_PLUS,common/scripted_effects/asoiaf_assign_inactive_traits_effects.txt,4786ED9B37B34D4382DCBAEA41132CED9958F06E6F5AF6A04EC3688A2262416B,2026-09-18T05:27:22.418536+07:00
AGOT_PLUS,common/scripted_effects/asoiaf_canon_children_effects.txt,919D83FF542167E0E2AF695ED4FF8EF97D9D8E4F088DDFEE34A36823E91A71DB,2026-09-18T05:27:20.424727+07:00
AGOT_PLUS,common/scripted_effects/asoiaf_clear_traits_effects.txt,D595A8D3B2DD2F60FBB186D2765D98CB28F21AB789E3BC3896B7F7477C59087E,2026-09-18T05:27:21.945434+07:00
AGOT_PLUS,common/scripted_triggers/asoiaf_cultural_portrait_triggers.txt,AFA7D370413B23E25BC4D85EA6C4BCB1254C14AA0CACF7DC31DB1315B031C037,2026-09-18T05:27:22.539044+07:00
AGOT_PLUS,events/asoiaf_young_griff_landing_events.txt,78E72DDCCB21730DE508AA056158EB9618EB0C3D6EA5EA0595C179297F82B4ED,2026-09-18T05:27:22.538043+07:00
AGOT_PLUS,gfx/interface/illustrations/scripted_illustrations/ingame.txt,7926254222CF475D4523DEE9C4CF595E6563ED1536E81D54E8E56E8F9C22C45B,2026-09-18T05:27:20.469353+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,F4D773BEAC227AD8BB5830F704B1F43FCDD107F83E20EF29D0FF21680D84EAEE,2026-09-18T05:27:20.764285+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_clothes_situational.txt,83382DA14ED0923BF7CB806EAD7980A7B5D94EA07E3CE49880AECB531912F099,2026-09-18T05:27:58.292921+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_hairs_custom_flags.txt,AE2EB65492606C72E55533F3A0B4D04DD80CD7BB8F10207E5FEAE09C6E821261,2026-09-18T05:28:03.056625+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_headgear_situational.txt,97C17944F7861BABA3E6D90A84171FE354A486490B371FA7F7D40CBD527C5A8B,2026-09-18T05:27:47.821426+07:00
AGOT_PLUS,common/modifiers/asoiaf_canon_children_modifiers.txt,359ECC47D8BBC8814AC73D7480AED47008287092AADCA0F05979465F0C5485FC,2026-09-18T05:27:21.945434+07:00
AGOT_PLUS,common/traits/asoiaf_canon_children_traits.txt,BC8353D63B9F55C3AF64251D5FFC661E590C02EA0130A19B6ABAD60888A89615,2026-09-18T05:27:22.538043+07:00
AGOT_PLUS,common/nicknames/asoiaf_nicknames.txt,6F3B9BB48D65C72595F6DE772EEE92E752CED2B02A95926F91F233CA8C87A916,2026-09-18T05:27:22.418536+07:00
AGOT_PLUS,common/coat_of_arms/coat_of_arms/test_personal_coas.txt,E404F3471BDCA432BEE34062FE6B465A303EE20D091DE7E673C7432382D8B271,2026-09-18T05:27:22.297502+07:00
AGOT_PLUS,common/game_rules/asoiaf_game_rules.txt,880C28565B6793935F5BEFCE9AE91D07EE5CD4A15E6EA04391644BEBB906805D,2026-09-18T05:27:22.416539+07:00
AGOT,common/scripted_effects/00_agot_canon_children_effects.txt,0DD4B6EDF8DF7BFBC3E4ED9E23AC882B7B993F7546B751B4F25B4B03C0692EDC,2026-09-18T04:54:53.431353+07:00
AGOT,common/traits/00_traits.txt,3764F1DB75D4939639F84E727CEA46C09FA586CB59ED82CAADF1CD6336237806,2026-09-18T04:54:49.233546+07:00
AGOT,common/focuses/00_education_focuses.txt,2D0E35AE15B858B31836A7D2F72FF85FCFD50B620BEAF53EA1BCEF0C8017C5D9,2026-09-18T04:54:53.661447+07:00
AGOT,common/nicknames/00_agot_generic_nicknames.txt,6E825541BAA518AF59C66000A2D3CF0A51BDE8035452677191406A9FEB6B1AFC,2026-09-18T04:54:54.445901+07:00
AGOT,common/nicknames/00_agot_historical_nicknames.txt,C06DDF58F9338E0264AB6B1023B13155AE25086ED6009FF83CDFD18340950DA0,2026-09-18T04:54:53.430352+07:00
AGOT,common/religion/religion_types/00_agot_the_rhllor.txt,2E99645C73B62F8808BDE2BD5F0B3095E2686937982E99B97D6D0D9C3F23B215,2026-09-18T04:54:54.386903+07:00
AGOT,common/culture/cultures/00_agot_cul_andal.txt,7C441811A6B3F16CFE2EF8CECEECFA2016E5CE8B3A61AE054A4E15E76557FC77,2026-09-18T04:54:54.072324+07:00
AGOT,common/activities/activity_types/coronation.txt,B3FEB3F6D846AB5E70E3973CE7917E2FDD15AFA503D9D79356C2AD2463E02652,2026-09-18T04:54:51.131507+07:00
AGOT,common/scripted_effects/00_education_effects.txt,AF06157BBE1D88B7178C6A4487894C4061C89E496BD9D3E0B3EFF9196AD31A22,2026-09-18T04:54:57.117126+07:00
AGOT,events/education_and_childhood/childhood_events.txt,32DEED8CA0BD757F35E7B9D65A68C1877B6A6F41B202C04EB0F9FFEC29FFD68B,2026-09-18T04:54:56.632204+07:00
AGOT,events/dlc/bp2/bp2_hostage_system.txt,C686CA5F9597BD3BBAB27427C9BD91CBC54CEA27BDDADB986A5D74E29E04FCD7,2026-09-18T04:54:56.530679+07:00
AGOT,events/agot_events/agot_canon_children_events.txt,7EEC6C9ABF8954C921F54297B77B86DD6B79CC5F52C3DE8F17B87BE9F67A0271,2026-09-18T04:54:57.421703+07:00
AGOT_PLUS,common/scripted_triggers/asoiaf_canon_children_triggers.txt,B5E83DB3C1DFD66DD07446F3571CE569D184ACA343A4B3668003FB7052701A1D,2026-09-18T05:27:22.553051+07:00
AGOT,common/scripted_triggers/00_agot_nickname_triggers.txt,647AC837C447137276C9BD277EBDB509EA8487AF8E89498C837747D91FB1ED35,2026-09-18T04:54:53.953605+07:00
AGOT,common/scripted_triggers/00_agot_crown_theft_triggers.txt,4928D1F91ACAE826EBB60CBD86804168046EA51B9295E1E2BB25C5824C4DAC81,2026-09-18T04:54:54.793973+07:00
AGOT,common/scripted_triggers/00_agot_bastard_triggers.txt,5D6631E9BBF7BF9BB067488D9AE309A05A6E99FA0CCE3199B68C8E084710CDDB,2026-09-18T04:54:53.490796+07:00
AGOT,common/scripted_effects/00_agot_dragon_effects.txt,23470B227BDE04D955C13BA2BF8E4F67A8B03ED3B7AECD239D4CF243B306F525,2026-09-18T04:54:54.402903+07:00
AGOT,common/scripted_triggers/00_agot_dragon_triggers.txt,B169C693AB23EFE84246378A0E7ED515938A3C02AC98F66FF9235B5FA4476C21,2026-09-18T04:54:53.491795+07:00
AGOT_PLUS,common/scripted_effects/asoiaf_scripted_effects_artifacts.txt,42C5DA841DDB36017F8418637FB4438F344C100807334CF7D889B329BB90A8A7,2026-09-18T05:27:22.419535+07:00
AGOT_PLUS,common/modifiers/asoiaf_artifact_modifiers.txt,B781C7358E4A93E7C980133728BFF9DE1F077595C0DC26420F2E65E4EA7A894D,2026-09-18T05:27:22.416539+07:00
AGOT,common/artifacts/templates/00_agot_historical_artifacts_equipment.txt,CD787FF43AD20225CC51915F0150FEE578C61DB6B6EE6058666BECA9609CC0C8,2026-09-18T04:54:51.765892+07:00
AGOT,common/artifacts/templates/00_agot_historical_artifacts_crowns.txt,DF1AFE63E4307B771D52968EB979446048CFFCB7CCD57C296C322BB4A7764492,2026-09-18T04:54:52.008673+07:00
AGOT,common/scripted_effects/00_agot_artifact_vs_sword_effects.txt,BC05DF030962A296D9095CF4818111427EAA15EBD04BFDDAF3CE48C33D04DE60,2026-09-18T04:54:53.826248+07:00
AGOT,common/scripted_effects/00_agot_artifact_vs_sword_forgeable_effects.txt,B335D81D7F2F588146D35641835F22EE1B871EF9C4B7C060218793B49999B257,2026-09-18T04:54:53.827249+07:00
AGOT,common/scripted_effects/00_agot_artifact_crowns_effects.txt,CAB8EA9006455B0D63C90DDCCB76D7951C3EB9A8C9D8ED5E06EA6C7A94D6F24C,2026-09-18T04:54:54.370902+07:00
AGOT,common/modifiers/00_agot_artifact_modifiers.txt,8F83391BF6E2230474F7CDA4D165E08B70DEAF24F6799E9DA2832D46AF6E1829,2026-09-18T04:54:53.659446+07:00
AGOT,common/dna_data/agot_dna_dorne.txt,39B4993A79047FF71B6183B9A3E9104FB1AAB0263A5138BE7E3F40B7AE103475,2026-09-18T04:54:49.198377+07:00
AGOT,common/dna_data/agot_dna_dragonstone.txt,70A9A9F857BFD70306428A4FD4097DC47A1B9BAF11758BBA3A953BCE781AD037,2026-09-18T04:54:49.198377+07:00
AGOT,common/dna_data/agot_dna_dragonstone_ancestors.txt,2A7E6BB7EB5EB1B5D9F3F180B15904976A0397C7E48F389147CC3DC1B6BF0516,2026-09-18T04:54:49.198377+07:00
AGOT,common/dna_data/agot_dna_iron_islands.txt,B8E8A8E83636BF3EB67757D695DC6A0C5571A5B7AFA852DF2020F29ECE66346E,2026-09-18T04:54:49.199383+07:00
AGOT,common/dna_data/agot_dna_north.txt,32F0DBA7259B95EF68FA486AA9722032B6AA2C3DBF065053CE749973B9F654DB,2026-09-18T04:54:49.199681+07:00
AGOT,common/dna_data/agot_dna_north_ancestors.txt,1C01AFC9EF5372B645E9CCC21595E2EBE78B0C2AC0E9A613DA9E079F5F1E7686,2026-09-18T04:54:49.199681+07:00
AGOT,common/dna_data/agot_dna_reach.txt,A1F65554F0474FDD2652327CFD585EC0A7EBAB7C4E22909D4B395A928CB3AD8B,2026-09-18T04:54:49.200416+07:00
AGOT,common/dna_data/agot_dna_reach_ancestors.txt,F7E09A8D4BAD58FC4A3578C4AFDFFA779250E599AADCF2189841DC21F2398A89,2026-09-18T04:54:49.200416+07:00
AGOT,common/dna_data/agot_dna_riverlands.txt,DCD99548F49E2DEE96F1E87D0D275B1E2ADF0573AA85503CCC0A71D04D5AACB0,2026-09-18T04:54:49.200416+07:00
AGOT,common/dna_data/agot_dna_riverlands_ancestors.txt,D7B12128DF34EC3CB1C6C5F75548BEA892686C502B15B156E6AC5F29AB20C6CC,2026-09-18T04:54:49.200416+07:00
AGOT,history/characters/00_agot_char_dorne.txt,D54CED015CADFD7467E099AA112F4FC87C10635D37C86C04F3BDD3000BE31F26,2026-09-18T04:54:50.444501+07:00
AGOT,history/characters/00_agot_char_dragonstone.txt,6BF310A6750B9DE0B46798027CA04EE29B08B0E82555C3B7E1590E5F8FF23607,2026-09-18T04:55:55.862589+07:00
AGOT,history/characters/00_agot_char_dragonstone_ancestors.txt,032406AF3397C12ABC29ABE504AD5E4B82B68782AF38BFBACB08C6ECE9F71413,2026-09-18T04:54:50.444501+07:00
AGOT,history/characters/00_agot_char_iron_islands.txt,6D62AEE214EDCD8CE049A94415A2D9BFE1AD9CD89FC36127828E38ECE339AF4A,2026-09-18T04:55:53.945604+07:00
AGOT,history/characters/00_agot_char_north.txt,C1BE86FBF87B372E5EB653AB132446D7397AFC01FAEA5AC5CE878D7ED12C6525,2026-09-18T04:54:50.445500+07:00
AGOT,history/characters/00_agot_char_north_ancestors.txt,D8FCC32A2AF20FF467BCBBBFA8A1E497F8B72FF6EABAF3B0CF8898CD01F76490,2026-09-18T04:54:50.445500+07:00
AGOT,history/characters/00_agot_char_reach.txt,F4991D209947C37D4D021EDFD687BF14FF48C2342EFB96AA3BCFAE518F59EBCF,2026-09-18T04:54:50.446499+07:00
AGOT,history/characters/00_agot_char_reach_ancestors.txt,C04086C8D2C265F4CBE02DB29250515986BE7E9E3DCF9A88D5765E58613F8A81,2026-09-18T04:54:50.446499+07:00
AGOT,history/characters/00_agot_char_riverlands.txt,D917CBD911C6610D3E9D31DF9CCB7421F7E15F7AB7F90032695E01C97007DC69,2026-09-18T04:54:50.446499+07:00
AGOT,history/characters/00_agot_char_riverlands_ancestors.txt,E1A259F6121C48CF014282790A85052B3FAC17900C3C97502E7AE176155FB57A,2026-09-18T04:54:50.446499+07:00
AGOT,history/characters/00_agot_char_stormlands.txt,4415B02F90B14613B93B5157CD4B1FCD57B5F5A5506CB67BDFFAECA32AD13EC0,2026-09-18T04:54:50.446499+07:00
AGOT,history/characters/agot_canon_children_dummy_characters.txt,B7278D281D671E7DA07B503565320553E212F86AA029009106DAFB098B894C5C,2026-09-18T04:54:50.448504+07:00
AGOT_PLUS,history/characters/asoiaf_char_dummies.txt,3247536CBCDDA49D1F86672468586D42267C9A1041623349895849EC3580C4D3,2026-09-18T05:27:42.037330+07:00
AGOT_PLUS,history/characters/asoiaf_char_stormlands.txt,2695D6DA9D102F752A0CBA6DAD59041D24832AF565D1E8358C406315FB55C96E,2026-09-18T05:27:45.086992+07:00
AGOT_PLUS,history/characters/asoiaf_char_vanity.txt,2FE8519624FEA74011A50253C42C4749244A05C3523129895226CA5C2960ED86,2026-09-18T05:27:45.087979+07:00
AGOT_PLUS,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,0732DD3EAF17C77AC2482EC0F6D305941DF4DEDCB32718F5FDCF2F37FAEBBF0E,2026-09-18T05:27:22.540044+07:00
AGOT_PLUS,common/on_action/asoiaf_pregnancy_childbirth_on_actions.txt,B6D3920F559C7B6183C3DB9B8BE3B9BE80F99209FA71CEB2CA2562D8471796E9,2026-09-18T05:27:22.416539+07:00
AGOT_PLUS,common/decisions/asoiaf_house_branch_decisions.txt,0248521BF02C1435280CC9F4D2648B76E480752CD27BE295CF97F185D0D8F928,2026-09-18T05:27:21.581586+07:00
AGOT,common/on_action/agot_on_actions/agot_title_on_actions.txt,91B48A24FE48A5ACC22424FE7C81DC506B8FC86C5607EC1679572408DBD8E3FA,2026-09-18T04:54:53.762721+07:00
AGOT_PLUS,common/on_action/asoiaf_army_on_actions.txt,F9F0F018872923F06680E696EF4411211F0721CD8F531792EAB47521B22D6797,2026-09-18T05:27:22.431535+07:00
AGOT_PLUS,events/asoiaf_mega_war_events.txt,36C278A64244EF582FC68CC91914654C94585F1098CFD1B1CE4315B41CE2F15A,2026-09-18T05:27:22.419535+07:00
AGOT,history/characters/00_agot_char_braavos_ancestors.txt,A48519C5E0E9A14A800C18BA67C56387FA880D6780A7078D755DDCA84F7384DF,2026-09-18T04:54:50.443498+07:00
AGOT,common/culture/cultures/00_agot_cul_freecities.txt,B8B750AC150544BA0E9A54BF6268F739842864ECAD0D83345A6620AB81087E88,2026-09-18T04:54:54.073324+07:00
AGOT,common/scripted_triggers/00_diarchy_scripted_triggers.txt,7D0CBC0B5F3C2E50D059971311A119D54DFDCA13FEE12C0411DCA306727172D1,2026-09-18T04:54:53.489800+07:00
AGOT,common/scripted_effects/agot_character_initializiation_effects.txt,B3D1737FA213479BDB5938F0629278F4B080CBA88889A006652E313A6E5392E3,2026-09-18T04:54:49.227207+07:00
AGOT,events/birth_events.txt,45652B3321395556F45E84A93B56756B1939249F12132CB205E16CC2C4CB8108,2026-09-18T04:54:54.128324+07:00
AGOT,common/scripted_effects/00_pregnancy_effects.txt,A283FEDF2E50E45801D6D02121BDB2CE45D262D683D6099EFDC9120A269EB9DD,2026-09-18T04:54:53.475078+07:00
AGOT_PLUS,common/modifiers/asoiaf_modifiers.txt,F58E7B863EC0A91A38DF0223E3932A4C2320D0910BD6EFC3A404E46AF05C7341,2026-09-18T05:27:22.416539+07:00
AGOT,common/scripted_effects/00_bastard_effects.txt,A189F129042F8DA3EF63C18488E902D9DA6CEBD29F219EB27D5E2A3BB1494B56,2026-09-18T04:54:54.446903+07:00
AGOT,common/scripted_effects/00_agot_bastard_effects.txt,5747CE1E035BA8AC8D2C42F24C55D8B91272955A4CFEB729D74D69BC8C0E7729,2026-09-18T04:54:53.841249+07:00
AGOT_PLUS,common/bookmark_portraits/bookmark_106_alicent_hightower.txt,3CD6CE4AC27DEF61EC9550B6451236DEF0008DB3A0A6549855110DF50CEC338B,2026-09-18T05:27:21.338841+07:00
AGOT_PLUS,common/bookmark_portraits/bookmark_106_viserys_targaryen.txt,E1A51876F18B4B5EC2EF517060444F03E53DD95946F5AB0DC6B56BE9148491D2,2026-09-18T05:27:21.460400+07:00
AGOT_PLUS,common/bookmark_portraits/bookmark_209_egg.txt,402E4CCC834EA6A1E9B6C5F040C0C6B0CD039BEAD0B8B5565A0BC200847A5579,2026-09-18T05:27:21.520977+07:00
AGOT_PLUS,common/bookmark_portraits/bookmark_284_cressen.txt,0D29296219B96F7FA53B509023B2E12D9BC68A9A2354649E842DAB17F9D2876C,2026-09-18T05:27:22.309527+07:00
AGOT_PLUS,common/bookmark_portraits/bookmark_82_osmund_strong.txt,5770EC2D1FEE0333E64908CE8AC573DE0C5DFF4061C1A3676321E546810D1867,2026-09-18T05:27:22.297502+07:00
AGOT_PLUS,common/dna_data/test_dna_beyond_the_wall.txt,2CA1577F2A148F824924FEE71D58E551603D4E0B762C7F7BA22BFF60B7A09BCB,2026-09-18T05:27:22.310520+07:00
AGOT_PLUS,common/dna_data/test_dna_crownlands.txt,D2B5AE3984C08831E1D4EC6C582D71C2C36D152F2D37033C7B39206E94CDD40D,2026-09-18T05:27:20.422579+07:00
AGOT_PLUS,common/dna_data/test_dna_dornish.txt,59236ABE59E7A674BE458F4799EFEFCB4A714E08A4CA83C04FE3D0EC575FF851,2026-09-18T05:27:21.581586+07:00
AGOT_PLUS,common/dna_data/test_dna_easter_eggs.txt,3684BF120E6D93F3D2BDE2F1DC68DE7BE15F7FBE9398A701C3A901B1DA327860,2026-09-18T05:27:22.294509+07:00
AGOT_PLUS,common/dna_data/test_dna_essos.txt,F6CA16B8D1695B807EC2D6E0292D054098D7A16412133A0BDA8B4A6EC0EC63ED,2026-09-18T05:27:22.294509+07:00
AGOT_PLUS,common/dna_data/test_dna_iron_isles.txt,2C99A01B3C7D8CD3C7E9D515088E0AC57482254C47CB26180CDECF9757A2FEC0,2026-09-18T05:27:22.310520+07:00
AGOT_PLUS,common/dna_data/test_dna_north.txt,C093F9A32BFA4FF5B4158770A71C4D3BEFCB67243C76B377391D69CE4CBB3417,2026-09-18T05:27:20.422579+07:00
AGOT_PLUS,common/dna_data/test_dna_reach.txt,20561C6C949044F62D91BB21AD63E5AAC25DB46A7D06C3951E5A5B18BF22D18F,2026-09-18T05:27:20.422579+07:00
AGOT_PLUS,common/dna_data/test_dna_riverlands.txt,25064331BDF076DC23149A0F9A4E61BF9B6942BCF5227A3AFAFEEA8A8A3FEBFA,2026-09-18T05:27:22.310520+07:00
AGOT_PLUS,common/dna_data/test_dna_stormlands.txt,C7E02EEE1DCE1106C518ADFEF4A1A86172B403B8CE930BFCFB315695BEDFE74D,2026-09-18T05:27:20.422579+07:00
AGOT_PLUS,common/dna_data/test_dna_vale.txt,22C114A8E9C1B2E55EEB21288A4A9C292E07690DFA1C27C8B5A96E29D30013F9,2026-09-18T05:27:22.417535+07:00
AGOT_PLUS,common/dna_data/test_dna_valyrian.txt,719E5D5E4462EBA33C3AB56A4D9701B3E0E8935A4A0F4D695E14CCE8334C4F0C,2026-09-18T05:27:20.422579+07:00
AGOT_PLUS,common/dna_data/test_dna_vanity.txt,E4A1E575047A1AA3C35ADBED7D985A554BCB2060E58BB7F22C2195DD35CFE15A,2026-09-18T05:27:22.311520+07:00
AGOT_PLUS,common/dna_data/test_dna_westerlands.txt,633D22DDBF0402B54CD1BB3F6A3C97AEDF212258E5B5A91A4748D2BB8D7D602C,2026-09-18T05:27:20.423722+07:00
AGOT_PLUS,common/bookmark_portraits/bookmark_236_tion_lannister.txt,DB3343BE12CCF227D01C8B3ABEDEFBBB666B3A056B1E5F5A8851DB75A7EA8A75,2026-09-18T05:27:21.581586+07:00
AGOT_PLUS,common/bookmark_portraits/bookmark_277_barristan_selmy.txt,18712B4595A4F46AE1317FBD584B2CB61A94DE5F3DA2259AA6D4438854A7D913,2026-09-18T05:27:22.005498+07:00
AGOT_PLUS,common/bookmark_portraits/bookmark_282_eddard_stark.txt,0B3526760D80C191EDE82EE1D4A7BEC6C6ABE7B4A2AF3D13B902D6E3A259BA8B,2026-09-18T05:27:22.067511+07:00
AGOT_PLUS,common/bookmark_portraits/bookmark_282_robert_baratheon.txt,C6C19D627A4C357F79F7B0E84FEDDB510D1957700B7E85EB8AEB7805FD095EB0,2026-09-18T05:27:22.233466+07:00
AGOT_PLUS,common/bookmark_portraits/challenge_character_282_walder_frey.txt,2109FB7F68A4461DC8C9981C8BF235994CEF4E7F3D02E97CE92BBDDEE8477027,2026-09-18T05:27:22.297502+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_clothes.txt,56F731D03D9E12BE33C738989A0363B202D21A00922CF8FC9163540BE5E521AD,2026-09-18T05:28:07.449520+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_clothes_armor.txt,301830882EAD53DCA8BE6BA6098CAAF93EF8EAB55947E582FACCD8677EFC722B,2026-09-18T05:27:20.764285+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_dragon_appearance_flags.txt,BFCF22E36943EE31A4CCEDE70B3EC04C793A795C623913D4B92B87638D0E304F,2026-09-18T05:27:57.405502+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_headgear_armor.txt,FF1DDD63593768430F7B461BB58EAF1541B661CB5605A58354549B533E23AC8E,2026-09-18T05:27:47.835427+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_legwear_armour.txt,59C6F0D627E2535E4E253B855FE034C903183F404EDE0F10A5B45A1EF53E3A7D,2026-09-18T05:27:47.835427+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt,F72DE568830E47F5FBBEC7000D7F2C832E67DB48AFF7F1863D461EA92C501D22,2026-09-18T05:28:03.056625+07:00
AGOT_PLUS,gfx/portraits/accessories/asoiaf_cloaks.txt,B5CABEE4BF197ACD5F95F91E224A9666F32AA7F1C576E078F9DA90E60CFE1F53,2026-09-18T05:28:03.886975+07:00
AGOT_PLUS,gfx/portraits/accessories/asoiaf_clothes.txt,1D23E60E0259190A9CFE76EA6F2127D916980E73FD361428E12C7AC9B2AA2F4B,2026-09-18T05:28:04.373212+07:00
AGOT_PLUS,gfx/portraits/accessories/asoiaf_jewellery.txt,F37F6876CFB5242493CAE93C47FE52B922B3A00663F29012DC48F1F3CB087E8F,2026-09-18T05:27:56.315702+07:00
AGOT_PLUS,gfx/models/portraits/m_legwear/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_legs_coa/asoiaf_ironborn_legs_coa.asset,9B99F16E61C0B9222E20730CE5738107D070A3DF4E1B5FB628426F7BD0B0504B,2026-09-18T05:27:45.085972+07:00
AGOT_PLUS,gfx/models/portraits/m_cloaks/asoiaf/asoiaf_westerlands/asoiaf_lannister_cloaks/asoiaf_lannister_cloak_royal/asoiaf_lannister_cloak_royal.asset,F06884ED965B3F1D9144E31DF519785D9CB4BA38C937AEDD2DFF12CBB97C7B28,2026-09-18T05:27:34.693354+07:00
AGOT_PLUS,gfx/models/portraits/f_cloaks/asoiaf/asoiaf_westerlands/asoiaf_lannister_cloaks/f_asoiaf_lannister_cloak_royal/f_asoiaf_lannister_cloak_royal.asset,D37015C845C5F23E88D92423D669B95D19ED4211C4630E7BA5844D1E946A4A0F,2026-09-18T05:27:33.304978+07:00
AGOT_PLUS,gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/f_asoiaf_lannister_armour_high/f_asoiaf_lannister_armour_high.mesh,D08E8B365C4E9F65C226AB8C0E90B43D60EACEE001B7EBE0299A861D4C20EBBE,2026-09-18T05:27:20.563592+07:00
AGOT_PLUS,common/customizable_localization/asoiaf_historical_character_loc.txt,938AB83D9EC572CDECA3F44AA7AAA025D30AF645624BEBF1378B4F13D3A5E930,2026-09-18T05:27:22.294509+07:00
AGOT_PLUS,gfx/portraits/portrait_modifiers/asoiaf_beards_custom_flags.txt,DE3B97465D8CCA6AE504D89757CA23E3768E3A84DF58E5F20B83338F92882732,2026-09-18T05:27:40.950474+07:00
