"Key","MainFile","MainLine","TranslationFile","TranslationLine","Text"
"accolade_cultural_infantry","localization/replace/english/accolades/accolades_l_english.yml","472","localization/replace/russian/accolades/accolades_l_russian.yml","472","[ROOT.Char.Custom('GetRegionalInfantryMAA')|U]"
"accolade_cultural_skirmishers","localization/replace/english/accolades/accolades_l_english.yml","474","localization/replace/russian/accolades/accolades_l_russian.yml","474","[ROOT.Char.Custom('GetRegionalSkirmisherMAA')|U]"
"accolade_fertility_god","localization/replace/english/accolades/accolades_l_english.yml","516","localization/replace/russian/accolades/accolades_l_russian.yml","516","[ROOT.Char.GetFaith.FertilityGodName]"
"ACCOLADE_GLORY","localization/replace/english/accolades/accolades_l_english.yml","20","localization/replace/russian/accolades/accolades_l_russian.yml","20","[glory|E]"
"ACCOLADE_GLORY_DATA","localization/replace/english/accolades/accolades_l_english.yml","15","localization/replace/russian/accolades/accolades_l_russian.yml","15","[glory|E]: [Accolade.GetGlory|0]"
"accolade_good_god","localization/replace/english/accolades/accolades_l_english.yml","517","localization/replace/russian/accolades/accolades_l_russian.yml","517","[ROOT.Char.GetFaith.GoodGodNames]"
"accolade_health_god","localization/replace/english/accolades/accolades_l_english.yml","511","localization/replace/russian/accolades/accolades_l_russian.yml","511","[ROOT.Char.GetFaith.HealthGodName]"
"accolade_high_god","localization/replace/english/accolades/accolades_l_english.yml","518","localization/replace/russian/accolades/accolades_l_russian.yml","518","[ROOT.Char.GetFaith.HighGodName]"
"accolade_household_god","localization/replace/english/accolades/accolades_l_english.yml","515","localization/replace/russian/accolades/accolades_l_russian.yml","515","[ROOT.Char.GetFaith.HouseholdGodName]"
"accolade_knight","localization/replace/english/accolades/accolades_l_english.yml","506","localization/replace/russian/accolades/accolades_l_russian.yml","506","[ROOT.Char.Custom('KnightCultureNoTooltip')|U]"
"accolade_knights","localization/replace/english/accolades/accolades_l_english.yml","495","localization/replace/russian/accolades/accolades_l_russian.yml","495","[ROOT.Char.Custom('KnightCulturePluralNoTooltip')|U]"
"accolade_knights_capital","localization/replace/english/accolades/accolades_l_english.yml","550","localization/replace/russian/accolades/accolades_l_russian.yml","550","[ROOT.Char.GetCapitalLocation.GetTitle.GetNameNoTierNoTooltip]"
"accolade_knights_capital_terrain","localization/replace/english/accolades/accolades_l_english.yml","553","localization/replace/russian/accolades/accolades_l_russian.yml","553","[ROOT.Char.GetCapitalLocation.Custom('TerrainTypeProvince')|U]"
"accolade_knowledge_god","localization/replace/english/accolades/accolades_l_english.yml","510","localization/replace/russian/accolades/accolades_l_russian.yml","510","[ROOT.Char.GetFaith.KnowledgeGodName]"
"ACCOLADE_LEVEL_AND_GLORY_VALUE_TT","localization/replace/english/accolades/accolades_l_english.yml","18","localization/replace/russian/accolades/accolades_l_russian.yml","18","#T $ACCOLADE_LEVEL_AND_GLORY_VALUE$#!"
"accolade_lieges_capital","localization/replace/english/accolades/accolades_l_english.yml","549","localization/replace/russian/accolades/accolades_l_russian.yml","549","[ROOT.Char.GetLiege.GetCapitalLocation.GetTitle.GetNameNoTierNoTooltip]"
"accolade_lieges_capital_terrain","localization/replace/english/accolades/accolades_l_english.yml","552","localization/replace/russian/accolades/accolades_l_russian.yml","552","[ROOT.Char.GetLiege.GetCapitalLocation.Custom('TerrainTypeProvince')|U]"
"accolade_night_god","localization/replace/english/accolades/accolades_l_english.yml","514","localization/replace/russian/accolades/accolades_l_russian.yml","514","[ROOT.Char.GetFaith.NightGodName]"
"ACCOLADE_OBTAINED_TYPES_TYPE_NAME","localization/replace/english/accolades/accolades_l_english.yml","39","localization/replace/russian/accolades/accolades_l_russian.yml","39","[ObtainedAccoladeType.GetType.GetName]"
"ACCOLADE_RANK_HEADER_AND_EFFECTS_TT","localization/replace/english/accolades/accolades_l_english.yml","84","localization/replace/russian/accolades/accolades_l_russian.yml","84","#T [AccoladeType.GetLevelAndGloryOfRank( AccoladeRank.Self )]#!\n[AccoladeRank.GetEffects]"
"accolade_trickster_god","localization/replace/english/accolades/accolades_l_english.yml","512","localization/replace/russian/accolades/accolades_l_russian.yml","512","[ROOT.Char.GetFaith.TricksterGodName]"
"ACCOLADE_TYPE_DISABLED","localization/replace/english/accolades/accolades_l_english.yml","82","localization/replace/russian/accolades/accolades_l_russian.yml","82","[AddLocalizationIf( LessThan_int32(Accolade.GetAvailableLevelUpPoints, '(int32)1' ), 'ACCOLADE_TYPE_DISABLED_NO_POINTS' )]\n$ACCOLADE_TYPE_TT$"
"ACCOLADE_TYPE_TRIGGERS","localization/replace/english/accolades/accolades_l_english.yml","81","localization/replace/russian/accolades/accolades_l_russian.yml","81","[AccoladeType.GetKnightValidForAccoladeTypeDesc(Accolade.Self)]\n\n"
"ACCOLADE_TYPE_TT","localization/replace/english/accolades/accolades_l_english.yml","80","localization/replace/russian/accolades/accolades_l_russian.yml","80","[AddLocalizationIf( Not( StringIsEmpty( AccoladeType.GetKnightValidForAccoladeTypeDesc(Accolade.Self) ) ), 'ACCOLADE_TYPE_TRIGGERS' ) ][AccoladeType.BuildEffects]"
"accolade_war_god","localization/replace/english/accolades/accolades_l_english.yml","508","localization/replace/russian/accolades/accolades_l_russian.yml","508","[ROOT.Char.GetFaith.WarGodName]"
"accolade_wealth_god","localization/replace/english/accolades/accolades_l_english.yml","509","localization/replace/russian/accolades/accolades_l_russian.yml","509","[ROOT.Char.GetFaith.WealthGodName]"
"ach_intent_vassal_defensive_boost_modifier_desc","localization/replace/english/activities/coronation_activity_l_english.yml","925","localization/replace/russian/activities/coronation_activity_l_russian.yml","925","$ach_intent_defense_boost_modifier_desc$"
"ach_maintenance_events.0002.title","localization/replace/english/activities/coronation_activity_l_english.yml","931","localization/replace/russian/activities/coronation_activity_l_russian.yml","931","$oath_mend_the_fracture_tradition_name$"
"AcolyteTitle","localization/english/agot/event_localization/agot_maester_events_l_english.yml","6","localization/russian/agot/event_localization/agot_maester_events_l_russian.yml","6","$trait_acolyte$"
"action_active_diplomacy_oath_2","localization/replace/english/important_actions_l_english.yml","1250","localization/replace/russian/important_actions_l_russian.yml","1250","$action_active_diplomacy_oath_1$"
"action_active_diplomacy_oath_2_click","localization/replace/english/important_actions_l_english.yml","1253","localization/replace/russian/important_actions_l_russian.yml","1253","$action_active_diplomacy_oath_1_click$"
"action_active_end_the_struggle_oath","localization/replace/english/important_actions_l_english.yml","1285","localization/replace/russian/important_actions_l_russian.yml","1285","$action_active_diplomacy_oath_1$"
"action_active_end_the_struggle_oath_click","localization/replace/english/important_actions_l_english.yml","1288","localization/replace/russian/important_actions_l_russian.yml","1288","$action_active_diplomacy_oath_1_click$"
"action_active_greatest_hunter_oath","localization/replace/english/important_actions_l_english.yml","1290","localization/replace/russian/important_actions_l_russian.yml","1290","$action_active_diplomacy_oath_1$"
"action_active_greatest_hunter_oath_click","localization/replace/english/important_actions_l_english.yml","1293","localization/replace/russian/important_actions_l_russian.yml","1293","$action_active_diplomacy_oath_1_click$"
"action_active_heir_preparation_oath","localization/replace/english/important_actions_l_english.yml","1295","localization/replace/russian/important_actions_l_russian.yml","1295","$action_active_diplomacy_oath_1$"
"action_active_heir_preparation_oath_click","localization/replace/english/important_actions_l_english.yml","1298","localization/replace/russian/important_actions_l_russian.yml","1298","$action_active_diplomacy_oath_1_click$"
"action_active_install_claimants_oath","localization/replace/english/important_actions_l_english.yml","1300","localization/replace/russian/important_actions_l_russian.yml","1300","$action_active_diplomacy_oath_1$"
"action_active_install_claimants_oath_click","localization/replace/english/important_actions_l_english.yml","1303","localization/replace/russian/important_actions_l_russian.yml","1303","$action_active_diplomacy_oath_1_click$"
"action_active_learning_oath_1","localization/replace/english/important_actions_l_english.yml","1275","localization/replace/russian/important_actions_l_russian.yml","1275","$action_active_diplomacy_oath_1$"
"action_active_learning_oath_1_click","localization/replace/english/important_actions_l_english.yml","1278","localization/replace/russian/important_actions_l_russian.yml","1278","$action_active_diplomacy_oath_1_click$"
"action_active_martial_oath_1","localization/replace/english/important_actions_l_english.yml","1255","localization/replace/russian/important_actions_l_russian.yml","1255","$action_active_diplomacy_oath_1$"
"action_active_martial_oath_1_click","localization/replace/english/important_actions_l_english.yml","1258","localization/replace/russian/important_actions_l_russian.yml","1258","$action_active_diplomacy_oath_1_click$"
"action_active_martial_oath_2","localization/replace/english/important_actions_l_english.yml","1260","localization/replace/russian/important_actions_l_russian.yml","1260","$action_active_diplomacy_oath_1$"
"action_active_martial_oath_2_click","localization/replace/english/important_actions_l_english.yml","1263","localization/replace/russian/important_actions_l_russian.yml","1263","$action_active_diplomacy_oath_1_click$"
"action_active_mend_the_fracture_oath","localization/replace/english/important_actions_l_english.yml","1305","localization/replace/russian/important_actions_l_russian.yml","1305","$action_active_diplomacy_oath_1$"
"action_active_mend_the_fracture_oath_click","localization/replace/english/important_actions_l_english.yml","1308","localization/replace/russian/important_actions_l_russian.yml","1308","$action_active_diplomacy_oath_1_click$"
"action_active_provide_for_the_faithful_oath","localization/replace/english/important_actions_l_english.yml","1315","localization/replace/russian/important_actions_l_russian.yml","1315","$action_active_diplomacy_oath_1$"
"action_active_provide_for_the_faithful_oath_click","localization/replace/english/important_actions_l_english.yml","1318","localization/replace/russian/important_actions_l_russian.yml","1318","$action_active_diplomacy_oath_1_click$"
"action_active_provide_for_the_poor_oath","localization/replace/english/important_actions_l_english.yml","1320","localization/replace/russian/important_actions_l_russian.yml","1320","$action_active_diplomacy_oath_1$"
"action_active_provide_for_the_poor_oath_click","localization/replace/english/important_actions_l_english.yml","1323","localization/replace/russian/important_actions_l_russian.yml","1323","$action_active_diplomacy_oath_1_click$"
"action_active_provide_for_the_warriors_oath","localization/replace/english/important_actions_l_english.yml","1310","localization/replace/russian/important_actions_l_russian.yml","1310","$action_active_diplomacy_oath_1$"
"action_active_provide_for_the_warriors_oath_click","localization/replace/english/important_actions_l_english.yml","1313","localization/replace/russian/important_actions_l_russian.yml","1313","$action_active_diplomacy_oath_1_click$"
"action_active_purge_pretenders_oath","localization/replace/english/important_actions_l_english.yml","1280","localization/replace/russian/important_actions_l_russian.yml","1280","$action_active_diplomacy_oath_1$"
"action_active_purge_pretenders_oath_click","localization/replace/english/important_actions_l_english.yml","1283","localization/replace/russian/important_actions_l_russian.yml","1283","$action_active_diplomacy_oath_1_click$"
"action_active_repent_oath","localization/replace/english/important_actions_l_english.yml","1325","localization/replace/russian/important_actions_l_russian.yml","1325","$action_active_diplomacy_oath_1$"
"action_active_repent_oath_click","localization/replace/english/important_actions_l_english.yml","1328","localization/replace/russian/important_actions_l_russian.yml","1328","$action_active_diplomacy_oath_1_click$"
"action_active_stewardship_oath_1","localization/replace/english/important_actions_l_english.yml","1265","localization/replace/russian/important_actions_l_russian.yml","1265","$action_active_diplomacy_oath_1$"
"action_active_stewardship_oath_1_click","localization/replace/english/important_actions_l_english.yml","1268","localization/replace/russian/important_actions_l_russian.yml","1268","$action_active_diplomacy_oath_1_click$"
"action_active_stewardship_oath_2","localization/replace/english/important_actions_l_english.yml","1270","localization/replace/russian/important_actions_l_russian.yml","1270","$action_active_diplomacy_oath_1$"
"action_active_stewardship_oath_2_click","localization/replace/english/important_actions_l_english.yml","1273","localization/replace/russian/important_actions_l_russian.yml","1273","$action_active_diplomacy_oath_1_click$"
"action_appoint_co_emperor_adult_child_label","localization/replace/english/important_actions_l_english.yml","835","localization/replace/russian/important_actions_l_russian.yml","835","@declare_regent_icon! $action_appoint_co_emperor_adult_child$"
"action_appoint_co_emperor_junior_label","localization/replace/english/important_actions_l_english.yml","828","localization/replace/russian/important_actions_l_russian.yml","828","@declare_regent_icon! $action_appoint_co_emperor_junior$"
"action_appoint_co_monarch_label","localization/replace/english/important_actions_l_english.yml","842","localization/replace/russian/important_actions_l_russian.yml","842","@declare_regent_icon! $action_appoint_co_monarch$"
"action_awaiting_coronation","localization/replace/english/important_actions_l_english.yml","1237","localization/replace/russian/important_actions_l_russian.yml","1237","$action_awaiting_coronation_label$"
"action_can_ask_hof_for_money_label","localization/replace/english/important_actions_l_english.yml","586","localization/replace/russian/important_actions_l_russian.yml","586","$action_can_ask_hof_for_money$"
"action_can_assign_guardian_combined_group_name","localization/replace/english/important_actions_l_english.yml","432","localization/replace/russian/important_actions_l_russian.yml","432","$action_can_assign_guardian$"
"action_can_call_ally_combined_label","localization/replace/english/important_actions_l_english.yml","202","localization/replace/russian/important_actions_l_russian.yml","202","[recipient.GetPrimaryTitle.Custom('GetTierIcon')] [recipient.GetUINameNoTooltip], #low @soldier_icon![recipient.GetMilitaryStrengthText]#!"
"action_can_call_dynasty_member_combined_group_description","localization/replace/english/important_actions_l_english.yml","303","localization/replace/russian/important_actions_l_russian.yml","303","$action_can_call_dynasty_member_group_description$"
"action_can_call_dynasty_member_combined_label","localization/replace/english/important_actions_l_english.yml","305","localization/replace/russian/important_actions_l_russian.yml","305","[recipient.GetPrimaryTitle.Custom('GetTierIcon')] [recipient.GetUINameNoTooltip], #low @soldier_icon![recipient.GetMilitaryStrengthText]#!"
"action_can_call_house_member_combined_group_description","localization/replace/english/important_actions_l_english.yml","293","localization/replace/russian/important_actions_l_russian.yml","293","$action_can_call_house_member_group_description$"
"action_can_call_house_member_combined_label","localization/replace/english/important_actions_l_english.yml","295","localization/replace/russian/important_actions_l_russian.yml","295","[recipient.GetPrimaryTitle.Custom('GetTierIcon')] [recipient.GetUINameNoTooltip], #low @soldier_icon![recipient.GetMilitaryStrengthText]#!"
"action_can_call_tributary_combined_label","localization/replace/english/important_actions_l_english.yml","1175","localization/replace/russian/important_actions_l_russian.yml","1175","[recipient.GetPrimaryTitle.Custom('GetTierIcon')] [recipient.GetUINameNoTooltip], #low @soldier_icon![recipient.GetMilitaryStrengthText]#!"
"action_can_complete_task_contract_combined_group_label","localization/replace/english/important_actions_l_english.yml","889","localization/replace/russian/important_actions_l_russian.yml","889","$action_can_complete_task_contract_combined_group_name$"
"action_can_create_head_of_faith_title_spiritual","localization/replace/english/important_actions_l_english.yml","659","localization/replace/russian/important_actions_l_russian.yml","659","$action_can_create_head_of_faith_title$"
"action_can_create_head_of_faith_title_spiritual_click","localization/replace/english/important_actions_l_english.yml","662","localization/replace/russian/important_actions_l_russian.yml","662","$action_can_create_head_of_faith_title_click$"
"action_can_create_head_of_faith_title_spiritual_label","localization/replace/english/important_actions_l_english.yml","661","localization/replace/russian/important_actions_l_russian.yml","661","$action_can_create_head_of_faith_title_label$"
"action_can_create_head_of_faith_title_spiritual_unimportant","localization/replace/english/important_actions_l_english.yml","663","localization/replace/russian/important_actions_l_russian.yml","663","$action_can_create_title_unimportant$"
"action_can_create_title_combined_label","localization/replace/english/important_actions_l_english.yml","113","localization/replace/russian/important_actions_l_russian.yml","113","[landed_title.Custom('GetTierIcon')] [landed_title.GetNameNoTooltip]"
"action_can_demand_payment_combined_group_name","localization/replace/english/important_actions_l_english.yml","559","localization/replace/russian/important_actions_l_russian.yml","559","$action_can_demand_payment_combined_group_label$"
"action_can_find_secrets_combined_group_label","localization/replace/english/important_actions_l_english.yml","1229","localization/replace/russian/important_actions_l_russian.yml","1229","$action_can_find_secrets$"
"action_can_find_secrets_combined_group_name","localization/replace/english/important_actions_l_english.yml","1230","localization/replace/russian/important_actions_l_russian.yml","1230","$action_can_find_secrets$"
"action_can_generate_claim_contract_combined_group_description","localization/replace/english/important_actions_l_english.yml","924","localization/replace/russian/important_actions_l_russian.yml","924","$action_can_generate_claim_contract_desc$"
"action_can_generate_claim_contract_combined_group_label","localization/replace/english/important_actions_l_english.yml","923","localization/replace/russian/important_actions_l_russian.yml","923","$action_can_generate_claim_contract_combined_group_name$"
"action_can_generate_claim_contract_combined_group_name","localization/replace/english/important_actions_l_english.yml","922","localization/replace/russian/important_actions_l_russian.yml","922","$action_can_generate_claim_contract$"
"action_can_generate_claim_contract_combined_label","localization/replace/english/important_actions_l_english.yml","925","localization/replace/russian/important_actions_l_russian.yml","925","$action_can_generate_claim_contract_label$"
"action_can_go_on_tribute_mission_click","localization/replace/english/important_actions_l_english.yml","1190","localization/replace/russian/important_actions_l_russian.yml","1190","$action_celestial_tributary_has_low_imperial_grace_tributary_click$"
"action_can_host_activity_label","localization/replace/english/important_actions_l_english.yml","319","localization/replace/russian/important_actions_l_russian.yml","319","[activity_type.GetName]"
"action_can_join_open_activity_label","localization/replace/english/important_actions_l_english.yml","324","localization/replace/russian/important_actions_l_russian.yml","324","[activity.GetName]"
"action_can_make_elder_request_combined_group_description","localization/replace/english/important_actions_l_english.yml","1222","localization/replace/russian/important_actions_l_russian.yml","1222","$action_can_make_elder_request_desc$"
"action_can_make_elder_request_combined_group_label","localization/replace/english/important_actions_l_english.yml","1220","localization/replace/russian/important_actions_l_russian.yml","1220","$action_can_make_elder_request_label$"
"action_can_make_elder_request_combined_group_name","localization/replace/english/important_actions_l_english.yml","1221","localization/replace/russian/important_actions_l_russian.yml","1221","$action_can_make_elder_request$"
"action_can_make_request_interaction_combined_group_description","localization/replace/english/important_actions_l_english.yml","932","localization/replace/russian/important_actions_l_russian.yml","932","$action_can_make_request_interaction_desc$"
"action_can_make_request_interaction_combined_group_label","localization/replace/english/important_actions_l_english.yml","931","localization/replace/russian/important_actions_l_russian.yml","931","$action_can_make_request_interaction_combined_group_name$"
"action_can_make_request_interaction_combined_group_name","localization/replace/english/important_actions_l_english.yml","930","localization/replace/russian/important_actions_l_russian.yml","930","$action_can_make_request_interaction$"
"action_can_make_request_interaction_combined_label","localization/replace/english/important_actions_l_english.yml","933","localization/replace/russian/important_actions_l_russian.yml","933","$action_can_make_request_interaction_label$"
"action_can_make_request_interaction_desc","localization/replace/english/important_actions_l_english.yml","928","localization/replace/russian/important_actions_l_russian.yml","928","$contact_list_request_interaction_desc$"
"action_can_potentially_propose_alliance_to_family_member_combined_group_name","localization/replace/english/important_actions_l_english.yml","548","localization/replace/russian/important_actions_l_russian.yml","548","$action_can_potentially_propose_alliance_to_family_member_combined_group_label$"
"action_can_potentially_propose_alliance_to_family_member_combined_label","localization/replace/english/important_actions_l_english.yml","552","localization/replace/russian/important_actions_l_russian.yml","552","$action_can_propose_alliance_to_family_member_combined_label$"
"action_can_potentially_propose_alliance_to_family_member_unimportant","localization/replace/english/important_actions_l_english.yml","555","localization/replace/russian/important_actions_l_russian.yml","555","$action_can_potentially_propose_alliance_to_family_member_combined_unimportant$"
"action_can_press_faction_demands_contract_click","localization/replace/english/important_actions_l_english.yml","939","localization/replace/russian/important_actions_l_russian.yml","939","$action_can_send_faction_demand_click$"
"action_can_press_faction_demands_contract_combined_group_description","localization/replace/english/important_actions_l_english.yml","942","localization/replace/russian/important_actions_l_russian.yml","942","$action_can_press_faction_demands_contract_desc$"
"action_can_press_faction_demands_contract_combined_group_label","localization/replace/english/important_actions_l_english.yml","941","localization/replace/russian/important_actions_l_russian.yml","941","$action_can_press_faction_demands_contract_combined_group_name$"
"action_can_press_faction_demands_contract_combined_group_name","localization/replace/english/important_actions_l_english.yml","940","localization/replace/russian/important_actions_l_russian.yml","940","$action_can_press_faction_demands_contract$"
"action_can_press_faction_demands_contract_combined_label","localization/replace/english/important_actions_l_english.yml","943","localization/replace/russian/important_actions_l_russian.yml","943","$action_can_press_faction_demands_contract_label$"
"action_can_propose_alliance_to_family_member_combined_group_name","localization/replace/english/important_actions_l_english.yml","537","localization/replace/russian/important_actions_l_russian.yml","537","$action_can_propose_alliance_to_family_member_combined_group_label$"
"action_can_ransom_combined_group_name","localization/replace/english/important_actions_l_english.yml","493","localization/replace/russian/important_actions_l_russian.yml","493","$action_can_ransom$"
"action_can_raze_holding_combined_label","localization/replace/english/important_actions_l_english.yml","177","localization/replace/russian/important_actions_l_russian.yml","177","[landed_title.Custom('GetTierIcon')] [landed_title.GetNameNoTooltip] #low ([landed_title.GetProvince.GetHolding.GetType.GetName])#!"
"action_can_reforge_artifact_combined_group_label","localization/replace/english/important_actions_l_english.yml","620","localization/replace/russian/important_actions_l_russian.yml","620","$action_can_reforge_artifact_combined_group_name$"
"action_can_reforge_artifact_combined_label","localization/replace/english/important_actions_l_english.yml","622","localization/replace/russian/important_actions_l_russian.yml","622","[artifact.GetName]"
"action_can_reforge_artifact_label","localization/replace/english/important_actions_l_english.yml","616","localization/replace/russian/important_actions_l_russian.yml","616","$action_can_reforge_artifact$"
"action_can_send_to_childrens_examination_combined_group_name","localization/replace/english/important_actions_l_english.yml","1343","localization/replace/russian/important_actions_l_russian.yml","1343","$action_can_send_to_childrens_examination_combined_group_label$"
"action_can_start_join_war_contract_combined_label","localization/replace/english/important_actions_l_english.yml","907","localization/replace/russian/important_actions_l_russian.yml","907","$action_can_start_join_war_contract_label$"
"action_can_start_laamp_raid_contract_combined_label","localization/replace/english/important_actions_l_english.yml","899","localization/replace/russian/important_actions_l_russian.yml","899","$action_can_start_laamp_raid_contract_desc$"
"action_can_take_concubine_label","localization/replace/english/important_actions_l_english.yml","38","localization/replace/russian/important_actions_l_russian.yml","38","$action_can_take_concubine$"
"action_can_train_knights_contract_combined_group_description","localization/replace/english/important_actions_l_english.yml","916","localization/replace/russian/important_actions_l_russian.yml","916","$action_can_train_knights_contract_desc$"
"action_can_train_knights_contract_combined_group_label","localization/replace/english/important_actions_l_english.yml","915","localization/replace/russian/important_actions_l_russian.yml","915","$action_can_train_knights_contract_combined_group_name$"
"action_can_train_knights_contract_combined_group_name","localization/replace/english/important_actions_l_english.yml","914","localization/replace/russian/important_actions_l_russian.yml","914","$action_can_train_knights_contract$"
"action_can_train_knights_contract_combined_label","localization/replace/english/important_actions_l_english.yml","917","localization/replace/russian/important_actions_l_russian.yml","917","$action_can_train_knights_contract_label$"
"action_can_train_knights_contract_desc","localization/replace/english/important_actions_l_english.yml","912","localization/replace/russian/important_actions_l_russian.yml","912","$task_contract_train_knight_interaction_desc$"
"action_can_use_hook_to_change_contract_combined_group_name","localization/replace/english/important_actions_l_english.yml","578","localization/replace/russian/important_actions_l_russian.yml","578","$action_can_use_hook_to_change_contract_combined_group_label$"
"action_can_usurp_title_combined_label","localization/replace/english/important_actions_l_english.yml","124","localization/replace/russian/important_actions_l_russian.yml","124","[landed_title.Custom('GetTierIcon')] [landed_title.GetNameNoTooltip]"
"action_can_vassalize_combined_group_name","localization/replace/english/important_actions_l_english.yml","527","localization/replace/russian/important_actions_l_russian.yml","527","$action_can_vassalize_combined_group_label$"
"action_can_vassalize_combined_label","localization/replace/english/important_actions_l_english.yml","531","localization/replace/russian/important_actions_l_russian.yml","531","[recipient.GetPrimaryTitle.Custom('GetTierIcon')] [recipient.GetUINameNoTooltip]"
"action_close_family_can_marry_combined_unimportant","localization/replace/english/important_actions_l_english.yml","34","localization/replace/russian/important_actions_l_russian.yml","34","$action_close_family_can_marry_unimportant$"
"action_contribute_to_great_project_label","localization/replace/english/important_actions_l_english.yml","1134","localization/replace/russian/important_actions_l_russian.yml","1134","[great_project.GetName]"
"action_could_exact_tribute_from_combined_label","localization/replace/english/important_actions_l_english.yml","1165","localization/replace/russian/important_actions_l_russian.yml","1165","[recipient.GetPrimaryTitle.Custom('GetTierIcon')] [recipient.GetUINameNoTooltip]"
"action_county_in_dangerous_populist_faction_combined_group_name","localization/replace/english/important_actions_l_english.yml","231","localization/replace/russian/important_actions_l_russian.yml","231","$action_county_in_dangerous_populist_faction_combined_group_label$"
"action_county_in_dangerous_populist_faction_combined_label","localization/replace/english/important_actions_l_english.yml","233","localization/replace/russian/important_actions_l_russian.yml","233","[landed_title.Custom('GetTierIcon')] [landed_title.GetNameNoTierNoTooltip]"
"action_disabled_building_combined_label","localization/replace/english/important_actions_l_english.yml","278","localization/replace/russian/important_actions_l_russian.yml","278","[landed_title.Custom('GetTierIcon')] [landed_title.GetNameNoTooltip]"
"action_ep3_can_ask_hof_for_influence_label","localization/replace/english/important_actions_l_english.yml","1011","localization/replace/russian/important_actions_l_russian.yml","1011","$action_ep3_can_ask_hof_for_influence$"
"action_grand_wedding_can_marry_label","localization/replace/english/important_actions_l_english.yml","48","localization/replace/russian/important_actions_l_russian.yml","48","$action_grand_wedding_can_marry$"
"action_has_any_display_cb_on_combined_label","localization/replace/english/important_actions_l_english.yml","212","localization/replace/russian/important_actions_l_russian.yml","212","[recipient.GetPrimaryTitle.Custom('GetTierIcon')] [recipient.GetUINameNoTooltip], [actor.Custom2('GetMilitaryStrengthColoredCurrentSituation', recipient)]"
"action_has_unopened_court_event_click","localization/replace/english/important_actions_l_english.yml","636","localization/replace/russian/important_actions_l_russian.yml","636","$action_has_open_court_event_click$"
"action_hegemonic_tributary_has_low_subject_standing_suzerain_combined_group_name","localization/replace/english/important_actions_l_english.yml","1100","localization/replace/russian/important_actions_l_russian.yml","1100","$action_celestial_tributary_has_low_subject_standing_suzerain_combined_group_label$"
"action_hegemonic_tributary_has_low_subject_standing_suzerain_combined_label","localization/replace/english/important_actions_l_english.yml","1104","localization/replace/russian/important_actions_l_russian.yml","1104","[recipient.GetPrimaryTitle.Custom('GetTierIcon')] [recipient.GetUINameNoTooltip]"
