"Key","MainFile","MainLine","TranslationFile","TranslationLine","Text"
"bookmark_298_walder_frey_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","99","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","99","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_299_balon_greyjoy_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","144","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","145","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_299_joffrey_baratheon_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","128","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","128","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_299_robb_stark_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","124","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","124","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_299_stannis_baratheon_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","150","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","151","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_299_tywin_lannister_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","138","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","139","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_299_walder_frey_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","134","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","135","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_2bc_aegon_targaryen_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","37","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","36","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_2bc_argilac_durrandon_desc","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","48","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","47","<insert imagination>"
"bookmark_2bc_argilac_durrandon_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","47","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","46","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_2bc_harren_hoare_desc","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","52","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","51","<insert imagination>"
"bookmark_2bc_harren_hoare_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","51","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","50","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_2bc_mern_gardener_desc","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","44","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","43","<insert imagination>"
"bookmark_2bc_mern_gardener_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","43","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","42","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_2bc_torrhen_stark_desc","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","56","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","55","<insert imagination>"
"bookmark_2bc_torrhen_stark_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","55","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","54","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_300_cersei_lannister_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","155","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","156","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_300_euron_greyjoy_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","167","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","168","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_300_stannis_baratheon_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","163","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","164","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_300_tommen_baratheon_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","159","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","160","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_99_aenar_targaryen_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","14","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","13","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_99_arrec_durrandon_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","8","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","7","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_99_aurion_varezys_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","32","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","31","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_99_garland_gardener_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","20","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","19","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_99_tommen_lannister_subheading","localization/english/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_english.yml","26","localization/russian/agotbm/agotbm_bookmark/agotbm_bookmark_characters_l_russian.yml","25","$BOOKMARK_SUBHEADING_DEFAULT$"
