id,name_ru,status,base_skills,positive_traits,negative_traits,shared_penalty,notes,owner,source,definition_line,aptitude,is_shown,valid_position,is_shown_character,valid_character,on_court_position_received
pike_captain_camp_officer,Капитан пикинеров,camp,M60 P60,strategist,,H,Своя лагерная военная разблокировка; одно командирское свойство достаточно для бонуса за commander.,Vanilla,E:/SteamLibrary/steamapps/common/Crusader Kings III/game/common/court_positions/types/00_camp_officers.txt,4819,"aptitude = {
		value = 0
		if = {
			limit = {
				employer ?= {
					has_government = landless_adventurer_government
					has_perk = positions_of_power_perk
				}
				any_relation = { type = friend }
			}
			add = {
				value = 5
				desc = court_position_positions_of_power_perk_friend
			}
		}
		
		add = {
			value = martial
			multiply = 2.5
			max = 60
			desc = court_position_skill_martial
		}
		add = {
			value = prowess
			max = 60
			desc = court_position_skill_prowess
		}
		if = {
			limit = {
				has_trait = strategist
			}
			add = {
				value = 20
				desc = court_position_strategist_trait
			}
		}
		if = {
			limit = {
				any_character_trait = {
					has_trait_category = commander
				}
			}
			add = {
				value = 10
				desc = court_position_commander_traits
			}
		}
		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		has_ep3_dlc_trigger = yes
		custom_tooltip = {
			text = landless_government_tt
			government_has_flag = government_is_landless_adventurer
		}
	}","valid_position = {
		custom_tooltip = {
			text = landless_government_tt
			government_has_flag = government_is_landless_adventurer
		}
		custom_tooltip = {
			text = pike_captain_captain_camp_officer_parameter_tt
			domicile ?= { has_domicile_parameter = camp_unlocks_pike_captain_officer }
		}
	}","is_shown_character = {
		scope:employee = {
			can_be_combatant_based_on_gender_trigger = {
				ARMY_OWNER = this
			}
		}
	}","valid_character = {
		valid_camp_officer_trigger = {
			OFFICER = pike_captain
		}
	}","on_court_position_received = {
		pike_captain_camp_officer_title_accepted_effect = yes
	}"
master_of_spoils_camp_officer,Распределитель добычи,camp,S60 I60 M60,"greedy,reaver,avaricious","profligate,improvident",H,Лагерная повозка с замком и соответствующая цель лагеря.,Vanilla,E:/SteamLibrary/steamapps/common/Crusader Kings III/game/common/court_positions/types/00_camp_officers.txt,5003,"aptitude = {
		value = 0
		if = {
			limit = {
				employer ?= {
					has_government = landless_adventurer_government
					has_perk = positions_of_power_perk
				}
				any_relation = { type = friend }
			}
			add = {
				value = 5
				desc = court_position_positions_of_power_perk_friend
			}
		}
		
		add = {
			value = stewardship
			multiply = 2
			max = 60
			desc = court_position_skill_stewardship
		}
		add = {
			value = intrigue
			max = 60
			desc = court_position_skill_intrigue
		}
		add = {
			value = martial
			max = 60
			desc = court_position_skill_martial
		}
		if = {
			limit = {
				has_trait = greedy
			}
			add = {
				value = 10
				desc = court_position_greedy_trait
			}
		}
		if = {
			limit = {
				has_trait = reaver
			}
			add = 15
			desc = court_position_reaver_trait
		}
		if = {
			limit = {
				has_trait = avaricious
			}
			add = 15
			desc = court_position_avaricious_trait
		}
		if = {
			limit = {
				has_trait = profligate
			}
			add = -50
			desc = court_position_profligate_trait
		}
		if = {
			limit = {
				has_trait = improvident
			}
			add = -50
			desc = court_position_improvident_trait
		}
		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		has_ep3_dlc_trigger = yes
		custom_tooltip = {
			text = landless_government_tt
			government_has_flag = government_is_landless_adventurer
		}
	}","valid_position = {
		custom_tooltip = {
			text = landless_government_tt
			government_has_flag = government_is_landless_adventurer
		}
		custom_tooltip = {
			text = master_of_spoils_captain_camp_officer_parameter_tt
			domicile ?= { has_domicile_parameter = camp_unlocks_master_of_spoils_officer }
		}
	}","is_shown_character = {
		scope:employee = {
			is_incapable = no
		}
	}","valid_character = {
		valid_camp_officer_trigger = {
			OFFICER = master_of_spoils
		}
	}","on_court_position_received = {
		master_of_spoils_camp_officer_title_accepted_effect = yes
	}"
laureate_camp_officer,Лауреат,conditional,D60 L60 I60,lifestyle_poet,,H,Нужен violet_poet именно у работодателя; связанная обычная история выключена AGOT. Не выдавать статус работодателю ради появления должности.,Vanilla,E:/SteamLibrary/steamapps/common/Crusader Kings III/game/common/court_positions/types/00_camp_officers.txt,5185,"aptitude = {
		value = 0
		if = {
			limit = {
				employer ?= {
					has_government = landless_adventurer_government
					has_perk = positions_of_power_perk
				}
				any_relation = { type = friend }
			}
			add = {
				value = 5
				desc = court_position_positions_of_power_perk_friend
			}
		}
		
		add = {
			value = diplomacy
			multiply = 2
			max = 60
			desc = court_position_skill_diplomacy
		}
		add = {
			value = learning
			max = 60
			desc = court_position_skill_learning
		}
		add = {
			value = intrigue
			max = 60
			desc = court_position_skill_intrigue
		}
		if = {
			limit = {
				has_trait = lifestyle_poet
			}
			add = {
				value = 50
				desc = court_position_poet_trait
			}
		}
		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		has_ep3_dlc_trigger = yes
		custom_tooltip = {
			text = landless_government_tt
			government_has_flag = government_is_landless_adventurer
		}
	}","valid_position = {
		custom_tooltip = {
			text = landless_government_tt
			government_has_flag = government_is_landless_adventurer
		}
		has_trait = violet_poet
	}","is_shown_character = {
		scope:employee = {
			is_incapable = no
		}
	}","valid_character = {
		valid_camp_officer_trigger = {
			OFFICER = laureate
		}
	}","on_court_position_received = {
		laureate_camp_officer_title_accepted_effect = yes
	}"
camp_priest_camp_officer,Лагерный священник,camp,L65,"theologian,scholar,lifestyle_mystic",,H,Лагерное святилище; вера работодателя и допускаемый ею пол духовенства. devoted не является обязательным.,Vanilla,E:/SteamLibrary/steamapps/common/Crusader Kings III/game/common/court_positions/types/00_camp_officers.txt,5359,"aptitude = {
		value = 0
		if = {
			limit = {
				employer ?= {
					has_government = landless_adventurer_government
					has_perk = positions_of_power_perk
				}
				any_relation = { type = friend }
			}
			add = {
				value = 5
				desc = court_position_positions_of_power_perk_friend
			}
		}
		
		add = {
			value = learning
			multiply = 4
			max = 65
			desc = court_position_skill_learning
		}
		if = {
			limit = {
				has_trait = theologian
			}
			add = {
				value = 20
				desc = court_position_theologian_trait
			}
		}
		if = {
			limit = { has_trait = scholar }
			add = {
				value = 15
				desc = court_position_scholar_trait
			}
		}
		if = {
			limit = { has_trait = lifestyle_mystic }
			add = {
				value = 15
				desc = court_position_mystic_1_trait
			}
		}
		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		has_ep3_dlc_trigger = yes
		custom_tooltip = {
			text = landless_government_tt
			government_has_flag = government_is_landless_adventurer
		}
	}","valid_position = {
		custom_tooltip = {
			text = landless_government_tt
			government_has_flag = government_is_landless_adventurer
		}
		custom_tooltip = {
			text = camp_priest_camp_officer_parameter_tt
			domicile ?= { has_domicile_parameter = camp_unlocks_camp_priest_officer }
		}
	}","is_shown_character = {
		scope:employee = {
			is_incapable = no
			faith = scope:liege.faith
			can_be_clergy_due_to_gender_trigger = yes
		}
	}","valid_character = {
		valid_camp_officer_trigger = {
			OFFICER = camp_priest
		}
	}","on_court_position_received = {
		camp_priest_camp_officer_title_accepted_effect = yes
	}"
grand_preceptor_court_position,Великий учитель,conditional,L50,"scholar,diligent,patient,calm,intellect_good_3,shrewd","reclusive,shy,lazy,incapable,infirm",L,Небесное правительство; отдельный вклад заслуг с пределом 50.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_celestial_court_positions.txt,1,"aptitude = {
		value = 1
		add = {
			value = merit_level
			multiply = 5
			max = 50
			desc = court_position_merit_level
		}
		add = {
			value = learning
			multiply = 1.75
			max = 50
			desc = court_position_skill_learning
		}
		# Confucian Education
		#AGOT Disabled
		# if = {
		# 	limit = {
		# 		has_trait = confucian_education
		# 	}
		# 	add = {
		# 		value = ""has_trait_xp(confucian_education)""
		# 		floor = yes
		# 		desc = court_position_confucian_education_trait
		# 	}
		# }
		if = {
			limit = {
				has_trait = scholar
			}
			add = {
				value = 5
				desc = court_position_scholar_trait
			}
		}
		if = {
			limit = {
				has_trait = diligent
			}
			add = {
				value = 5
				desc = court_position_diligent_trait
			}
		}
		if = {
			limit = {
				has_trait = patient
			}
			add = {
				value = 5
				desc = court_position_patient_trait
			}
		}
		if = {
			limit = {
				has_trait = calm
			}
			add = {
				value = 5
				desc = court_position_calm_trait
			}
		}
		if = {
			limit = {
				has_trait = intellect_good_3
			}
			add = {
				value = 15
				desc = court_position_intellect_good_3_trait
			}
		}
		else_if = {
			limit = {
				has_trait = intellect_good_2
			}
			add = {
				value = 10
				desc = court_position_intellect_good_2_trait
			}
		}
		else_if = {
			limit = {
				has_trait = intellect_good_1
			}
			add = {
				value = 5
				desc = court_position_intellect_good_1_trait
			}
		}
		if = {
			limit = {
				has_trait = shrewd
			}
			add = {
				value = 10
				desc = court_position_shrewd_trait
			}
		}
		if = {
			limit = {
				has_trait = reclusive
			}
			add = {
				value = -10
				desc = court_position_reclusive_trait
			}
		}
		if = {
			limit = {
				has_trait = shy
			}
			add = {
				value = -10
				desc = court_position_shy_trait
			}
		}
		if = {
			limit = {
				has_trait = lazy
			}
			add = {
				value = -10
				desc = court_position_lazy_trait
			}
		}
		if = {
			limit = {
				has_trait = incapable
			}
			multiply = {
				value = 0
				desc = court_position_incapable_trait
			}
		}
		if = {
			limit = {
				has_trait = infirm
			}
			add = {
				value = -50
				desc = court_position_infirm_trait
			}
		}
		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_independent_ruler = yes
		government_has_flag = government_is_celestial
		highest_held_title_tier >= tier_empire
	}","valid_position = {
		is_independent_ruler = yes
		government_has_flag = government_is_celestial
		highest_held_title_tier >= tier_empire
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			grand_preceptor_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		grand_preceptor_title_accepted_effect = yes
	}"
grand_mentor_court_position,Верховный наставник,conditional,L50,"scholar,diligent,patient,calm,intellect_good_3,shrewd","reclusive,shy,lazy,incapable,infirm",L,Небесное правительство; отдельный вклад заслуг с пределом 50.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_celestial_court_positions.txt,328,"aptitude = {
		value = 1
		add = {
			value = merit_level
			multiply = 5
			max = 50
			desc = court_position_merit_level
		}
		add = {
			value = learning
			multiply = 1.75
			max = 50
			desc = court_position_skill_learning
		}
		# Confucian Education
		#AGOT Disabled
		# if = {
		# 	limit = {
		# 		has_trait = confucian_education
		# 	}
		# 	add = {
		# 		value = ""has_trait_xp(confucian_education)""
		# 		floor = yes
		# 		desc = court_position_confucian_education_trait
		# 	}
		# }
		if = {
			limit = {
				has_trait = scholar
			}
			add = {
				value = 5
				desc = court_position_scholar_trait
			}
		}
		if = {
			limit = {
				has_trait = diligent
			}
			add = {
				value = 5
				desc = court_position_diligent_trait
			}
		}
		if = {
			limit = {
				has_trait = patient
			}
			add = {
				value = 5
				desc = court_position_patient_trait
			}
		}
		if = {
			limit = {
				has_trait = calm
			}
			add = {
				value = 5
				desc = court_position_calm_trait
			}
		}
		if = {
			limit = {
				has_trait = intellect_good_3
			}
			add = {
				value = 10
				desc = court_position_intellect_good_3_trait
			}
		}
		else_if = {
			limit = {
				has_trait = intellect_good_2
			}
			add = {
				value = 10
				desc = court_position_intellect_good_2_trait
			}
		}
		else_if = {
			limit = {
				has_trait = intellect_good_1
			}
			add = {
				value = 5
				desc = court_position_intellect_good_1_trait
			}
		}
		if = {
			limit = {
				has_trait = shrewd
			}
			add = {
				value = 10
				desc = court_position_shrewd_trait
			}
		}
		if = {
			limit = {
				has_trait = reclusive
			}
			add = {
				value = -10
				desc = court_position_reclusive_trait
			}
		}
		if = {
			limit = {
				has_trait = shy
			}
			add = {
				value = -10
				desc = court_position_shy_trait
			}
		}
		if = {
			limit = {
				has_trait = lazy
			}
			add = {
				value = -10
				desc = court_position_lazy_trait
			}
		}
		if = {
			limit = {
				has_trait = incapable
			}
			multiply = {
				value = 0
				desc = court_position_incapable_trait
			}
		}
		if = {
			limit = {
				has_trait = infirm
			}
			add = {
				value = -50
				desc = court_position_infirm_trait
			}
		}
		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_independent_ruler = yes
		government_has_flag = government_is_celestial
		highest_held_title_tier >= tier_empire
	}","valid_position = {
		is_independent_ruler = yes
		government_has_flag = government_is_celestial
		highest_held_title_tier >= tier_empire
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			grand_mentor_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		grand_mentor_title_accepted_effect = yes
	}"
grand_guardian_court_position,Верховный защитник,conditional,M50,"scholar,diligent,patient,calm,intellect_good_3,shrewd","reclusive,shy,lazy,incapable,infirm",L,Небесное правительство; отдельный вклад заслуг с пределом 50.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_celestial_court_positions.txt,660,"aptitude = {
		value = 1
		add = {
			value = merit_level
			multiply = 5
			max = 50
			desc = court_position_merit_level
		}
		add = {
			value = martial
			multiply = 1.75
			max = 50
			desc = court_position_skill_martial
		}
		# Confucian Education
		#AGOT Disabled
		# if = {
		# 	limit = {
		# 		has_trait = confucian_education
		# 	}
		# 	add = {
		# 		value = ""has_trait_xp(confucian_education)""
		# 		floor = yes
		# 		desc = court_position_confucian_education_trait
		# 	}
		# }
		if = {
			limit = {
				has_trait = scholar
			}
			add = {
				value = 5
				desc = court_position_scholar_trait
			}
		}
		if = {
			limit = {
				has_trait = diligent
			}
			add = {
				value = 5
				desc = court_position_diligent_trait
			}
		}
		if = {
			limit = {
				has_trait = patient
			}
			add = {
				value = 5
				desc = court_position_patient_trait
			}
		}
		if = {
			limit = {
				has_trait = calm
			}
			add = {
				value = 5
				desc = court_position_calm_trait
			}
		}
		if = {
			limit = {
				has_trait = intellect_good_3
			}
			add = {
				value = 10
				desc = court_position_intellect_good_3_trait
			}
		}
		else_if = {
			limit = {
				has_trait = intellect_good_2
			}
			add = {
				value = 10
				desc = court_position_intellect_good_2_trait
			}
		}
		else_if = {
			limit = {
				has_trait = intellect_good_1
			}
			add = {
				value = 5
				desc = court_position_intellect_good_1_trait
			}
		}
		if = {
			limit = {
				has_trait = shrewd
			}
			add = {
				value = 10
				desc = court_position_shrewd_trait
			}
		}
		if = {
			limit = {
				has_trait = reclusive
			}
			add = {
				value = -10
				desc = court_position_reclusive_trait
			}
		}
		if = {
			limit = {
				has_trait = shy
			}
			add = {
				value = -10
				desc = court_position_shy_trait
			}
		}
		if = {
			limit = {
				has_trait = lazy
			}
			add = {
				value = -10
				desc = court_position_lazy_trait
			}
		}
		if = {
			limit = {
				has_trait = incapable
			}
			multiply = {
				value = 0
				desc = court_position_incapable_trait
			}
		}
		if = {
			limit = {
				has_trait = infirm
			}
			add = {
				value = -50
				desc = court_position_infirm_trait
			}
		}
		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_independent_ruler = yes
		government_has_flag = government_is_celestial
		highest_held_title_tier >= tier_empire
	}","valid_position = {
		is_independent_ruler = yes
		government_has_flag = government_is_celestial
		highest_held_title_tier >= tier_empire
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			grand_guardian_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		grand_guardian_title_accepted_effect = yes
	}"
fire_dragon_engineer_court_position,Инженер огненных драконов,disabled,—,,,,AGOT явно блокирует должность через always = no.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_celestial_court_positions.txt,987,"aptitude = {
		value = 1
		# Skill
		add = {
			value = learning
			multiply = 1.75
			max = 50
			desc = court_position_skill_learning
		}

		# Positive
		if = {
			limit = {
				has_trait = scholar
			}
			add = {
				value = 15
				desc = court_position_scholar_trait
			}
		}
		if = {
			limit = {
				has_trait = architect
			}
			add = {
				value = 15
				desc = court_position_architect_trait
			}
		}
		if = {
			limit = {
				has_trait = diligent
			}
			add = {
				value = 15
				desc = court_position_diligent_trait
			}
		}
		if = {
			limit = {
				has_trait = patient
			}
			add = {
				value = 15
				desc = court_position_patient_trait
			}
		}
		# Negative
		if = {
			limit = {
				has_trait = lazy
			}
			add = {
				value = -15
				desc = court_position_lazy_trait
			}
		}
		if = {
			limit = {
				has_trait = impatient
			}
			add = {
				value = -15
				desc = court_position_impatient_trait
			}
		}
		
		add = {
			value = aptitude_military_engineer_value
			multiply = 2
			desc = court_position_military_engineer_trait
		}
			
		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		#AGOT Modified
		# government_has_flag = government_is_celestial
		# culture = {
		# 	has_innovation = innovation_fire_medicine
		# }
		# OR = {
		# 	is_independent_ruler = yes
		# 	vassal_contract_has_flag = celestial_military_appointment
		# }
		always = no
	}","valid_position = {
		highest_held_title_tier >= tier_kingdom
		government_has_flag = government_is_celestial
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			fire_dragon_engineer_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		basic_gained_court_position_effect = yes
	}"
keeper_of_the_harem_court_position,Хранитель гарема,conditional,D50 I50,"diligent,patient,calm,intellect_good_3,shrewd","reclusive,shy,lazy,incapable,infirm",—,"Небесная гегемония; кандидат женщина ИЛИ евнух, не консорт. Женщина удовлетворяет условию без евнушества.",A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_celestial_court_positions.txt,1242,"aptitude = {
		value = 1
		add = {
			value = diplomacy
			multiply = 1.75
			max = 50
			desc = court_position_skill_diplomacy
		}
		add = {
			value = intrigue
			multiply = 1.75
			max = 50
			desc = court_position_skill_intrigue
		}
		if = {
			limit = {
				has_trait = diligent
			}
			add = {
				value = 5
				desc = court_position_diligent_trait
			}
		}
		if = {
			limit = {
				has_trait = patient
			}
			add = {
				value = 5
				desc = court_position_patient_trait
			}
		}
		if = {
			limit = {
				has_trait = calm
			}
			add = {
				value = 5
				desc = court_position_calm_trait
			}
		}
		if = {
			limit = {
				has_trait = intellect_good_3
			}
			add = {
				value = 15
				desc = court_position_intellect_good_3_trait
			}
		}
		else_if = {
			limit = {
				has_trait = intellect_good_2
			}
			add = {
				value = 10
				desc = court_position_intellect_good_2_trait
			}
		}
		else_if = {
			limit = {
				has_trait = intellect_good_1
			}
			add = {
				value = 5
				desc = court_position_intellect_good_1_trait
			}
		}
		if = {
			limit = {
				has_trait = shrewd
			}
			add = {
				value = 10
				desc = court_position_shrewd_trait
			}
		}
		if = {
			limit = {
				has_trait = reclusive
			}
			add = {
				value = -10
				desc = court_position_reclusive_trait
			}
		}
		if = {
			limit = {
				has_trait = shy
			}
			add = {
				value = -10
				desc = court_position_shy_trait
			}
		}
		if = {
			limit = {
				has_trait = lazy
			}
			add = {
				value = -10
				desc = court_position_lazy_trait
			}
		}
		if = {
			limit = {
				has_trait = incapable
			}
			multiply = {
				value = 0
				desc = court_position_incapable_trait
			}
		}
		if = {
			limit = {
				has_trait = infirm
			}
			add = {
				value = -50
				desc = court_position_infirm_trait
			}
		}

		#add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_adult = yes
		highest_held_title_tier = tier_hegemony
		government_has_flag = government_is_celestial
	}","valid_position = {
		highest_held_title_tier = tier_hegemony
		government_has_flag = government_is_celestial
		save_temporary_scope_as = root_scope
		can_employ_court_eunuchs_trigger = { CHAR = scope:root_scope }
	}","is_shown_character = {
		scope:employee = {
			OR = {
				is_eunuch_trigger = yes
				is_female = yes
			}
			NOT = {
				is_consort_of = scope:liege
			}
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			keeper_of_the_harem_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		keeper_of_the_harem_title_accepted_effect = yes
	}"
favored_minister_court_position,Приближенный министр,conditional,Профильный навык совета 50,,,—,"Небесное правительство; уже состоящий в совете кандидат. Нельзя создавать советника дополнительным неоговорённым назначением. Заслуги, ученики и влияние — отдельные вклады.",A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_celestial_court_positions.txt,1552,"aptitude = {
		value = 1
		# Merit
		add = {
			value = merit_level
			multiply = 5
			max = 50
			desc = court_position_merit_level
		}
		# Use the skill of your current minister position
		if = {
			limit = {
				OR = {
					has_council_position = councillor_chancellor
					#AGOT Disabled
					# has_council_position = minister_personnel
				}
			}
			add = {
				value = diplomacy
				multiply = 1.75
				max = 50
				desc = court_position_skill_diplomacy
			}
		}
		else_if = {
			limit = {
				OR = {
					has_council_position = councillor_marshal
					#AGOT Disabled
					# has_council_position = minister_grand_marshal
				}
			}
			add = {
				value = martial
				multiply = 1.75
				max = 50
				desc = court_position_skill_martial
			}
		}
		else_if = {
			limit = {
				OR = {
					has_council_position = councillor_steward
					#AGOT Disabled
					# has_council_position = minister_works
				}
			}
			add = {
				value = stewardship
				multiply = 1.75
				max = 50
				desc = court_position_skill_stewardship
			}
		}
		else_if = {
			limit = {
				has_council_position = councillor_spymaster
			}
			add = {
				value = intrigue
				multiply = 1.75
				max = 50
				desc = court_position_skill_intrigue
			}
		}
		else_if = {
			limit = {
				OR = {
					has_council_position = councillor_court_chaplain
					#AGOT Disabled
					# has_council_position = minister_justice
				}
			}
			add = {
				value = learning
				multiply = 1.75
				max = 50
				desc = court_position_skill_learning
			}
		}
		
		# Disciples
		if = {
			limit = {
				number_of_disciples > 0
			}
			add = {
				value = 2
				multiply = number_of_disciples
				max = 50
				desc = court_position_disciples
			}
		}
		
		# Confucian Education
		#AGOT Disabled
		# if = {
		# 	limit = {
		# 		has_trait = confucian_education
		# 	}
		# 	add = {
		# 		value = ""has_trait_xp(confucian_education)""
		# 		floor = yes
		# 		desc = court_position_confucian_education_trait
		# 	}
		# }
		
		# Influence
		if = {
			limit = {
				government_allows = administrative
			}
			add = {
				value = influence_level
				subtract = 1
				multiply = 4
				desc = ""[influence_level|E]""
			}
		}
		
		#add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		highest_held_title_tier = tier_hegemony
		government_has_flag = government_is_celestial
	}","valid_position = {
		highest_held_title_tier = tier_hegemony
		government_has_flag = government_is_celestial
	}","is_shown_character = {
		scope:employee = {
			is_councillor_of = scope:liege
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			is_councillor_of = scope:liege
		}
	}","on_court_position_received = {
		basic_gained_court_position_effect = yes
	}"
court_physician_court_position,Придворный врач,base,L50,"lifestyle_physician,lifestyle_mystic,lifestyle_herbalist,education_learning_5",blind,L,У работодателя нет инновации мейстеров и Железного трона; безземельный кандидат.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,41,"aptitude = {
		value = 1
		# Skill
		add = {
			value = learning
			multiply = 1.75
			max = 50
			desc = court_position_skill_learning
		}
		# Physician
		if = {
			limit = { has_trait = lifestyle_physician }
			if = {
				limit = {
					has_trait_xp = { trait = lifestyle_physician value >= 100 }
				}
				add = {
					value = 45
					desc = court_position_physician_3_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = { trait = lifestyle_physician value >= 50 }
				}
				add = {
					value = 30
					desc = court_position_physician_2_trait
				}
			}
			else = {
				add = {
					value = 15
					desc = court_position_physician_1_trait
				}
			}
		}
		# Mystic
		if = {
			limit = { has_trait = lifestyle_mystic }
			if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_mystic
						value >= 100
					}
				}
				add = {
					value = 20
					desc = court_position_mystic_3_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_mystic
						value >= 50
					}
				}
				add = {
					value = 10
					desc = court_position_mystic_2_trait
				}
			}
			else = {
				add = {
					value = 5
					desc = court_position_mystic_1_trait
				}
			}
		}
		# Herbalist
		if = {
			limit = { has_trait = lifestyle_herbalist }
			add = {
				value = 15
				desc = court_position_herbalist_trait
			}
		}
		# Education
		if = {
			limit = { has_trait = education_learning }
			add = {
				if = {
					limit = { has_trait = education_learning_2 }
					add = 8
				}
				else_if = {
					limit = { has_trait = education_learning_3 }
					add = 12
				}
				else_if = {
					limit = { has_trait = education_learning_4 }
					add = 16
				}
				else_if = {
					limit = { has_trait = education_learning_5 }
					add = 20
				}
				else = {
					add = 4
				}
				desc = education_learning
			}
		}
		if = {
			limit = {
				has_trait = blind
			}
			add = {
				value = -50
				desc = court_position_blind_trait
			}
		}
		if = {
			limit = {
				any_character_artifact = {
					has_artifact_modifier = artifact_physician_aptitude_1_modifier
				}
			}
			add = 20
		}
		# domiciles
		if = {
			limit = {
				exists = employer.domicile
			}
			# Camp has different way
			if = {
				limit = {
					employer.domicile ?= { has_domicile_parameter = camp_improved_court_physician_aptitude }
				}
				add = {
					value = camp_improved_court_physician_aptitude_value
					desc = camp_improved_court_physician_aptitude_desc
				}
			}
			# All others are level-scaled
			if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_physician_aptitude_1 }
				}
				add = {
					value = estate_increase_physician_aptitude_1_value
					desc = estate_increase_physician_aptitude_desc
				}
			}
			else_if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_physician_aptitude_2 }
				}
				add = {
					value = estate_increase_physician_aptitude_2_value
					desc = estate_increase_physician_aptitude_desc
				}
			}
			else_if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_physician_aptitude_3 }
				}
				add = {
					value = estate_increase_physician_aptitude_3_value
					desc = estate_increase_physician_aptitude_desc
				}
			}
			else_if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_physician_aptitude_4 }
				}
				add = {
					value = estate_increase_physician_aptitude_4_value
					desc = estate_increase_physician_aptitude_desc
				}
			}
			else_if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_physician_aptitude_5 }
				}
				add = {
					value = estate_increase_physician_aptitude_5_value
					desc = estate_increase_physician_aptitude_desc
				}
			}
			else_if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_physician_aptitude_6 }
				}
				add = {
					value = estate_increase_physician_aptitude_6_value
					desc = estate_increase_physician_aptitude_desc
				}
			}
		}

		# general values
		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:court_physician }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_barony
			}
			always = no
		}
		#AGOT Added
		OR = {
			NOR = {
				culture = {
					has_innovation = innovation_maesters
				}
				has_title = title:h_the_iron_throne
			}
			government_has_flag = government_is_custom_landless
		}
	}","valid_position = {
		NOR = {
			culture = {
				has_innovation = innovation_maesters
			}
			has_title = title:h_the_iron_throne
		}
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		valid_camp_officer_trigger = {
			OFFICER = court_physician
		}
	}","on_court_position_received = {
		court_physician_title_accepted_effect = yes
	}"
