"Key","MainFile","MainLine","TranslationFile","TranslationLine","English","Russian","BuiltinRussian"
"agot_filler_crownlands.0004.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","113","localization/russian/more_dragon_eggs_events_l_russian.yml","195","I walk high up on the cliffs of Dragonstone, the sound of waves crashing against the rocks below mixing with the slow rumble of the volcano in my ears. As I walk, I find a small opening — the perfect place for my cave exploration to begin.\n\nI climb over a crest of rock, guided by the light cascading over the rocks. Several passages lead off from the main chamber, but the light streaks through a single vein of obsidian, as though guiding me. I follow it, and where it leads me, I cannot believe.\n\nAn egg rests in the center of the room, the light ending just above it! As soon as I touch it however, the passage of time makes itself known, and the light begins to fade. I barely have enough time to grab the egg and rush out of the cave before the light would fade completely, locking me in darkness.\n\nWith heavy breaths of exertion, I make it out of the cave, the egg in my hands!","Я поднимаюсь высоко по скалам Драконьего Камня; грохот волн внизу смешивается с глухим рокотом вулкана. Вскоре я замечаю узкий проход — идеальное начало для исследования пещер.\n\nПеребравшись через каменный гребень, я следую за светом, льющимся по скалам. От главного зала уходит несколько ходов, но луч пробивается только через единственную жилу обсидиана, словно указывая путь. Я иду за ним — и не верю глазам.\n\nВ центре зала лежит яйцо; свет обрывается прямо над ним! Но стоит мне прикоснуться к нему, как время напоминает о себе: луч начинает меркнуть. Я едва успеваю схватить яйцо и броситься прочь, прежде чем тьма запечатывает выход.\n\nТяжело дыша, я выбираюсь наружу с яйцом в руках!","Поднимаюсь по скалам Драконьего Камня. Грохот волн смешивается с глухим рокотом вулкана. Заметив узкий проход, начинаю исследовать пещеру.\n\nСвет, пробивающийся через жилу обсидиана, ведет меня вглубь. В центре зала, освещенная лучом, лежит яйцо! Прикоснувшись, чувствую как свет меркнет — время на исходе. Едва успеваю схватить яйцо и выбежать до наступления тьмы.\n\nЗадыхаясь, выбираюсь на поверхность с драгоценной ношей!"
"agot_filler_crownlands.0004.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","112","localization/russian/more_dragon_eggs_events_l_russian.yml","194","A Day on Dragonstone: Gifts from the Past","День на Драконьем Камне: Дары прошлого","День на Драконьем Камне: Дары Прошлого"
"agot_filler_crownlands.0004.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","115","localization/russian/more_dragon_eggs_events_l_russian.yml","197","You gained a Dragon Egg [artifact|E]","Вы получили [Concept('artifact', 'артефакт')|E]: драконье яйцо","Вы получили Драконье Яйцо [artifact|E]"
"agot_laid_clutch_desc_1","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","18","localization/russian/more_dragon_eggs_decisions_l_russian.yml","42","I laid a clutch of one egg","Я отложила кладку из одного яйца","Я снесла кладку из одного яйца"
"agot_laid_clutch_desc_2","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","23","localization/russian/more_dragon_eggs_decisions_l_russian.yml","47","I laid a clutch of two eggs","Я отложила кладку из двух яиц","Я снесла кладку из двух яиц"
"agot_laid_clutch_desc_3","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","28","localization/russian/more_dragon_eggs_decisions_l_russian.yml","52","I laid a clutch of three eggs","Я отложила кладку из трёх яиц","Я снесла кладку из трёх яиц"
"agot_laid_clutch_desc_4","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","33","localization/russian/more_dragon_eggs_decisions_l_russian.yml","57","I laid a clutch of four eggs","Я отложила кладку из четырёх яиц","Я снесла кладку из четырёх яиц"
"agot_laid_clutch_desc_5","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","38","localization/russian/more_dragon_eggs_decisions_l_russian.yml","62","I laid a clutch of five eggs","Я отложила кладку из пяти яиц","Я снесла кладку из пяти яиц"
"agot_laid_clutch_desc_6","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","43","localization/russian/more_dragon_eggs_decisions_l_russian.yml","67","I laid a clutch of six eggs","Я отложила кладку из шести яиц","Я снесла кладку из шести яиц"
"agot_laid_clutch_desc_7","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","48","localization/russian/more_dragon_eggs_decisions_l_russian.yml","72","I laid a clutch of seven eggs","Я отложила кладку из семи яиц","Я снесла кладку из семи яиц"
"agot_laid_clutch_desc_8","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","53","localization/russian/more_dragon_eggs_decisions_l_russian.yml","77","I laid a clutch of five eggs","Я отложила кладку из восьми яиц","Я снесла кладку из пяти яиц"
"agot_laid_clutch_desc_second_perspective_1","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","19","localization/russian/more_dragon_eggs_decisions_l_russian.yml","43","You laid a clutch of one egg","Вы отложили кладку из одного яйца","Вы снесли кладку из одного яйца"
"agot_laid_clutch_desc_second_perspective_2","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","24","localization/russian/more_dragon_eggs_decisions_l_russian.yml","48","You laid a clutch of two eggs","Вы отложили кладку из двух яиц","Вы снесли кладку из двух яиц"
"agot_laid_clutch_desc_second_perspective_3","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","29","localization/russian/more_dragon_eggs_decisions_l_russian.yml","53","You laid a clutch of three eggs","Вы отложили кладку из трёх яиц","Вы снесли кладку из трёх яиц"
"agot_laid_clutch_desc_second_perspective_4","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","34","localization/russian/more_dragon_eggs_decisions_l_russian.yml","58","You laid a clutch of four eggs","Вы отложили кладку из четырёх яиц","Вы снесли кладку из четырёх яиц"
"agot_laid_clutch_desc_second_perspective_5","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","39","localization/russian/more_dragon_eggs_decisions_l_russian.yml","63","You laid a clutch of five eggs","Вы отложили кладку из пяти яиц","Вы снесли кладку из пяти яиц"
"agot_laid_clutch_desc_second_perspective_6","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","44","localization/russian/more_dragon_eggs_decisions_l_russian.yml","68","You laid a clutch of six eggs","Вы отложили кладку из шести яиц","Вы снесли кладку из шести яиц"
"agot_laid_clutch_desc_second_perspective_7","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","49","localization/russian/more_dragon_eggs_decisions_l_russian.yml","73","You laid a clutch of seven eggs","Вы отложили кладку из семи яиц","Вы снесли кладку из семи яиц"
"agot_laid_clutch_desc_second_perspective_8","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","54","localization/russian/more_dragon_eggs_decisions_l_russian.yml","78","You laid a clutch of five eggs","Вы отложили кладку из восьми яиц","Вы снесли кладку из пяти яиц"
"agot_laid_clutch_desc_third_perspective_1","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","20","localization/russian/more_dragon_eggs_decisions_l_russian.yml","44","[owner.GetName] laid a clutch of one egg","[owner.GetName] отложила кладку из одного яйца","[owner.GetName] снесла кладку из одного яйца"
"agot_laid_clutch_desc_third_perspective_2","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","25","localization/russian/more_dragon_eggs_decisions_l_russian.yml","49","[owner.GetName] laid a clutch of two eggs","[owner.GetName] отложила кладку из двух яиц","[owner.GetName] снесла кладку из двух яиц"
"agot_laid_clutch_desc_third_perspective_3","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","30","localization/russian/more_dragon_eggs_decisions_l_russian.yml","54","[owner.GetName] laid a clutch of three eggs","[owner.GetName] отложила кладку из трёх яиц","[owner.GetName] снесла кладку из трёх яиц"
"agot_laid_clutch_desc_third_perspective_4","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","35","localization/russian/more_dragon_eggs_decisions_l_russian.yml","59","[owner.GetName] laid a clutch of four eggs","[owner.GetName] отложила кладку из четырёх яиц","[owner.GetName] снесла кладку из четырёх яиц"
"agot_laid_clutch_desc_third_perspective_5","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","40","localization/russian/more_dragon_eggs_decisions_l_russian.yml","64","[owner.GetName] laid a clutch of five eggs","[owner.GetName] отложила кладку из пяти яиц","[owner.GetName] снесла кладку из пяти яиц"
"agot_laid_clutch_desc_third_perspective_6","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","45","localization/russian/more_dragon_eggs_decisions_l_russian.yml","69","[owner.GetName] laid a clutch of six eggs","[owner.GetName] отложила кладку из шести яиц","[owner.GetName] снесла кладку из шести яиц"
"agot_laid_clutch_desc_third_perspective_7","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","50","localization/russian/more_dragon_eggs_decisions_l_russian.yml","74","[owner.GetName] laid a clutch of seven eggs","[owner.GetName] отложила кладку из семи яиц","[owner.GetName] снесла кладку из семи яиц"
"agot_laid_clutch_desc_third_perspective_8","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","55","localization/russian/more_dragon_eggs_decisions_l_russian.yml","79","[owner.GetName] laid a clutch of five eggs","[owner.GetName] отложила кладку из восьми яиц","[owner.GetName] снесла кладку из пяти яиц"
"agot_ninepenny.0034.c","localization/replace/english/more_dragon_eggs_events_l_english.yml","118","localization/russian/more_dragon_eggs_events_l_russian.yml","200","A new kingdom will carved out for him.","Для него будет вырезано новое королевство.","Для него будет вырезано новое королевство."
"agot_ninepenny.0035.b","localization/replace/english/more_dragon_eggs_events_l_english.yml","119","localization/russian/more_dragon_eggs_events_l_russian.yml","201","$agot_ninepenny.0031.a$ It will be given a more fitting name.","$agot_ninepenny.0031.a$ Оно получит более подходящее имя.","$agot_ninepenny.0031.a$ Оно получит более подходящее имя."
"agot_ninepenny.0035.b.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","120","localization/russian/more_dragon_eggs_events_l_russian.yml","202","#italic The Kingdom of Tarth will be rebranded as The Sapphire Islands!","#italic Королевство Тарт будет переименовано в Сапфировые острова!#!","#italic Королевство Тарт будет переименовано в Сапфировые Острова!"
"agot_ninepenny.1014.c","localization/replace/english/more_dragon_eggs_events_l_english.yml","144","localization/russian/more_dragon_eggs_events_l_russian.yml","226","The night is alive with the music of dragons! This child is the the 'Dragonborn'!","Ночь ожила музыкой драконов! Это дитя — «Драконорождённый»!",
"agot_ninepenny.1014.d","localization/replace/english/more_dragon_eggs_events_l_english.yml","145","localization/russian/more_dragon_eggs_events_l_russian.yml","227","Despite the tragedy, there is hope with this child, the 'Dragonborn'.","Несмотря на трагедию, с этим ребёнком остаётся надежда — это «Драконорождённый».",
"agot_ruins.2001.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","134","localization/russian/more_dragon_eggs_events_l_russian.yml","216","A fortuitous omen!","Счастливое предзнаменование!","Счастливое предзнаменование!"
"agot_ruins.2001.b","localization/replace/english/more_dragon_eggs_events_l_english.yml","135","localization/russian/more_dragon_eggs_events_l_russian.yml","217","Better it be given to our liege lord.","Лучше отдать нашему сюзерену.","Лучше отдать нашему сюзерену."
"agot_ruins.2001.d","localization/replace/english/more_dragon_eggs_events_l_english.yml","133","localization/russian/more_dragon_eggs_events_l_russian.yml","215","The ruins of Spicetown have long since been overcast with a sense of eerie gloom. The small folk often spread tale that it had been abandoned so long it was claimed as the home of cursed spirits. In face of such superstition, moving its restoration along has proven an enormous effort. But the idea of returning the city to its former glory, a center of trade and gold, has shown to be motivational\n\nToday the effort has proven worthwhile! The last remnants of the ruins were excavated, a supposedly haunted area that hadn’t seen activity from man since The Battle of The Gullet. In a large, burnt-out building, a dragon egg was found!","Руины Спайстауна давно окутаны зловещей мрачностью. Простолюдины рассказывают, что он заброшен так давно, что стал пристанищем проклятых духов. Из-за суеверий восстановление идёт с трудом. Но надежда вернуть городу былую славу центра торговли и золота придаёт сил.\n\nСегодня труды окупились! При раскопках последних руин, считавшихся проклятыми и нетронутыми со времён Битвы при Глотке, в обгоревшем здании нашли драконье яйцо!","Руины Пряного Города давно окутаны зловещей мрачностью. Простолюдины рассказывают, что он заброшен так давно, что стал пристанищем проклятых духов. Из-за суеверий восстановление идет с трудом. Но перспектива вернуть городу былую славу центра торговли и золота мотивирует.\n\nСегодня усилия окупились! При раскопках последних руин, считавшихся проклятыми и нетронутыми со времен Битвы в Горле, в обгоревшем здании нашли драконье яйцо!"
"agot_ruins.2001.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","132","localization/russian/more_dragon_eggs_events_l_russian.yml","214","Treasures from Tragedy","Сокровища из трагедии","Сокровища из трагедии"
"agot_ruins.2002.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","139","localization/russian/more_dragon_eggs_events_l_russian.yml","221","We accept!","Принимаем!","Принимаем!"
"agot_ruins.2002.b","localization/replace/english/more_dragon_eggs_events_l_english.yml","140","localization/russian/more_dragon_eggs_events_l_russian.yml","222","Better they keep it.","Пусть оставит себе.","Пусть оставит себе."
"agot_ruins.2002.d","localization/replace/english/more_dragon_eggs_events_l_english.yml","138","localization/russian/more_dragon_eggs_events_l_russian.yml","220","My vassal [egg_giver.GetName] has found an egg in the process of restoring the ruins of Spicetown! Even better news, they have offered it to us as its rightful stewards!","Мой вассал [egg_giver.GetName] находит яйцо при восстановлении руин Спайстауна! Более того, он предлагает его нам как законным хранителям.","Мой вассал [egg_giver.GetName] нашел яйцо при восстановлении руин Пряного Города! Что лучше, он предложил его нам как законным хранителям!"
"agot_ruins.2002.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","137","localization/russian/more_dragon_eggs_events_l_russian.yml","219","A Dragon Egg Is Offered","Драконье яйцо предложено","Драконье яйцо предложено"
"agot_targaryen_exile_invasion.9999.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","130","localization/russian/more_dragon_eggs_events_l_russian.yml","212","Give him the crown he has earned!","Вручить ему корону, которую он заслужил!","Вручить ему корону, которую он заслужил!"
"agot_targaryen_exile_invasion.9999.b","localization/replace/english/more_dragon_eggs_events_l_english.yml","129","localization/russian/more_dragon_eggs_events_l_russian.yml","211","Show him mercy!","Помиловать его!","Помиловать его!"
"agot_targaryen_exile_invasion.9999.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","128","localization/russian/more_dragon_eggs_events_l_russian.yml","210","Now that I lead the Exiles and hold the entire Targaryen Dynasty on my shoulders, I must decide what to do with my arrogant and callous brother.","Теперь, когда я возглавляю Изгнанников и несу на своих плечах всю династию Таргариенов, я должен решить, что делать с моим высокомерным и жестоким братом.","Теперь, когда я возглавляю Изгнанников и несу на своих плечах всю династию Таргариенов, я должен решить, что делать с моим высокомерным и жестоким братом."
"agot_targaryen_exile_invasion.9999.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","127","localization/russian/more_dragon_eggs_events_l_russian.yml","209","A Crown for a King","Корона для короля","Корона для короля"
"anogaros_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","159",,,"Anogaros",,
"archonei_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","161",,,"Archonei",,
"arrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","176",,,"Arrax",,
"artifact_market_button_manager_text","localization/replace/english/more_dragon_eggs_ui_l_english.yml","9",,,"Toggle Artifact Market Button",,
"balerion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","162",,,"Balerion",,
"buttons_toggle","localization/replace/english/more_dragon_eggs_ui_l_english.yml","114",,,"Buttons",,
"can_move_a_dragon_tooltip","localization/replace/english/more_dragon_eggs_events_l_english.yml","106","localization/russian/more_dragon_eggs_events_l_russian.yml","175","You are eligible to move a dragon.","Вы можете переместить дракона.","Вы можете переместить дракона."
"cannibal_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","186",,,"Cannibal",,
"cannibal_lair_desc","localization/replace/english/more_dragon_eggs_travel_l_english.yml","8","localization/russian/more_dragon_eggs_travel_l_russian.yml","8","The interior of Skagos is the rumored resting place of the dragon Cannibal, as he was last seen flying of in the direction of the cannibal filled island.","Внутренние земли Скагоса считаются возможным убежищем дракона Каннибала, которого в последний раз видели летящим к этому острову, населённому каннибалами.","Внутренние земли Скагоса считаются предполагаемым местом обитания дракона Каннибала, которого в последний раз видели летящим в направлении этого острова, населенного каннибалами."
"cannibal_lair_name","localization/replace/english/more_dragon_eggs_travel_l_english.yml","5","localization/russian/more_dragon_eggs_travel_l_russian.yml","5","The Cannibal Lair","Логово Каннибала","Логово Каннибала"
"caraxes_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","166",,,"Caraxes",,
"choose_dragonblood_tooltip","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","57","localization/russian/more_dragon_eggs_decisions_l_russian.yml","83","You will be brought a list of all dragonblooded people","Показать список всех носителей крови дракона.","Вам будет представлен список всех людей с драконьей кровью"
"daenerys_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","209",,,"Hurax",,
"debug_give_all_eggs","localization/replace/english/mde_demand_egg_events_l_english.yml","71","localization/russian/mde_demand_egg_events_l_russian.yml","71","#bold #color_red Debug:#!#! Give All Dragon Eggs","#bold #color_red Отладка:#!#! Отдать все драконьи яйца","#bold #color_red Отладка:#!#! Отдать все яйца драконов"
"debug_give_all_eggs_desc","localization/replace/english/mde_demand_egg_events_l_english.yml","72","localization/russian/mde_demand_egg_events_l_russian.yml","72","[recipient.GetName] recieves every egg","[recipient.GetName] получает все драконьи яйца","[recipient.GetName] получает все яйца"
"debug_hatch_egg","localization/replace/english/mde_demand_egg_events_l_english.yml","74","localization/russian/mde_demand_egg_events_l_russian.yml","74","#bold #color_red Debug:#!#! Hatch Egg","#bold #color_red Отладка:#!#! Вывести дракона из яйца","#bold #color_red Отладка:#!#! Высидеть яйцо"
"debug_hatch_egg_bond_desc","localization/replace/english/mde_demand_egg_events_l_english.yml","75","localization/russian/mde_demand_egg_events_l_russian.yml","75","[recipient.GetName] will bond with the dragon that hatches from the egg","[recipient.GetName] установит связь с драконом, появившимся из этого яйца","[recipient.GetName] установит связь с драконом, вылупившимся из яйца"
"debug_hatch_egg_own_desc","localization/replace/english/mde_demand_egg_events_l_english.yml","76","localization/russian/mde_demand_egg_events_l_russian.yml","76","[recipient.GetName] will own the dragon that hatches from the egg","[recipient.GetName] станет владельцем дракона, появившегося из этого яйца","[recipient.GetName] будет владеть драконом, вылупившимся из яйца"
"debug_hatch_egg_own_pit_desc","localization/replace/english/mde_demand_egg_events_l_english.yml","77","localization/russian/mde_demand_egg_events_l_russian.yml","77","[recipient.GetEmployer.GetName] will own the dragon that hatches from the egg","[recipient.GetEmployer.GetName] станет владельцем дракона, появившегося из этого яйца","[recipient.GetEmployer.GetName] будет владеть драконом, вылупившимся из яйца"
"debug_take_all_eggs","localization/replace/english/mde_demand_egg_events_l_english.yml","69","localization/russian/mde_demand_egg_events_l_russian.yml","69","#bold #color_red Debug:#!#! Take All Dragon Eggs","#bold #color_red Отладка:#!#! Взять все драконьи яйца","#bold #color_red Отладка:#!#! Взять все яйца драконов"
"debug_take_all_eggs_desc","localization/replace/english/mde_demand_egg_events_l_english.yml","70","localization/russian/mde_demand_egg_events_l_russian.yml","70","[actor.GetName] recieves every egg","[actor.GetName] получает все драконьи яйца","[actor.GetName] получает все яйца"
"debug_take_egg","localization/replace/english/mde_demand_egg_events_l_english.yml","66","localization/russian/mde_demand_egg_events_l_russian.yml","66","#bold #color_red Debug:#!#! Take Dragon Egg","#bold #color_red Отладка:#!#! Взять драконье яйцо","#bold #color_red Отладка:#!#! Взять яйцо дракона"
"debug_take_egg_desc","localization/replace/english/mde_demand_egg_events_l_english.yml","67","localization/russian/mde_demand_egg_events_l_russian.yml","67","[actor.GetName] recieves this dragon  egg","[actor.GetName] получает это драконье яйцо","[actor.GetName] получает это яйцо дракона"
"decision_group_type_dragon_group","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","3","localization/russian/more_dragon_eggs_decisions_l_russian.yml","4","@dragon_icon! Dragon Decisions","@dragon_icon! Решения о драконах","@dragon_icon! Решения о драконах"
"delete_duds_decision_tooltip","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","7","localization/russian/more_dragon_eggs_decisions_l_russian.yml","12","Deleted Eggs!","Удалить порченые яйца","Яйца удалены!"
"demand_braavosi_eggs_decision","localization/replace/english/mde_demand_egg_events_l_english.yml","3","localization/russian/mde_demand_egg_events_l_russian.yml","3","Demand The Stolen Dragon Eggs","Потребовать возвращения украденных драконьих яиц","Требовать возврата украденных драконьих яиц"
"demand_braavosi_eggs_decision_confirm","localization/replace/english/mde_demand_egg_events_l_english.yml","5","localization/russian/mde_demand_egg_events_l_russian.yml","5","Issue the demand!","Выдвинуть требование!","Выдвинуть требование!"
