"File","Line","Field","Key","LocalRussian","BuiltinRussian","ExternalRussian","ExternalCatalog","ExternalFile","ExternalLine"
"common/activities/activity_types/agot_dragon_hatching.txt","999","name","possible_artifacts","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","1006","name","selected_artifact","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","1562","desc","agot_hatching_prov_has_KL_dragonpit","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","66"
"common/activities/activity_types/agot_dragon_hatching.txt","1568","desc","agot_hatching_prov_has_dragonpit","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","67"
"common/activities/activity_types/agot_dragon_hatching.txt","1574","desc","agot_hatching_prov_has_dragonmont","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","68"
"common/activities/activity_types/agot_dragon_hatching.txt","1584","desc","agot_hatching_prov_is_realm_capital","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","69"
"common/activities/activity_types/agot_dragon_hatching.txt","1590","desc","agot_hatching_prov_is_summerhall","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","70"
"common/activities/activity_types/agot_dragon_hatching.txt","1599","desc","agot_host_hatching_potential_reward","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","10"
"common/activities/activity_types/agot_dragon_hatching.txt","1614","desc","agot_hatching_host_folded","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","74"
"common/activities/activity_types/agot_dragon_hatching.txt","1621","desc","agot_hatching_host_folded_guest","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","75"
"common/activities/activity_types/agot_dragon_hatching.txt","1628","desc","agot_hatching_success","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","76"
"common/activities/activity_types/agot_dragon_hatching.txt","1635","desc","agot_hatching_success_guest","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","77"
"common/activities/activity_types/agot_dragon_hatching.txt","1642","desc","agot_hatching_fail","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","78"
"common/activities/activity_types/agot_dragon_hatching.txt","1649","desc","agot_hatching_fail_guest","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","79"
"common/activities/activity_types/agot_dragon_hatching.txt","1660","desc","agot_hatching_something_broke","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","73"
"common/activities/activity_types/agot_dragon_hatching.txt","1728","text","hatching_cannot_be_held","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","80"
"common/activities/activity_types/agot_dragon_hatching.txt","1818","desc","base","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","1824","desc","Cowardly","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","1833","desc","Mystic","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","1852","desc","base","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","1858","desc","Bold","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","1867","desc","Mystic","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2043","name","outcome","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2050","name","outcome","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2059","name","outcome","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2065","name","outcome","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2078","name","outcome","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2084","name","egg_status","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2090","name","egg_status","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2122","name","outcome","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2154","name","burned_characters","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2166","name","dead_characters","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2195","name","burned_characters","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2207","name","dead_characters","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2342","desc","Base","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2350","desc","Is","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2360","desc","Is","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2546","text","ALREADY_IN_ACTIVITY","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2643","name","possible_artifacts","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2650","name","selected_artifact","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2664","name","possible_artifacts","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","2671","name","selected_artifact","False","False","False",,,
"common/activities/activity_types/agot_dragon_hatching.txt","3245","desc","agot_hatching_prov_has_KL_dragonpit","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","66"
"common/activities/activity_types/agot_dragon_hatching.txt","3251","desc","agot_hatching_prov_has_dragonpit","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","67"
"common/activities/activity_types/agot_dragon_hatching.txt","3257","desc","agot_hatching_prov_has_dragonmont","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","68"
"common/activities/activity_types/agot_dragon_hatching.txt","3267","desc","agot_hatching_prov_is_realm_capital","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","69"
"common/activities/activity_types/agot_dragon_hatching.txt","3273","desc","agot_hatching_prov_is_summerhall","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","70"
"common/activities/activity_types/agot_dragon_hatching.txt","3282","desc","agot_host_hatching_potential_reward","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","10"
"common/activities/activity_types/agot_dragon_hatching.txt","3297","desc","agot_hatching_host_folded","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","74"
"common/activities/activity_types/agot_dragon_hatching.txt","3304","desc","agot_hatching_host_folded_guest","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","75"
"common/activities/activity_types/agot_dragon_hatching.txt","3311","desc","agot_hatching_success","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","76"
"common/activities/activity_types/agot_dragon_hatching.txt","3318","desc","agot_hatching_success_guest","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","77"
"common/activities/activity_types/agot_dragon_hatching.txt","3325","desc","agot_hatching_fail","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","78"
"common/activities/activity_types/agot_dragon_hatching.txt","3332","desc","agot_hatching_fail_guest","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","79"
"common/activities/activity_types/agot_dragon_hatching.txt","3343","desc","agot_hatching_something_broke","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\activities\agot_dragon_hatching_l_russian.yml","73"
"common/buildings/00_mde_buildings_override.txt","11","name","port_1_mesh","False","False","False",,,
"common/buildings/00_mde_buildings_override.txt","80","name","building_special_summerhallcomplete_mesh","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","4","desc","agot_teach_dragonlore_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","110"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","35","name","hdk_aptitude","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","42","title","agot_taught_dragonlore","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\modifiers\agot_dragon_modifiers_l_russian.yml","413"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","47","custom_tooltip","agot_teach_dragonlore_increased_dragonlore_interface_tt","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","116"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","70","custom_tooltip","agot_teach_dragonlore_increased_dragonlore_preview_tt","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","115"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","76","name","dragonlore","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","82","name","dragonlore","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","101","desc","agot_send_to_dragonpit_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","119"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","234","desc","agot_remove_from_dragonpit_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","122"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","274","desc","agot_grant_dragonpit_permission_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","125"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","285","text","has_an_active_dragonpit","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\triggers\agot_triggers_l_russian.yml","34"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","348","custom_tooltip","agot_grant_dragonpit_permission_effect_tt","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","126"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","354","title","agot_dragonpit_access_gained","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","142"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","356","custom_tooltip","agot_dragonpit_access_gained_interface_tt","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","143"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","396","desc","agot_request_dragonpit_permission_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","139"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","405","text","has_an_active_dragonpit","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\triggers\agot_triggers_l_russian.yml","34"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","471","text","spending_hook","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","501","custom_tooltip","agot_request_dragonpit_permission_effect_tt","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","140"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","508","title","agot_dragonpit_access_denied","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","144"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","510","custom_tooltip","agot_dragonpit_access_denied_interface_tt","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","145"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","524","text","agot_request_dragonpit_permission_ai_modifier_i_am_blood_of_the_dragon","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","146"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","555","desc","agot_ban_from_dragonpit_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","129"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","565","text","has_an_active_dragonpit","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\triggers\agot_triggers_l_russian.yml","34"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","575","name","banned_dragonpit_locations","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","613","name","banned_dragonpit_locations","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","657","custom_tooltip","agot_banned_from_dragonpit_permission_effect_tt","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","130"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","665","custom_tooltip","agot_dragon_pits.1001.b_tt_dp_access_lost","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_dragon_pits_l_russian.yml","31"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","672","title","agot_dragonpit_access_gained","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","142"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","674","custom_tooltip","agot_banned_from_dragonpit_interface_tt","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","131"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","712","desc","agot_reverse_dragonpit_ban_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","134"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","721","text","has_an_active_dragonpit","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\triggers\agot_triggers_l_russian.yml","34"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","730","name","banned_dragonpit_locations","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","755","custom_tooltip","agot_ban_lifted_from_dragonpit_effect_tt","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","136"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","760","title","agot_dragonpit_access_gained","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","142"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","762","custom_tooltip","agot_reversed_ban_from_dragonpit_interface_tt","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","135"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","771","name","banned_dragonpit_locations","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","801","desc","agot_send_egg_to_pit_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","149"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","819","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","820","name","selected_egg_for_hatching","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","821","name","dud_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","834","name","agot_artifact_cannot_gift","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","835","name","dud_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","870","name","pitted_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","896","name","dragon_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","897","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","921","name","dragon_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","922","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","956","desc","agot_send_egg_to_pit_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","149"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","1013","name","pitted_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","1062","desc","agot_retrieve_egg_from_pit_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","154"
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","1075","name","dragon_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","1076","name","pitted_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","1092","name","dragon_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","1093","name","pitted_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","1123","name","dragon_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","1124","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","1146","name","dragon_egg","False","False","False",,,
"common/character_interactions/00_agot_dragonkeeper_interactions.txt","1147","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","6","desc","cradle_egg_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","80"
"common/character_interactions/00_agot_dragon_interactions.txt","23","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","24","name","dud_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","36","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","37","name","dud_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","48","text","has_a_dragon","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","94"
"common/character_interactions/00_agot_dragon_interactions.txt","62","title","started_cradling_egg_notification_title","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","82"
"common/character_interactions/00_agot_dragon_interactions.txt","63","desc","started_cradling_egg_notification_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","83"
"common/character_interactions/00_agot_dragon_interactions.txt","71","name","dragon_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","72","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","77","text","stop_cradling_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","86","name","cradled_egg_year","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","125","desc","give_egg_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","85"
"common/character_interactions/00_agot_dragon_interactions.txt","143","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","144","name","selected_egg_for_hatching","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","145","name","dud_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","170","title","gave_egg_for_cradling_notification_title","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","87"
"common/character_interactions/00_agot_dragon_interactions.txt","171","desc","gave_egg_for_cradling_notification_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","88"
"common/character_interactions/00_agot_dragon_interactions.txt","180","title","received_egg_for_cradling_notification_title","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","89"
"common/character_interactions/00_agot_dragon_interactions.txt","181","desc","received_egg_for_cradling_notification_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","90"
"common/character_interactions/00_agot_dragon_interactions.txt","194","name","dragon_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","195","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","200","text","stop_cradling_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","302","name","dragon_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","303","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","321","name","dragon_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","322","name","cradled_egg","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","350","desc","agot_instruct_to_conduct_terror_campaign_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","98"
"common/character_interactions/00_agot_dragon_interactions.txt","372","text","agot_rejecting_terror_campaign","False","False","False",,,
"common/character_interactions/00_agot_dragon_interactions.txt","433","desc","agot_stop_conducting_terror_campaign_desc","False","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\interactions\agot_dragon_interactions_l_russian.yml","101"
