"Key","MainFile","MainLine","English","Translation","TranslationPresent","BuiltinRussian","BuiltinFile","BuiltinLine","BuiltinIdenticalToEnglish","ExternalCatalog","ExternalFile","ExternalLine","ExternalRussian","AnyCyrillic"
"aerea_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","208","Adereon","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0401.opt.b","localization/replace/english/mde_demand_egg_events_l_english.yml","94","My children!","Мои дети!","True","Мои дети!","localization/replace/russian/mde_demand_egg_events_l_russian.yml","94","False",,,,,"True"
"agot_dragon_hatching.0403.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","148","Dragons are tenuous beasts, and must be handled thoughtfully and dilligently, for the power they possess and the danger they pose are greater than anything in the known world, especially lest one forget their restless nature. In times of old orders of men were built to maintain these wonders.","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.opt.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","149","Pen them in the Dragoncoop.","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.opt.a.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","154","All unbonded dragons will be moved into your dragoncoop.","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.opt.b","localization/replace/english/more_dragon_eggs_events_l_english.yml","150","Restore the Dragonkeepers in the Dragonmont, and hold the dragons there.","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.opt.b.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","155","The Dragonmont will become active again, and all unbonded dragons will be pitted there.","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.opt.c","localization/replace/english/more_dragon_eggs_events_l_english.yml","151","Restore the Dragonkeepers in the Dragonmont, but hold the dragons here with me.","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.opt.c.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","156","The Dragonmont will become active again, but all unbonded dragons will be pitted in the dragonpit of your capital.","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.opt.d","localization/replace/english/more_dragon_eggs_events_l_english.yml","152","The dragons will be housed here in my dragonpit.","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.opt.d.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","157","All unbonded dragons will be pitted in the dragonpit of your capital.","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.opt.e","localization/replace/english/more_dragon_eggs_events_l_english.yml","153","A dragon is not a slave, let them roam as they please.","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.opt.e.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","158","All unbonded dragons will be left unpitted.\n#X These dragons can become wild upon your death!#","","False",,,,"False",,,,,"False"
"agot_dragon_hatching.0403.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","147","A Flock of Dragons","","False",,,,"False",,,,,"False"
"agot_dragon_laid_clutch_1","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","17","Laid Clutch","Отложила кладку","True","Снесла кладку","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","17","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","264","Откладывание яиц","True"
"agot_dragon_laid_clutch_2","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","22","Laid Clutch","Отложила кладку","True","Снесла кладку","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","22","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","269","Откладывание яиц","True"
"agot_dragon_laid_clutch_3","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","27","Laid Clutch","Отложила кладку","True","Снесла кладку","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","27","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","274","Откладывание яиц","True"
"agot_dragon_laid_clutch_4","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","32","Laid Clutch","Отложила кладку","True","Снесла кладку","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","32","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","279","Откладывание яиц","True"
"agot_dragon_laid_clutch_5","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","37","Laid Clutch","Отложила кладку","True","Снесла кладку","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","37","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","284","Откладывание яиц","True"
"agot_dragon_laid_clutch_6","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","42","Laid Clutch","Отложила кладку","True","Снесла кладку","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","42","False",,,,,"True"
"agot_dragon_laid_clutch_7","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","47","Laid Clutch","Отложила кладку","True","Снесла кладку","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","47","False",,,,,"True"
"agot_dragon_laid_clutch_8","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","52","Laid Clutch","Отложила кладку","True","Снесла кладку","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","52","False",,,,,"True"
"agot_dragon_maintenance.0800.dragonpits","localization/replace/english/more_dragon_eggs_events_l_english.yml","100","Show active dragonpits","Показать действующие драконьи ямы","True","Показать активные драконьи логова","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","96","False",,,,,"True"
"agot_dragon_maintenance.0802.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","94","","Владельцы драконьих яиц:","True","Владельцы драконьих яиц:","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","90","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_dragon_maintenance_l_russian.yml","103","Мой сюзерен, вот список всех владельцев известных драконьих яиц:","True"
"agot_dragon_maintenance.0802.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","109","Show all existing Dragon Eggs","Показать все существующие драконьи яйца","True","Показать все существующие драконьи яйца","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","106","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_dragon_maintenance_l_russian.yml","102","Показать драконьи яйца","True"
"agot_filler_crownlands.0004.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","114","That was close, but well worth it!","Было близко, но оно того стоило!","True","Было близко, но оно того стоило!","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","111","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\filler_events\agot_filler_events_crownlands_l_russian.yml","21","Это было нелегко, но оно того стоило!","True"
"agot_filler_crownlands.0004.desc","localization/replace/english/more_dragon_eggs_events_l_english.yml","113","I walk high up on the cliffs of Dragonstone, the sound of waves crashing against the rocks below mixing with the slow rumble of the volcano in my ears. As I walk, I find a small opening — the perfect place for my cave exploration to begin.\n\nI climb over a crest of rock, guided by the light cascading over the rocks. Several passages lead off from the main chamber, but the light streaks through a single vein of obsidian, as though guiding me. I follow it, and where it leads me, I cannot believe.\n\nAn egg rests in the center of the room, the light ending just above it! As soon as I touch it however, the passage of time makes itself known, and the light begins to fade. I barely have enough time to grab the egg and rush out of the cave before the light would fade completely, locking me in darkness.\n\nWith heavy breaths of exertion, I make it out of the cave, the egg in my hands!","Я поднимаюсь высоко по скалам Драконьего Камня; грохот волн внизу смешивается с глухим рокотом вулкана. Вскоре я замечаю узкий проход — идеальное начало для исследования пещер.\n\nПеребравшись через каменный гребень, я следую за светом, льющимся по скалам. От главного зала уходит несколько ходов, но луч пробивается только через единственную жилу обсидиана, словно указывая путь. Я иду за ним — и не верю глазам.\n\nВ центре зала лежит яйцо; свет обрывается прямо над ним! Но стоит мне прикоснуться к нему, как время напоминает о себе: луч начинает меркнуть. Я едва успеваю схватить яйцо и броситься прочь, прежде чем тьма запечатывает выход.\n\nТяжело дыша, я выбираюсь наружу с яйцом в руках!","True","Поднимаюсь по скалам Драконьего Камня. Грохот волн смешивается с глухим рокотом вулкана. Заметив узкий проход, начинаю исследовать пещеру.\n\nСвет, пробивающийся через жилу обсидиана, ведет меня вглубь. В центре зала, освещенная лучом, лежит яйцо! Прикоснувшись, чувствую как свет меркнет — время на исходе. Едва успеваю схватить яйцо и выбежать до наступления тьмы.\n\nЗадыхаясь, выбираюсь на поверхность с драгоценной ношей!","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","110","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\filler_events\agot_filler_events_crownlands_l_russian.yml","20","Я поднимаюсь высоко на утесы Драконьего Камня, и шум волн, разбивающихся о скалы внизу, смешивается в моих ушах с медленным рокотом вулкана. Пока я иду, я нахожу небольшой проход — идеальное место для начала моего исследования пещер.\n\nЯ взбираюсь на гребень скалы, ориентируясь по свету, струящемуся по камням. Из главного зала ведет несколько проходов, но свет пробивается сквозь единственную прожилку обсидиана, словно направляя меня. Я следую за ним, и я не могу поверить, куда он меня ведет.\n\nВ центре комнаты стоит яйцо, свет гаснет прямо над ним! Однако, как только я прикасаюсь к нему, течение времени дает о себе знать, и свет начинает меркнуть. У меня едва хватает времени, чтобы схватить яйцо и выбежать из пещеры, прежде чем свет полностью погаснет, и я окажусь в темноте.\n\nТяжело дыша от напряжения, я выбираюсь из пещеры с яйцом в руках!","True"
"agot_filler_crownlands.0004.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","112","A Day on Dragonstone: Gifts from the Past","День на Драконьем Камне: Дары прошлого","True","День на Драконьем Камне: Дары Прошлого","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","109","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\filler_events\agot_filler_events_crownlands_l_russian.yml","19","День на Драконьем Камне: Дары прошлого","True"
"agot_filler_crownlands.0004.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","115","You gained a Dragon Egg [artifact|E]","Вы получили [Concept('artifact', 'артефакт')|E]: драконье яйцо","True","Вы получили Драконье Яйцо [artifact|E]","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","112","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\filler_events\agot_filler_events_crownlands_l_russian.yml","22","Вы получили драконье яйцо ([Concept('artifact', 'артефакт')|E])","True"
"agot_laid_clutch_desc_1","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","18","I laid a clutch of one egg","Я отложила кладку из одного яйца","True","Я снесла кладку из одного яйца","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","18","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","265","Мной отложена кладка из одного яйца","True"
"agot_laid_clutch_desc_2","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","23","I laid a clutch of two eggs","Я отложила кладку из двух яиц","True","Я снесла кладку из двух яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","23","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","270","Мной отложена кладка из двух яиц","True"
"agot_laid_clutch_desc_3","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","28","I laid a clutch of three eggs","Я отложила кладку из трёх яиц","True","Я снесла кладку из трёх яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","28","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","275","Мной отложена кладка из трёх яиц","True"
"agot_laid_clutch_desc_4","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","33","I laid a clutch of four eggs","Я отложила кладку из четырёх яиц","True","Я снесла кладку из четырёх яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","33","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","280","Мной отложена кладка из четверых яиц","True"
"agot_laid_clutch_desc_5","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","38","I laid a clutch of five eggs","Я отложила кладку из пяти яиц","True","Я снесла кладку из пяти яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","38","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","285","Мной отложена кладка из пяти яиц","True"
"agot_laid_clutch_desc_6","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","43","I laid a clutch of six eggs","Я отложила кладку из шести яиц","True","Я снесла кладку из шести яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","43","False",,,,,"True"
"agot_laid_clutch_desc_7","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","48","I laid a clutch of seven eggs","Я отложила кладку из семи яиц","True","Я снесла кладку из семи яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","48","False",,,,,"True"
"agot_laid_clutch_desc_8","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","53","I laid a clutch of five eggs","Я отложила кладку из восьми яиц","True","Я снесла кладку из пяти яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","53","False",,,,,"True"
"agot_laid_clutch_desc_second_perspective_1","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","19","You laid a clutch of one egg","Вы отложили кладку из одного яйца","True","Вы снесли кладку из одного яйца","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","19","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","266","Вы отложили кладку из одного яйца","True"
"agot_laid_clutch_desc_second_perspective_2","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","24","You laid a clutch of two eggs","Вы отложили кладку из двух яиц","True","Вы снесли кладку из двух яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","24","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","271","Вы отложили кладку из двух яиц","True"
"agot_laid_clutch_desc_second_perspective_3","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","29","You laid a clutch of three eggs","Вы отложили кладку из трёх яиц","True","Вы снесли кладку из трёх яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","29","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","276","Вы отложили кладку из трёх яиц","True"
"agot_laid_clutch_desc_second_perspective_4","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","34","You laid a clutch of four eggs","Вы отложили кладку из четырёх яиц","True","Вы снесли кладку из четырёх яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","34","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","281","Вы отложили кладку из четверых яиц","True"
"agot_laid_clutch_desc_second_perspective_5","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","39","You laid a clutch of five eggs","Вы отложили кладку из пяти яиц","True","Вы снесли кладку из пяти яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","39","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","286","Вы отложили кладку из пяти яиц","True"
"agot_laid_clutch_desc_second_perspective_6","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","44","You laid a clutch of six eggs","Вы отложили кладку из шести яиц","True","Вы снесли кладку из шести яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","44","False",,,,,"True"
"agot_laid_clutch_desc_second_perspective_7","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","49","You laid a clutch of seven eggs","Вы отложили кладку из семи яиц","True","Вы снесли кладку из семи яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","49","False",,,,,"True"
"agot_laid_clutch_desc_second_perspective_8","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","54","You laid a clutch of five eggs","Вы отложили кладку из восьми яиц","True","Вы снесли кладку из пяти яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","54","False",,,,,"True"
"agot_laid_clutch_desc_third_perspective_1","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","20","[owner.GetName] laid a clutch of one egg","[owner.GetName] отложила кладку из одного яйца","True","[owner.GetName] снесла кладку из одного яйца","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","20","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","267","[owner.GetName] [Select_CString(owner.IsFemale, 'отложила', 'отложил' )] кладку из одного яйца","True"
"agot_laid_clutch_desc_third_perspective_2","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","25","[owner.GetName] laid a clutch of two eggs","[owner.GetName] отложила кладку из двух яиц","True","[owner.GetName] снесла кладку из двух яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","25","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","272","[owner.GetName] [Select_CString(owner.IsFemale, 'отложила', 'отложил' )] кладку из двух яиц","True"
"agot_laid_clutch_desc_third_perspective_3","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","30","[owner.GetName] laid a clutch of three eggs","[owner.GetName] отложила кладку из трёх яиц","True","[owner.GetName] снесла кладку из трёх яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","30","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","277","[owner.GetName] [Select_CString(owner.IsFemale, 'отложила', 'отложил' )] кладку из трёх яиц","True"
"agot_laid_clutch_desc_third_perspective_4","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","35","[owner.GetName] laid a clutch of four eggs","[owner.GetName] отложила кладку из четырёх яиц","True","[owner.GetName] снесла кладку из четырёх яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","35","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","282","[owner.GetName] [Select_CString(owner.IsFemale, 'отложила', 'отложил' )] кладку из четверых яиц","True"
"agot_laid_clutch_desc_third_perspective_5","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","40","[owner.GetName] laid a clutch of five eggs","[owner.GetName] отложила кладку из пяти яиц","True","[owner.GetName] снесла кладку из пяти яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","40","False","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_memories_l_russian.yml","287","[owner.GetName] [Select_CString(owner.IsFemale, 'отложила', 'отложил' )] кладку из пяти яиц","True"
"agot_laid_clutch_desc_third_perspective_6","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","45","[owner.GetName] laid a clutch of six eggs","[owner.GetName] отложила кладку из шести яиц","True","[owner.GetName] снесла кладку из шести яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","45","False",,,,,"True"
"agot_laid_clutch_desc_third_perspective_7","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","50","[owner.GetName] laid a clutch of seven eggs","[owner.GetName] отложила кладку из семи яиц","True","[owner.GetName] снесла кладку из семи яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","50","False",,,,,"True"
"agot_laid_clutch_desc_third_perspective_8","localization/replace/english/more_dragon_eggs_decisions_l_english.yml","55","[owner.GetName] laid a clutch of five eggs","[owner.GetName] отложила кладку из восьми яиц","True","[owner.GetName] снесла кладку из пяти яиц","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","55","False",,,,,"True"
"agot_ninepenny.0034.c","localization/replace/english/more_dragon_eggs_events_l_english.yml","118","A new kingdom will carved out for him.","Для него будет вырезано новое королевство.","True","Для него будет вырезано новое королевство.","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","115","False",,,,,"True"
"agot_ninepenny.0035.b","localization/replace/english/more_dragon_eggs_events_l_english.yml","119","$agot_ninepenny.0031.a$ It will be given a more fitting name.","$agot_ninepenny.0031.a$ Оно получит более подходящее имя.","True","$agot_ninepenny.0031.a$ Оно получит более подходящее имя.","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","116","False",,,,,"True"
"agot_ninepenny.0035.b.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","120","#italic The Kingdom of Tarth will be rebranded as The Sapphire Islands!","#italic Королевство Тарт будет переименовано в Сапфировые острова!#!","True","#italic Королевство Тарт будет переименовано в Сапфировые Острова!","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","117","False",,,,,"True"
"agot_ninepenny.1014.c","localization/replace/english/more_dragon_eggs_events_l_english.yml","144","The night is alive with the music of dragons! This child is the the 'Dragonborn'!","Ночь ожила музыкой драконов! Это дитя — «Драконорождённый»!","True",,,,"False",,,,,"True"
"agot_ninepenny.1014.d","localization/replace/english/more_dragon_eggs_events_l_english.yml","145","Despite the tragedy, there is hope with this child, the 'Dragonborn'.","Несмотря на трагедию, с этим ребёнком остаётся надежда — это «Драконорождённый».","True",,,,"False",,,,,"True"
"agot_ruins.2001.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","134","A fortuitous omen!","Счастливое предзнаменование!","True","Счастливое предзнаменование!","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","131","False",,,,,"True"
"agot_ruins.2001.b","localization/replace/english/more_dragon_eggs_events_l_english.yml","135","Better it be given to our liege lord.","Лучше отдать нашему сюзерену.","True","Лучше отдать нашему сюзерену.","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","132","False",,,,,"True"
"agot_ruins.2001.d","localization/replace/english/more_dragon_eggs_events_l_english.yml","133","The ruins of Spicetown have long since been overcast with a sense of eerie gloom. The small folk often spread tale that it had been abandoned so long it was claimed as the home of cursed spirits. In face of such superstition, moving its restoration along has proven an enormous effort. But the idea of returning the city to its former glory, a center of trade and gold, has shown to be motivational\n\nToday the effort has proven worthwhile! The last remnants of the ruins were excavated, a supposedly haunted area that hadn’t seen activity from man since The Battle of The Gullet. In a large, burnt-out building, a dragon egg was found!","Руины Спайстауна давно окутаны зловещей мрачностью. Простолюдины рассказывают, что он заброшен так давно, что стал пристанищем проклятых духов. Из-за суеверий восстановление идёт с трудом. Но надежда вернуть городу былую славу центра торговли и золота придаёт сил.\n\nСегодня труды окупились! При раскопках последних руин, считавшихся проклятыми и нетронутыми со времён Битвы при Глотке, в обгоревшем здании нашли драконье яйцо!","True","Руины Пряного Города давно окутаны зловещей мрачностью. Простолюдины рассказывают, что он заброшен так давно, что стал пристанищем проклятых духов. Из-за суеверий восстановление идет с трудом. Но перспектива вернуть городу былую славу центра торговли и золота мотивирует.\n\nСегодня усилия окупились! При раскопках последних руин, считавшихся проклятыми и нетронутыми со времен Битвы в Горле, в обгоревшем здании нашли драконье яйцо!","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","130","False",,,,,"True"
"agot_ruins.2001.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","132","Treasures from Tragedy","Сокровища из трагедии","True","Сокровища из трагедии","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","129","False",,,,,"True"
"agot_ruins.2002.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","139","We accept!","Принимаем!","True","Принимаем!","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","136","False",,,,,"True"
"agot_ruins.2002.b","localization/replace/english/more_dragon_eggs_events_l_english.yml","140","Better they keep it.","Пусть оставит себе.","True","Пусть оставит себе.","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","137","False",,,,,"True"
"agot_ruins.2002.d","localization/replace/english/more_dragon_eggs_events_l_english.yml","138","My vassal [egg_giver.GetName] has found an egg in the process of restoring the ruins of Spicetown! Even better news, they have offered it to us as its rightful stewards!","Мой вассал [egg_giver.GetName] находит яйцо при восстановлении руин Спайстауна! Более того, он предлагает его нам как законным хранителям.","True","Мой вассал [egg_giver.GetName] нашел яйцо при восстановлении руин Пряного Города! Что лучше, он предложил его нам как законным хранителям!","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","135","False",,,,,"True"
"agot_ruins.2002.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","137","A Dragon Egg Is Offered","Драконье яйцо предложено","True","Драконье яйцо предложено","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","134","False",,,,,"True"
"agot_targaryen_exile_invasion.9999.a","localization/replace/english/more_dragon_eggs_events_l_english.yml","130","Give him the crown he has earned!","Вручить ему корону, которую он заслужил!","True","Вручить ему корону, которую он заслужил!","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","127","False",,,,,"True"
