"Key","MainFile","MainLine","English","Translation","TranslationPresent","BuiltinRussian","BuiltinFile","BuiltinLine","BuiltinIdenticalToEnglish","ExternalCatalog","ExternalFile","ExternalLine","ExternalRussian","AnyCyrillic"
"agot_dragon_hatching.0403.opt.d.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","157","All unbonded dragons will be pitted in the dragonpit of your capital.","","False","","","","False","","","","","False"
"agot_dragon_hatching.0403.opt.e","localization/replace/english/more_dragon_eggs_events_l_english.yml","153","A dragon is not a slave, let them roam as they please.","","False","","","","False","","","","","False"
"agot_dragon_hatching.0403.opt.e.tt","localization/replace/english/more_dragon_eggs_events_l_english.yml","158","All unbonded dragons will be left unpitted.\n#X These dragons can become wild upon your death!#","","False","","","","False","","","","","False"
"agot_dragon_hatching.0403.t","localization/replace/english/more_dragon_eggs_events_l_english.yml","147","A Flock of Dragons","","False","","","","False","","","","","False"
"anogaros_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","159","Anogaros","","False","","","","False","","","","","False"
"archonei_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","161","Archonei","","False","","","","False","","","","","False"
"arrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","176","Arrax","","False","","","","False","","","","","False"
"artifact_market_button_manager_text","localization/replace/english/more_dragon_eggs_ui_l_english.yml","9","Toggle Artifact Market Button","","False","","","","False","","","","","False"
"balerion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","162","Balerion","","False","","","","False","","","","","False"
"buttons_toggle","localization/replace/english/more_dragon_eggs_ui_l_english.yml","114","Buttons","","False","","","","False","","","","","False"
"cannibal_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","186","Cannibal","","False","","","","False","","","","","False"
"caraxes_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","166","Caraxes","","False","","","","False","","","","","False"
"daenerys_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","209","Hurax","","False","","","","False","","","","","False"
"dragon_ancestor_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","223","Vaedar","","False","","","","False","","","","","False"
"dragon_ancestor_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","224","Vezojaes","","False","","","","False","","","","","False"
"dragon_ancestor_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","225","Falkael","","False","","","","False","","","","","False"
"dragon_ancestor_4_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","226","Peldion","","False","","","","False","","","","","False"
"dragon_ancestor_5_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","227","Volon","","False","","","","False","","","","","False"
"dragon_ancestor_6_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","228","Telarion","","False","","","","False","","","","","False"
"dragon_egg_alive_or_dead","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","230","[AddLocalizationIf(GetScriptedGui('mde_egg_is_dud').IsShown( GuiScope.SetRoot( GetPlayer.MakeScope ).AddScope( 'this_egg', Artifact.MakeScope ).End ), 'dragon_egg_dud')]Dragon Egg","","False","","","","False","","","","","False"
"dragon_egg_dud","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","231","Petrified ","","False","","","","False","","","","","False"
"dragon_egg_embryo_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","7","[Artifact.Custom('mde_dragon_embryo_name')]","","False","","","","False","","","","","False"
"dragon_egg_laena_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","60","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Starhunter.","","False","","","","False","","","","","False"
"dragon_egg_maegor_12_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","59","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Greyscale.","","False","","","","False","","","","","False"
"DRAGON_PITTED_SHORT_WITH_GUI","localization/replace/english/more_dragon_eggs_events_l_english.yml","103","[Character.Custom('DPGetDragonTypeGuiTooltip')]","","False","","","","False","","","","","False"
"dragon_portrait_toggle","localization/replace/english/more_dragon_eggs_ui_l_english.yml","113","Dragon Portrait","","False","","","","False","","","","","False"
"dragon_viewer.t","localization/replace/english/more_dragon_eggs_ui_l_english.yml","46","All Living Dragons","","False","","","","False","","","","","False"
"dragonblood_button_manager_text","localization/replace/english/more_dragon_eggs_ui_l_english.yml","8","Toggle Dragonblood Button","","False","","","","False","","","","","False"
"dragonblood_viewer.t","localization/replace/english/more_dragon_eggs_ui_l_english.yml","45","All Dragonblooded","","False","","","","False","","","","","False"
"dragonpit_type","localization/replace/english/more_dragon_eggs_ui_l_english.yml","52","#italic [Title.GetProvince.Custom('mde_dragonpit_type_custom_loc')] #!","","False","","","","False","","","","","False"
"dragonpit_type_landless","localization/replace/english/more_dragon_eggs_ui_l_english.yml","53","#italic $dragon_coop_01_domicile_building$ #!","","False","","","","False","","","","","False"
"DRAGONPIT_VIEW_DRAGONPIT_HOLDER","localization/replace/english/more_dragon_eggs_ui_l_english.yml","63","[dragonpit|E] Holder:","","False","","","","False","","","","","False"
"dragonpits_single_viewer.t","localization/replace/english/more_dragon_eggs_ui_l_english.yml","50","The [GetPlayer.MakeScope.Var('viewing_county').Title.GetProvince.Custom('mde_dragonpit_type_custom_loc')] of [GetPlayer.MakeScope.Var('viewing_county').Title.GetNameNoTier]","","False","","","","False","","","","","False"
"dragonpits_single_viewer_landless.t","localization/replace/english/more_dragon_eggs_ui_l_english.yml","51","The Dragoncoop of [GetPlayer.MakeScope.Var('viewing_county').Title.GetNameNoTier]","","False","","","","False","","","","","False"
"dragonpits_viewer.t","localization/replace/english/more_dragon_eggs_ui_l_english.yml","48","All Dragonpits","","False","","","","False","","","","","False"
"dreamfyre_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","168","Dreamfyre","","False","","","","False","","","","","False"
"drogon_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","189","Drogon","","False","","","","False","","","","","False"
"egg_found","localization/replace/english/more_dragon_eggs_ui_l_english.yml","111","Found","","False","","","","False","","","","","False"
"egg_viewer.t","localization/replace/english/more_dragon_eggs_ui_l_english.yml","47","All Dragon Eggs","","False","","","","False","","","","","False"
"essovius_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","213","Essovius","","False","","","","False","","","","","False"
"game_rule_toggle","localization/replace/english/more_dragon_eggs_ui_l_english.yml","115","Game Rules","","False","","","","False","","","","","False"
"ghiscar_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","215","Ghiscar","","False","","","","False","","","","","False"
"grey_ghost_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","188","Grey Ghost","","False","","","","False","","","","","False"
"maegor_10_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","201","Tallfyre","","False","","","","False","","","","","False"
"maegor_11_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","202","Zuvdar","","False","","","","False","","","","","False"
"maegor_12_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","203","Greyscale","","False","","","","False","","","","","False"
"maegor_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","193","Lorcan","","False","","","","False","","","","","False"
"maegor_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","194","Orion","","False","","","","False","","","","","False"
"maegor_4_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","195","Blackfyre","","False","","","","False","","","","","False"
"maegor_5_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","196","Ryax","","False","","","","False","","","","","False"
"maegor_6_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","197","Morghon","","False","","","","False","","","","","False"
"maegor_7_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","198","Lykax","","False","","","","False","","","","","False"
"maegor_8_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","199","Malrax","","False","","","","False","","","","","False"
"maegor_9_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","200","Spyrax","","False","","","","False","","","","","False"
"mde_dragon_animation_idle_tt","localization/replace/english/more_dragon_eggs_ui_l_english.yml","117","#T Idle#!\nSet animation to dragon idle.","","False","","","","False","","","","","False"
"mde_dragon_animation_roar_fire_tt","localization/replace/english/more_dragon_eggs_ui_l_english.yml","119","#T Fire#!\nSet animation to dragon roar fire.","","False","","","","False","","","","","False"
"mde_dragon_animation_roar_tt","localization/replace/english/more_dragon_eggs_ui_l_english.yml","118","#T Roar#!\nSet animation to dragon roar. Not available for baby dragons.","","False","","","","False","","","","","False"
"mde_dragon_contains_embryo","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","9","It contains the dragon #italic [ROOT.Artifact.Custom('mde_dragon_embryo_name')]#!.","","False","","","","False","","","","","False"
"mde_dragon_contains_embryo_builder","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","8","[newly_created_artifact.GetDesc] [newly_created_artifact.Custom('mde_dragon_embryo_line')]","","False","","","","False","","","","","False"
"mde_dragon_contains_embryo_hatching","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","5","It contains the dragon #italic [Artifact.Custom('mde_dragon_embryo_name')]#!.","","False","","","","False","","","","","False"
"mde_dragon_no_embryo_line","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","10","","","False","","","","False","","","","","False"
"mde_dragon_no_parent_line","localization/replace/english/more_dragon_eggs_ui_l_english.yml","40","It's origins are unknown.","","False","","","","False","","","","","False"
"mde_dragon_parent_line","localization/replace/english/more_dragon_eggs_ui_l_english.yml","38","It was laid by [Artifact.MakeScope.Var('dragon_parent').GetCharacter.GetName].","","False","","","","False","","","","","False"
"mde_dragon_parents_line","localization/replace/english/more_dragon_eggs_ui_l_english.yml","39","It was laid by [Artifact.MakeScope.Var('dragon_parent').GetCharacter.GetName] and [Artifact.MakeScope.Var('dragon_parent_other').GetCharacter.GetName].","","False","","","","False","","","","","False"
"mde_dragon_portrait_toggle_tt","localization/replace/english/more_dragon_eggs_ui_l_english.yml","116","#T Dragon Portrait#!\nToggle dragon portrait.","","False","","","","False","","","","","False"
"mde_dragonkeeper_liege","localization/replace/english/more_dragon_eggs_ui_l_english.yml","43","#V [AGOTGetName(Artifact.GetOwner)], [AGOTGetName(Artifact.GetOwner.GetLiege)]'s $head_dragonkeeper_court_position$.#!","","False","","","","False","","","","","False"
"mde_egg_msg_found_intro","localization/replace/english/more_dragon_eggs_events_l_english.yml","163","Whispers of a remarkable discovery race through the harbors and market squares:\n\n","","False","","","","False","","","","","False"
"mde_egg_msg_found_outro","localization/replace/english/more_dragon_eggs_events_l_english.yml","164","\n\nMany wonder whether it will ever hatch, and what [mde_egg_owner.GetSheHe] will do with it if it does.","","False","","","","False","","","","","False"
"mde_egg_owner","localization/replace/english/more_dragon_eggs_ui_l_english.yml","42","[AGOTGetName(Artifact.GetOwner)|V][AddLocalizationIf(GetScriptedGui('mde_is_dragonkeeper').IsShown( GuiScope.SetRoot( Artifact.GetOwner.MakeScope ).End ), 'mde_dragonkeeper_liege')]","","False","","","","False","","","","","False"
"mde_egg_toast_clutch","localization/replace/english/more_dragon_eggs_events_l_english.yml","166","Word travels from keep to harbor on the wings of ravens and the tongues of sailors: a dragon has laid eggs!\n\n[dragon_parent.GetName], the [dragon_parent.Custom('GetDragonColorFull')] beast, has laid a clutch for [mde_egg_owner.GetTitledFirstName], including this [mde_toast_egg.GetName].\n\nIf they hatch, the world will have more dragons to fear.","","False","","","","False","","","","","False"
"mde_egg_toast_clutch_t","localization/replace/english/more_dragon_eggs_events_l_english.yml","165","[dragon_parent.GetNameNoTooltip] Lays a Clutch","","False","","","","False","","","","","False"
"mde_egg_toast_expedition_adventure","localization/replace/english/more_dragon_eggs_events_l_english.yml","185","Travelers and sellswords spread the news of a daring adventure come home:\n\nAn expedition funded by [mde_egg_owner.GetTitledFirstName] has returned with [mde_toast_egg.GetName].\n\nWhere it was found, the adventurers are keeping to themselves.","","False","","","","False","","","","","False"
"mde_egg_toast_expedition_t","localization/replace/english/more_dragon_eggs_events_l_english.yml","183","[mde_egg_owner.GetFirstNameNoTooltip] Returns with a Dragon Egg","","False","","","","False","","","","","False"
"mde_egg_toast_expedition_trade","localization/replace/english/more_dragon_eggs_events_l_english.yml","186","Merchants and ship captains speak of little else:\n\nA trade expedition funded by [mde_egg_owner.GetTitledFirstName] has returned from distant lands with [mde_toast_egg.GetName] among its cargo.\n\nNo price, they say, could match what it is worth.","","False","","","","False","","","","","False"
"mde_egg_toast_expedition_valyria","localization/replace/english/more_dragon_eggs_events_l_english.yml","184","Sailors who swear they saw the Smoking Sea with their own eyes tell the same astonishing story in every harbor:\n\n[mde_egg_owner.GetTitledFirstName] has returned from the ruins of Valyria bearing [mde_toast_egg.GetName].\n\nFew who sail for the Fourteen Flames ever return, and fewer still return with treasure.","","False","","","","False","","","","","False"
"mde_egg_toast_market","localization/replace/english/more_dragon_eggs_events_l_english.yml","190","Merchants in the great markets of the east are abuzz:\n\n[mde_toast_egg.GetName] has appeared among the wares of the artifact market, waiting for a buyer rich enough to claim it.","","False","","","","False","","","","","False"
"mde_egg_toast_market_t","localization/replace/english/more_dragon_eggs_events_l_english.yml","189","A Dragon Egg for Sale","","False","","","","False","","","","","False"
"mde_egg_toast_other","localization/replace/english/more_dragon_eggs_events_l_english.yml","192","Rumor spreads through the harbors and merchant halls:\n\n[mde_toast_egg.GetName] has come into the hands of [mde_egg_owner.GetTitledFirstName].","","False","","","","False","","","","","False"
"mde_egg_toast_other_t","localization/replace/english/more_dragon_eggs_events_l_english.yml","191","A Dragon Egg Surfaces","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_dragonstone","localization/replace/english/more_dragon_eggs_events_l_english.yml","171","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] in the caves of Dragonstone.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_hellholt","localization/replace/english/more_dragon_eggs_events_l_english.yml","174","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] among the remains of Meraxes at Hellholt.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_isle_of_faces","localization/replace/english/more_dragon_eggs_events_l_english.yml","170","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] on the Isle of Faces.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_old_wyk","localization/replace/english/more_dragon_eggs_events_l_english.yml","173","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] at Nagga's Hill on Old Wyk.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_qohor_road","localization/replace/english/more_dragon_eggs_events_l_english.yml","176","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] along the old road from Qohor to Valyria.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_red_lake","localization/replace/english/more_dragon_eggs_events_l_english.yml","177","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] in Silverwing's lair at the Red Lake.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_skagos","localization/replace/english/more_dragon_eggs_events_l_english.yml","168","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] in the Cannibal's lair on Skagos.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_spicetown","localization/replace/english/more_dragon_eggs_events_l_english.yml","172","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] deep in the ruins of Spicetown.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_summerhall","localization/replace/english/more_dragon_eggs_events_l_english.yml","179","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] in the ruins of Summerhall.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_t","localization/replace/english/more_dragon_eggs_events_l_english.yml","167","[mde_egg_owner.GetFirstNameNoTooltip] Finds a Dragon Egg!","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_vale","localization/replace/english/more_dragon_eggs_events_l_english.yml","169","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] in the Cave of the Fire Witch, high in the Mountains of the Moon.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_volantis","localization/replace/english/more_dragon_eggs_events_l_english.yml","175","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] at an abandoned Valyrian camp near Volantis.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_pickup_winterfell","localization/replace/english/more_dragon_eggs_events_l_english.yml","178","$mde_egg_msg_found_intro$[mde_egg_owner.GetTitledFirstName] has found [mde_toast_egg.GetName] in the crypts of Winterfell.$mde_egg_msg_found_outro$","","False","","","","False","","","","","False"
"mde_egg_toast_restoration_spicetown","localization/replace/english/more_dragon_eggs_events_l_english.yml","182","Stonemasons and laborers carry the tale from the ruins of Spicetown to every port on Blackwater Bay:\n\nWhile clearing the burned-out halls, the workers restoring the town unearthed [mde_toast_egg.GetName], now in the hands of [mde_egg_owner.GetTitledFirstName].\n\nThe smallfolk whisper that the ghosts of the Gullet have finally given something back.","","False","","","","False","","","","","False"
"mde_egg_toast_restoration_summerhall","localization/replace/english/more_dragon_eggs_events_l_english.yml","181","Stonemasons and laborers carry the tale from the ruins of Summerhall to every inn along the Kingsroad:\n\nWhile clearing the rubble, the workers restoring the palace unearthed [mde_toast_egg.GetName], now in the hands of [mde_egg_owner.GetTitledFirstName].\n\nSome call it a blessing. Others say nothing good ever came out of Summerhall.","","False","","","","False","","","","","False"
"mde_egg_toast_restoration_t","localization/replace/english/more_dragon_eggs_events_l_english.yml","180","A Dragon Egg Beneath the Rubble","","False","","","","False","","","","","False"
"mde_egg_toast_secret_hightower","localization/replace/english/more_dragon_eggs_events_l_english.yml","188","Gossip spreads from the halls of Oldtown to every corner of the realm:\n\nHouse Hightower has long hidden a dragon egg, and [mde_egg_owner.GetTitledFirstName] has now brought [mde_toast_egg.GetName] out into the light.\n\nThe maesters of the Citadel are said to be most displeased.","","False","","","","False","","","","","False"
"mde_egg_toast_secret_t","localization/replace/english/more_dragon_eggs_events_l_english.yml","187","The Hightower's Hidden Egg","","False","","","","False","","","","","False"
"mde_kingsguard_white_book_tt","localization/replace/english/more_dragon_eggs_ui_l_english.yml","120","#T The White Book#!\nOpen the White Book of the Kingsguard.","","False","","","","False","","","","","False"
"mde_lineage_and_embryo","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","236","[Artifact.Custom('mde_dragon_parent_localization')] [Artifact.Custom('mde_dragon_embryo_line')]","","False","","","","False","","","","","False"
"MDE_MOVE_DRAGON_TT","localization/replace/english/more_dragon_eggs_ui_l_english.yml","71","#I Move this dragon into, out of, or between a dragonpit#!","","False","","","","False","","","","","False"
"MDE_RETURN_BUTTONS_TT","localization/replace/english/more_dragon_eggs_ui_l_english.yml","76","#I Return button settings to default#!","","False","","","","False","","","","","False"
"MDE_VERSION","localization/replace/english/more_dragon_eggs_ui_l_english.yml","74","56","","False","","","","False","","","","","False"
"MDE_VERSION_BUILD","localization/replace/english/more_dragon_eggs_ui_l_english.yml","73","MDE Version: #color_yellow;bold $MDE_VERSION$#!","","False","","","","False","","","","","False"
"MDE_VERSION_BUILD_TT","localization/replace/english/more_dragon_eggs_ui_l_english.yml","75","For CK3 Version: #color_yellow;bold 1.19.0.6#! AGOT Version: #color_yellow;bold 0.5.2.1#!","","False","","","","False","","","","","False"
"meleys_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","167","Meleys","","False","","","","False","","","","","False"
"menu_button_manager_text","localization/replace/english/more_dragon_eggs_ui_l_english.yml","7","Toggle Menu Button","","False","","","","False","","","","","False"
"menu_menu_host_only","localization/replace/english/more_dragon_eggs_ui_l_english.yml","110","@warning_icon! #X The game is in multiplayer and you are not the host!#!","","False","","","","False","","","","","False"
"menu_rule_can_children_be_landless","localization/replace/english/more_dragon_eggs_ui_l_english.yml","106","Can Children Become Landless Adventurers","","False","","","","False","","","","","False"
"menu_rule_can_hatch_multiple_dragons","localization/replace/english/more_dragon_eggs_ui_l_english.yml","78","Hatch Multiple Eggs In A Ceremony","","False","","","","False","","","","","False"
"menu_rule_can_landless_steal","localization/replace/english/more_dragon_eggs_ui_l_english.yml","107","Landless Adventurer Stealing","","False","","","","False","","","","","False"
"menu_rule_cannibal_instinct_odds","localization/replace/english/more_dragon_eggs_ui_l_english.yml","102","Cannibal Instinct Event Odds","","False","","","","False","","","","","False"
"menu_rule_canon_dragon_egg_hatch_likelihood","localization/replace/english/more_dragon_eggs_ui_l_english.yml","96","Canon Dragon Egg Hatching Likelihood","","False","","","","False","","","","","False"
"menu_rule_capture_dragon_time_limit","localization/replace/english/more_dragon_eggs_ui_l_english.yml","104","Capture Dragon Time Limit","","False","","","","False","","","","","False"
"menu_rule_cradle_hatch_likelihood_ai","localization/replace/english/more_dragon_eggs_ui_l_english.yml","93","AI Cradled Egg Hatching","","False","","","","False","","","","","False"
"menu_rule_cradle_hatch_likelihood_player","localization/replace/english/more_dragon_eggs_ui_l_english.yml","92","Player Cradled Egg Hatching Likelihood","","False","","","","False","","","","","False"
"menu_rule_dragon_egg_clutch_frequency","localization/replace/english/more_dragon_eggs_ui_l_english.yml","98","Player Owned Dragon Egg Clutch Frequency","","False","","","","False","","","","","False"
"menu_rule_dragon_egg_clutch_frequency_ai","localization/replace/english/more_dragon_eggs_ui_l_english.yml","99","AI Owned Dragon Egg Clutch Frequency","","False","","","","False","","","","","False"
"menu_rule_dragon_egg_clutch_size","localization/replace/english/more_dragon_eggs_ui_l_english.yml","97","Dragon Egg Clutch Size","","False","","","","False","","","","","False"
"menu_rule_dragon_egg_spawn_likelihood_ai","localization/replace/english/more_dragon_eggs_ui_l_english.yml","82","AI Dragon Egg Map Spawn","","False","","","","False","","","","","False"
"menu_rule_dragon_egg_spawn_likelihood_player","localization/replace/english/more_dragon_eggs_ui_l_english.yml","81","Player Dragon Egg Map Spawn","","False","","","","False","","","","","False"
"menu_rule_dragon_gene_frequency","localization/replace/english/more_dragon_eggs_ui_l_english.yml","100","Dragon Genetic Trait Frequency","","False","","","","False","","","","","False"
"menu_rule_dragon_gene_frequency_naughty_or_nice","localization/replace/english/more_dragon_eggs_ui_l_english.yml","101","Dragon Genetic Trait Frequency Application","","False","","","","False","","","","","False"
"menu_rule_dragon_hatching_success_chance","localization/replace/english/more_dragon_eggs_ui_l_english.yml","79","Dragon Hatching Success Chance","","False","","","","False","","","","","False"
"menu_rule_extant_hatching_ceremonies","localization/replace/english/more_dragon_eggs_ui_l_english.yml","80","Are Hatching Ceremonies Always Available","","False","","","","False","","","","","False"
"menu_rule_mde_egg_notifications","localization/replace/english/more_dragon_eggs_ui_l_english.yml","108","Dragon Egg Notifications","","False","","","","False","","","","","False"
"menu_rule_pit_hatch_likelihood_ai","localization/replace/english/more_dragon_eggs_ui_l_english.yml","95","AI Pitted Egg Hatching","","False","","","","False","","","","","False"
"menu_rule_pit_hatch_likelihood_player","localization/replace/english/more_dragon_eggs_ui_l_english.yml","94","Player Pitted Egg Hatching","","False","","","","False","","","","","False"
"menu_rule_ride_dragon_decision_cooldown","localization/replace/english/more_dragon_eggs_ui_l_english.yml","103","Ride Dragon Decision Cooldown","","False","","","","False","","","","","False"
"menu_rule_spawn_cannibal_egg","localization/replace/english/more_dragon_eggs_ui_l_english.yml","83","Spawn Cannibal Egg","","False","","","","False","","","","","False"
"menu_rule_spawn_dragonstone_eggs","localization/replace/english/more_dragon_eggs_ui_l_english.yml","91","Spawn Dragonstone Eggs","","False","","","","False","","","","","False"
"menu_rule_spawn_meraxes_egg","localization/replace/english/more_dragon_eggs_ui_l_english.yml","88","Spawn Meraxes Egg","","False","","","","False","","","","","False"
"menu_rule_spawn_moondancer_egg","localization/replace/english/more_dragon_eggs_ui_l_english.yml","86","Spawn Moondancer Egg","","False","","","","False","","","","","False"
