"File","Line","Key","Source"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","706","trebuchet","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","718","trebuchet","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","751","house_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","763","house_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","796","pikemen_militia","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","808","pikemen_militia","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","841","camel_rider","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","853","camel_rider","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","886","war_elephant","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","898","war_elephant","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","931","accolade_maa_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","943","accolade_maa_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","976","accolade_maa_skirmishers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","988","accolade_maa_skirmishers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1021","accolade_maa_pikes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1033","accolade_maa_pikes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1066","accolade_maa_outriders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1078","accolade_maa_outriders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1111","accolade_maa_vanguards","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1123","accolade_maa_vanguards","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1156","accolade_maa_lancers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1168","accolade_maa_lancers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1201","accolade_maa_crossbowers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1213","accolade_maa_crossbowers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1246","accolade_maa_cameliers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1258","accolade_maa_cameliers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1291","accolade_maa_elephantiers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1303","accolade_maa_elephantiers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1336","accolade_maa_horse_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1348","accolade_maa_horse_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1381","ayrudzi","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1393","ayrudzi","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1426","conrois","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1438","conrois","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1471","akritai","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1483","akritai","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1516","ballistrai","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1528","ballistrai","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1561","skoutatoi","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1573","skoutatoi","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1606","handpicked_faithful","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1618","handpicked_faithful","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1651","maa_bandits","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1663","maa_bandits","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1696","maa_poachers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1708","maa_poachers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1741","maa_marauders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1753","maa_marauders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1786","maa_thieves","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1798","maa_thieves","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1831","nomadic_riders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1843","nomadic_riders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1876","torch_bearers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1888","torch_bearers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1921","kheshig","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1933","kheshig","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1966","steppe_raiders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","1978","steppe_raiders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2011","heavy_horse_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2023","heavy_horse_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2056","nomad_lancers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2068","nomad_lancers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2101","cataphract_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2113","cataphract_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2146","warrior_monks","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2158","warrior_monks","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2191","ballista_elephant","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2203","ballista_elephant","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2236","lions_of_night","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2248","lions_of_night","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2281","vassals_in_yellow","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2293","vassals_in_yellow","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2326","dream_questors","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2338","dream_questors","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2371","drainers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2383","drainers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2416","waste_raiders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2428","waste_raiders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2461","wind_demons","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2473","wind_demons","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2506","venom_bites","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2518","venom_bites","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2551","marsh_walkers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2563","marsh_walkers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2596","royal_crossbowmen","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2608","royal_crossbowmen","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2641","dragonguard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2653","dragonguard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2686","sea_snakes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2698","sea_snakes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2731","slave_legion","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2743","slave_legion","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2776","tiger_cloaks","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2788","tiger_cloaks","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2821","black_wall_chariots","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2833","black_wall_chariots","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2866","dragonsworn","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2878","dragonsworn","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2911","demon_guards","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2923","demon_guards","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2956","greenblood_oars","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","2968","greenblood_oars","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3001","sun_spears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3013","sun_spears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3046","sand_steeds","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3058","sand_steeds","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3091","pass_pikes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3103","pass_pikes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3136","star_carved","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3148","star_carved","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3181","qarlons_fallen","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3193","qarlons_fallen","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3226","smiths_axes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3238","smiths_axes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3271","lockstep_legion","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3283","lockstep_legion","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3316","iron_legion","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3328","iron_legion","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3361","market_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3373","market_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3406","skahazdahn_wardens","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3418","skahazdahn_wardens","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3451","dothraki_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3463","dothraki_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3496","shepherds","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3508","shepherds","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3541","tribute_guards","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3553","tribute_guards","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3586","port_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3598","port_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3631","mountain_spears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3643","mountain_spears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3676","sar_wardens","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3688","sar_wardens","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3721","patriarchal_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3733","patriarchal_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3766","bone_collectors","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3778","bone_collectors","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3811","stone_shields","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3823","stone_shields","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3856","sand_couriers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3868","sand_couriers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3901","asa_scouts","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3913","asa_scouts","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3946","ironborn_reavers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3958","ironborn_reavers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","3991","black_blood_cavalry","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4003","black_blood_cavalry","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4036","depth_killers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4048","depth_killers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4081","jade_sailors","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4093","jade_sailors","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4126","poison_stings","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4138","poison_stings","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4171","crescent_blades","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4183","crescent_blades","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4216","moraqi_elephants","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4228","moraqi_elephants","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4261","shans_herd","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4273","shans_herd","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4306","blue_eyes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4318","blue_eyes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4351","stone_ranchers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4363","stone_ranchers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4396","barrow_knights","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4408","barrow_knights","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4441","frog_spears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4453","frog_spears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4486","cape_watch","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4498","cape_watch","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4531","green_hand","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4543","green_hand","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4576","clan_champions","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4588","clan_champions","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4621","winter_wolves","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4633","winter_wolves","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4666","she_bears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4678","she_bears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4711","unicorn_riders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4723","unicorn_riders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4756","wolfswood_hunters","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4768","wolfswood_hunters","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4801","bronze_cavalry","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4813","bronze_cavalry","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4846","purple_marines","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4858","purple_marines","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4891","indentured_legion","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4903","indentured_legion","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4936","ar_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4948","ar_archers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4981","sun_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","4993","sun_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5026","moroshi_pikes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5038","moroshi_pikes","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5071","stair_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5083","stair_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5116","cohort_of_the_three_thousand","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5128","cohort_of_the_three_thousand","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5161","pale_cavalry","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5173","pale_cavalry","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5206","gate_sailors","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5218","gate_sailors","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5251","civic_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5263","civic_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5296","summer_knights","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5308","summer_knights","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5341","honeywine_quirrels","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5353","honeywine_quirrels","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5386","misty_shields","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5398","misty_shields","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5431","arbor_marines","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5443","arbor_marines","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5476","mother_sworn","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5488","mother_sworn","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5521","festival_guards","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5533","festival_guards","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5566","shrouded_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5578","shrouded_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5611","flower_spears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5623","flower_spears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5656","green_daggers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5668","green_daggers","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5701","garden_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5713","garden_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5746","grey_spears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5758","grey_spears","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5791","river_bows","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5803","river_bows","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5836","caravan_guards","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5848","caravan_guards","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5881","cymmeri_iron_shirts","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5893","cymmeri_iron_shirts","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5926","gipp_wicker_shields","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5938","gipp_wicker_shields","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5971","zoqora_chariots","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","5983","zoqora_chariots","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6016","lake_wardens","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6028","lake_wardens","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6061","library_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6073","library_guard","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6106","silver_shields","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6118","silver_shields","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6151","scythed_chariots","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6163","scythed_chariots","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6196","shining_cataphracts","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6208","shining_cataphracts","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6241","coin_collectors","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6253","coin_collectors","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6286","temple_guardians","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6298","temple_guardians","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6331","hill_runners","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6343","hill_runners","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6376","firstborne","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6388","firstborne","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6421","lastborne","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6433","lastborne","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6466","shadow_raiders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6478","shadow_raiders","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6511","ash_wardens","AGOT Russian"
"common/scripted_guis/DI_army_spawner_maa_sgui.txt","6523","ash_wardens","AGOT Russian"
