"Count","Category","Owner","FirstLogLine","Component","Message"
"2","Script / database error","","2385","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Targaryen_96_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2386","jomini_effect.cpp:1145","Variable 'color_grading' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2381","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Lannister_129_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2382","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Targaryen_28_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2383","jomini_effect.cpp:1145","Variable 'DI_artifact_category_display' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2390","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Arryn_80_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2391","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Cole_11_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2392","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Velaryon_31_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2387","jomini_effect.cpp:1145","Variable 'DI_artifact_subtype_display' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2388","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Hightower_90_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2389","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Targaryen_29_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2372","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Reed_1_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2373","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Tarly_1_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2374","jomini_effect.cpp:1145","Variable 'agot_faegon_jon_snow_char' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2369","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Greyjoy_5_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2370","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Tully_1_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2371","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Tully_9_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2378","jomini_effect.cpp:1145","Variable 'DI_artifact_quality_display' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2379","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Arryn_84_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2380","jomini_effect.cpp:1145","Variable 'COWAGOT_is_loaded' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2375","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Strong_28_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2376","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Arryn_3_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2377","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Baratheon_75_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2322","jomini_effect.cpp:1145","Flag 'all_found' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2323","jomini_effect.cpp:1145","Flag 'global' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2321","jomini_effect.cpp:1145","Flag 'DI_subtype_throne' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2319","jomini_effect.cpp:1161","Flag 'ruin_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2320","jomini_effect.cpp:1145","Flag 'highlight_cow_provinces_map' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2324","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_102_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2328","jomini_effect.cpp:1161","Variable 'kingsguard_choice' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2329","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_97_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2327","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_84_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2325","jomini_effect.cpp:1161","Variable 'swordman_armor_artifact' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2326","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_11_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2318","jomini_effect.cpp:1161","Flag 'roland_crown' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2310","jomini_effect.cpp:1161","Flag 'iceFire' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2311","jomini_effect.cpp:1161","Flag 'highlight_special_buildings_map' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2309","jomini_effect.cpp:1161","Flag 'monastery_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2307","jomini_effect.cpp:1161","Flag 'unknown_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2308","jomini_effect.cpp:1161","Flag 'pirate_den_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2312","jomini_effect.cpp:1161","Flag 'settlement_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2316","jomini_effect.cpp:1161","Flag 'faegon' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2317","jomini_effect.cpp:1161","Flag 'wilderness_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2315","jomini_effect.cpp:1161","Flag 'viserys' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2313","jomini_effect.cpp:1161","Flag 'blackDarkRed' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2314","jomini_effect.cpp:1161","Flag 'dany' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2345","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_100_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2346","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_4_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2344","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_103_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2342","jomini_effect.cpp:1161","Variable 'maekars_crown' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2343","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_94_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2347","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_95_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2351","jomini_effect.cpp:1161","Variable 'blackfyre' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2352","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_3_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2350","jomini_effect.cpp:1161","Variable 'darksister' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2348","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_101_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2349","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_10_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2341","jomini_effect.cpp:1161","Variable 'app_enabled' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2333","jomini_effect.cpp:1161","Variable 'Aotk_enabled' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2334","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_2_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2332","jomini_effect.cpp:1161","Variable 'crown_aegon_baelor_artifact' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2330","jomini_effect.cpp:1161","Variable 'highlight_cow_provinces_map' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2331","jomini_effect.cpp:1161","Variable 'faegon_main_character' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2335","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_87_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2339","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_6_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2340","jomini_effect.cpp:1161","Variable 'tgc_enabled' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2338","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_7_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2336","jomini_effect.cpp:1161","Variable 'asoiaf_Stark_1_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2337","jomini_effect.cpp:1161","Variable 'captains_sword' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2393","jomini_effect.cpp:1145","Variable 'asoiaf_is_red_vipers_spear' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Graphics / portrait source error","AGOT+","1230","pdxassetutil.cpp:2002","Asset ""gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_greyjoy_armour_dynast/asoiaf_greyjoy_armour_dynast.mesh"" has more than 3 UV channels. This is not supported and will be ignored."
"2","Graphics / portrait source error","AGOT+","1235","pdxassetutil.cpp:556","UV-Set: 1 in mesh 'f_asoiaf_manderly_armour_lowShape' in file 'gfx/models/portraits/f_clothes/asoiaf/asoiaf_north/asoiaf_manderly_armours/f_asoiaf_manderly_armour_low/f_asoiaf_manderly_armour_low.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area."
"2","Graphics / portrait source error","","1680","portraitaccessories.cpp:159","accessory group [clothes:brightboar_swordsman_armour] has an invalid accessory ""male_clothes_secular_brightboar_swordsman"""
"2","Graphics / portrait source error","","1704","portraitaccessories.cpp:159","accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_03"""
"2","Graphics / portrait source error","","1705","portraitaccessories.cpp:159","accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_03"""
"2","Graphics / portrait source error","AGOT+","1236","pdxassetutil.cpp:556","UV-Set: 1 in mesh 'f_asoiaf_nights_watch_cloak_1Shape' in file 'gfx/models/portraits/f_cloaks/asoiaf/asoiaf_nights_watch/f_asoiaf_nights_watch_cloak_1/f_asoiaf_nights_watch_cloak_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area."
"2","Graphics / portrait source error","","1681","portraitaccessories.cpp:159","accessory group [clothes:brightboar_swordsman_armour] has an invalid accessory ""female_clothes_secular_brightboar_swordsman"""
"2","Graphics / portrait source error","COW-AGOT: 3D Models & Bigger Castles","1280","pdxassetutil.cpp:556","UV-Set: 1 in mesh 'crag_upper' in file 'gfx/models/buildings/special/crag/crag_level_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area."
"2","History / title / faith reference error","","2588","history.cpp:644","Referencing non-existent character in script link character:asoiaf_Targaryen_61_1"
"2","History / title / faith reference error","","2579","history.cpp:644","Referencing non-existent character in script link character:Gardener_75"
"2","History / title / faith reference error","","2586","history.cpp:644","Referencing non-existent character in script link character:Hotah_rs_2"
"2","Graphics / portrait source error","","1703","portraitaccessories.cpp:159","accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_02"""
"2","Graphics / portrait source error","","1687","portraitaccessories.cpp:159","accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_standardVest_blackfyreAlt_01"""
"2","Graphics / portrait source error","","1688","portraitaccessories.cpp:159","accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_platedVest_blackfyreAlt_01"""
"2","Graphics / portrait source error","","1686","portraitaccessories.cpp:159","accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_ornateVest_blackfyreAlt_01"""
"2","Graphics / portrait source error","","1684","portraitaccessories.cpp:159","accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_captainsArmor_blackfyreAlt_01"""
"2","Graphics / portrait source error","","1685","portraitaccessories.cpp:159","accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_captainsArmorMetal_blackfyreAlt_01"""
"2","Graphics / portrait source error","","1694","portraitaccessories.cpp:159","accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_captainsPants_blackfyreAlt_01"""
"2","Graphics / portrait source error","","1701","portraitaccessories.cpp:159","accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_01"""
"2","Graphics / portrait source error","","1702","portraitaccessories.cpp:159","accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_02"""
"2","Graphics / portrait source error","","1700","portraitaccessories.cpp:159","accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_01"""
"2","Graphics / portrait source error","","1695","portraitaccessories.cpp:159","accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_standardPants_blackfyreAlt_01"""
"2","Graphics / portrait source error","","1696","portraitaccessories.cpp:159","accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_twoSwordsPants_blackfyreAlt_01"""
"2","Script / database error","","2409","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Baelish_2_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2405","jomini_effect.cpp:1145","Variable 'pincer_artifact' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2402","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Tyrell_4_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2403","jomini_effect.cpp:1145","Variable 'asoiaf_is_krakenfall' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2406","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Strong_29_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2408","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Targaryen_27_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Graphics / portrait source error","AGOT+","1288","pdxassetutil.cpp:2002","Asset ""gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_dynast_coa/asoiaf_ironborn_armour_dynast_coa.mesh"" has more than 3 UV channels. This is not supported and will be ignored."
"2","Script / database error","","2407","jomini_effect.cpp:1145","Variable 'asoiaf_is_needle' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2410","jomini_effect.cpp:1161","Event target 'asoiaf_targaryen_invasion_claimant' is used but is never set. Setting it in an unused scripted trigger or effect does not count"
"2","Script / database error","","2401","jomini_effect.cpp:1145","Variable 'color' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2395","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Stark_84_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2396","jomini_effect.cpp:1145","Variable 'dark_sister_artifact' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2404","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Dayne_1_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2394","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Karstark_4_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2397","jomini_effect.cpp:1145","Variable 'seafoam_artifact' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2399","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Stark_1_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Script / database error","","2400","jomini_effect.cpp:1145","Variable 'agot_faegon_jae_birth_year' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"2","Graphics / portrait source error","AGOT+","1300","pdxassetutil.cpp:556","UV-Set: 1 in mesh 'asoiaf_nights_watch_cloak_1Shape' in file 'gfx/models/portraits/m_cloaks/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_cloak_1/asoiaf_nights_watch_cloak_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area."
"2","Script / database error","","2398","jomini_effect.cpp:1145","Variable 'asoiaf_canon_children_Targaryen_95_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count"
"1","Script / database error","Divine Intervention AGOT Cheat Menu","2006","jomini_effect.cpp:139","PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 17 (DI_court_position_post_spawn_effect[args#2101251318])"
"1","Script / database error","COW-AGOT: 3D Models & Bigger Castles","1981","jomini_effect.cpp:139","PostValidate of effect 'add_special_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 274 (set_provinces_on_actions)"
"1","Script / database error","Divine Intervention AGOT Cheat Menu","2007","jomini_script_system.cpp:303","Script system error!
  Error: learn_language effect [ Invalid database object 'language_arabic' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 26 (DI_court_position_post_spawn_effect[args#2101251318])"
"1","Script / database error","Divine Intervention AGOT Cheat Menu","2012","jomini_script_system.cpp:303","Script system error!
  Error: learn_language effect [ Invalid database object 'language_greek' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 27 (DI_court_position_post_spawn_effect[args#2101251318])"
"1","Script / database error","Divine Intervention AGOT Cheat Menu","2016","jomini_effect.cpp:139","PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 27 (DI_court_position_post_spawn_effect[args#2101251318])"
"1","Script / database error","Divine Intervention AGOT Cheat Menu","2011","jomini_effect.cpp:139","PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 26 (DI_court_position_post_spawn_effect[args#2101251318])"
"1","Script / database error","COW-AGOT: 3D Models & Bigger Castles","1971","jomini_effect.cpp:139","PostValidate of effect 'remove_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 214 (set_provinces_on_actions)"
"1","Script / database error","COW-AGOT: 3D Models & Bigger Castles","1967","jomini_script_system.cpp:303","Script system error!
  Error: remove_building effect [ Invalid database object 'ironwood_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 214 (set_provinces_on_actions)"
"1","Script / database error","COW-AGOT: 3D Models & Bigger Castles","1966","jomini_effect.cpp:139","PostValidate of effect 'add_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 174 (set_provinces_on_actions)"
"1","Script / database error","COW-AGOT: 3D Models & Bigger Castles","1977","jomini_script_system.cpp:303","Script system error!
  Error: add_special_building effect [ Invalid database object 'bearisland_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 274 (set_provinces_on_actions)"
"1","Script / database error","COW-AGOT: 3D Models & Bigger Castles","1976","jomini_effect.cpp:139","PostValidate of effect 'add_special_building_slot' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 273 (set_provinces_on_actions)"
"1","Script / database error","COW-AGOT: 3D Models & Bigger Castles","1972","jomini_script_system.cpp:303","Script system error!
  Error: add_special_building_slot effect [ Invalid database object 'bearisland_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 273 (set_provinces_on_actions)"
"1","Script / database error","Divine Intervention Cheat Menu","1956","jomini_effect.cpp:139","PostValidate of effect 'add_innovation' returned false at file: common/character_interactions/DI_character_interaction.txt line: 4616 (DI_change_succession:on_accept)"
