Category,Gene,DNA,File,LogLine,Component,Message
dna_unknown_gene,gene_forehead_inner_brow_width,Dayne_asoiaf_4,common/dna_data/test_dna_dornish.txt,1457,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_dornish.txt line: 1988 (Dayne_asoiaf_4)
dna_unknown_gene,gene_bs_eye_fold_2,Dayne_asoiaf_4,common/dna_data/test_dna_dornish.txt,1458,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_dornish.txt line: 1992 (Dayne_asoiaf_4)
dna_unknown_gene,gene_eye_size,Uller_asoiaf_6,common/dna_data/test_dna_dornish.txt,1459,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_dornish.txt line: 2590 (Uller_asoiaf_6)
dna_unknown_gene,gene_eye_shut_top,Uller_asoiaf_6,common/dna_data/test_dna_dornish.txt,1460,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_dornish.txt line: 2591 (Uller_asoiaf_6)
dna_unknown_gene,gene_eye_shut_bottom,Uller_asoiaf_6,common/dna_data/test_dna_dornish.txt,1461,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_dornish.txt line: 2592 (Uller_asoiaf_6)
dna_unknown_gene,gene_bs_eye_fold_2,Mysaria_asoiaf_1,common/dna_data/test_dna_essos.txt,1462,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_essos.txt line: 746 (Mysaria_asoiaf_1)
dna_unknown_gene,gene_bs_eye_fold_2,Saan_asoiaf_2,common/dna_data/test_dna_essos.txt,1463,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_essos.txt line: 1352 (Saan_asoiaf_2)
dna_unknown_gene,gene_bs_eye_fold_2,Thoros_asoiaf_1,common/dna_data/test_dna_essos.txt,1464,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_essos.txt line: 1557 (Thoros_asoiaf_1)
dna_unknown_gene,gene_eye_size,Eunuch_asoiaf_1,common/dna_data/test_dna_essos.txt,1465,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_essos.txt line: 1752 (Eunuch_asoiaf_1)
dna_unknown_gene,gene_eye_shut_top,Eunuch_asoiaf_1,common/dna_data/test_dna_essos.txt,1466,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_essos.txt line: 1753 (Eunuch_asoiaf_1)
dna_unknown_gene,gene_eye_shut_bottom,Eunuch_asoiaf_1,common/dna_data/test_dna_essos.txt,1467,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_essos.txt line: 1754 (Eunuch_asoiaf_1)
dna_unknown_gene,gene_forehead_inner_brow_width,Eunuch_asoiaf_1,common/dna_data/test_dna_essos.txt,1468,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_essos.txt line: 1760 (Eunuch_asoiaf_1)
dna_unknown_gene,gene_bs_eye_fold_2,Eunuch_asoiaf_1,common/dna_data/test_dna_essos.txt,1469,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_essos.txt line: 1764 (Eunuch_asoiaf_1)
dna_unknown_gene,gene_eye_size,Greyjoy_asoiaf_6,common/dna_data/test_dna_iron_isles.txt,1470,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_iron_isles.txt line: 354 (Greyjoy_asoiaf_6)
dna_unknown_gene,gene_eye_shut_top,Greyjoy_asoiaf_6,common/dna_data/test_dna_iron_isles.txt,1471,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_iron_isles.txt line: 355 (Greyjoy_asoiaf_6)
dna_unknown_gene,gene_eye_shut_bottom,Greyjoy_asoiaf_6,common/dna_data/test_dna_iron_isles.txt,1472,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_iron_isles.txt line: 356 (Greyjoy_asoiaf_6)
dna_unknown_gene,gene_bs_eye_fold_2,Greyjoy_asoiaf_6,common/dna_data/test_dna_iron_isles.txt,1473,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_iron_isles.txt line: 366 (Greyjoy_asoiaf_6)
dna_unknown_gene,gene_eye_size,Greyjoy_asoiaf_9,common/dna_data/test_dna_iron_isles.txt,1474,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_iron_isles.txt line: 567 (Greyjoy_asoiaf_9)
dna_unknown_gene,gene_eye_shut_top,Greyjoy_asoiaf_9,common/dna_data/test_dna_iron_isles.txt,1475,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_iron_isles.txt line: 568 (Greyjoy_asoiaf_9)
dna_unknown_gene,gene_eye_shut_bottom,Greyjoy_asoiaf_9,common/dna_data/test_dna_iron_isles.txt,1476,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_iron_isles.txt line: 569 (Greyjoy_asoiaf_9)
dna_unknown_gene,gene_forehead_inner_brow_width,Greyjoy_asoiaf_9,common/dna_data/test_dna_iron_isles.txt,1477,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_iron_isles.txt line: 575 (Greyjoy_asoiaf_9)
dna_unknown_gene,gene_bs_eye_fold_2,Greyjoy_asoiaf_9,common/dna_data/test_dna_iron_isles.txt,1478,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_iron_isles.txt line: 579 (Greyjoy_asoiaf_9)
dna_unknown_gene,gene_bs_eye_fold_2,Stark_asoiaf_1,common/dna_data/test_dna_north.txt,1479,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 762 (Stark_asoiaf_1)
dna_unknown_gene,gene_eye_size,Stark_asoiaf_6,common/dna_data/test_dna_north.txt,1480,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 1774 (Stark_asoiaf_6)
dna_unknown_gene,gene_eye_shut_top,Stark_asoiaf_6,common/dna_data/test_dna_north.txt,1481,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 1775 (Stark_asoiaf_6)
dna_unknown_gene,gene_eye_shut_bottom,Stark_asoiaf_6,common/dna_data/test_dna_north.txt,1482,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 1776 (Stark_asoiaf_6)
dna_unknown_gene,gene_forehead_inner_brow_width,Stark_asoiaf_6,common/dna_data/test_dna_north.txt,1483,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_north.txt line: 1782 (Stark_asoiaf_6)
dna_unknown_gene,gene_bs_eye_fold_2,Stark_asoiaf_6,common/dna_data/test_dna_north.txt,1484,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 1786 (Stark_asoiaf_6)
dna_unknown_gene,gene_eye_size,Cassel_asoiaf_3,common/dna_data/test_dna_north.txt,1485,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 4210 (Cassel_asoiaf_3)
dna_unknown_gene,gene_eye_shut_top,Cassel_asoiaf_3,common/dna_data/test_dna_north.txt,1486,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 4211 (Cassel_asoiaf_3)
dna_unknown_gene,gene_eye_shut_bottom,Cassel_asoiaf_3,common/dna_data/test_dna_north.txt,1487,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 4212 (Cassel_asoiaf_3)
dna_unknown_gene,gene_bs_eye_fold_2,Cassel_asoiaf_3,common/dna_data/test_dna_north.txt,1488,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 4222 (Cassel_asoiaf_3)
dna_unknown_gene,gene_eye_size,Bolton_asoiaf_1,common/dna_data/test_dna_north.txt,1489,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 5211 (Bolton_asoiaf_1)
dna_unknown_gene,gene_eye_shut_top,Bolton_asoiaf_1,common/dna_data/test_dna_north.txt,1490,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 5212 (Bolton_asoiaf_1)
dna_unknown_gene,gene_eye_shut_bottom,Bolton_asoiaf_1,common/dna_data/test_dna_north.txt,1491,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 5213 (Bolton_asoiaf_1)
dna_unknown_gene,gene_bs_eye_fold_2,Bolton_asoiaf_1,common/dna_data/test_dna_north.txt,1492,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 5223 (Bolton_asoiaf_1)
dna_unknown_gene,gene_eye_size,Bolton_asoiaf_4,common/dna_data/test_dna_north.txt,1493,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 5420 (Bolton_asoiaf_4)
dna_unknown_gene,gene_eye_shut_top,Bolton_asoiaf_4,common/dna_data/test_dna_north.txt,1494,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 5421 (Bolton_asoiaf_4)
dna_unknown_gene,gene_eye_shut_bottom,Bolton_asoiaf_4,common/dna_data/test_dna_north.txt,1495,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 5422 (Bolton_asoiaf_4)
dna_unknown_gene,gene_forehead_inner_brow_width,Bolton_asoiaf_4,common/dna_data/test_dna_north.txt,1496,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_north.txt line: 5428 (Bolton_asoiaf_4)
dna_unknown_gene,gene_bs_eye_fold_2,Bolton_asoiaf_4,common/dna_data/test_dna_north.txt,1497,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 5432 (Bolton_asoiaf_4)
dna_unknown_gene,gene_eye_size,Bolton_asoiaf_5,common/dna_data/test_dna_north.txt,1498,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 5629 (Bolton_asoiaf_5)
dna_unknown_gene,gene_eye_shut_top,Bolton_asoiaf_5,common/dna_data/test_dna_north.txt,1499,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 5630 (Bolton_asoiaf_5)
dna_unknown_gene,gene_eye_shut_bottom,Bolton_asoiaf_5,common/dna_data/test_dna_north.txt,1500,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 5631 (Bolton_asoiaf_5)
dna_unknown_gene,gene_forehead_inner_brow_width,Bolton_asoiaf_5,common/dna_data/test_dna_north.txt,1501,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_north.txt line: 5637 (Bolton_asoiaf_5)
dna_unknown_gene,gene_bs_eye_fold_2,Bolton_asoiaf_5,common/dna_data/test_dna_north.txt,1502,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 5641 (Bolton_asoiaf_5)
dna_unknown_gene,gene_eye_size,Mormont_asoiaf_2,common/dna_data/test_dna_north.txt,1503,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 5838 (Mormont_asoiaf_2)
dna_unknown_gene,gene_eye_shut_top,Mormont_asoiaf_2,common/dna_data/test_dna_north.txt,1504,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 5839 (Mormont_asoiaf_2)
dna_unknown_gene,gene_eye_shut_bottom,Mormont_asoiaf_2,common/dna_data/test_dna_north.txt,1505,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 5840 (Mormont_asoiaf_2)
dna_unknown_gene,gene_eye_size,Mormont_asoiaf_3,common/dna_data/test_dna_north.txt,1506,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 6047 (Mormont_asoiaf_3)
dna_unknown_gene,gene_eye_shut_top,Mormont_asoiaf_3,common/dna_data/test_dna_north.txt,1507,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 6048 (Mormont_asoiaf_3)
dna_unknown_gene,gene_eye_shut_bottom,Mormont_asoiaf_3,common/dna_data/test_dna_north.txt,1508,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 6049 (Mormont_asoiaf_3)
dna_unknown_gene,gene_bs_eye_fold_2,Manderly_asoiaf_6,common/dna_data/test_dna_north.txt,1509,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 6266 (Manderly_asoiaf_6)
dna_unknown_gene,gene_bs_eye_fold_2,Manderly_asoiaf_7,common/dna_data/test_dna_north.txt,1510,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 6471 (Manderly_asoiaf_7)
dna_unknown_gene,gene_bs_eye_fold_2,Manderly_asoiaf_8,common/dna_data/test_dna_north.txt,1511,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 6676 (Manderly_asoiaf_8)
dna_unknown_gene,gene_bs_eye_fold_2,Degore_asoiaf_1,common/dna_data/test_dna_north.txt,1512,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 7897 (Degore_asoiaf_1)
dna_unknown_gene,gene_bs_eye_fold_2,Tuttle_asoiaf_4,common/dna_data/test_dna_north.txt,1513,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 8102 (Tuttle_asoiaf_4)
dna_unknown_gene,gene_bs_eye_fold_2,Tuttle_asoiaf_5,common/dna_data/test_dna_north.txt,1514,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 8307 (Tuttle_asoiaf_5)
dna_unknown_gene,gene_bs_eye_fold_2,Glover_asoiaf_5,common/dna_data/test_dna_north.txt,1515,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 8717 (Glover_asoiaf_5)
dna_unknown_gene,gene_eye_size,Tyrell_asoiaf_8,common/dna_data/test_dna_reach.txt,1516,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 344 (Tyrell_asoiaf_8)
dna_unknown_gene,gene_eye_shut_top,Tyrell_asoiaf_8,common/dna_data/test_dna_reach.txt,1517,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 345 (Tyrell_asoiaf_8)
dna_unknown_gene,gene_eye_shut_bottom,Tyrell_asoiaf_8,common/dna_data/test_dna_reach.txt,1518,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 346 (Tyrell_asoiaf_8)
dna_unknown_gene,gene_forehead_inner_brow_width,Tyrell_asoiaf_8,common/dna_data/test_dna_reach.txt,1519,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_reach.txt line: 352 (Tyrell_asoiaf_8)
dna_unknown_gene,gene_bs_eye_fold_2,Tyrell_asoiaf_8,common/dna_data/test_dna_reach.txt,1520,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_reach.txt line: 356 (Tyrell_asoiaf_8)
dna_unknown_gene,gene_eye_size,Tyrell_asoiaf_11,common/dna_data/test_dna_reach.txt,1521,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 553 (Tyrell_asoiaf_11)
dna_unknown_gene,gene_eye_shut_top,Tyrell_asoiaf_11,common/dna_data/test_dna_reach.txt,1522,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 554 (Tyrell_asoiaf_11)
dna_unknown_gene,gene_eye_shut_bottom,Tyrell_asoiaf_11,common/dna_data/test_dna_reach.txt,1523,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 555 (Tyrell_asoiaf_11)
dna_unknown_gene,gene_bs_eye_fold_2,Tyrell_asoiaf_11,common/dna_data/test_dna_reach.txt,1524,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_reach.txt line: 565 (Tyrell_asoiaf_11)
dna_unknown_gene,gene_eye_size,Tyrell_asoiaf_12,common/dna_data/test_dna_reach.txt,1525,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 762 (Tyrell_asoiaf_12)
dna_unknown_gene,gene_eye_shut_top,Tyrell_asoiaf_12,common/dna_data/test_dna_reach.txt,1526,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 763 (Tyrell_asoiaf_12)
dna_unknown_gene,gene_eye_shut_bottom,Tyrell_asoiaf_12,common/dna_data/test_dna_reach.txt,1527,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 764 (Tyrell_asoiaf_12)
dna_unknown_gene,gene_bs_eye_fold_2,Tyrell_asoiaf_12,common/dna_data/test_dna_reach.txt,1528,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_reach.txt line: 774 (Tyrell_asoiaf_12)
dna_unknown_gene,gene_bs_eye_fold_2,Tyrell_asoiaf_14,common/dna_data/test_dna_reach.txt,1529,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_reach.txt line: 1185 (Tyrell_asoiaf_14)
dna_unknown_gene,gene_eye_size,Redwyne_asoiaf_2,common/dna_data/test_dna_reach.txt,1530,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 1578 (Redwyne_asoiaf_2)
dna_unknown_gene,gene_eye_shut_top,Redwyne_asoiaf_2,common/dna_data/test_dna_reach.txt,1531,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 1579 (Redwyne_asoiaf_2)
dna_unknown_gene,gene_eye_shut_bottom,Redwyne_asoiaf_2,common/dna_data/test_dna_reach.txt,1532,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 1580 (Redwyne_asoiaf_2)
dna_unknown_gene,gene_bs_eye_fold_2,Redwyne_asoiaf_2,common/dna_data/test_dna_reach.txt,1533,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_reach.txt line: 1590 (Redwyne_asoiaf_2)
dna_unknown_gene,gene_eye_size,Tarly_asoiaf_1,common/dna_data/test_dna_reach.txt,1534,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 2381 (Tarly_asoiaf_1)
dna_unknown_gene,gene_eye_shut_top,Tarly_asoiaf_1,common/dna_data/test_dna_reach.txt,1535,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 2382 (Tarly_asoiaf_1)
dna_unknown_gene,gene_eye_shut_bottom,Tarly_asoiaf_1,common/dna_data/test_dna_reach.txt,1536,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 2383 (Tarly_asoiaf_1)
dna_unknown_gene,gene_eye_size,Tarly_asoiaf_2,common/dna_data/test_dna_reach.txt,1537,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 2590 (Tarly_asoiaf_2)
dna_unknown_gene,gene_eye_shut_top,Tarly_asoiaf_2,common/dna_data/test_dna_reach.txt,1538,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 2591 (Tarly_asoiaf_2)
dna_unknown_gene,gene_eye_shut_bottom,Tarly_asoiaf_2,common/dna_data/test_dna_reach.txt,1539,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 2592 (Tarly_asoiaf_2)
dna_unknown_gene,gene_bs_eye_fold_2,Tarly_asoiaf_2,common/dna_data/test_dna_reach.txt,1540,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_reach.txt line: 2602 (Tarly_asoiaf_2)
dna_unknown_gene,gene_eye_size,Tarly_asoiaf_3,common/dna_data/test_dna_reach.txt,1541,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 2799 (Tarly_asoiaf_3)
dna_unknown_gene,gene_eye_shut_top,Tarly_asoiaf_3,common/dna_data/test_dna_reach.txt,1542,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 2800 (Tarly_asoiaf_3)
dna_unknown_gene,gene_eye_shut_bottom,Tarly_asoiaf_3,common/dna_data/test_dna_reach.txt,1543,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 2801 (Tarly_asoiaf_3)
