File,Line,DNA,DefinitionCount,DefinitionFiles
history/characters/asoiaf_char_dummies.txt,2232,Stokeworth_asoiaf_2,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,2254,Stokeworth_asoiaf_3,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,2277,Stokeworth_asoiaf_4,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,2300,Stokeworth_asoiaf_5,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,2323,Stokeworth_asoiaf_6,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,2346,Branfield_asoiaf_1,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,2369,Branfield_asoiaf_2,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,2391,Thorne_asoiaf_17,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,2413,Thorne_asoiaf_3,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,2435,Tall_asoiaf_1,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,2457,Targaryen_asoiaf_28,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2480,Targaryen_asoiaf_27,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2502,Targaryen_asoiaf_29,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2525,Targaryen_asoiaf_35,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2547,Targaryen_asoiaf_36,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2570,Targaryen_asoiaf_45,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2592,Targaryen_asoiaf_46,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2614,Targaryen_asoiaf_47,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2637,Targaryen_asoiaf_48,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2660,Targaryen_asoiaf_50,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2683,Targaryen_asoiaf_51,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2706,Hammer_asoiaf_1,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2728,asoiaf_White_1,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2750,Targaryen_asoiaf_59,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2773,Targaryen_asoiaf_60,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2795,Targaryen_asoiaf_61,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2817,Targaryen_asoiaf_63,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2840,Targaryen_asoiaf_65,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2862,Targaryen_asoiaf_66,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2885,Targaryen_asoiaf_67,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2907,Targaryen_asoiaf_68,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2929,Targaryen_asoiaf_69,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2951,Targaryen_asoiaf_69_HBO,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2974,Targaryen_asoiaf_70,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,2996,Targaryen_asoiaf_70_HBO,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3019,Targaryen_asoiaf_71,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3042,Targaryen_asoiaf_72,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3064,Targaryen_asoiaf_73,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3086,Targaryen_asoiaf_81,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3108,Targaryen_asoiaf_82,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3130,Targaryen_asoiaf_83,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3153,Targaryen_asoiaf_84,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3176,Targaryen_asoiaf_85,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3199,Targaryen_asoiaf_89,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3221,Targaryen_asoiaf_90,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3244,Targaryen_asoiaf_96,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3266,Targaryen_asoiaf_107,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3288,Targaryen_asoiaf_110,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3310,Targaryen_asoiaf_111,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3332,Targaryen_asoiaf_118,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3354,Targaryen_asoiaf_119,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3376,Targaryen_asoiaf_120,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3398,Targaryen_asoiaf_122,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3420,Targaryen_asoiaf_126,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3442,Targaryen_asoiaf_hh_10,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3465,Targaryen_asoiaf_127,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3487,Targaryen_asoiaf_128,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3510,Targaryen_asoiaf_129,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3532,Targaryen_asoiaf_130,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3555,Targaryen_asoiaf_1,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3577,Targaryen_asoiaf_2,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3600,Targaryen_asoiaf_3,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3622,Targaryen_asoiaf_8,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3644,Targaryen_asoiaf_9,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3667,Targaryen_asoiaf_10,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3690,Targaryen_asoiaf_11,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3712,Targaryen_asoiaf_12,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3734,Velaryon_asoiaf_31,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3755,Velaryon_asoiaf_31_HBO,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3777,Velaryon_asoiaf_34,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3799,Velaryon_asoiaf_34_HBO,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3822,Velaryon_asoiaf_35,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3843,Velaryon_asoiaf_35_HBO,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3865,Velaryon_asoiaf_43,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3886,Velaryon_asoiaf_43_HBO,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3908,Velaryon_asoiaf_44,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3929,Velaryon_asoiaf_44_HBO,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3951,Velaryon_asoiaf_2,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3973,Velaryon_asoiaf_5,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,3995,Velaryon_asoiaf_3,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,4017,Velaryon_asoiaf_4,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,4039,Celtigar_asoiaf_24,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,4061,Cargyll_asoiaf_11,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,4083,Cargyll_asoiaf_11,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,4105,Targaryen_asoiaf_75,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,4127,Targaryen_asoiaf_76,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,4149,Targaryen_asoiaf_77,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,4171,Targaryen_asoiaf_78,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,4193,Targaryen_asoiaf_79,1,common/dna_data/test_dna_valyrian.txt
history/characters/asoiaf_char_dummies.txt,4215,Pycelle_asoiaf_1,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,4237,Stark_hh_asoiaf_1,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,4259,Stark_hh_asoiaf_2,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4281,Cressen_asoiaf_1,1,common/dna_data/test_dna_crownlands.txt
history/characters/asoiaf_char_dummies.txt,4303,Eunuch_asoiaf_1,1,common/dna_data/test_dna_essos.txt
history/characters/asoiaf_char_dummies.txt,4325,Thoros_asoiaf_1,1,common/dna_data/test_dna_essos.txt
history/characters/asoiaf_char_dummies.txt,4347,Mopatis_asoiaf_1,1,common/dna_data/test_dna_essos.txt
history/characters/asoiaf_char_dummies.txt,4369,Stormcrows_asoiaf_1,1,common/dna_data/test_dna_essos.txt
history/characters/asoiaf_char_dummies.txt,4391,Hotah_asoiaf_1,1,common/dna_data/test_dna_essos.txt
history/characters/asoiaf_char_dummies.txt,4413,Mysaria_asoiaf_1,1,common/dna_data/test_dna_essos.txt
history/characters/asoiaf_char_dummies.txt,4436,Shae_asoiaf_1,1,common/dna_data/test_dna_essos.txt
history/characters/asoiaf_char_dummies.txt,4459,Stark_asoiaf_67,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4481,Stark_asoiaf_84,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4503,Stark_asoiaf_86,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4525,Stark_asoiaf_1,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4547,Stark_asoiaf_2,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4569,Stark_asoiaf_3,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4591,Stark_asoiaf_4,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4613,Stark_asoiaf_5,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4636,Stark_asoiaf_6,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4658,Stark_asoiaf_7,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4680,Stark_asoiaf_8,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4703,Stark_asoiaf_9,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4726,Stark_asoiaf_10,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4748,Stark_asoiaf_11,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4770,Karstark_asoiaf_4,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4792,Umber_asoiaf_8,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4814,Umber_asoiaf_11,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4836,Poole_asoiaf_2,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4858,Poole_asoiaf_3,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4880,Cassel_asoiaf_3,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4902,Cassel_asoiaf_4,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4924,Reed_asoiaf_1,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4946,Reed_asoiaf_2,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4969,Reed_asoiaf_3,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,4991,Bolton_asoiaf_1,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5013,Bolton_asoiaf_4,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5035,Bolton_asoiaf_5,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5057,Mormont_asoiaf_2,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5079,Mormont_asoiaf_3,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5101,Manderly_asoiaf_6,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5123,Manderly_asoiaf_7,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5145,Manderly_asoiaf_8,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5167,Manderly_asoiaf_10,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5190,Forrester_asoiaf_1,0,
history/characters/asoiaf_char_dummies.txt,5212,Forrester_asoiaf_2,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5234,Forrester_asoiaf_3,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5256,Forrester_asoiaf_4,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5278,Forrester_asoiaf_5,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5301,Degore_asoiaf_1,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5323,Tuttle_asoiaf_4,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5345,Tuttle_asoiaf_5,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5367,Glover_asoiaf_4,1,common/dna_data/test_dna_north.txt
history/characters/asoiaf_char_dummies.txt,5389,Glover_asoiaf_5,1,common/dna_data/test_dna_north.txt
