"BeforeCount","AfterCount","Difference","Category","Owner","ExampleLine","Component","Message","Signature"
"1","0","-1","Localization / dynamic text error","","10303","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Arryn_3_trait. asoiaf_Arryn_3_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Arryn_3_trait. asoiaf_Arryn_3_trait"
"1","0","-1","Localization / dynamic text error","","10304","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Arryn_7_trait. asoiaf_Arryn_7_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Arryn_7_trait. asoiaf_Arryn_7_trait"
"1","0","-1","Localization / dynamic text error","","10305","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Arryn_8_trait. asoiaf_Arryn_8_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Arryn_8_trait. asoiaf_Arryn_8_trait"
"1","0","-1","Localization / dynamic text error","","10301","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Arryn_80_trait. asoiaf_Arryn_80_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Arryn_80_trait. asoiaf_Arryn_80_trait"
"1","0","-1","Localization / dynamic text error","","10302","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Arryn_84_trait. asoiaf_Arryn_84_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Arryn_84_trait. asoiaf_Arryn_84_trait"
"1","0","-1","Localization / dynamic text error","","10308","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baelish_2_trait. asoiaf_Baelish_2_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baelish_2_trait. asoiaf_Baelish_2_trait"
"1","0","-1","Localization / dynamic text error","","10369","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_baelor_I_crown_death_trait. asoiaf_baelor_I_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_baelor_I_crown_death_trait. asoiaf_baelor_I_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10275","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_1_trait. asoiaf_Baratheon_1_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_1_trait. asoiaf_Baratheon_1_trait"
"1","0","-1","Localization / dynamic text error","","10286","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_13_trait. asoiaf_Baratheon_13_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_13_trait. asoiaf_Baratheon_13_trait"
"1","0","-1","Localization / dynamic text error","","10279","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_2_1_trait. asoiaf_Baratheon_2_1_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_2_1_trait. asoiaf_Baratheon_2_1_trait"
"1","0","-1","Localization / dynamic text error","","10276","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_2_trait. asoiaf_Baratheon_2_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_2_trait. asoiaf_Baratheon_2_trait"
"1","0","-1","Localization / dynamic text error","","10283","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_3_1_trait. asoiaf_Baratheon_3_1_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_3_1_trait. asoiaf_Baratheon_3_1_trait"
"1","0","-1","Localization / dynamic text error","","10284","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_3_2_trait. asoiaf_Baratheon_3_2_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_3_2_trait. asoiaf_Baratheon_3_2_trait"
"1","0","-1","Localization / dynamic text error","","10285","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_3_3_trait. asoiaf_Baratheon_3_3_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_3_3_trait. asoiaf_Baratheon_3_3_trait"
"1","0","-1","Localization / dynamic text error","","10277","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_3_trait. asoiaf_Baratheon_3_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_3_trait. asoiaf_Baratheon_3_trait"
"1","0","-1","Localization / dynamic text error","","10278","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_4_trait. asoiaf_Baratheon_4_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_4_trait. asoiaf_Baratheon_4_trait"
"1","0","-1","Localization / dynamic text error","","10280","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_5_trait. asoiaf_Baratheon_5_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_5_trait. asoiaf_Baratheon_5_trait"
"1","0","-1","Localization / dynamic text error","","10281","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_6_trait. asoiaf_Baratheon_6_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_6_trait. asoiaf_Baratheon_6_trait"
"1","0","-1","Localization / dynamic text error","","10282","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_7_trait. asoiaf_Baratheon_7_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_7_trait. asoiaf_Baratheon_7_trait"
"1","0","-1","Localization / dynamic text error","","10273","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_71_trait. asoiaf_Baratheon_71_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_71_trait. asoiaf_Baratheon_71_trait"
"1","0","-1","Localization / dynamic text error","","10274","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Baratheon_75_trait. asoiaf_Baratheon_75_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Baratheon_75_trait. asoiaf_Baratheon_75_trait"
"1","0","-1","Localization / dynamic text error","","10388","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_beyondthewall_crown_death_trait. asoiaf_beyondthewall_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_beyondthewall_crown_death_trait. asoiaf_beyondthewall_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10391","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_blackwood_crown_death_trait. asoiaf_blackwood_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_blackwood_crown_death_trait. asoiaf_blackwood_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10392","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_bolton_crown_death_trait. asoiaf_bolton_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_bolton_crown_death_trait. asoiaf_bolton_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10393","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_cargyll_crown_death_trait. asoiaf_cargyll_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_cargyll_crown_death_trait. asoiaf_cargyll_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10431","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_circlet_of_rhllor_crown_death_trait. asoiaf_circlet_of_rhllor_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_circlet_of_rhllor_crown_death_trait. asoiaf_circlet_of_rhllor_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10287","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Cole_11_trait. asoiaf_Cole_11_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Cole_11_trait. asoiaf_Cole_11_trait"
"1","0","-1","Localization / dynamic text error","","10444","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_bear_island_crown_death_trait. asoiaf_crown_of_bear_island_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_bear_island_crown_death_trait. asoiaf_crown_of_bear_island_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10448","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_castamere_crown_death_trait. asoiaf_crown_of_castamere_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_castamere_crown_death_trait. asoiaf_crown_of_castamere_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10452","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_crakehall_crown_death_trait. asoiaf_crown_of_crakehall_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_crakehall_crown_death_trait. asoiaf_crown_of_crakehall_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10446","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_darklyn_crown_death_trait. asoiaf_crown_of_darklyn_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_darklyn_crown_death_trait. asoiaf_crown_of_darklyn_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10449","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_deep_den_crown_death_trait. asoiaf_crown_of_deep_den_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_deep_den_crown_death_trait. asoiaf_crown_of_deep_den_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10447","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_dondarrion_crown_death_trait. asoiaf_crown_of_dondarrion_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_dondarrion_crown_death_trait. asoiaf_crown_of_dondarrion_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10445","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_hearts_home_crown_death_trait. asoiaf_crown_of_hearts_home_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_hearts_home_crown_death_trait. asoiaf_crown_of_hearts_home_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10450","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_hellholt_crown_death_trait. asoiaf_crown_of_hellholt_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_hellholt_crown_death_trait. asoiaf_crown_of_hellholt_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10451","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_the_banefort_crown_death_trait. asoiaf_crown_of_the_banefort_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_the_banefort_crown_death_trait. asoiaf_crown_of_the_banefort_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10428","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_the_seven_crown_death_trait. asoiaf_crown_of_the_seven_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_the_seven_crown_death_trait. asoiaf_crown_of_the_seven_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10394","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_winter_crown_death_trait. asoiaf_crown_of_winter_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_winter_crown_death_trait. asoiaf_crown_of_winter_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10395","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_crown_of_winter_crown_vanilla_death_trait. asoiaf_crown_of_winter_crown_vanilla_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_crown_of_winter_crown_vanilla_death_trait. asoiaf_crown_of_winter_crown_vanilla_death_trait"
"1","0","-1","Localization / dynamic text error","","10367","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_daemon_queen_stepstone_crown_death_trait. asoiaf_daemon_queen_stepstone_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_daemon_queen_stepstone_crown_death_trait. asoiaf_daemon_queen_stepstone_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10366","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_daemon_stepstone_crown_death_trait. asoiaf_daemon_stepstone_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_daemon_stepstone_crown_death_trait. asoiaf_daemon_stepstone_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10371","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_daemonblackfyre_crown_death_trait. asoiaf_daemonblackfyre_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_daemonblackfyre_crown_death_trait. asoiaf_daemonblackfyre_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10383","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_daenerys_crown_death_trait. asoiaf_daenerys_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_daenerys_crown_death_trait. asoiaf_daenerys_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10332","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Dayne_1_trait. asoiaf_Dayne_1_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Dayne_1_trait. asoiaf_Dayne_1_trait"
"1","0","-1","Localization / dynamic text error","","10333","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Dayne_3_trait. asoiaf_Dayne_3_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Dayne_3_trait. asoiaf_Dayne_3_trait"
"1","0","-1","Localization / dynamic text error","","10335","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Dayne_4_trait. asoiaf_Dayne_4_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Dayne_4_trait. asoiaf_Dayne_4_trait"
"1","0","-1","Localization / dynamic text error","","10334","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Dayne_5_trait. asoiaf_Dayne_5_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Dayne_5_trait. asoiaf_Dayne_5_trait"
"1","0","-1","Localization / dynamic text error","","10336","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Dayne_6_trait. asoiaf_Dayne_6_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Dayne_6_trait. asoiaf_Dayne_6_trait"
"1","0","-1","Localization / dynamic text error","","10337","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Dayne_7_trait. asoiaf_Dayne_7_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Dayne_7_trait. asoiaf_Dayne_7_trait"
"1","0","-1","Localization / dynamic text error","","10396","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_dayne_crown_death_trait. asoiaf_dayne_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_dayne_crown_death_trait. asoiaf_dayne_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10443","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_deep_winter_roses_crown_death_trait. asoiaf_deep_winter_roses_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_deep_winter_roses_crown_death_trait. asoiaf_deep_winter_roses_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10397","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_dorne_crown_death_trait. asoiaf_dorne_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_dorne_crown_death_trait. asoiaf_dorne_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10384","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_driftwood_1_crown_death_trait. asoiaf_driftwood_1_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_driftwood_1_crown_death_trait. asoiaf_driftwood_1_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10398","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_dustin_crown_death_trait. asoiaf_dustin_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_dustin_crown_death_trait. asoiaf_dustin_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10399","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_falcon_crown_death_trait. asoiaf_falcon_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_falcon_crown_death_trait. asoiaf_falcon_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10117","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Farseed_1_trait. asoiaf_Farseed_1_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Farseed_1_trait. asoiaf_Farseed_1_trait"
"1","0","-1","Localization / dynamic text error","","10400","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_florent_crown_death_trait. asoiaf_florent_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_florent_crown_death_trait. asoiaf_florent_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10401","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_frey_crown_death_trait. asoiaf_frey_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_frey_crown_death_trait. asoiaf_frey_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10421","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_gardener_peace_crown_death_trait. asoiaf_gardener_peace_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_gardener_peace_crown_death_trait. asoiaf_gardener_peace_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10422","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_gardener_war_iron_crown_death_trait. asoiaf_gardener_war_iron_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_gardener_war_iron_crown_death_trait. asoiaf_gardener_war_iron_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10424","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_grey_king_rusted_crown_death_trait. asoiaf_grey_king_rusted_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_grey_king_rusted_crown_death_trait. asoiaf_grey_king_rusted_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10355","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Greyjoy_11_trait. asoiaf_Greyjoy_11_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Greyjoy_11_trait. asoiaf_Greyjoy_11_trait"
"1","0","-1","Localization / dynamic text error","","10356","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Greyjoy_12_trait. asoiaf_Greyjoy_12_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Greyjoy_12_trait. asoiaf_Greyjoy_12_trait"
"1","0","-1","Localization / dynamic text error","","10357","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Greyjoy_13_trait. asoiaf_Greyjoy_13_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Greyjoy_13_trait. asoiaf_Greyjoy_13_trait"
"1","0","-1","Localization / dynamic text error","","10358","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Greyjoy_14_trait. asoiaf_Greyjoy_14_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Greyjoy_14_trait. asoiaf_Greyjoy_14_trait"
"1","0","-1","Localization / dynamic text error","","10354","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Greyjoy_5_trait. asoiaf_Greyjoy_5_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Greyjoy_5_trait. asoiaf_Greyjoy_5_trait"
"1","0","-1","Localization / dynamic text error","","10402","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_greyjoy_crown_death_trait. asoiaf_greyjoy_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_greyjoy_crown_death_trait. asoiaf_greyjoy_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10114","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Hammer_1_trait. asoiaf_Hammer_1_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Hammer_1_trait. asoiaf_Hammer_1_trait"
"1","0","-1","Localization / dynamic text error","","10115","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Hammer_2_trait. asoiaf_Hammer_2_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Hammer_2_trait. asoiaf_Hammer_2_trait"
"1","0","-1","Localization / dynamic text error","","10403","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_harlaw_crown_death_trait. asoiaf_harlaw_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_harlaw_crown_death_trait. asoiaf_harlaw_crown_death_trait"
"1","0","-1","Localization / dynamic text error","","10309","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Hightower_90_trait. asoiaf_Hightower_90_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Hightower_90_trait. asoiaf_Hightower_90_trait"
"1","0","-1","Localization / dynamic text error","","10310","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Hightower_96_trait. asoiaf_Hightower_96_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Hightower_96_trait. asoiaf_Hightower_96_trait"
"1","0","-1","Localization / dynamic text error","","10311","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Hightower_97_trait. asoiaf_Hightower_97_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Hightower_97_trait. asoiaf_Hightower_97_trait"
"1","0","-1","Localization / dynamic text error","","10312","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Hightower_98_trait. asoiaf_Hightower_98_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Hightower_98_trait. asoiaf_Hightower_98_trait"
"1","0","-1","Localization / dynamic text error","","10313","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_Hightower_99_trait. asoiaf_Hightower_99_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_Hightower_99_trait. asoiaf_Hightower_99_trait"
"1","0","-1","Localization / dynamic text error","","10404","jomini_dynamicdescription.cpp:66","Unrecognized loc key trait_asoiaf_hightower_crown_death_trait. asoiaf_hightower_crown_death_trait","jomini_dynamicdescription.cpp:66 Unrecognized loc key trait_asoiaf_hightower_crown_death_trait. asoiaf_hightower_crown_death_trait"
