"Key","Kind","Value","BeforeCount","AfterCount"
"trait_asoiaf_Velaryon_44_trait","Character","Элин Веларион","1","0"
"trait_asoiaf_Velaryon_45_trait","Character","Джон Веларион","1","0"
"trait_asoiaf_Velaryon_53_trait","Character","Дейнейра Веларион","1","0"
"trait_asoiaf_Velaryon_54_trait","Character","Дейрон Веларион","1","0"
"trait_asoiaf_Velaryon_56_trait","Character","Джекейрис Веларион","1","0"
"trait_asoiaf_Velaryon_57_trait","Character","Рогар Веларион","1","0"
"trait_asoiaf_Velaryon_58_trait","Character","Алисса Веларион","1","0"
"trait_asoiaf_Velaryon_59_trait","Character","Аддам Веларион","1","0"
"trait_asoiaf_Velaryon_60_trait","Character","Дейнейра Веларион","1","0"
"trait_asoiaf_Velaryon_61_trait","Character","Валейна Веларион","1","0"
"trait_asoiaf_Velaryon_62_trait","Character","Веймонд Веларион","1","0"
"trait_asoiaf_Velaryon_63_trait","Character","Виктор Веларион","1","0"
"trait_asoiaf_Velaryon_1_trait","Character","Люцерис Веларион","1","0"
"trait_asoiaf_Velaryon_2_trait","Character","Монфорд Веларион","1","0"
"trait_asoiaf_Velaryon_3_trait","Character","Монтерис Веларион","1","0"
"trait_asoiaf_Velaryon_4_trait","Character","Джекейрис Веларион","1","0"
"trait_asoiaf_Velaryon_5_trait","Character","Ауран Веларион","1","0"
"trait_asoiaf_Velaryon_6_trait","Character","Джекейрис Веларион","1","0"
"trait_asoiaf_Velaryon_7_trait","Character","Веймонд Веларион","1","0"
"trait_asoiaf_Velaryon_7_b_trait","Character","Дейнерис Веларион","1","0"
"trait_asoiaf_Velaryon_8_trait","Character","Деймион Веларион","1","0"
"trait_asoiaf_Velaryon_9_trait","Character","Монтерис Веларион","1","0"
"trait_asoiaf_Stark_84_trait","Character","Рикон Старк","1","0"
"trait_asoiaf_Stark_86_trait","Character","Криган Старк","1","0"
"trait_asoiaf_Stark_87_trait","Character","Беннард Старк","1","0"
"trait_asoiaf_Stark_88_trait","Character","Сара Сноу","1","0"
"trait_asoiaf_Stark_94_trait","Character","Рикон Старк","1","0"
"trait_asoiaf_Stark_95_trait","Character","Сарра Старк","1","0"
"trait_asoiaf_Stark_96_trait","Character","Элис Старк","1","0"
"trait_asoiaf_Stark_97_trait","Character","Рая Старк","1","0"
"trait_asoiaf_Stark_98_trait","Character","Мария Старк","1","0"
"trait_asoiaf_Stark_99_trait","Character","Джоннель Старк","1","0"
"trait_asoiaf_Stark_100_trait","Character","Эдрик Старк","1","0"
"trait_asoiaf_Stark_101_trait","Character","Лианна Старк","1","0"
"trait_asoiaf_Stark_102_trait","Character","Бартоган Старк","1","0"
"trait_asoiaf_Stark_103_trait","Character","Брандон Старк","1","0"
"trait_asoiaf_Stark_1_trait","Character","Рикард Старк","1","0"
"trait_asoiaf_Stark_2_trait","Character","Брандон Старк","1","0"
"trait_asoiaf_Stark_3_trait","Character","Эддард Старк","1","0"
"trait_asoiaf_Stark_5_trait","Character","Лианна Старк","1","0"
"trait_asoiaf_Stark_4_trait","Character","Бенджен Старк","1","0"
"trait_asoiaf_Stark_6_trait","Character","Робб Старк","1","0"
"trait_asoiaf_Stark_7_trait","Character","Джон Сноу","1","0"
"trait_asoiaf_Stark_8_trait","Character","Санса Старк","1","0"
"trait_asoiaf_Stark_9_trait","Character","Арья Старк","1","0"
"trait_asoiaf_Stark_10_trait","Character","Брандон Старк","1","0"
"trait_asoiaf_Stark_11_trait","Character","Рикон Старк","1","0"
"trait_asoiaf_Karstark_4_trait","Character","Рикард Карстарк","1","0"
"trait_asoiaf_Reed_1_trait","Character","Хоулен Рид","1","0"
"trait_asoiaf_Reed_2_trait","Character","Мира Рид","1","0"
"trait_asoiaf_Reed_3_trait","Character","Жойен Рид","1","0"
"trait_asoiaf_Baratheon_71_trait","Character","Лионель Баратеон","1","0"
"trait_asoiaf_Baratheon_75_trait","Character","Ормунд Баратеон","1","0"
"trait_asoiaf_Baratheon_1_trait","Character","Стеффон Баратеон","1","0"
"trait_asoiaf_Baratheon_2_trait","Character","Роберт Баратеон","1","0"
"trait_asoiaf_Baratheon_3_trait","Character","Станнис Баратеон","1","0"
"trait_asoiaf_Baratheon_4_trait","Character","Ренли Баратеон","1","0"
"trait_asoiaf_Baratheon_2_1_trait","Character","Аларик Баратеон","1","0"
"trait_asoiaf_Baratheon_5_trait","Character","Джоффри Баратеон","1","0"
"trait_asoiaf_Baratheon_6_trait","Character","Мирцелла Баратеон","1","0"
"trait_asoiaf_Baratheon_7_trait","Character","Томмен Баратеон","1","0"
"trait_asoiaf_Baratheon_3_1_trait","Character","Петир Баратеон","1","0"
"trait_asoiaf_Baratheon_3_2_trait","Character","Томмард Баратеон","1","0"
"trait_asoiaf_Baratheon_3_3_trait","Character","Эдрик Баратеон","1","0"
"trait_asoiaf_Baratheon_13_trait","Character","Ширен Баратеон","1","0"
"trait_asoiaf_Cole_11_trait","Character","Кристон Коль","1","0"
"trait_asoiaf_Lannister_129_trait","Character","Титос Ланнистер","1","0"
"trait_asoiaf_Lannister_1_trait","Character","Тайвин Ланнистер","1","0"
"trait_asoiaf_Lannister_2_trait","Character","Киван Ланнистер","1","0"
"trait_asoiaf_Lannister_3_trait","Character","Дженна Ланнистер","1","0"
"trait_asoiaf_Lannister_4_trait","Character","Тайгетт Ланнистер","1","0"
"trait_asoiaf_Lannister_5_trait","Character","Герион Ланнистер","1","0"
"trait_asoiaf_Lannister_6_trait","Character","Серсея Ланнистер","1","0"
"trait_asoiaf_Lannister_7_trait","Character","Джейме Ланнистер","1","0"
"trait_asoiaf_Lannister_8_trait","Character","Тирион Ланнистер","1","0"
"trait_asoiaf_Lannister_9_trait","Character","Лансель Ланнистер","1","0"
"trait_asoiaf_Lannister_10_trait","Character","Виллем Ланнистер","1","0"
"trait_asoiaf_Lannister_11_trait","Character","Мартин Ланнистер","1","0"
"trait_asoiaf_Lannister_12_trait","Character","Джейни Ланнистер","1","0"
"trait_asoiaf_Arryn_80_trait","Character","Эмма Аррен","1","0"
"trait_asoiaf_Arryn_84_trait","Character","Джейна Аррен","1","0"
"trait_asoiaf_Arryn_3_trait","Character","Джон Аррен","1","0"
"trait_asoiaf_Arryn_7_trait","Character","Джейна Аррен","1","0"
"trait_asoiaf_Arryn_8_trait","Character","Робин Аррен","1","0"
"trait_asoiaf_Arryn_3_1_trait","Character","Первое мертворождённое дитя Лизы","1","0"
"trait_asoiaf_Arryn_3_2_trait","Character","Второе мертворождённое дитя Лизы","1","0"
"trait_asoiaf_Baelish_2_trait","Character","Петир Бейлиш","1","0"
"trait_asoiaf_Hightower_90_trait","Character","Отто Хайтауэр","1","0"
"trait_asoiaf_Hightower_96_trait","Character","Бриндон Хайтауэр","1","0"
"trait_asoiaf_Hightower_97_trait","Character","Алисента Хайтауэр","1","0"
"trait_asoiaf_Hightower_98_trait","Character","Майлс Хайтауэр","1","0"
"trait_asoiaf_Hightower_99_trait","Character","Гвейн Хайтауэр","1","0"
"trait_asoiaf_Tyrell_4_trait","Character","Лютор Тирелл","1","0"
"trait_asoiaf_Tyrell_8_trait","Character","Мейс Тирелл","1","0"
"trait_asoiaf_Tyrell_9_trait","Character","Мина Тирелл","1","0"
"trait_asoiaf_Tyrell_10_trait","Character","Джанна Тирелл","1","0"
"trait_asoiaf_Tyrell_11_trait","Character","Уиллас Тирелл","1","0"
"trait_asoiaf_Tyrell_12_trait","Character","Гарлан Тирелл","1","0"
"trait_asoiaf_Tyrell_13_trait","Character","Лорас Тирелл","1","0"
"trait_asoiaf_Tyrell_14_trait","Character","Маргери Тирелл","1","0"
"trait_asoiaf_Tarly_1_trait","Character","Рэндилл Тарли","1","0"
"trait_asoiaf_Tarly_2_trait","Character","Сэмвелл Тарли","1","0"
"trait_asoiaf_Tarly_3_trait","Character","Талла Тарли","1","0"
"trait_asoiaf_Tarly_4_trait","Character","Саманта Тарли","1","0"
"trait_asoiaf_Tarly_5_trait","Character","Сансара Тарли","1","0"
"trait_asoiaf_Tarly_6_trait","Character","Дикон Тарли","1","0"
"trait_asoiaf_Martell_4_trait","Character","Доран Мартелл","1","0"
"trait_asoiaf_Martell_9_trait","Character","Арианна Мартелл","1","0"
"trait_asoiaf_Martell_10_trait","Character","Квентин Мартелл","1","0"
"trait_asoiaf_Martell_11_trait","Character","Тристан Мартелл","1","0"
"trait_asoiaf_Dayne_1_trait","Character","Берик Дейн","1","0"
"trait_asoiaf_Dayne_3_trait","Character","Улрик Дейн","1","0"
"trait_asoiaf_Dayne_5_trait","Character","Артур Дейн","1","0"
"trait_asoiaf_Dayne_4_trait","Character","Эшара Дейн","1","0"
"trait_asoiaf_Dayne_6_trait","Character","Аллирия Дейн","1","0"
"trait_asoiaf_Dayne_7_trait","Character","Эдрик Дейн","1","0"
"trait_asoiaf_Tully_1_trait","Character","Хостер Талли","1","0"
"trait_asoiaf_Tully_9_trait","Character","Бринден Талли","1","0"
"trait_asoiaf_Tully_2_trait","Character","Эдмунд Талли","1","0"
"trait_asoiaf_Tully_3_trait","Character","Денис Талли","1","0"
"trait_asoiaf_Tully_4_trait","Character","Кейтилин Талли","1","0"
"trait_asoiaf_Tully_5_trait","Character","Леди Каменное Сердце","1","0"
"trait_asoiaf_Tully_6_trait","Character","Лиза Талли","1","0"
"trait_asoiaf_Tully_7_trait","Character","Эдмур Талли","1","0"
"trait_asoiaf_Tully_8_trait","Character","Патрек Талли","1","0"
"trait_asoiaf_Strong_28_trait","Character","Саймон Стронг","1","0"
"trait_asoiaf_Strong_29_trait","Character","Лионель Стронг","1","0"
"trait_asoiaf_Strong_34_trait","Character","Элис Риверс","1","0"
"trait_asoiaf_Strong_30_trait","Character","Харвин Стронг","1","0"
"trait_asoiaf_Strong_31_trait","Character","Ларис Стронг","1","0"
"trait_asoiaf_Strong_32_trait","Character","Кейтилин Стронг","1","0"
"trait_asoiaf_Strong_33_trait","Character","Лиза Стронг","1","0"
"trait_asoiaf_Greyjoy_5_trait","Character","Бейлон Грейджой","1","0"
"trait_asoiaf_Greyjoy_11_trait","Character","Родрик Грейджой","1","0"
"trait_asoiaf_Greyjoy_12_trait","Character","Марон Грейджой","1","0"
"trait_asoiaf_Greyjoy_13_trait","Character","Яра Грейджой","1","0"
"trait_asoiaf_Greyjoy_14_trait","Character","Теон Грейджой","1","0"
"trait_asoiaf_aegon_I_crown_death_trait","Crown","Корона Эйгона I","1","0"
"trait_asoiaf_aegon_I_crown_lotd_death_trait","Crown","Корона Эйгона I (без рубинов)","1","0"
"trait_asoiaf_visenya_crown_death_trait","Crown","Обруч Висеньи","1","0"
"trait_asoiaf_rhaenys_crown_death_trait","Crown","Обруч Рейнис","1","0"
"trait_asoiaf_aenys_I_crown_death_trait","Crown","Корона Эйниса I","1","0"
"trait_asoiaf_jaehaerys_I_crown_death_trait","Crown","Корона Джейхейриса I","1","0"
"trait_asoiaf_alysanne_crown_death_trait","Crown","Корона Алисанны","1","0"
"trait_asoiaf_daemon_stepstone_crown_death_trait","Crown","Корона Деймона Таргариена со Ступеней","1","0"
"trait_asoiaf_daemon_queen_stepstone_crown_death_trait","Crown","Обруч Деймона Таргариена со Ступеней","1","0"
"trait_asoiaf_aegon_III_crown_death_trait","Crown","Корона Эйгона III","1","0"
"trait_asoiaf_baelor_I_crown_death_trait","Crown","Цветочная корона","1","0"
"trait_asoiaf_aegon_IV_crown_death_trait","Crown","Корона Эйгона IV","1","0"
"trait_asoiaf_daemonblackfyre_crown_death_trait","Crown","Корона Деймона I Блэкфайра","1","0"
"trait_asoiaf_necklace_shieraseastar_crown_death_trait","Crown","Ожерелье Ширы Морской Звезды","1","0"
"trait_asoiaf_maekar_crown_death_trait","Crown","Корона Мейкара I","1","0"
"trait_asoiaf_aerys_II_crown_death_trait","Crown","Корона Эйриса II","1","0"
"trait_asoiaf_rhaella_crown_death_trait","Crown","Корона Рейллы","1","0"
"trait_asoiaf_robert_I_crown_death_trait","Crown","Корона Роберта I","1","0"
"trait_asoiaf_robert_I_crown_vanilla_death_trait","Crown","Корона Роберта I","1","0"
"trait_asoiaf_joffrey_I_crown_death_trait","Crown","Корона Льва и Оленя","1","0"
"trait_asoiaf_joffrey_I_crown_vanilla_death_trait","Crown","Корона Джоффри I","1","0"
"trait_asoiaf_stannis_crown_death_trait","Crown","Корона Станниса","1","0"
"trait_asoiaf_renly_crown_death_trait","Crown","Корона Ренли","1","0"
"trait_asoiaf_renly_crown_vanilla_death_trait","Crown","Корона Ренли","1","0"
"trait_asoiaf_daenerys_crown_death_trait","Crown","Корона Дейнерис","1","0"
"trait_asoiaf_driftwood_1_crown_death_trait","Crown","Корона из плавника","1","0"
"trait_asoiaf_valyrian_2_crown_death_trait","Crown","Валирийская корона","1","0"
"trait_asoiaf_westerosi_valyrian_1_crown_death_trait","Crown","Корона Красного Дракона","1","0"
"trait_asoiaf_westerosi_valyrian_2_crown_death_trait","Crown","Корона Пламени и Крови","1","0"
"trait_asoiaf_beyondthewall_crown_death_trait","Crown","Корона Королевства за Стеной","1","0"
"trait_asoiaf_iron_isles_crown_death_trait","Crown","Корона Железных королей","1","0"
"trait_asoiaf_riverlands_crown_death_trait","Crown","Корона Трезубца","1","0"
"trait_asoiaf_blackwood_crown_death_trait","Crown","Корона Блэквудов","1","0"
"trait_asoiaf_bolton_crown_death_trait","Crown","Корона Болтонов","1","0"
"trait_asoiaf_cargyll_crown_death_trait","Crown","Корона Каргиллов","1","0"
"trait_asoiaf_crown_of_winter_crown_death_trait","Crown","Корона Зимы","1","0"
"trait_asoiaf_crown_of_winter_crown_vanilla_death_trait","Crown","Корона Зимы","1","0"
"trait_asoiaf_dayne_crown_death_trait","Crown","Корона Звездопада","1","0"
"trait_asoiaf_dorne_crown_death_trait","Crown","Корона Дорна","1","0"
"trait_asoiaf_dustin_crown_death_trait","Crown","Корона Дастинов","1","0"
"trait_asoiaf_falcon_crown_death_trait","Crown","Соколиная корона","1","0"
"trait_asoiaf_florent_crown_death_trait","Crown","Корона Флорентов","1","0"
"trait_asoiaf_frey_crown_death_trait","Crown","Корона Переправы","1","0"
"trait_asoiaf_greyjoy_crown_death_trait","Crown","Корона Грейджоев","1","0"
"trait_asoiaf_harlaw_crown_death_trait","Crown","Корона Харлоу","1","0"
"trait_asoiaf_hightower_crown_death_trait","Crown","Корона Хайтауэров","1","0"
"trait_asoiaf_iron_stag_crown_death_trait","Crown","Корона Железного Оленя","1","0"
"trait_asoiaf_manderly_crown_death_trait","Crown","Корона Мандерли","1","0"
"trait_asoiaf_reach_crown_death_trait","Crown","Корона Тиреллов","1","0"
"trait_asoiaf_redwyne_crown_death_trait","Crown","Корона Редвинов","1","0"
"trait_asoiaf_reed_crown_death_trait","Crown","Корона Ридов","1","0"
"trait_asoiaf_royce_crown_death_trait","Crown","Руническая корона","1","0"
"trait_asoiaf_stormlands_crown_death_trait","Crown","Корона Штормовых королей","1","0"
"trait_asoiaf_tarly_crown_death_trait","Crown","Корона Тарли","1","0"
"trait_asoiaf_tarth_crown_death_trait","Crown","Корона Тарта","1","0"
"trait_asoiaf_tully_crown_death_trait","Crown","Корона Талли","1","0"
"trait_asoiaf_umber_crown_death_trait","Crown","Корона Амберов","1","0"
"trait_asoiaf_westerlands_crown_death_trait","Crown","Венец Утёса","1","0"
"trait_asoiaf_westerlands_2_crown_death_trait","Crown","Корона Утёса","1","0"
"trait_asoiaf_wall_crown_death_trait","Crown","Корона Стены","1","0"
"trait_asoiaf_westerling_crown_death_trait","Crown","Корона Скалы","1","0"
"trait_asoiaf_tides_crown_death_trait","Crown","Корона Приливов","1","0"
"trait_asoiaf_gardener_peace_crown_death_trait","Crown","Мирная корона Гарденеров","1","0"
