Before,After,Difference,Component,Message
1,0,-1,pdx_blend_shape_database.cpp:149,Blend shape: gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/f_asoiaf_lannister_armour_high/f_asoiaf_lannister_armour_high_bs_pregnant.mesh has fewer meshes than its base object: gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/f_asoiaf_lannister_armour_high/f_asoiaf_lannister_armour_high.mesh
1,0,-1,pdx_entity.cpp:585,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_breast_size_max"" for attribute ""bs_body_breast_size_max"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity"""
1,0,-1,pdx_entity.cpp:585,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_breast_size_min"" for attribute ""bs_body_breast_size_min"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity"""
1,0,-1,pdx_entity.cpp:585,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_dwarf"" for attribute ""bs_body_dwarf_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity"""
1,0,-1,pdx_entity.cpp:585,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_fat"" for attribute ""bs_body_fat_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity"""
1,0,-1,pdx_entity.cpp:585,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_gaunt"" for attribute ""bs_body_gaunt_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity"""
1,0,-1,pdx_entity.cpp:585,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_infant"" for attribute ""bs_body_infant_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity"""
1,0,-1,pdx_entity.cpp:585,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_muscular"" for attribute ""bs_body_muscular_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity"""
1,0,-1,pdx_entity.cpp:585,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_old"" for attribute ""bs_body_old_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity"""
1,0,-1,pdx_entity.cpp:585,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_pregnant"" for attribute ""bs_body_pregnant_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity"""
