"Catalog","File","SHA256","ExpectedSHA256","LastWriteTime"
"AGOT_PLUS","gfx/portraits/portrait_modifiers/asoiaf_clothes_situational.txt","83382DA14ED0923BF7CB806EAD7980A7B5D94EA07E3CE49880AECB531912F099","83382DA14ED0923BF7CB806EAD7980A7B5D94EA07E3CE49880AECB531912F099","2026-09-18T05:27:58.2929208+07:00"
"AGOT_PLUS","gfx/portraits/portrait_modifiers/asoiaf_hairs_custom_flags.txt","AE2EB65492606C72E55533F3A0B4D04DD80CD7BB8F10207E5FEAE09C6E821261","AE2EB65492606C72E55533F3A0B4D04DD80CD7BB8F10207E5FEAE09C6E821261","2026-09-18T05:28:03.0566254+07:00"
"AGOT_PLUS","gfx/portraits/portrait_modifiers/asoiaf_headgear_situational.txt","97C17944F7861BABA3E6D90A84171FE354A486490B371FA7F7D40CBD527C5A8B","97C17944F7861BABA3E6D90A84171FE354A486490B371FA7F7D40CBD527C5A8B","2026-09-18T05:27:47.8214260+07:00"
"AGOT_PLUS","common/modifiers/asoiaf_canon_children_modifiers.txt","359ECC47D8BBC8814AC73D7480AED47008287092AADCA0F05979465F0C5485FC","359ECC47D8BBC8814AC73D7480AED47008287092AADCA0F05979465F0C5485FC","2026-09-18T05:27:21.9454340+07:00"
"AGOT_PLUS","common/traits/asoiaf_canon_children_traits.txt","BC8353D63B9F55C3AF64251D5FFC661E590C02EA0130A19B6ABAD60888A89615","BC8353D63B9F55C3AF64251D5FFC661E590C02EA0130A19B6ABAD60888A89615","2026-09-18T05:27:22.5380430+07:00"
"AGOT_PLUS","common/nicknames/asoiaf_nicknames.txt","6F3B9BB48D65C72595F6DE772EEE92E752CED2B02A95926F91F233CA8C87A916","6F3B9BB48D65C72595F6DE772EEE92E752CED2B02A95926F91F233CA8C87A916","2026-09-18T05:27:22.4185356+07:00"
"AGOT_PLUS","common/coat_of_arms/coat_of_arms/test_personal_coas.txt","E404F3471BDCA432BEE34062FE6B465A303EE20D091DE7E673C7432382D8B271","E404F3471BDCA432BEE34062FE6B465A303EE20D091DE7E673C7432382D8B271","2026-09-18T05:27:22.2975021+07:00"
"AGOT_PLUS","common/game_rules/asoiaf_game_rules.txt","880C28565B6793935F5BEFCE9AE91D07EE5CD4A15E6EA04391644BEBB906805D","880C28565B6793935F5BEFCE9AE91D07EE5CD4A15E6EA04391644BEBB906805D","2026-09-18T05:27:22.4165394+07:00"
"AGOT","common/scripted_effects/00_agot_canon_children_effects.txt","0DD4B6EDF8DF7BFBC3E4ED9E23AC882B7B993F7546B751B4F25B4B03C0692EDC","0DD4B6EDF8DF7BFBC3E4ED9E23AC882B7B993F7546B751B4F25B4B03C0692EDC","2026-09-18T04:54:53.4313529+07:00"
"AGOT","common/traits/00_traits.txt","3764F1DB75D4939639F84E727CEA46C09FA586CB59ED82CAADF1CD6336237806","3764F1DB75D4939639F84E727CEA46C09FA586CB59ED82CAADF1CD6336237806","2026-09-18T04:54:49.2335463+07:00"
"AGOT","common/focuses/00_education_focuses.txt","2D0E35AE15B858B31836A7D2F72FF85FCFD50B620BEAF53EA1BCEF0C8017C5D9","2D0E35AE15B858B31836A7D2F72FF85FCFD50B620BEAF53EA1BCEF0C8017C5D9","2026-09-18T04:54:53.6614471+07:00"
"AGOT","common/nicknames/00_agot_generic_nicknames.txt","6E825541BAA518AF59C66000A2D3CF0A51BDE8035452677191406A9FEB6B1AFC","6E825541BAA518AF59C66000A2D3CF0A51BDE8035452677191406A9FEB6B1AFC","2026-09-18T04:54:54.4459014+07:00"
"AGOT","common/nicknames/00_agot_historical_nicknames.txt","C06DDF58F9338E0264AB6B1023B13155AE25086ED6009FF83CDFD18340950DA0","C06DDF58F9338E0264AB6B1023B13155AE25086ED6009FF83CDFD18340950DA0","2026-09-18T04:54:53.4303517+07:00"
"AGOT","common/religion/religion_types/00_agot_the_rhllor.txt","2E99645C73B62F8808BDE2BD5F0B3095E2686937982E99B97D6D0D9C3F23B215","2E99645C73B62F8808BDE2BD5F0B3095E2686937982E99B97D6D0D9C3F23B215","2026-09-18T04:54:54.3869029+07:00"
"AGOT","common/culture/cultures/00_agot_cul_andal.txt","7C441811A6B3F16CFE2EF8CECEECFA2016E5CE8B3A61AE054A4E15E76557FC77","7C441811A6B3F16CFE2EF8CECEECFA2016E5CE8B3A61AE054A4E15E76557FC77","2026-09-18T04:54:54.0723235+07:00"
"AGOT","common/activities/activity_types/coronation.txt","B3FEB3F6D846AB5E70E3973CE7917E2FDD15AFA503D9D79356C2AD2463E02652","B3FEB3F6D846AB5E70E3973CE7917E2FDD15AFA503D9D79356C2AD2463E02652","2026-09-18T04:54:51.1315069+07:00"
"AGOT","common/scripted_effects/00_education_effects.txt","AF06157BBE1D88B7178C6A4487894C4061C89E496BD9D3E0B3EFF9196AD31A22","AF06157BBE1D88B7178C6A4487894C4061C89E496BD9D3E0B3EFF9196AD31A22","2026-09-18T04:54:57.1171254+07:00"
"AGOT","events/education_and_childhood/childhood_events.txt","32DEED8CA0BD757F35E7B9D65A68C1877B6A6F41B202C04EB0F9FFEC29FFD68B","32DEED8CA0BD757F35E7B9D65A68C1877B6A6F41B202C04EB0F9FFEC29FFD68B","2026-09-18T04:54:56.6322044+07:00"
"AGOT","events/dlc/bp2/bp2_hostage_system.txt","C686CA5F9597BD3BBAB27427C9BD91CBC54CEA27BDDADB986A5D74E29E04FCD7","C686CA5F9597BD3BBAB27427C9BD91CBC54CEA27BDDADB986A5D74E29E04FCD7","2026-09-18T04:54:56.5306794+07:00"
"AGOT","events/agot_events/agot_canon_children_events.txt","7EEC6C9ABF8954C921F54297B77B86DD6B79CC5F52C3DE8F17B87BE9F67A0271","7EEC6C9ABF8954C921F54297B77B86DD6B79CC5F52C3DE8F17B87BE9F67A0271","2026-09-18T04:54:57.4217030+07:00"
"AGOT_PLUS","common/scripted_triggers/asoiaf_canon_children_triggers.txt","B5E83DB3C1DFD66DD07446F3571CE569D184ACA343A4B3668003FB7052701A1D","B5E83DB3C1DFD66DD07446F3571CE569D184ACA343A4B3668003FB7052701A1D","2026-09-18T05:27:22.5530513+07:00"
"AGOT","common/scripted_triggers/00_agot_nickname_triggers.txt","647AC837C447137276C9BD277EBDB509EA8487AF8E89498C837747D91FB1ED35","647AC837C447137276C9BD277EBDB509EA8487AF8E89498C837747D91FB1ED35","2026-09-18T04:54:53.9536051+07:00"
"AGOT","common/scripted_triggers/00_agot_crown_theft_triggers.txt","4928D1F91ACAE826EBB60CBD86804168046EA51B9295E1E2BB25C5824C4DAC81","4928D1F91ACAE826EBB60CBD86804168046EA51B9295E1E2BB25C5824C4DAC81","2026-09-18T04:54:54.7939734+07:00"
"AGOT","common/scripted_triggers/00_agot_bastard_triggers.txt","5D6631E9BBF7BF9BB067488D9AE309A05A6E99FA0CCE3199B68C8E084710CDDB","5D6631E9BBF7BF9BB067488D9AE309A05A6E99FA0CCE3199B68C8E084710CDDB","2026-09-18T04:54:53.4907956+07:00"
"AGOT","common/scripted_effects/00_agot_dragon_effects.txt","23470B227BDE04D955C13BA2BF8E4F67A8B03ED3B7AECD239D4CF243B306F525","23470B227BDE04D955C13BA2BF8E4F67A8B03ED3B7AECD239D4CF243B306F525","2026-09-18T04:54:54.4029030+07:00"
"AGOT","common/scripted_triggers/00_agot_dragon_triggers.txt","B169C693AB23EFE84246378A0E7ED515938A3C02AC98F66FF9235B5FA4476C21","B169C693AB23EFE84246378A0E7ED515938A3C02AC98F66FF9235B5FA4476C21","2026-09-18T04:54:53.4917948+07:00"
"AGOT_PLUS","common/scripted_effects/asoiaf_scripted_effects_artifacts.txt","42C5DA841DDB36017F8418637FB4438F344C100807334CF7D889B329BB90A8A7","42C5DA841DDB36017F8418637FB4438F344C100807334CF7D889B329BB90A8A7","2026-09-18T05:27:22.4195346+07:00"
"AGOT_PLUS","common/modifiers/asoiaf_artifact_modifiers.txt","B781C7358E4A93E7C980133728BFF9DE1F077595C0DC26420F2E65E4EA7A894D","B781C7358E4A93E7C980133728BFF9DE1F077595C0DC26420F2E65E4EA7A894D","2026-09-18T05:27:22.4165394+07:00"
"AGOT","common/artifacts/templates/00_agot_historical_artifacts_equipment.txt","CD787FF43AD20225CC51915F0150FEE578C61DB6B6EE6058666BECA9609CC0C8","CD787FF43AD20225CC51915F0150FEE578C61DB6B6EE6058666BECA9609CC0C8","2026-09-18T04:54:51.7658916+07:00"
"AGOT","common/artifacts/templates/00_agot_historical_artifacts_crowns.txt","DF1AFE63E4307B771D52968EB979446048CFFCB7CCD57C296C322BB4A7764492","DF1AFE63E4307B771D52968EB979446048CFFCB7CCD57C296C322BB4A7764492","2026-09-18T04:54:52.0086731+07:00"
"AGOT","common/scripted_effects/00_agot_artifact_vs_sword_effects.txt","BC05DF030962A296D9095CF4818111427EAA15EBD04BFDDAF3CE48C33D04DE60","BC05DF030962A296D9095CF4818111427EAA15EBD04BFDDAF3CE48C33D04DE60","2026-09-18T04:54:53.8262484+07:00"
"AGOT","common/scripted_effects/00_agot_artifact_vs_sword_forgeable_effects.txt","B335D81D7F2F588146D35641835F22EE1B871EF9C4B7C060218793B49999B257","B335D81D7F2F588146D35641835F22EE1B871EF9C4B7C060218793B49999B257","2026-09-18T04:54:53.8272489+07:00"
"AGOT","common/scripted_effects/00_agot_artifact_crowns_effects.txt","CAB8EA9006455B0D63C90DDCCB76D7951C3EB9A8C9D8ED5E06EA6C7A94D6F24C","CAB8EA9006455B0D63C90DDCCB76D7951C3EB9A8C9D8ED5E06EA6C7A94D6F24C","2026-09-18T04:54:54.3709017+07:00"
"AGOT","common/modifiers/00_agot_artifact_modifiers.txt","8F83391BF6E2230474F7CDA4D165E08B70DEAF24F6799E9DA2832D46AF6E1829","8F83391BF6E2230474F7CDA4D165E08B70DEAF24F6799E9DA2832D46AF6E1829","2026-09-18T04:54:53.6594465+07:00"
