"Key","Kind","Value","BeforeCount","AfterCount"
"trait_asoiaf_Targaryen_55_1_trait","Character","Мертворождённый сын Гейль","0","0"
"trait_asoiaf_Targaryen_56_trait","Character","Эйлор","0","0"
"trait_asoiaf_Targaryen_57_trait","Character","Джейкерис","0","0"
"trait_asoiaf_Targaryen_58_trait","Character","Эйгон","0","0"
"trait_asoiaf_Hammer_1_trait","Character","Хью","0","0"
"trait_asoiaf_Hammer_2_trait","Character","Дочь Хью","0","0"
"trait_asoiaf_White_1_trait","Character","Ульф Белый","0","0"
"trait_asoiaf_Farseed_1_trait","Character","Крапива","0","0"
"trait_asoiaf_Targaryen_59_trait","Character","Рейнис Таргариен","0","0"
"trait_asoiaf_Targaryen_60_trait","Character","Визерис Таргариен","0","0"
"trait_asoiaf_Targaryen_61_trait","Character","Деймон Таргариен","0","0"
"trait_asoiaf_Targaryen_62_trait","Character","Эйгон Таргариен","0","0"
"trait_asoiaf_Targaryen_131_trait","Character","Эймон Таргариен","0","0"
"trait_asoiaf_Targaryen_63_trait","Character","Рейнира Таргариен","0","0"
"trait_asoiaf_Targaryen_64_trait","Character","Бейлон Таргариен","0","0"
"trait_asoiaf_Targaryen_65_trait","Character","Эйгон Таргариен","0","0"
"trait_asoiaf_Targaryen_66_trait","Character","Хелейна Таргариен","0","0"
"trait_asoiaf_Targaryen_67_trait","Character","Эймонд Таргариен","0","0"
"trait_asoiaf_Targaryen_68_trait","Character","Дейрон Таргариен","0","0"
"trait_asoiaf_Targaryen_69_trait","Character","Бейла Таргариен","0","0"
"trait_asoiaf_Targaryen_70_trait","Character","Рейна Таргариен","0","0"
"trait_asoiaf_Targaryen_61_1_trait","Character","Эйрион Таргариен","0","0"
"trait_asoiaf_Targaryen_71_trait","Character","Джейхейра Таргариен","0","0"
"trait_asoiaf_Targaryen_72_trait","Character","Джейхейрис Таргариен","0","0"
"trait_asoiaf_Targaryen_73_trait","Character","Мейлор Таргариен","0","0"
"trait_asoiaf_Targaryen_74_trait","Character","Эймонд Таргариен","0","0"
"trait_asoiaf_Targaryen_75_trait","Character","Джейкерис Веларион","0","0"
"trait_asoiaf_Targaryen_76_trait","Character","Люцерис Веларион","0","0"
"trait_asoiaf_Targaryen_77_trait","Character","Джоффри Веларион","0","0"
"trait_asoiaf_Targaryen_78_trait","Character","Эйгон Таргариен","0","0"
"trait_asoiaf_Targaryen_79_trait","Character","Визерис Таргариен","0","0"
"trait_asoiaf_Targaryen_80_trait","Character","Висенья Таргариен","0","0"
"trait_asoiaf_Targaryen_81_trait","Character","Дейрон Таргариен","0","0"
"trait_asoiaf_Targaryen_82_trait","Character","Бейлор Таргариен","0","0"
"trait_asoiaf_Targaryen_83_trait","Character","Дейна Таргариен","0","0"
"trait_asoiaf_Targaryen_84_trait","Character","Рейна Таргариен","0","0"
"trait_asoiaf_Targaryen_85_trait","Character","Элейна Таргариен","0","0"
"trait_asoiaf_Targaryen_88_trait","Character","Эйгон Таргариен","0","0"
"trait_asoiaf_Targaryen_89_trait","Character","Эймон Таргариен","0","0"
"trait_asoiaf_Targaryen_90_trait","Character","Нейрис Таргариен","0","0"
"trait_asoiaf_Targaryen_91_trait","Character","Дейрон Таргариен","0","0"
"trait_asoiaf_Targaryen_134_trait","Character","Визерра Таргариен","0","0"
"trait_asoiaf_Targaryen_132_trait","Character","Визерис Таргариен","0","0"
"trait_asoiaf_Targaryen_133_trait","Character","Бейлон Таргариен","0","0"
"trait_asoiaf_Targaryen_92_trait","Character","Дейнерис Таргариен","0","0"
"trait_asoiaf_Targaryen_93_trait","Character","Эймонд Таргариен","0","0"
"trait_asoiaf_Targaryen_135_trait","Character","Хейгон Таргариен","0","0"
"trait_asoiaf_Targaryen_94_trait","Character","Деймон Блэкфайр","0","0"
"trait_asoiaf_Targaryen_95_trait","Character","Эйгор Жгучий Клинок","0","0"
"trait_asoiaf_Targaryen_96_trait","Character","Бринден Риверс","0","0"
"trait_asoiaf_Targaryen_97_trait","Character","Шира Морская Звезда","0","0"
"trait_asoiaf_Targaryen_98_trait","Character","Алисанна Таргариен","0","0"
"trait_asoiaf_Targaryen_99_trait","Character","Лили Таргариен","0","0"
"trait_asoiaf_Targaryen_100_trait","Character","Ива Таргариен","0","0"
"trait_asoiaf_Targaryen_101_trait","Character","Рози Таргариен","0","0"
"trait_asoiaf_Targaryen_102_trait","Character","Белленора Отерис","0","0"
"trait_asoiaf_Targaryen_103_trait","Character","Нарха Отерис","0","0"
"trait_asoiaf_Targaryen_104_trait","Character","Балерион Отерис","0","0"
"trait_asoiaf_Targaryen_105_trait","Character","Мия Таргариен","0","0"
"trait_asoiaf_Targaryen_106_trait","Character","Гвенис Таргариен","0","0"
"trait_asoiaf_Targaryen_107_trait","Character","Бейлор Таргариен","0","0"
"trait_asoiaf_Targaryen_108_trait","Character","Эйрис Таргариен","0","0"
"trait_asoiaf_Targaryen_109_trait","Character","Рейгель Таргариен","0","0"
"trait_asoiaf_Targaryen_110_trait","Character","Мейкар Таргариен","0","0"
"trait_asoiaf_Targaryen_111_trait","Character","Валлар Таргариен","0","0"
"trait_asoiaf_Targaryen_112_trait","Character","Матэрис Таргариен","0","0"
"trait_asoiaf_Targaryen_113_trait","Character","Дейрон Таргариен","0","0"
"trait_asoiaf_Targaryen_114_trait","Character","Бейлор Таргариен","0","0"
"trait_asoiaf_Targaryen_115_trait","Character","Эйлор Таргариен","0","0"
"trait_asoiaf_Targaryen_116_trait","Character","Эйлора Таргариен","0","0"
"trait_asoiaf_Targaryen_117_trait","Character","Дейнора Таргариен","0","0"
"trait_asoiaf_Targaryen_118_trait","Character","Дейрон Таргариен","0","0"
"trait_asoiaf_Targaryen_119_trait","Character","Эйрион Таргариен","0","0"
"trait_asoiaf_Targaryen_120_trait","Character","Эймон Таргариен","0","0"
"trait_asoiaf_Targaryen_121_trait","Character","Дейлла Таргариен","0","0"
"trait_asoiaf_Targaryen_122_trait","Character","Эйгон Таргариен","0","0"
"trait_asoiaf_Targaryen_123_trait","Character","Рей Таргариен","0","0"
"trait_asoiaf_Targaryen_124_trait","Character","Вейлла Таргариен","0","0"
"trait_asoiaf_Targaryen_125_trait","Character","Мейгор Таргариен","0","0"
"trait_asoiaf_Targaryen_126_trait","Character","Дункан Таргариен","0","0"
"trait_asoiaf_Targaryen_127_trait","Character","Джейхейрис Таргариен","0","0"
"trait_asoiaf_Targaryen_128_trait","Character","Шейра Таргариен","0","0"
"trait_asoiaf_Targaryen_129_trait","Character","Дейрон Таргариен","0","0"
"trait_asoiaf_Targaryen_130_trait","Character","Рейлла Таргариен","0","0"
"trait_asoiaf_Targaryen_1_trait","Character","Эйрис Таргариен","0","0"
"trait_asoiaf_Targaryen_2_trait","Character","Рейлла Таргариен","0","0"
"trait_asoiaf_Targaryen_3_trait","Character","Рейгар Таргариен","0","0"
"trait_asoiaf_Targaryen_4_trait","Character","Шейна Таргариен","0","0"
"trait_asoiaf_Targaryen_5_trait","Character","Дейрон Таргариен","0","0"
"trait_asoiaf_Targaryen_6_trait","Character","Эйгон Таргариен","0","0"
"trait_asoiaf_Targaryen_7_trait","Character","Джейхейрис Таргариен","0","0"
"trait_asoiaf_Targaryen_8_trait","Character","Визерис Таргариен","0","0"
"trait_asoiaf_Targaryen_9_trait","Character","Дейнерис Таргариен","0","0"
"trait_asoiaf_Targaryen_10_trait","Character","Рейнис Таргариен","0","0"
"trait_asoiaf_Targaryen_11_trait","Character","Эйгон Таргариен","0","0"
"trait_asoiaf_Velaryon_10_trait","Character","Джекейрис Веларион","0","0"
"trait_asoiaf_Velaryon_11_trait","Character","Деймон Веларион","0","0"
"trait_asoiaf_Velaryon_12_trait","Character","Валейна Веларион","0","0"
"trait_asoiaf_Velaryon_13_trait","Character","Эйтан Веларион","0","0"
"trait_asoiaf_Velaryon_14_trait","Character","Джекейрис Веларион","0","0"
"trait_asoiaf_Velaryon_15_trait","Character","Корлис Веларион","0","0"
"trait_asoiaf_Velaryon_16_trait","Character","Моника Веларион","0","0"
"trait_asoiaf_Velaryon_20_trait","Character","Деймон Веларион","0","0"
"trait_asoiaf_Velaryon_21_trait","Character","Люцерис Веларион","0","0"
"trait_asoiaf_Velaryon_23_trait","Character","Корлис Веларион","0","0"
"trait_asoiaf_Velaryon_24_trait","Character","Алисса Веларион","0","0"
"trait_asoiaf_Velaryon_25_trait","Character","Корвин Веларион","0","0"
"trait_asoiaf_Velaryon_26_trait","Character","Йорген Веларион","0","0"
"trait_asoiaf_Velaryon_31_trait","Character","Корлис Веларион","0","0"
"trait_asoiaf_Velaryon_34_trait","Character","Лейна Веларион","0","0"
"trait_asoiaf_Velaryon_35_trait","Character","Лейнор Веларион","0","0"
"trait_asoiaf_Velaryon_43_trait","Character","Аддам Веларион","0","0"
"trait_asoiaf_Velaryon_44_trait","Character","Элин Веларион","0","0"
"trait_asoiaf_Velaryon_45_trait","Character","Джон Веларион","0","0"
"trait_asoiaf_Velaryon_53_trait","Character","Дейнейра Веларион","0","0"
"trait_asoiaf_Velaryon_54_trait","Character","Дейрон Веларион","0","0"
"trait_asoiaf_Velaryon_56_trait","Character","Джекейрис Веларион","0","0"
"trait_asoiaf_Velaryon_57_trait","Character","Рогар Веларион","0","0"
"trait_asoiaf_Velaryon_58_trait","Character","Алисса Веларион","0","0"
"trait_asoiaf_Velaryon_59_trait","Character","Аддам Веларион","0","0"
"trait_asoiaf_Velaryon_60_trait","Character","Дейнейра Веларион","0","0"
"trait_asoiaf_Velaryon_61_trait","Character","Валейна Веларион","0","0"
"trait_asoiaf_Velaryon_62_trait","Character","Веймонд Веларион","0","0"
"trait_asoiaf_Velaryon_63_trait","Character","Виктор Веларион","0","0"
"trait_asoiaf_Velaryon_1_trait","Character","Люцерис Веларион","0","0"
"trait_asoiaf_Velaryon_2_trait","Character","Монфорд Веларион","0","0"
"trait_asoiaf_Velaryon_3_trait","Character","Монтерис Веларион","0","0"
"trait_asoiaf_Velaryon_4_trait","Character","Джекейрис Веларион","0","0"
"trait_asoiaf_Velaryon_5_trait","Character","Ауран Веларион","0","0"
"trait_asoiaf_Velaryon_6_trait","Character","Джекейрис Веларион","0","0"
"trait_asoiaf_Velaryon_7_trait","Character","Веймонд Веларион","0","0"
"trait_asoiaf_Velaryon_7_b_trait","Character","Дейнерис Веларион","0","0"
"trait_asoiaf_Velaryon_8_trait","Character","Деймион Веларион","0","0"
"trait_asoiaf_Velaryon_9_trait","Character","Монтерис Веларион","0","0"
"trait_asoiaf_Stark_84_trait","Character","Рикон Старк","0","0"
"trait_asoiaf_Stark_86_trait","Character","Криган Старк","0","0"
"trait_asoiaf_Stark_87_trait","Character","Беннард Старк","0","0"
"trait_asoiaf_Stark_88_trait","Character","Сара Сноу","0","0"
"trait_asoiaf_Stark_94_trait","Character","Рикон Старк","0","0"
"trait_asoiaf_Stark_95_trait","Character","Сарра Старк","0","0"
"trait_asoiaf_Stark_96_trait","Character","Элис Старк","0","0"
"trait_asoiaf_Stark_97_trait","Character","Рая Старк","0","0"
"trait_asoiaf_Stark_98_trait","Character","Мария Старк","0","0"
"trait_asoiaf_Stark_99_trait","Character","Джоннель Старк","0","0"
"trait_asoiaf_Stark_100_trait","Character","Эдрик Старк","0","0"
"trait_asoiaf_Stark_101_trait","Character","Лианна Старк","0","0"
"trait_asoiaf_Stark_102_trait","Character","Бартоган Старк","0","0"
"trait_asoiaf_Stark_103_trait","Character","Брандон Старк","0","0"
"trait_asoiaf_Stark_1_trait","Character","Рикард Старк","0","0"
"trait_asoiaf_Stark_2_trait","Character","Брандон Старк","0","0"
"trait_asoiaf_Stark_3_trait","Character","Эддард Старк","0","0"
"trait_asoiaf_Stark_5_trait","Character","Лианна Старк","0","0"
"trait_asoiaf_Stark_4_trait","Character","Бенджен Старк","0","0"
"trait_asoiaf_Stark_6_trait","Character","Робб Старк","0","0"
"trait_asoiaf_Stark_7_trait","Character","Джон Сноу","0","0"
"trait_asoiaf_Stark_8_trait","Character","Санса Старк","0","0"
"trait_asoiaf_Stark_9_trait","Character","Арья Старк","0","0"
"trait_asoiaf_Stark_10_trait","Character","Брандон Старк","0","0"
"trait_asoiaf_Stark_11_trait","Character","Рикон Старк","0","0"
"trait_asoiaf_Karstark_4_trait","Character","Рикард Карстарк","0","0"
"trait_asoiaf_Reed_1_trait","Character","Хоулен Рид","0","0"
"trait_asoiaf_Reed_2_trait","Character","Мира Рид","0","0"
"trait_asoiaf_Reed_3_trait","Character","Жойен Рид","0","0"
"trait_asoiaf_Baratheon_71_trait","Character","Лионель Баратеон","0","0"
"trait_asoiaf_Baratheon_75_trait","Character","Ормунд Баратеон","0","0"
"trait_asoiaf_Baratheon_1_trait","Character","Стеффон Баратеон","0","0"
"trait_asoiaf_Baratheon_2_trait","Character","Роберт Баратеон","0","0"
"trait_asoiaf_Baratheon_3_trait","Character","Станнис Баратеон","0","0"
"trait_asoiaf_Baratheon_4_trait","Character","Ренли Баратеон","0","0"
"trait_asoiaf_Baratheon_2_1_trait","Character","Аларик Баратеон","0","0"
"trait_asoiaf_Baratheon_5_trait","Character","Джоффри Баратеон","0","0"
"trait_asoiaf_Baratheon_6_trait","Character","Мирцелла Баратеон","0","0"
"trait_asoiaf_Baratheon_7_trait","Character","Томмен Баратеон","0","0"
"trait_asoiaf_Baratheon_3_1_trait","Character","Петир Баратеон","0","0"
"trait_asoiaf_Baratheon_3_2_trait","Character","Томмард Баратеон","0","0"
"trait_asoiaf_Baratheon_3_3_trait","Character","Эдрик Баратеон","0","0"
"trait_asoiaf_Baratheon_13_trait","Character","Ширен Баратеон","0","0"
"trait_asoiaf_Cole_11_trait","Character","Кристон Коль","0","0"
"trait_asoiaf_Lannister_129_trait","Character","Титос Ланнистер","0","0"
"trait_asoiaf_Lannister_1_trait","Character","Тайвин Ланнистер","0","0"
"trait_asoiaf_Lannister_2_trait","Character","Киван Ланнистер","0","0"
"trait_asoiaf_Lannister_3_trait","Character","Дженна Ланнистер","0","0"
"trait_asoiaf_Lannister_4_trait","Character","Тайгетт Ланнистер","0","0"
"trait_asoiaf_Lannister_5_trait","Character","Герион Ланнистер","0","0"
"trait_asoiaf_Lannister_6_trait","Character","Серсея Ланнистер","0","0"
"trait_asoiaf_Lannister_7_trait","Character","Джейме Ланнистер","0","0"
"trait_asoiaf_Lannister_8_trait","Character","Тирион Ланнистер","0","0"
"trait_asoiaf_Lannister_9_trait","Character","Лансель Ланнистер","0","0"
"trait_asoiaf_Lannister_10_trait","Character","Виллем Ланнистер","0","0"
"trait_asoiaf_Lannister_11_trait","Character","Мартин Ланнистер","0","0"
"trait_asoiaf_Lannister_12_trait","Character","Джейни Ланнистер","0","0"
"trait_asoiaf_Arryn_80_trait","Character","Эмма Аррен","0","0"
"trait_asoiaf_Arryn_84_trait","Character","Джейна Аррен","0","0"
"trait_asoiaf_Arryn_3_trait","Character","Джон Аррен","0","0"
"trait_asoiaf_Arryn_7_trait","Character","Джейна Аррен","0","0"
"trait_asoiaf_Arryn_8_trait","Character","Робин Аррен","0","0"
"trait_asoiaf_Arryn_3_1_trait","Character","Первое мертворождённое дитя Лизы","0","0"
"trait_asoiaf_Arryn_3_2_trait","Character","Второе мертворождённое дитя Лизы","0","0"
"trait_asoiaf_Baelish_2_trait","Character","Петир Бейлиш","0","0"
"trait_asoiaf_Hightower_90_trait","Character","Отто Хайтауэр","0","0"
"trait_asoiaf_Hightower_96_trait","Character","Бриндон Хайтауэр","0","0"
"trait_asoiaf_Hightower_97_trait","Character","Алисента Хайтауэр","0","0"
"trait_asoiaf_Hightower_98_trait","Character","Майлс Хайтауэр","0","0"
"trait_asoiaf_Hightower_99_trait","Character","Гвейн Хайтауэр","0","0"
"trait_asoiaf_Tyrell_4_trait","Character","Лютор Тирелл","0","0"
"trait_asoiaf_Tyrell_8_trait","Character","Мейс Тирелл","0","0"
"trait_asoiaf_Tyrell_9_trait","Character","Мина Тирелл","0","0"
"trait_asoiaf_Tyrell_10_trait","Character","Джанна Тирелл","0","0"
"trait_asoiaf_Tyrell_11_trait","Character","Уиллас Тирелл","0","0"
"trait_asoiaf_Tyrell_12_trait","Character","Гарлан Тирелл","0","0"
"trait_asoiaf_Tyrell_13_trait","Character","Лорас Тирелл","0","0"
"trait_asoiaf_Tyrell_14_trait","Character","Маргери Тирелл","0","0"
"trait_asoiaf_Tarly_1_trait","Character","Рэндилл Тарли","0","0"
"trait_asoiaf_Tarly_2_trait","Character","Сэмвелл Тарли","0","0"
"trait_asoiaf_Tarly_3_trait","Character","Талла Тарли","0","0"
"trait_asoiaf_Tarly_4_trait","Character","Саманта Тарли","0","0"
"trait_asoiaf_Tarly_5_trait","Character","Сансара Тарли","0","0"
"trait_asoiaf_Tarly_6_trait","Character","Дикон Тарли","0","0"
"trait_asoiaf_Martell_4_trait","Character","Доран Мартелл","0","0"
"trait_asoiaf_Martell_9_trait","Character","Арианна Мартелл","0","0"
"trait_asoiaf_Martell_10_trait","Character","Квентин Мартелл","0","0"
"trait_asoiaf_Martell_11_trait","Character","Тристан Мартелл","0","0"
"trait_asoiaf_Dayne_1_trait","Character","Берик Дейн","0","0"
"trait_asoiaf_Dayne_3_trait","Character","Улрик Дейн","0","0"
"trait_asoiaf_Dayne_5_trait","Character","Артур Дейн","0","0"
"trait_asoiaf_Dayne_4_trait","Character","Эшара Дейн","0","0"
"trait_asoiaf_Dayne_6_trait","Character","Аллирия Дейн","0","0"
"trait_asoiaf_Dayne_7_trait","Character","Эдрик Дейн","0","0"
"trait_asoiaf_Tully_1_trait","Character","Хостер Талли","0","0"
"trait_asoiaf_Tully_9_trait","Character","Бринден Талли","0","0"
"trait_asoiaf_Tully_2_trait","Character","Эдмунд Талли","0","0"
"trait_asoiaf_Tully_3_trait","Character","Денис Талли","0","0"
"trait_asoiaf_Tully_4_trait","Character","Кейтилин Талли","0","0"
"trait_asoiaf_Tully_5_trait","Character","Леди Каменное Сердце","0","0"
"trait_asoiaf_Tully_6_trait","Character","Лиза Талли","0","0"
"trait_asoiaf_Tully_7_trait","Character","Эдмур Талли","0","0"
"trait_asoiaf_Tully_8_trait","Character","Патрек Талли","0","0"
"trait_asoiaf_Strong_28_trait","Character","Саймон Стронг","0","0"
"trait_asoiaf_Strong_29_trait","Character","Лионель Стронг","0","0"
"trait_asoiaf_Strong_34_trait","Character","Элис Риверс","0","0"
"trait_asoiaf_Strong_30_trait","Character","Харвин Стронг","0","0"
"trait_asoiaf_Strong_31_trait","Character","Ларис Стронг","0","0"
"trait_asoiaf_Strong_32_trait","Character","Кейтилин Стронг","0","0"
"trait_asoiaf_Strong_33_trait","Character","Лиза Стронг","0","0"
"trait_asoiaf_Greyjoy_5_trait","Character","Бейлон Грейджой","0","0"
"trait_asoiaf_Greyjoy_11_trait","Character","Родрик Грейджой","0","0"
"trait_asoiaf_Greyjoy_12_trait","Character","Марон Грейджой","0","0"
"trait_asoiaf_Greyjoy_13_trait","Character","Яра Грейджой","0","0"
"trait_asoiaf_Greyjoy_14_trait","Character","Теон Грейджой","0","0"
"trait_asoiaf_aegon_I_crown_death_trait","Crown","Корона Эйгона I","0","0"
"trait_asoiaf_aegon_I_crown_lotd_death_trait","Crown","Корона Эйгона I (без рубинов)","0","0"
"trait_asoiaf_visenya_crown_death_trait","Crown","Обруч Висеньи","0","0"
"trait_asoiaf_rhaenys_crown_death_trait","Crown","Обруч Рейнис","0","0"
"trait_asoiaf_aenys_I_crown_death_trait","Crown","Корона Эйниса I","0","0"
"trait_asoiaf_jaehaerys_I_crown_death_trait","Crown","Корона Джейхейриса I","0","0"
"trait_asoiaf_alysanne_crown_death_trait","Crown","Корона Алисанны","0","0"
"trait_asoiaf_daemon_stepstone_crown_death_trait","Crown","Корона Деймона Таргариена со Ступеней","0","0"
"trait_asoiaf_daemon_queen_stepstone_crown_death_trait","Crown","Обруч Деймона Таргариена со Ступеней","0","0"
"trait_asoiaf_aegon_III_crown_death_trait","Crown","Корона Эйгона III","0","0"
"trait_asoiaf_baelor_I_crown_death_trait","Crown","Цветочная корона","0","0"
"trait_asoiaf_aegon_IV_crown_death_trait","Crown","Корона Эйгона IV","0","0"
"trait_asoiaf_daemonblackfyre_crown_death_trait","Crown","Корона Деймона I Блэкфайра","0","0"
"trait_asoiaf_necklace_shieraseastar_crown_death_trait","Crown","Ожерелье Ширы Морской Звезды","0","0"
"trait_asoiaf_maekar_crown_death_trait","Crown","Корона Мейкара I","0","0"
"trait_asoiaf_aerys_II_crown_death_trait","Crown","Корона Эйриса II","0","0"
"trait_asoiaf_rhaella_crown_death_trait","Crown","Корона Рейллы","0","0"
"trait_asoiaf_robert_I_crown_death_trait","Crown","Корона Роберта I","0","0"
"trait_asoiaf_robert_I_crown_vanilla_death_trait","Crown","Корона Роберта I","0","0"
"trait_asoiaf_joffrey_I_crown_death_trait","Crown","Корона Льва и Оленя","0","0"
"trait_asoiaf_joffrey_I_crown_vanilla_death_trait","Crown","Корона Джоффри I","0","0"
"trait_asoiaf_stannis_crown_death_trait","Crown","Корона Станниса","0","0"
"trait_asoiaf_renly_crown_death_trait","Crown","Корона Ренли","0","0"
"trait_asoiaf_renly_crown_vanilla_death_trait","Crown","Корона Ренли","0","0"
"trait_asoiaf_daenerys_crown_death_trait","Crown","Корона Дейнерис","0","0"
"trait_asoiaf_driftwood_1_crown_death_trait","Crown","Корона из плавника","0","0"
"trait_asoiaf_valyrian_2_crown_death_trait","Crown","Валирийская корона","0","0"
"trait_asoiaf_westerosi_valyrian_1_crown_death_trait","Crown","Корона Красного Дракона","0","0"
"trait_asoiaf_westerosi_valyrian_2_crown_death_trait","Crown","Корона Пламени и Крови","0","0"
"trait_asoiaf_beyondthewall_crown_death_trait","Crown","Корона Королевства за Стеной","0","0"
"trait_asoiaf_iron_isles_crown_death_trait","Crown","Корона Железных королей","0","0"
"trait_asoiaf_riverlands_crown_death_trait","Crown","Корона Трезубца","0","0"
"trait_asoiaf_blackwood_crown_death_trait","Crown","Корона Блэквудов","0","0"
"trait_asoiaf_bolton_crown_death_trait","Crown","Корона Болтонов","0","0"
"trait_asoiaf_cargyll_crown_death_trait","Crown","Корона Каргиллов","0","0"
"trait_asoiaf_crown_of_winter_crown_death_trait","Crown","Корона Зимы","0","0"
"trait_asoiaf_crown_of_winter_crown_vanilla_death_trait","Crown","Корона Зимы","0","0"
"trait_asoiaf_dayne_crown_death_trait","Crown","Корона Звездопада","0","0"
"trait_asoiaf_dorne_crown_death_trait","Crown","Корона Дорна","0","0"
"trait_asoiaf_dustin_crown_death_trait","Crown","Корона Дастинов","0","0"
"trait_asoiaf_falcon_crown_death_trait","Crown","Соколиная корона","0","0"
"trait_asoiaf_florent_crown_death_trait","Crown","Корона Флорентов","0","0"
"trait_asoiaf_frey_crown_death_trait","Crown","Корона Переправы","0","0"
"trait_asoiaf_greyjoy_crown_death_trait","Crown","Корона Грейджоев","0","0"
"trait_asoiaf_harlaw_crown_death_trait","Crown","Корона Харлоу","0","0"
"trait_asoiaf_hightower_crown_death_trait","Crown","Корона Хайтауэров","0","0"
"trait_asoiaf_iron_stag_crown_death_trait","Crown","Корона Железного Оленя","0","0"
"trait_asoiaf_manderly_crown_death_trait","Crown","Корона Мандерли","0","0"
"trait_asoiaf_reach_crown_death_trait","Crown","Корона Тиреллов","0","0"
"trait_asoiaf_redwyne_crown_death_trait","Crown","Корона Редвинов","0","0"
"trait_asoiaf_reed_crown_death_trait","Crown","Корона Ридов","0","0"
"trait_asoiaf_royce_crown_death_trait","Crown","Руническая корона","0","0"
"trait_asoiaf_stormlands_crown_death_trait","Crown","Корона Штормовых королей","0","0"
"trait_asoiaf_tarly_crown_death_trait","Crown","Корона Тарли","0","0"
"trait_asoiaf_tarth_crown_death_trait","Crown","Корона Тарта","0","0"
"trait_asoiaf_tully_crown_death_trait","Crown","Корона Талли","0","0"
"trait_asoiaf_umber_crown_death_trait","Crown","Корона Амберов","0","0"
"trait_asoiaf_westerlands_crown_death_trait","Crown","Венец Утёса","0","0"
"trait_asoiaf_westerlands_2_crown_death_trait","Crown","Корона Утёса","0","0"
"trait_asoiaf_wall_crown_death_trait","Crown","Корона Стены","0","0"
"trait_asoiaf_westerling_crown_death_trait","Crown","Корона Скалы","0","0"
"trait_asoiaf_tides_crown_death_trait","Crown","Корона Приливов","0","0"
"trait_asoiaf_gardener_peace_crown_death_trait","Crown","Мирная корона Гарденеров","0","0"
