"BeforeCount","AfterCount","Difference","Category","Owner","ExampleLine","Component","Message","Signature"
"2","0","-2","Script / database error","AGOT+","10743","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_oathkeeper_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 717 (asoiaf_create_artifact_oathkeeper_effect_decision[args#1247474068])","jomini_script_system.cpp:303 Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_oathkeeper_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: * (asoiaf_create_artifact_oathkeeper_effect_decision[args#*])"
"4","0","-4","Script / database error","AGOT+","10463","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 866 (agot_create_artifact_vs_widows_wail_effect[args#2270358642])","jomini_script_system.cpp:303 Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: * (agot_create_artifact_vs_widows_wail_effect[args#*])"
"2","0","-2","Script / database error","AGOT+","10759","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 785 (agot_create_artifact_vs_widows_wail_historical_effect[args#2425720076])","jomini_script_system.cpp:303 Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: * (agot_create_artifact_vs_widows_wail_historical_effect[args#*])"
"2","0","-2","Script / database error","AGOT+","10751","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 916 (asoiaf_create_artifact_widows_wail_effect_decision[args#1247474068])","jomini_script_system.cpp:303 Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: * (asoiaf_create_artifact_widows_wail_effect_decision[args#*])"
"10","0","-10","Script / database error","AGOT+ | Исправления совместимости","10292","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/on_action/asoiaf_yearly_on_actions.txt line: 415 (asoiaf_canon_children_dragon_bonding_maintenance)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/on_action/asoiaf_yearly_on_actions.txt line: * (asoiaf_canon_children_dragon_bonding_maintenance)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10515","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 4379 (asoiaf_canon_children_Targaryen_30_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_30_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10523","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 4474 (asoiaf_canon_children_Targaryen_31_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_31_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10539","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 4628 (asoiaf_canon_children_Targaryen_33_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_33_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10555","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 4790 (asoiaf_canon_children_Targaryen_35_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_35_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10567","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 4881 (asoiaf_canon_children_Targaryen_36_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_36_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10579","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 5181 (asoiaf_canon_children_Targaryen_41_and_42_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_41_and_42_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10595","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 5417 (asoiaf_canon_children_Targaryen_45_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_45_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10611","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 5551 (asoiaf_canon_children_Targaryen_47_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_47_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10619","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 6331 (asoiaf_canon_children_Targaryen_59_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_59_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10627","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 6439 (asoiaf_canon_children_Targaryen_60_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_60_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10635","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 6542 (asoiaf_canon_children_Targaryen_61_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_61_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10643","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 6729 (asoiaf_canon_children_Targaryen_63_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_63_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10651","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 6896 (asoiaf_canon_children_Targaryen_65_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_65_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10659","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 7020 (asoiaf_canon_children_Targaryen_66_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_66_birth_effect:after_creation)"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10667","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 7131 (asoiaf_canon_children_Targaryen_67_birth_effect:after_creation)","jomini_script_system.cpp:303 Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Targaryen_67_birth_effect:after_creation)"
