File,DNA,OldGene,NewGene,Before,After,Reason
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_wings_shading,,"""dragon_wings_shading_back_black"" 0 ""dragon_wings_shading_back_black"" 0",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_horn_color_value,,"""dragon_horn_color_value"" 127 ""dragon_horn_color_value"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_horn_color_hue,,"""dragon_horn_color_hue"" 127 ""dragon_horn_color_hue"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,eye_color_saturation,,"""vanilla_eye_saturation"" 127 ""vanilla_eye_saturation"" 127",explicit_existing_noop_human_template
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_tertiary_value,,"""dragon_tertiary_value"" 127 ""dragon_tertiary_value"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_secondary_saturation,,"""dragon_secondary_saturation"" 127 ""dragon_secondary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_fire_smoke,,"""gene_dragon_fire_smoke_automatic"" 127 ""gene_dragon_fire_smoke_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_bs_eye_shape,,"""vanilla_eye_shape"" 0 ""vanilla_eye_shape"" 0",explicit_existing_noop_human_template
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_primary_color_value,,"""dragon_primary_color_value"" 127 ""dragon_primary_color_value"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_tertiary_saturation,,"""dragon_tertiary_saturation"" 127 ""dragon_tertiary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_eye_color_hue,,"""dragon_eye_color_hue"" 127 ""dragon_eye_color_hue"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_face_dacals,,"""no_face_dacal"" 0 ""no_face_dacal"" 0",explicit_existing_noop_human_template
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_secondary_value,,"""dragon_secondary_value"" 127 ""dragon_secondary_value"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_eye_color_value,,"""dragon_eye_color_value"" 127 ""dragon_eye_color_value"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_scale_shadows,,"""dragon_scale_shadows_default"" 127 ""dragon_scale_shadows_default"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_tertiary_hue,,"""dragon_tertiary_hue"" 127 ""dragon_tertiary_hue"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_primary_color_hue,,"""dragon_primary_color_hue"" 127 ""dragon_primary_color_hue"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_primary_color_saturation,,"""dragon_primary_color_saturation"" 127 ""dragon_primary_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_horn_color_saturation,,"""dragon_horn_color_saturation"" 127 ""dragon_horn_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_secondary_hue,,"""dragon_secondary_hue"" 127 ""dragon_secondary_hue"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_wounded,,"""dragon_scarred"" 0 ""dragon_scarred"" 0",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,,gene_dragon_eye_color_saturation,,"""dragon_eye_color_saturation"" 127 ""dragon_eye_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,,gene_dragon_scale_shadows,,"""dragon_scale_shadows_default"" 127 ""dragon_scale_shadows_default"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,,gene_dragon_primary_color_saturation,,"""dragon_primary_color_saturation"" 127 ""dragon_primary_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,,gene_dragon_horn_color_saturation,,"""dragon_horn_color_saturation"" 127 ""dragon_horn_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,,gene_dragon_scale_highlights,,"""dragon_scale_highlights_default"" 127 ""dragon_scale_highlights_default"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,,gene_dragon_secondary_saturation,,"""dragon_secondary_saturation"" 127 ""dragon_secondary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,,gene_dragon_fire_smoke,,"""gene_dragon_fire_smoke_automatic"" 127 ""gene_dragon_fire_smoke_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,,gene_dragon_fire_color,,"""gene_dragon_fire_color_automatic"" 127 ""gene_dragon_fire_color_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,,gene_dragon_tertiary_saturation,,"""dragon_tertiary_saturation"" 127 ""dragon_tertiary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,,gene_dragon_body_pattern,,"""dragon_body_pattern_stripes_1_black"" 127 ""dragon_body_pattern_stripes_1_black"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Hollard_asoiaf_10,,gene_dragon_eye_color_saturation,,"""dragon_eye_color_saturation"" 127 ""dragon_eye_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_main_horn_shape,gene_dragon_main_horn_shape,"""dragon_horns_none"" 127 ""dragon_horns_none"" 127",""""" 127 """" 127",AGOT_uniform_human_no_horn_template
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,gene_dragon_scales_effect,,"""dragon_scales_metallic"" 127 ""dragon_scales_metallic"" 127",,remove_retired_dragon_key_in_human_DNA
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_scale_shadows,,"""dragon_scale_shadows_default"" 127 ""dragon_scale_shadows_default"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_tertiary_hue,,"""dragon_tertiary_hue"" 127 ""dragon_tertiary_hue"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_primary_color_saturation,,"""dragon_primary_color_saturation"" 127 ""dragon_primary_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_horn_color_saturation,,"""dragon_horn_color_saturation"" 127 ""dragon_horn_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_scale_highlights,,"""dragon_scale_highlights_default"" 127 ""dragon_scale_highlights_default"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_body_shading,,"""dragon_body_shading_lower_black"" 0 ""dragon_body_shading_lower_black"" 0",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_secondary_saturation,,"""dragon_secondary_saturation"" 127 ""dragon_secondary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_fire_smoke,,"""gene_dragon_fire_smoke_automatic"" 127 ""gene_dragon_fire_smoke_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_wounded,,"""dragon_scarred"" 0 ""dragon_scarred"" 0",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_fire_color,,"""gene_dragon_fire_color_automatic"" 127 ""gene_dragon_fire_color_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_tertiary_saturation,,"""dragon_tertiary_saturation"" 127 ""dragon_tertiary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_eye_color_saturation,,"""dragon_eye_color_saturation"" 127 ""dragon_eye_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_metallic_scales_strength,,"""dragon_scales_metallic"" 127 ""dragon_scales_metallic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_body_pattern,,"""dragon_body_pattern_stripes_1_black"" 127 ""dragon_body_pattern_stripes_1_black"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_wings_shading,,"""dragon_wings_shading_back_black"" 0 ""dragon_wings_shading_back_black"" 0",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Blackwater_asoiaf_1,,gene_dragon_tertiary_value,,"""dragon_tertiary_value"" 127 ""dragon_tertiary_value"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,,gene_dragon_scale_shadows,,"""dragon_scale_shadows_default"" 127 ""dragon_scale_shadows_default"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,,gene_dragon_primary_color_saturation,,"""dragon_primary_color_saturation"" 127 ""dragon_primary_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,,gene_dragon_horn_color_saturation,,"""dragon_horn_color_saturation"" 127 ""dragon_horn_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,,gene_dragon_scale_highlights,,"""dragon_scale_highlights_default"" 127 ""dragon_scale_highlights_default"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,,gene_dragon_secondary_saturation,,"""dragon_secondary_saturation"" 127 ""dragon_secondary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,,gene_dragon_fire_smoke,,"""gene_dragon_fire_smoke_automatic"" 127 ""gene_dragon_fire_smoke_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,,gene_dragon_fire_color,,"""gene_dragon_fire_color_automatic"" 127 ""gene_dragon_fire_color_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,,gene_dragon_tertiary_saturation,,"""dragon_tertiary_saturation"" 127 ""dragon_tertiary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,,gene_dragon_body_pattern,,"""dragon_body_pattern_stripes_1_black"" 127 ""dragon_body_pattern_stripes_1_black"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Staunton_asoiaf_19,,gene_dragon_eye_color_saturation,,"""dragon_eye_color_saturation"" 127 ""dragon_eye_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,,gene_dragon_scale_shadows,,"""dragon_scale_shadows_default"" 127 ""dragon_scale_shadows_default"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,,gene_dragon_primary_color_saturation,,"""dragon_primary_color_saturation"" 127 ""dragon_primary_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,,gene_dragon_horn_color_saturation,,"""dragon_horn_color_saturation"" 127 ""dragon_horn_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,,gene_dragon_scale_highlights,,"""dragon_scale_highlights_default"" 127 ""dragon_scale_highlights_default"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,,gene_dragon_secondary_saturation,,"""dragon_secondary_saturation"" 127 ""dragon_secondary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,,gene_dragon_fire_smoke,,"""gene_dragon_fire_smoke_automatic"" 127 ""gene_dragon_fire_smoke_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,,gene_dragon_fire_color,,"""gene_dragon_fire_color_automatic"" 127 ""gene_dragon_fire_color_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,,gene_dragon_tertiary_saturation,,"""dragon_tertiary_saturation"" 127 ""dragon_tertiary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,,gene_dragon_body_pattern,,"""dragon_body_pattern_stripes_1_black"" 127 ""dragon_body_pattern_stripes_1_black"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Darklyn_asoiaf_18,,gene_dragon_eye_color_saturation,,"""dragon_eye_color_saturation"" 127 ""dragon_eye_color_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_dragon_skin_hue,,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",,remove_retired_dragon_key_in_human_DNA
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_dragon_skin_value,,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",,remove_retired_dragon_key_in_human_DNA
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_dragon_highlight_hue,,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",,remove_retired_dragon_key_in_human_DNA
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_dragon_highlight_value,,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",,remove_retired_dragon_key_in_human_DNA
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_dragon_eye_hue,,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",,remove_retired_dragon_key_in_human_DNA
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_dragon_eye_value,,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",,remove_retired_dragon_key_in_human_DNA
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_dragon_horn_hue,,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",,remove_retired_dragon_key_in_human_DNA
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_dragon_horn_value,,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",,remove_retired_dragon_key_in_human_DNA
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,gene_bs_head_round_shape,gene_bs_head_shape,"""head_round_shape"" 175 ""head_round_shape"" 175","""head_round_shape"" 175 ""head_round_shape"" 175",rename_head_gene_preserve_both_alleles
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_scale_highlights,,"""dragon_scale_highlights_default"" 127 ""dragon_scale_highlights_default"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_body_shading,,"""dragon_body_shading_lower_black"" 0 ""dragon_body_shading_lower_black"" 0",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_fire_color,,"""gene_dragon_fire_color_automatic"" 127 ""gene_dragon_fire_color_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_metallic_scales_strength,,"""dragon_scales_metallic"" 127 ""dragon_scales_metallic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_body_pattern,,"""dragon_body_pattern_stripes_1_black"" 127 ""dragon_body_pattern_stripes_1_black"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_wings_shading,,"""dragon_wings_shading_back_black"" 0 ""dragon_wings_shading_back_black"" 0",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_horn_color_value,,"""dragon_horn_color_value"" 127 ""dragon_horn_color_value"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_horn_color_hue,,"""dragon_horn_color_hue"" 127 ""dragon_horn_color_hue"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_tertiary_value,,"""dragon_tertiary_value"" 127 ""dragon_tertiary_value"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_secondary_saturation,,"""dragon_secondary_saturation"" 127 ""dragon_secondary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_fire_smoke,,"""gene_dragon_fire_smoke_automatic"" 127 ""gene_dragon_fire_smoke_automatic"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_primary_color_value,,"""dragon_primary_color_value"" 127 ""dragon_primary_color_value"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_tertiary_saturation,,"""dragon_tertiary_saturation"" 127 ""dragon_tertiary_saturation"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_eye_color_hue,,"""dragon_eye_color_hue"" 127 ""dragon_eye_color_hue"" 127",AGOT_uniform_human_dragon_default
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_face_dacals,,"""no_face_dacal"" 0 ""no_face_dacal"" 0",explicit_existing_noop_human_template
common/dna_data/test_dna_crownlands.txt,Stokeworth_asoiaf_1,,gene_dragon_secondary_value,,"""dragon_secondary_value"" 127 ""dragon_secondary_value"" 127",AGOT_uniform_human_dragon_default
