Category,Gene,File,Line,DNA,LogLine
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_reach.txt,2345,Tarly_asoiaf_2,4774
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_reach.txt,2512,Tarly_asoiaf_3,4814
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_reach.txt,2513,Tarly_asoiaf_3,4815
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_reach.txt,2514,Tarly_asoiaf_3,4816
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_reach.txt,2524,Tarly_asoiaf_3,4818
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_reach.txt,3431,Florent_asoiaf_8,4898
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_reach.txt,3432,Florent_asoiaf_8,4899
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_reach.txt,3433,Florent_asoiaf_8,4900
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_reach.txt,3443,Florent_asoiaf_8,4902
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_reach.txt,5071,Hightower_asoiaf_3,5098
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_reach.txt,5072,Hightower_asoiaf_3,5099
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_reach.txt,5073,Hightower_asoiaf_3,5100
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_reach.txt,5250,Hightower_asoiaf_5,5142
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_reach.txt,5251,Hightower_asoiaf_5,5143
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_reach.txt,5252,Hightower_asoiaf_5,5144
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_reach.txt,5429,Hightower_asoiaf_7,5186
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_reach.txt,5430,Hightower_asoiaf_7,5187
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_reach.txt,5431,Hightower_asoiaf_7,5188
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_reach.txt,5608,Hightower_asoiaf_9,5230
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_reach.txt,5609,Hightower_asoiaf_9,5231
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_reach.txt,5610,Hightower_asoiaf_9,5232
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_reach.txt,5620,Hightower_asoiaf_9,5234
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_reach.txt,5787,Hightower_asoiaf_14,5274
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_reach.txt,5788,Hightower_asoiaf_14,5275
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_reach.txt,5789,Hightower_asoiaf_14,5276
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_reach.txt,5799,Hightower_asoiaf_14,5278
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_riverlands.txt,148,Tully_asoiaf_1,5382
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_riverlands.txt,149,Tully_asoiaf_1,5383
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_riverlands.txt,150,Tully_asoiaf_1,5384
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_riverlands.txt,327,Tully_asoiaf_4,5426
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_riverlands.txt,328,Tully_asoiaf_4,5427
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_riverlands.txt,329,Tully_asoiaf_4,5428
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_riverlands.txt,335,Tully_asoiaf_4,5429
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_riverlands.txt,506,Tully_asoiaf_6,5470
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_riverlands.txt,507,Tully_asoiaf_6,5471
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_riverlands.txt,508,Tully_asoiaf_6,5472
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_riverlands.txt,514,Tully_asoiaf_6,5473
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_riverlands.txt,518,Tully_asoiaf_6,5474
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_riverlands.txt,686,Tully_asoiaf_7,5514
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_riverlands.txt,687,Tully_asoiaf_7,5515
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_riverlands.txt,688,Tully_asoiaf_7,5516
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_riverlands.txt,698,Tully_asoiaf_7,5518
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_riverlands.txt,865,Tully_asoiaf_9,5558
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_riverlands.txt,866,Tully_asoiaf_9,5559
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_riverlands.txt,867,Tully_asoiaf_9,5560
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_riverlands.txt,873,Tully_asoiaf_9,5561
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_riverlands.txt,877,Tully_asoiaf_9,5562
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_riverlands.txt,1769,Strong_asoiaf_31,5727
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_stormlands.txt,1773,Baratheon_asoiaf_2_1,6038
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_stormlands.txt,1774,Baratheon_asoiaf_2_1,6039
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_stormlands.txt,1775,Baratheon_asoiaf_2_1,6040
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_stormlands.txt,1781,Baratheon_asoiaf_2_1,6041
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_stormlands.txt,1785,Baratheon_asoiaf_2_1,6042
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_stormlands.txt,2696,Baratheon_asoiaf_13,6147
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_stormlands.txt,3403,Tarth_asoiaf_1,6256
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_stormlands.txt,3404,Tarth_asoiaf_1,6257
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_stormlands.txt,3405,Tarth_asoiaf_1,6258
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_stormlands.txt,3584,Tarth_asoiaf_3,6300
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_stormlands.txt,3585,Tarth_asoiaf_3,6301
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_stormlands.txt,3586,Tarth_asoiaf_3,6302
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_stormlands.txt,3764,Tarth_asoiaf_6,6344
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_stormlands.txt,3765,Tarth_asoiaf_6,6345
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_stormlands.txt,3766,Tarth_asoiaf_6,6346
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_stormlands.txt,3772,Tarth_asoiaf_6,6347
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_stormlands.txt,3776,Tarth_asoiaf_6,6348
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_stormlands.txt,3944,Selmy_asoiaf_3,6388
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_stormlands.txt,3945,Selmy_asoiaf_3,6389
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_stormlands.txt,3946,Selmy_asoiaf_3,6390
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_stormlands.txt,3956,Selmy_asoiaf_3,6392
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_stormlands.txt,4123,Trant_asoiaf_2,6432
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_stormlands.txt,4124,Trant_asoiaf_2,6433
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_stormlands.txt,4125,Trant_asoiaf_2,6434
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_stormlands.txt,4131,Trant_asoiaf_2,6435
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_stormlands.txt,4135,Trant_asoiaf_2,6436
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_stormlands.txt,4312,Cole_asoiaf_11,6476
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_stormlands.txt,4481,Melisandre_asoiaf_1,6512
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_stormlands.txt,4482,Melisandre_asoiaf_1,6513
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_stormlands.txt,4483,Melisandre_asoiaf_1,6514
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_stormlands.txt,4489,Melisandre_asoiaf_1,6515
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_stormlands.txt,4493,Melisandre_asoiaf_1,6516
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_stormlands.txt,4660,Seaworth_asoiaf_1,6556
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_stormlands.txt,4661,Seaworth_asoiaf_1,6557
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_stormlands.txt,4662,Seaworth_asoiaf_1,6558
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_stormlands.txt,4672,Seaworth_asoiaf_1,6560
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_vale.txt,505,Arryn_asoiaf_3,6671
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_vale.txt,506,Arryn_asoiaf_3,6672
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_vale.txt,507,Arryn_asoiaf_3,6673
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_vale.txt,517,Arryn_asoiaf_3,6675
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_vale.txt,1418,Baelish_asoiaf_2,6781
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_vale.txt,1419,Baelish_asoiaf_2,6782
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_vale.txt,1420,Baelish_asoiaf_2,6783
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_vale.txt,1426,Baelish_asoiaf_2,6784
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_vale.txt,1607,Royce_asoiaf_37,6825
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_vale.txt,1776,Royce_asoiaf_1,6861
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_vale.txt,1777,Royce_asoiaf_1,6862
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_vale.txt,1778,Royce_asoiaf_1,6863
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_vale.txt,1788,Royce_asoiaf_1,6865
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,2520,Targaryen_asoiaf_59,7204
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,3055,Targaryen_asoiaf_63,7310
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,3592,Targaryen_asoiaf_67,7418
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,4319,Targaryen_asoiaf_70,7510
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,5398,Targaryen_asoiaf_79,7700
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_valyrian.txt,7954,Targaryen_asoiaf_120,7938
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_valyrian.txt,7955,Targaryen_asoiaf_120,7939
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_valyrian.txt,7956,Targaryen_asoiaf_120,7940
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_valyrian.txt,7962,Targaryen_asoiaf_120,7941
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,8143,Targaryen_asoiaf_122,7982
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,8322,Targaryen_asoiaf_126,8018
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,8501,Targaryen_asoiaf_hh_10,8054
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_valyrian.txt,9757,Targaryen_asoiaf_3,8254
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_valyrian.txt,9758,Targaryen_asoiaf_3,8255
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_valyrian.txt,9759,Targaryen_asoiaf_3,8256
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_valyrian.txt,10652,Targaryen_asoiaf_12,8438
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_valyrian.txt,10653,Targaryen_asoiaf_12,8439
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_valyrian.txt,10654,Targaryen_asoiaf_12,8440
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_valyrian.txt,10660,Targaryen_asoiaf_12,8441
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,10664,Targaryen_asoiaf_12,8442
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,10841,Velaryon_asoiaf_31,8482
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,11197,Velaryon_asoiaf_34,8555
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,11553,Velaryon_asoiaf_35,8626
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_valyrian.txt,13161,Velaryon_asoiaf_2,8880
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_valyrian.txt,13162,Velaryon_asoiaf_2,8881
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_valyrian.txt,13163,Velaryon_asoiaf_2,8882
dna_unknown_gene,gene_bs_eye_fold_2,common/dna_data/test_dna_valyrian.txt,13173,Velaryon_asoiaf_2,8884
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_valyrian.txt,13340,Velaryon_asoiaf_5,8924
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_valyrian.txt,13341,Velaryon_asoiaf_5,8925
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_valyrian.txt,13342,Velaryon_asoiaf_5,8926
dna_unknown_gene,gene_forehead_inner_brow_width,common/dna_data/test_dna_valyrian.txt,13348,Velaryon_asoiaf_5,8927
dna_unknown_gene,gene_eye_size,common/dna_data/test_dna_westerlands.txt,3410,Clegane_asoiaf_3,9471
dna_unknown_gene,gene_eye_shut_top,common/dna_data/test_dna_westerlands.txt,3411,Clegane_asoiaf_3,9472
dna_unknown_gene,gene_eye_shut_bottom,common/dna_data/test_dna_westerlands.txt,3412,Clegane_asoiaf_3,9473
