"IssueClass","Attribution","Evidence","LogLine","Component","Owner","Message"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10497","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3036"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3037"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10498","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3049"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3050"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10499","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3062"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3063"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10500","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3075"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3076"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10501","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3088"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3089"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10502","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3101"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3102"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10503","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3114"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3115"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10504","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3127"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3128"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10505","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3140"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3141"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10506","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3153"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3154"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10507","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3166"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3167"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10508","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3179"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3180"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10509","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3192"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3193"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10510","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3205"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3206"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10511","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3218"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3219"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10512","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3231"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3232"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10513","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3244"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3245"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10514","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3257"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3258"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10515","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3270"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3271"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10516","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3283"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3284"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10517","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3296"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3297"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10518","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3309"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3310"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10519","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3322"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3323"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10520","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3335"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3336"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10521","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3348"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3349"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10522","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3361"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3362"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10523","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3374"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3375"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10524","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3387"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3388"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10525","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3400"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3401"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10526","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3413"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3414"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10527","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3426"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3427"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10528","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3439"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3440"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10529","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3452"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3453"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10530","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3465"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3466"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10531","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3478"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3479"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10532","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3491"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3492"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10533","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3504"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3505"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10534","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3517"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3518"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10535","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3530"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3531"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10536","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3543"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3544"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10537","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3556"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3557"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10538","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3569"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3570"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10539","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3582"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3583"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10540","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3595"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3596"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10541","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3608"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3609"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10542","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3621"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3622"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10543","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3634"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3635"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10544","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3647"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3648"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10545","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3660"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3661"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10546","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3673"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3674"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10547","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3686"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3687"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10548","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3699"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3700"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10549","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3712"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3713"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10550","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3725"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3726"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10551","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3738"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3739"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10552","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3751"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3752"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10553","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3764"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3765"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10554","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3777"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3778"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10555","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3790"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3791"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10556","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3803"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3804"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10557","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3816"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3817"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10558","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3829"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3830"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10559","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3842"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3843"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10560","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3855"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3856"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10561","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3868"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3869"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10562","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3881"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3882"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10563","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3894"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3895"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10564","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3907"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3908"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10565","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3920"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3921"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10566","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3933"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3934"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10567","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3946"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3947"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10568","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3959"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3960"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10569","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3972"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3973"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10570","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3985"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3986"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10571","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 3998"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3999"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10572","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4011"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4012"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10573","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4024"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4025"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10574","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4037"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4038"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10575","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4050"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4051"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10576","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4063"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4064"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10577","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4076"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4077"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10578","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4089"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4090"
