File,DNA,Gene,Value,Classification,CandidateGene,CandidateValue,Line,Method,Recommendation,Confidence,Status
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_shut_top,"""eye_shut_top"" 141 ""eye_shut_top"" 141",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_neg"" 59 ""eye_upper_lid_size_neg"" 59",1981,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_shut_bottom,"""eye_shut_bottom"" 119 ""eye_shut_bottom"" 119",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",1982,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_forehead_inner_brow_width,"""inner_brow_width"" 132 ""inner_brow_width"" 132",active_template,gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 120 ""eyebrow_inner_width_max"" 120",1988,legacy_animation_and_morph,Restore historical three-attribute gene including brow animation; retain gene_eyebrow_inner_width,historical definition exact; rig/combination requires visual validation,analysis_only
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_bs_eye_fold_2,"""eye_fold_2"" 2 ""eye_fold_2"" 2",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 0 ""eye_fold_shape_pos"" 0",1992,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_size,"""eye_size"" 117 ""eye_size"" 117",active_template,gene_bs_eye_size,"""eye_size_neg"" 21 ""eye_size_neg"" 21",2590,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_shut_top,"""eye_shut_top"" 127 ""eye_shut_top"" 127",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 192 ""eye_upper_lid_size_pos"" 192",2591,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_shut_bottom,"""eye_shut_bottom"" 121 ""eye_shut_bottom"" 121",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",2592,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_essos.txt,Mysaria_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 21 ""eye_fold_2"" 21",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 255 ""eye_fold_shape_neg"" 255",746,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_essos.txt,Saan_asoiaf_2,gene_bs_eye_fold_2,"""eye_fold_2"" 73 ""eye_fold_2"" 73",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 141 ""eye_fold_shape_pos"" 141",1352,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_essos.txt,Thoros_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 160 ""eye_fold_2"" 160",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 9 ""eye_fold_shape_neg"" 9",1557,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_size,"""eye_size"" 115 ""eye_size"" 115",active_template,gene_bs_eye_size,"""eye_size_pos"" 2 ""eye_size_pos"" 2",1752,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_shut_top,"""eye_shut_top"" 130 ""eye_shut_top"" 130",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_neg"" 25 ""eye_upper_lid_size_neg"" 25",1753,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_shut_bottom,"""eye_shut_bottom"" 112 ""eye_shut_bottom"" 112",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",1754,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_forehead_inner_brow_width,"""inner_brow_width"" 136 ""inner_brow_width"" 136",active_template,gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 4 ""eyebrow_inner_width_max"" 4",1760,legacy_animation_and_morph,Restore historical three-attribute gene including brow animation; retain gene_eyebrow_inner_width,historical definition exact; rig/combination requires visual validation,analysis_only
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 81 ""eye_fold_2"" 81",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 0 ""eye_fold_shape_pos"" 0",1764,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_size,"""eye_size"" 131 ""eye_size"" 131",active_template,gene_bs_eye_size,"""eye_size_neg"" 157 ""eye_size_neg"" 157",354,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_shut_top,"""eye_shut_top"" 124 ""eye_shut_top"" 124",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 201 ""eye_upper_lid_size_pos"" 201",355,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_shut_bottom,"""eye_shut_bottom"" 125 ""eye_shut_bottom"" 125",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",356,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_bs_eye_fold_2,"""eye_fold_2"" 168 ""eye_fold_2"" 168",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 131 ""eye_fold_shape_pos"" 131",366,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_size,"""eye_size"" 122 ""eye_size"" 122",active_template,gene_bs_eye_size,"""eye_size_pos"" 67 ""eye_size_pos"" 67",567,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_shut_top,"""eye_shut_top"" 120 ""eye_shut_top"" 120",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 175 ""eye_upper_lid_size_pos"" 175",568,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_shut_bottom,"""eye_shut_bottom"" 130 ""eye_shut_bottom"" 130",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",569,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_forehead_inner_brow_width,"""inner_brow_width"" 142 ""inner_brow_width"" 142",active_template,gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 0 ""eyebrow_inner_width_max"" 0",575,legacy_animation_and_morph,Restore historical three-attribute gene including brow animation; retain gene_eyebrow_inner_width,historical definition exact; rig/combination requires visual validation,analysis_only
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_bs_eye_fold_2,"""eye_fold_2"" 61 ""eye_fold_2"" 61",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 161 ""eye_fold_shape_neg"" 161",579,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Stark_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 94 ""eye_fold_2"" 94",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 25 ""eye_fold_shape_pos"" 25",762,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_size,"""eye_size"" 116 ""eye_size"" 116",active_template,gene_bs_eye_size,"""eye_size_neg"" 45 ""eye_size_neg"" 45",1774,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_shut_top,"""eye_shut_top"" 137 ""eye_shut_top"" 137",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 37 ""eye_upper_lid_size_pos"" 37",1775,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_shut_bottom,"""eye_shut_bottom"" 124 ""eye_shut_bottom"" 124",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",1776,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_forehead_inner_brow_width,"""inner_brow_width"" 136 ""inner_brow_width"" 136",active_template,gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 0 ""eyebrow_inner_width_max"" 0",1782,legacy_animation_and_morph,Restore historical three-attribute gene including brow animation; retain gene_eyebrow_inner_width,historical definition exact; rig/combination requires visual validation,analysis_only
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_bs_eye_fold_2,"""eye_fold_2"" 96 ""eye_fold_2"" 96",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 7 ""eye_fold_shape_neg"" 7",1786,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_size,"""eye_size"" 111 ""eye_size"" 111",active_template,gene_bs_eye_size,"""eye_size_pos"" 1 ""eye_size_pos"" 1",4210,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_shut_top,"""eye_shut_top"" 124 ""eye_shut_top"" 124",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 43 ""eye_upper_lid_size_pos"" 43",4211,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_shut_bottom,"""eye_shut_bottom"" 138 ""eye_shut_bottom"" 138",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",4212,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_bs_eye_fold_2,"""eye_fold_2"" 41 ""eye_fold_2"" 41",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 10 ""eye_fold_shape_neg"" 10",4222,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_size,"""eye_size"" 126 ""eye_size"" 126",active_template,gene_bs_eye_size,"""eye_size_neg"" 133 ""eye_size_neg"" 133",5211,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_shut_top,"""eye_shut_top"" 125 ""eye_shut_top"" 125",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 255 ""eye_upper_lid_size_pos"" 255",5212,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_shut_bottom,"""eye_shut_bottom"" 129 ""eye_shut_bottom"" 129",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",5213,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 200 ""eye_fold_2"" 200",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 11 ""eye_fold_shape_neg"" 11",5223,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_size,"""eye_size"" 125 ""eye_size"" 125",active_template,gene_bs_eye_size,"""eye_size_neg"" 73 ""eye_size_neg"" 73",5420,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_shut_top,"""eye_shut_top"" 125 ""eye_shut_top"" 125",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 103 ""eye_upper_lid_size_pos"" 103",5421,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_shut_bottom,"""eye_shut_bottom"" 129 ""eye_shut_bottom"" 129",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",5422,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_forehead_inner_brow_width,"""inner_brow_width"" 142 ""inner_brow_width"" 142",active_template,gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 48 ""eyebrow_inner_width_max"" 48",5428,legacy_animation_and_morph,Restore historical three-attribute gene including brow animation; retain gene_eyebrow_inner_width,historical definition exact; rig/combination requires visual validation,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_bs_eye_fold_2,"""eye_fold_2"" 92 ""eye_fold_2"" 92",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 11 ""eye_fold_shape_neg"" 11",5432,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_size,"""eye_size"" 125 ""eye_size"" 125",active_template,gene_bs_eye_size,"""eye_size_neg"" 117 ""eye_size_neg"" 117",5629,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_shut_top,"""eye_shut_top"" 119 ""eye_shut_top"" 119",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_neg"" 11 ""eye_upper_lid_size_neg"" 11",5630,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_shut_bottom,"""eye_shut_bottom"" 133 ""eye_shut_bottom"" 133",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",5631,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_forehead_inner_brow_width,"""inner_brow_width"" 142 ""inner_brow_width"" 142",active_template,gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 48 ""eyebrow_inner_width_max"" 48",5637,legacy_animation_and_morph,Restore historical three-attribute gene including brow animation; retain gene_eyebrow_inner_width,historical definition exact; rig/combination requires visual validation,analysis_only
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_bs_eye_fold_2,"""eye_fold_2"" 13 ""eye_fold_2"" 13",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 45 ""eye_fold_shape_neg"" 45",5641,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_size,"""eye_size"" 127 ""eye_size"" 127",active_template,gene_bs_eye_size,"""eye_size_neg"" 255 ""eye_size_neg"" 255",5838,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_shut_top,"""eye_shut_top"" 131 ""eye_shut_top"" 131",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 251 ""eye_upper_lid_size_pos"" 251",5839,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_shut_bottom,"""eye_shut_bottom"" 132 ""eye_shut_bottom"" 132",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",5840,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_size,"""eye_size"" 127 ""eye_size"" 127",active_template,gene_bs_eye_size,"""eye_size_pos"" 29 ""eye_size_pos"" 29",6047,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_top,"""eye_shut_top"" 129 ""eye_shut_top"" 129",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 11 ""eye_upper_lid_size_pos"" 11",6048,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_bottom,"""eye_shut_bottom"" 125 ""eye_shut_bottom"" 125",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",6049,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
