"Key","MainFile","MainLine","TranslationFile","TranslationLine","English","Russian","BuiltinRussian"
"aemma_tiara_name","localization/replace/english/ntc_artifacts_l_english.yml","233","localization/russian/ntc_artifacts_l_russian.yml","216","Tiara of Queen Aemma Arryn","Тиара королевы Эйммы Аррен",
"aemon_blackfyre_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","96","localization/russian/ntc_artifacts_l_russian.yml","90","This formidable crown is a band of dark red and black ringed with blazing Blackfyre dragon sigils, from which rises a circle of upright swords, each made in the image of Blackfyre. It was owned by Aemon Blackfyre, the second eldest son of the rebel Daemon I Blackfyre and twin to Aegon Blackfyre.","Эта грозная корона представляет собой тёмно-красный и чёрный обруч, окружённый пылающими драконьими знаками Блэкфайров. Над ним поднимается круг вертикальных мечей, каждый из которых сделан по образу Блэкфайра. Корона принадлежала Эймону Блэкфайру, второму старшему сыну мятежника Деймона I Блэкфайра и близнецу Эйгона Блэкфайра.",
"aemon_blackfyre_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","95","localization/russian/ntc_artifacts_l_russian.yml","89","Aemon Blackfyre (Son of Daemon I Blackfyre)'s Crown","Корона Эймона Блэкфайра, сына Деймона I Блэкфайра",
"aemond_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","171","localization/russian/ntc_artifacts_l_russian.yml","154","A crown made for Aemond Targaryen, son of King Viserys I Targaryen and Alicent Hightower, if he had become king. It is a harsh black iron crown with a multitude of sapphire jewels and a smaller number of large red and green jewels shaped like dragon scales with black iron encasings.","Корона, созданная для Эймонда Таргариена, сына короля Визериса I Таргариена и Алисенты Хайтауэр, на случай, если бы он стал королём. Это суровая корона из чёрного железа, украшенная множеством сапфиров и меньшим числом крупных красных и зелёных самоцветов в форме драконьей чешуи, оправленных в чёрное железо.",
"aemond_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","170","localization/russian/ntc_artifacts_l_russian.yml","153","Crown of Aemond Targaryen","Корона Эймонда Таргариена",
"aemonsonofjaehaerys_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","162","localization/russian/ntc_artifacts_l_russian.yml","146","A crown made for Aemon Targaryen, son of King Jaehaerys I Targaryen, if he had become king. It is a silver and iron band with multi-colored jewels encrusted with the sigils of the Great Houses of Westeros.","Корона, сделанная для Эймона Таргариена, сына короля Джейхейриса I Таргариена, на случай, если бы он стал королём. Это серебряно-железный обруч с разноцветными самоцветами и символами великих домов Вестероса.",
"aemonsonofjaehaerys_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","161","localization/russian/ntc_artifacts_l_russian.yml","145","Crown of Aemon, Son of Jaehaerys I","Корона Эймона Таргариена, сына Джейхейриса I",
"aenysblackfyre_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","42","localization/russian/ntc_artifacts_l_russian.yml","40","A replica of a crown worn by the attempted usurper Aenys Blackfyre, which features a red gold and golden band marked by flaming points, and featuring golden symbols of dragons and golden skulls to honor Bittersteel and his Golden Company. \n \nHISTORY - This crown would be found in Aenys Blackfyre possessions following his murder at the hands of Bloodraven, likely commissioned by Aenys and intended to be worn should he win the Great Council. Following its discovery, King Aegon V had the crown quietly delivered to the Golden Company as a small apology for the murder of Aenys Blackfyre. It would later be worn by Aeny's son Daemon Blackfyre until Daemon's own murder by his cousin Maelys, after which it was melted down to forge Maelys own crown.","Реплика короны, которую носил неудачливый узурпатор Эйнис Блэкфайр: обруч из красного золота и золота, отмеченный языками пламени, золотыми драконьими символами и золотыми черепами в честь Жгучего Клинка и его Золотых Мечей. \n \nИстория — Эта корона была найдена среди владений Эйниса Блэкфайра после того, как Кровавый Ворон убил его. Вероятно, Эйнис заказал её для себя на случай победы на Великом совете. После обнаружения король Эйгон V тайно передал корону Золотым Мечам как малое извинение за убийство Эйниса Блэкфайра. Позднее её носил сын Эйниса, Деймон Блэкфайр, пока его не убил кузен Мейлис; после этого корону переплавили, чтобы выковать собственную корону Мейлиса.",
"aenysblackfyre_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","41","localization/russian/ntc_artifacts_l_russian.yml","39","Crown of Aenys I Blackfyre","Корона Эйниса I Блэкфайра",
"aereatargaryen_crown_01_description","localization/replace/english/ntc_artifacts_l_english.yml","207","localization/russian/ntc_artifacts_l_russian.yml","190","A crown made for Aerea Targaryen, daughter of Rhaena Targaryen, if she had become queen. A circlet of Valyrian Steel, iron, and regular steel, it is adorned with red dragon egg looking gems and two dragons breathing fire upon one center large ruby egg gem.","Корона, сделанная для Эйреи Таргариен, дочери Рейны Таргариен, если бы она стала королевой. Обруч из валирийской стали, железа и обычной стали, украшен красными камнями в форме яиц дракона и двумя драконами, дышащими огнём, на одном большом рубиновом камне в центре.",
"aereatargaryen_crown_01_name","localization/replace/english/ntc_artifacts_l_english.yml","206","localization/russian/ntc_artifacts_l_russian.yml","189","Crown of Aerea Targaryen","Корона Эйреи Таргариен",
"aereatargaryen_crown_02_description","localization/replace/english/ntc_artifacts_l_english.yml","210","localization/russian/ntc_artifacts_l_russian.yml","193","A crown made for Rhaella Targaryen, daughter of Rhaena Targaryen, if she had become queen. A circlet of gold, silver, copper, and steel, it is adorned with multi-colored dragon egg looking gems and two dragons breathing fire upon one center large ruby egg gem.","Корона, сделанная для Рейллы Таргариен, дочери Рейны Таргариен, если бы она стала королевой. Обруч из золота, серебра, меди и стали, украшенный разноцветными камнями в форме драконьих яиц и двумя драконами, выдыхающими огонь, на одном большом рубиновом камне в центре.",
"aereatargaryen_crown_02_name","localization/replace/english/ntc_artifacts_l_english.yml","209","localization/russian/ntc_artifacts_l_russian.yml","192","Crown of Rhaella, Daughter of Rhaena","Корона Рейллы Таргариен, дочери Рейны",
"agot_commission_crown_button","localization/replace/english/ntc_crown_commission_l_english.yml","8","localization/russian/ntc_crown_commission_l_russian.yml","8","Choose Crown","Выбрать корону",
"agot_commission_crown_decision","localization/replace/english/ntc_crown_commission_l_english.yml","3","localization/russian/ntc_crown_commission_l_russian.yml","3","Commission A New Crown","Заказать новую корону",
"agot_commission_crown_decision_confirm","localization/replace/english/ntc_crown_commission_l_english.yml","7","localization/russian/ntc_crown_commission_l_russian.yml","7","Summon the smith!","Призвать кузнеца!",
"agot_commission_crown_decision_desc","localization/replace/english/ntc_crown_commission_l_english.yml","6","localization/russian/ntc_crown_commission_l_russian.yml","6","Few in Westeros are allowed to possess a crown. Fewer still have the authority to wear one. The time has come to craft a new symbol of power to represent and legitimize my reign.","Немногим в Вестеросе дозволено владеть короной. Ещё меньше тех, кто вправе её носить. Пришло время создать новый символ власти, который представит и узаконит моё правление.",
"agot_commission_crown_decision_effects_tooltip","localization/replace/english/ntc_crown_commission_l_english.yml","4","localization/russian/ntc_crown_commission_l_russian.yml","4","You will commission a new crown artifact.","Вы закажете новый артефакт-корону.",
"agot_commission_crown_decision_tooltip","localization/replace/english/ntc_crown_commission_l_english.yml","5","localization/russian/ntc_crown_commission_l_russian.yml","5","You will commission a new crown","Вы закажете новую корону",
"agot_commission_crown_main_choice_loc","localization/replace/english/ntc_crown_commission_l_english.yml","9","localization/russian/ntc_crown_commission_l_russian.yml","9","A Crown For Myself","Корона для меня",
"agot_commission_crown_main_choice_tooltip","localization/replace/english/ntc_crown_commission_l_english.yml","10","localization/russian/ntc_crown_commission_l_russian.yml","10","A crown inspired by aspects of myself, my lineage, faith and titles.","Корона, вдохновлённая моей личностью, происхождением, верой и титулами.",
"agot_commission_crown_spouse_choice_loc","localization/replace/english/ntc_crown_commission_l_english.yml","11","localization/russian/ntc_crown_commission_l_russian.yml","11","A Crown For My Spouse","Корона для супруга",
"agot_commission_crown_spouse_choice_tooltip","localization/replace/english/ntc_crown_commission_l_english.yml","12","localization/russian/ntc_crown_commission_l_russian.yml","12","A crown inspired by the lineage, faith or titles of my spouse.","Корона, вдохновлённая происхождением, верой или титулами вашего супруга.",
"agot_commission_crown_westeros_choice_loc","localization/replace/english/ntc_crown_commission_l_english.yml","13","localization/russian/ntc_crown_commission_l_russian.yml","13","A Crown Inspired By History","Корона, вдохновлённая историей",
"agot_commission_crown_westeros_choice_tooltip","localization/replace/english/ntc_crown_commission_l_english.yml","14","localization/russian/ntc_crown_commission_l_russian.yml","14","A crown inspired by figures in history, whether they ruled or not.","Корона, вдохновлённая историческими фигурами — как правившими, так и лишёнными власти.",
"agot_commission_crown_westeros_hybrid_choice_loc","localization/replace/english/ntc_crown_commission_l_english.yml","17","localization/russian/ntc_crown_commission_l_russian.yml","17","A Hybrid House Crown","Гибридная корона дома",
"agot_commission_crown_westeros_hybrid_choice_tooltip","localization/replace/english/ntc_crown_commission_l_english.yml","18","localization/russian/ntc_crown_commission_l_russian.yml","18","Create a crown which is a blend of two different houses.","Создать корону, сочетающую черты двух разных домов.",
"agot_commission_crown_westeros_variant_choice_loc","localization/replace/english/ntc_crown_commission_l_english.yml","15","localization/russian/ntc_crown_commission_l_russian.yml","15","A Crown Variant","Вариант короны",
"agot_commission_crown_westeros_variant_choice_tooltip","localization/replace/english/ntc_crown_commission_l_english.yml","16","localization/russian/ntc_crown_commission_l_russian.yml","16","Create a variation of another crown, or a blend of two different houses.","Создать вариант другой короны или объединить черты двух домов.",
"agot_commission_special_artifact_crown.1313.a","localization/replace/english/ntc_crown_commission_l_english.yml","22","localization/russian/ntc_crown_commission_l_russian.yml","22","This is the one.","Это именно она.",
"agot_commission_special_artifact_crown.1313.b","localization/replace/english/ntc_crown_commission_l_english.yml","23","localization/russian/ntc_crown_commission_l_russian.yml","23","I have something else in mind...","У меня есть другой замысел...",
"agot_commission_special_artifact_crown.1313.c","localization/replace/english/ntc_crown_commission_l_english.yml","24","localization/russian/ntc_crown_commission_l_russian.yml","24","Go back.","Назад.",
"agot_commission_special_artifact_crown.1313.d","localization/replace/english/ntc_crown_commission_l_english.yml","25","localization/russian/ntc_crown_commission_l_russian.yml","25","I've changed my mind. I no longer wish to make a new crown.","Я передумал. Я больше не хочу создавать новую корону.",
"agot_commission_special_artifact_crown.1313.desc","localization/replace/english/ntc_crown_commission_l_english.yml","21","localization/russian/ntc_crown_commission_l_russian.yml","21","It's decided. This crown shall be made in honor of an important figure from history. Whether they ruled in their lifetimes or were robbed of such a chance by fate, their legacy will live on.","Решено. Эта корона будет изготовлена в честь важной фигуры прошлого. Правили ли они при жизни или судьба лишила их такой возможности, их наследие продолжит жить.",
"agot_commission_special_artifact_crown.1313.t","localization/replace/english/ntc_crown_commission_l_english.yml","20","localization/russian/ntc_crown_commission_l_russian.yml","20","Crown Commission","Заказ короны",
"agot_commission_special_artifact_crown.1414.t","localization/replace/english/ntc_crown_commission_l_english.yml","27","localization/russian/ntc_crown_commission_l_russian.yml","27","Crown Commission","Заказ короны",
"aliandra_martell_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","27","localization/russian/ntc_artifacts_l_russian.yml","25","A crown worn by Princess Aliandra Martell, which is of the image of a golden-bronze sand snake with ruby eyes curling around the head while clutching three Dornish Spears. \n \nHISTORY - First commisioned and worn by Princess Aliandra Martell of Dorne, who ruled Dorne after the Dance of Dragons, this crown would be later worn by Prince Marence Martell and Prince Mors Martell, who both ruled Dorne during the Conquest of Dorne and Fourth Blackfyre Rebellion respectively, thereby giving the crown a warlike reputation.","Корона принцессы Алиандры Мартелл: золотисто-бронзовая песчаная змея с рубиновыми глазами, обвивающая голову и сжимающая три дорнийских копья. \n \nИстория — Впервые эту корону заказала и носила Алиандра Мартелл, правившая Дорном после Танца Драконов. Позднее её носили принцы Маренс Мартелл и Морс Мартелл, правившие Дорном во времена Завоевания Дорна и Четвёртого восстания Блэкфайра соответственно, что придало короне воинственную славу.",
"aliandra_martell_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","26","localization/russian/ntc_artifacts_l_russian.yml","24","Crown of Aliandra Martell","Корона принцессы Алиандры Мартелл",
"alicenthightower_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","105","localization/russian/ntc_artifacts_l_russian.yml","98","A crown owned by Queen Alicent Hightower, wife of King Viserys I. A circular crown in of gold with carvings of flowers and marked with rubies and emeralds. \n \nHISTORY - After the death of Queen Halaena and the Storming of the Dragonpit, it would go 'missing' for over a decade due to being trapped in a difficult to reach place between the spikes below Maegor's Holdfast and would not be finally retrieved until the reign of King Viserys II.","Корона королевы Алисенты Хайтауэр, жены короля Визериса I: круглый золотой венец с цветочной резьбой, украшенный рубинами и изумрудами. \n \nИстория — После смерти королевы Хелейны и Штурма Драконьего Логова корона более десяти лет считалась «пропавшей»: она застряла в труднодоступном месте между шипами под Твердыней Мейгора. Окончательно её извлекли лишь во время правления короля Визериса II.",
"alicenthightower_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","104","localization/russian/ntc_artifacts_l_russian.yml","97","Queen Alicent's Crown","Корона королевы Алисенты",
"alyssavelaryon_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","102","localization/russian/ntc_artifacts_l_russian.yml","95","A crown owned by Queen Alyssa Velaryon, wife of King Aenys I, it is a beautiful gold and silver band encrusted with pearls and marked by blue and green jewels surrounded by smaller pearls and gold. \n \nHISTORY - Commissioned and worn by Queen Alyssa during the reign of King Aenys I, this crown would in time end up becoming nicknamed the 'Mistress Crown', for during the reign of Aegon IV it was gifted by the king to his mistress Barba Bracken, but later reclaimed and given to Melissa Blackwood by the king. \n \nAfter Melissa's time as Aegon's mistress had ended, it was gifted to Bethany Bracken, yet following Bethany's own execution after she was caught in bed with Ser Terrence Toyne, it was once again gifted to Melissa Blackwood and her house. The crown would eventually end up back with House Targaryen following the marriage of Betha Blackwood and King Aegon V.","Корона королевы Алиссы Веларион, жены короля Эйниса I: изящный золотой и серебряный обруч, инкрустированный жемчугом и украшенный синими и зелёными самоцветами, окружёнными меньшими жемчужинами и золотом. \n \nИстория — Заказанная и носившаяся королевой Алиссой во время правления Эйниса I, эта корона со временем получила прозвище «Корона фаворитки»: при Эйгоне IV король подарил её своей любовнице Барбе Бракен, затем забрал обратно и передал Мелиссе Блэквуд. \n \nКогда время Мелиссы при дворе Эйгона закончилось, корону подарили Бетани Бракен; после казни Бетани, пойманной в постели с сиром Терренсом Тойном, её снова передали Мелиссе Блэквуд и её дому. В конце концов корона вернулась к дому Таргариенов после брака Беты Блэквуд и короля Эйгона V.",
"alyssavelaryon_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","101","localization/russian/ntc_artifacts_l_russian.yml","94","Queen Alyssa's Crown","Корона королевы Алиссы",
"argella_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","24","localization/russian/ntc_artifacts_l_russian.yml","22","A crown worn by Queen Argella Durrandon, the last Storm Queen. A golden crown shaped like antlers, it is centered by a red gemstone and images of the Baratheon sigil. \n \nHISTORY - Known to often adorn the heads of various Storm Queens of the Stormlands, this crown would later be most famously be worn by Queen Argella Durrandon during her last defiance, this crown was taken by Orys after Argella was betrayed by her men and handed over to him, where it would sit gathering dust in Storm's End.","Корона королевы Аргеллы Дюррандон, последней Штормовой королевы. Золотая корона в форме оленьих рогов, с красным самоцветом в центре и образами герба Баратеонов. \n \nИстория — Эту корону часто носили Штормовые королевы Штормовых земель. Последней и самой известной её владелицей стала Аргелла Дюррандон во время своего последнего сопротивления. После того как её предали собственные люди и выдали Орису, корона была забрана им и с тех пор пылится в Штормовом Пределе.",
"argella_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","23","localization/russian/ntc_artifacts_l_russian.yml","21","Crown of Argella Durrandon","Корона Аргеллы Дюррандон",
"baelon_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","156","localization/russian/ntc_artifacts_l_russian.yml","142","A crown made for Baelon Targaryen, son of King Jaehaerys I Targaryen, if he had become king. It features a silver and black pointed design and is encursted with red rubies.","Корона, сделанная для Бейлона Таргариена, сына короля Джейхейриса I Таргариена, на случай, если бы он стал королём. Это серебряно-чёрный остроконечный венец, инкрустированный красными рубинами.",
"baelon_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","155","localization/russian/ntc_artifacts_l_russian.yml","141","Crown of Baelon, Son of Jaehaerys I","Корона Бейлона Таргариена, сына Джейхейриса I",
"baelorbreakspear_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","177","localization/russian/ntc_artifacts_l_russian.yml","160","A crown made for Baelor Targaryen, son of King Daeron II Targaryen, if he had become king. It is a redgold circular snakelike crown centered by three dragon heads and cobraheads.","Корона, созданная для Бейлора Таргариена, сына короля Дейрона II Таргариена, на случай, если бы он стал королём. Это круглая змеевидная корона из красного золота, в центре которой сходятся три драконьи головы и головы кобр.",
"baelorbreakspear_crown_generic_description","localization/replace/english/ntc_artifacts_l_english.yml","246","localization/russian/ntc_artifacts_l_russian.yml","228","A crown made to represent the union of House Targaryen and House Martell, it is a redgold circular snakelike crown centered by three dragon heads and cobraheads.","Корона, созданная как знак союза домов Таргариенов и Мартеллов. Это круглая змееподобная корона из красного золота с тремя драконьими головами и головами кобр в центре.",
"baelorbreakspear_crown_generic_name","localization/replace/english/ntc_artifacts_l_english.yml","245","localization/russian/ntc_artifacts_l_russian.yml","227","Crown of the Sanddrake","Корона Песчаного Дракона",
"baelorbreakspear_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","176","localization/russian/ntc_artifacts_l_russian.yml","159","Crown of Baelor 'Breakspear' Targaryen","Корона Бейлора Сломи Копье",
"baldric_durrandon_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","249","localization/russian/ntc_artifacts_l_russian.yml","231","Forged in gold and featuring blood red and yellow stone gems, this golden circlet of branching antlers adorned the brow of Baldric the Cunning, whose clever plots were said to be as many as the crown's points. Certain chroniclers claim it was inspired by the dubious advice of a particularly dimwitted servant whose ideas were bold, enthusiastic, and almost always terrible.","Выкованный из золота и украшенный кроваво-красными и жёлтыми камнями, этот золотой обруч с ветвящимися рогами венчал чело Болдрика Коварного, чьи коварные замыслы, как говорили, были столь же многочисленны, как зубцы его короны. Некоторые хронисты утверждают, что её вдохновили сомнительные советы особенно недалёкого слуги, чьи идеи были смелыми, восторженными и почти всегда ужасными.",
"baldric_durrandon_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","248","localization/russian/ntc_artifacts_l_russian.yml","230","Crown of Baldric 'The Cunning' Durrandon","Корона Болдрика «Коварного» Дюррандона",
"bethablackwood_circlet_description","localization/replace/english/ntc_artifacts_l_english.yml","66","localization/russian/ntc_artifacts_l_russian.yml","62","A circlet owned by Queen Betha Blackwood, wife of King Aegon V otherwise known as Aegon the Unlikely. Meant to invoke feelings of the crowns of Aegon the Conqueror and his wives, it is a dark iron crown of that ends in a pointed downward triangular shape with three red rubies at its center. \n \nHISTORY - Forged for Queen Betha Blackwood during the reign of her husband King Aegon V, this crown was nearly lost during the tragedy of Summerhall. Yet miraculously it managed to survive the fire that destroyed the great palace and was recovered afterwards, later being worn by Betha's own daughter Queen Shaera.","Диадема королевы Беты Блэквуд, жены короля Эйгона V, также известного как Эйгон Невероятный. Задуманная как отзвук корон Эйгона Завоевателя и его жён, она представляет собой венец из тёмного железа, сходящийся вниз острым треугольником с тремя красными рубинами в центре. \n \nИстория — Выкованная для королевы Беты Блэквуд во время правления её мужа, короля Эйгона V, эта корона едва не погибла во время трагедии в Саммерхолле. Чудом пережив пожар, уничтоживший великий дворец, она была найдена позднее и затем перешла к собственной дочери Беты, королеве Шейре.",
"bethablackwood_circlet_name","localization/replace/english/ntc_artifacts_l_english.yml","65","localization/russian/ntc_artifacts_l_russian.yml","61","Queen Betha's Circlet","Диадема королевы Беты",
"bittersteel_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","12","localization/russian/ntc_artifacts_l_russian.yml","11","A crown made for Aegor Rivers, also known as Bittersteel, in case all the male Blackfyres were killed. A gold and copper circlet inspired by the ancient old Petty King Bracken crown, it features golden skulls and copper and gold wings to reflect Aegor's Bracken heritage.","Корона, изготовленная для Эйгора Риверса, известного как Жгучий Клинок, на случай гибели всех мужчин Блэкфайров. Золото-медный венец, вдохновлённый древней короной малых королей Бракенов; её украшают золотые черепа и медно-золотые крылья, напоминающие о бракенском наследии Эйгора.",
"bittersteel_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","11","localization/russian/ntc_artifacts_l_russian.yml","10","Crown of Aegor 'Bittersteel' Rivers","Корона Эйгора Риверса, Жгучего Клинка",
"bracken_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","120","localization/russian/ntc_artifacts_l_russian.yml","113","A red-bronze, iron, and gold crown worn by the ancient petty kings of House Bracken during the Age of Hundred Kingdoms, this crown featured red-bronze mounted horse heads and was encrusted by red rubies.","Корона из красной бронзы, железа и золота, которую носили древние мелкие короли дома Бракенов в эпоху Ста королевств. Эта корона была украшена конскими головами из красной бронзы и инкрустирована красными рубинами.",
"bracken_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","119","localization/russian/ntc_artifacts_l_russian.yml","112","Crown of the Red Fork","Корона Красного Зубца",
"branstark_crown_description","localization/replace/english/ntc_artifacts_l_english.yml","192","localization/russian/ntc_artifacts_l_russian.yml","175","An old ancient Stark crown made for and named after an unknown Brandon Stark that ruled as King of the North thousands of years ago. Though which exact Brandon Stark commissioned it has been lost to time, it is clear that the crown in question was inspired by the equally as old Crown of Winter worn by the Old Kings of the North before the Conquest. Made of bronze and featuring carved rune inscriptions, it also features nine obsidian spikes in the shape of swords, thereby differing it slightly from the traditional Crown of Winter which uses iron swords.","Древняя корона Старков, созданная для неизвестного Брандона Старка и названная в его честь. Этот Брандон правил Севером тысячи лет назад как король. Какой именно Брандон заказал её, время уже стёрло из памяти, но ясно, что корона вдохновлёна столь же древней Короной Зимы, которую до Завоевания носили старые короли Севера. Она изготовлена из бронзы, покрыта резными руническими надписями и украшена девятью обсидиановыми шипами в форме мечей, чем немного отличается от традиционной Короны Зимы с железными мечами.",
"branstark_crown_name","localization/replace/english/ntc_artifacts_l_english.yml","191","localization/russian/ntc_artifacts_l_russian.yml","174","Crown of Brandon Stark","Корона Брандона Старка",
