BeforeCount,AfterCount,Difference,Category,Owner,ExampleLine,Component,Message,Signature
1,0,-1,Script / database error,AGOT+ | Исправления совместимости,10052,jomini_onaction.cpp:153,There is more than one '_pTrigger' defined:file: common/on_action/agot_on_actions/test_title_on_actions.txt line: 179 (agot_on_title_inheritance_lannister_baratheon_coa),jomini_onaction.cpp:153 There is more than one '_pTrigger' defined:file: common/on_action/agot_on_actions/test_title_on_actions.txt line: * (agot_on_title_inheritance_lannister_baratheon_coa)
1,0,-1,Script / database error,AGOT+ | Исправления совместимости,10053,jomini_onaction.cpp:161,There is more than one 'effect' defined using most recent:file: common/on_action/agot_on_actions/test_title_on_actions.txt line: 190 (agot_on_title_inheritance_lannister_baratheon_coa),jomini_onaction.cpp:161 There is more than one 'effect' defined using most recent:file: common/on_action/agot_on_actions/test_title_on_actions.txt line: * (agot_on_title_inheritance_lannister_baratheon_coa)
1,0,-1,Script / database error,AGOT+,10980,jomini_script_system.cpp:303,"Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: history/characters/asoiaf_char_stormlands.txt line: 152","jomini_script_system.cpp:303 Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: history/characters/asoiaf_char_stormlands.txt line: *"
1,0,-1,Script / database error,AGOT+,10883,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: Baratheon_asoiaf_baby: Baratheon_asoiaf_baby, near line: 7"" in file: ""history/characters/asoiaf_char_stormlands.txt"" near line: 7","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: Baratheon_asoiaf_baby: Baratheon_asoiaf_baby, near line: *"" in file: ""history/characters/asoiaf_char_stormlands.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10878,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: Forrester_asoiaf_1: Forrester_asoiaf_1, near line: 5190"" in file: ""history/characters/asoiaf_char_dummies.txt"" near line: 5190","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: Forrester_asoiaf_1: Forrester_asoiaf_1, near line: *"" in file: ""history/characters/asoiaf_char_dummies.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10953,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_10: asoiaf_Bitov_10, near line: 2746"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2746","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_10: asoiaf_Bitov_10, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10954,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_11: asoiaf_Bitov_11, near line: 2783"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2783","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_11: asoiaf_Bitov_11, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10956,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_12: asoiaf_Bitov_12, near line: 2847"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2847","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_12: asoiaf_Bitov_12, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10958,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_13: asoiaf_Bitov_13, near line: 2911"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2911","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_13: asoiaf_Bitov_13, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10959,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_14: asoiaf_Bitov_14, near line: 2948"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2948","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_14: asoiaf_Bitov_14, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10960,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_15: asoiaf_Bitov_15, near line: 2985"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2985","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_15: asoiaf_Bitov_15, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10961,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_16: asoiaf_Bitov_16, near line: 3022"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3022","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_16: asoiaf_Bitov_16, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10962,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_17: asoiaf_Bitov_17, near line: 3059"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3059","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_17: asoiaf_Bitov_17, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10964,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_18: asoiaf_Bitov_18, near line: 3123"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3123","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_18: asoiaf_Bitov_18, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10966,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_19: asoiaf_Bitov_19, near line: 3187"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3187","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_19: asoiaf_Bitov_19, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10941,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_1: asoiaf_Bitov_1, near line: 2346"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2346","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_1: asoiaf_Bitov_1, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10967,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_20: asoiaf_Bitov_20, near line: 3224"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3224","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_20: asoiaf_Bitov_20, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10968,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_21: asoiaf_Bitov_21, near line: 3261"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3261","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_21: asoiaf_Bitov_21, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10969,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_22: asoiaf_Bitov_22, near line: 3291"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3291","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_22: asoiaf_Bitov_22, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10970,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_23: asoiaf_Bitov_23, near line: 3328"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3328","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_23: asoiaf_Bitov_23, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10971,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_24: asoiaf_Bitov_24, near line: 3365"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3365","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_24: asoiaf_Bitov_24, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10973,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_25: asoiaf_Bitov_25, near line: 3429"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3429","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_25: asoiaf_Bitov_25, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10974,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_26: asoiaf_Bitov_26, near line: 3466"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3466","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_26: asoiaf_Bitov_26, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10975,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_27: asoiaf_Bitov_27, near line: 3503"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3503","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_27: asoiaf_Bitov_27, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10976,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_28: asoiaf_Bitov_28, near line: 3533"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3533","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_28: asoiaf_Bitov_28, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
1,0,-1,Script / database error,AGOT+,10977,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_29: asoiaf_Bitov_29, near line: 3563"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3563","pdx_persistent_reader.cpp:216 Error: ""Failed to read key reference: asoiaf_Bitov_29: asoiaf_Bitov_29, near line: *"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: *"
