Group,BeforeLogLine,Component,Message,PresentBefore,AfterCount
Stage7_history,10897,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Ronov_4: asoiaf_Ronov_4, near line: 723"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 723",True,0
Stage7_history,10898,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Ronov_5: asoiaf_Ronov_5, near line: 760"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 760",True,0
Stage7_history,10899,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_1: asoiaf_Leipa_1, near line: 797"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 797",True,0
Stage7_history,10900,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_rs_1: asoiaf_Leipa_rs_1, near line: 837"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 837",True,0
Stage7_history,10901,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Ronov_6: asoiaf_Ronov_6, near line: 864"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 864",True,0
Stage7_history,10902,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Ronov_rs_6: asoiaf_Ronov_rs_6, near line: 904"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 904",True,0
Stage7_history,10903,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_2: asoiaf_Leipa_2, near line: 936"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 936",True,0
Stage7_history,10904,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_rs_2: asoiaf_Leipa_rs_2, near line: 973"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 973",True,0
Stage7_history,10905,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_3: asoiaf_Leipa_3, near line: 1000"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1000",True,0
Stage7_history,10906,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_rs_3: asoiaf_Leipa_rs_3, near line: 1051"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1051",True,0
Stage7_history,10907,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_4: asoiaf_Leipa_4, near line: 1084"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1084",True,0
Stage7_history,10908,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_rs_4: asoiaf_Leipa_rs_4, near line: 1129"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1129",True,0
Stage7_history,10909,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_5: asoiaf_Leipa_5, near line: 1156"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1156",True,0
Stage7_history,10910,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_6: asoiaf_Leipa_6, near line: 1186"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1186",True,0
Stage7_history,10911,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_7: asoiaf_Leipa_7, near line: 1216"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1216",True,0
Stage7_history,10912,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_8: asoiaf_Leipa_8, near line: 1253"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1253",True,0
Stage7_history,10913,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_9: asoiaf_Leipa_9, near line: 1283"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1283",True,0
Stage7_history,10914,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_10: asoiaf_Leipa_10, near line: 1320"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1320",True,0
Stage7_history,10915,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_rs_10: asoiaf_Leipa_rs_10, near line: 1357"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1357",True,0
Stage7_history,10916,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_11: asoiaf_Leipa_11, near line: 1384"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1384",True,0
Stage7_history,10917,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_rs_11: asoiaf_Leipa_rs_11, near line: 1421"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1421",True,0
Stage7_history,10918,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Capon_1: asoiaf_Capon_1, near line: 1451"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1451",True,0
Stage7_history,10919,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Capon_rs_1: asoiaf_Capon_rs_1, near line: 1499"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1499",True,0
Stage7_history,10920,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_13: asoiaf_Leipa_13, near line: 1633"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1633",True,0
Stage7_history,10921,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_14: asoiaf_Leipa_14, near line: 1663"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1663",True,0
Stage7_history,10922,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_15: asoiaf_Leipa_15, near line: 1700"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1700",True,0
Stage7_history,10923,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_16: asoiaf_Leipa_16, near line: 1737"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1737",True,0
Stage7_history,10924,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Leipa_17: asoiaf_Leipa_17, near line: 1767"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1767",True,0
Stage7_history,10925,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_1: asoiaf_Lichtenburg_1, near line: 1806"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1806",True,0
Stage7_history,10926,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_rs_1: asoiaf_Lichtenburg_rs_1, near line: 1846"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1846",True,0
Stage7_history,10927,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_rs_2: asoiaf_Lichtenburg_rs_2, near line: 1872"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1872",True,0
Stage7_history,10928,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_2: asoiaf_Lichtenburg_2, near line: 1902"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1902",True,0
Stage7_history,10929,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_3: asoiaf_Lichtenburg_3, near line: 1939"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1939",True,0
Stage7_history,10930,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_rs_3: asoiaf_Lichtenburg_rs_3, near line: 1976"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 1976",True,0
Stage7_history,10931,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_4: asoiaf_Lichtenburg_4, near line: 2003"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2003",True,0
Stage7_history,10932,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_rs_4: asoiaf_Lichtenburg_rs_4, near line: 2043"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2043",True,0
Stage7_history,10933,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_5: asoiaf_Lichtenburg_5, near line: 2075"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2075",True,0
Stage7_history,10934,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_rs_5: asoiaf_Lichtenburg_rs_5, near line: 2112"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2112",True,0
Stage7_history,10935,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Zleb_1: asoiaf_Zleb_1, near line: 2139"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2139",True,0
Stage7_history,10936,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Zleb_rs_1: asoiaf_Zleb_rs_1, near line: 2176"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2176",True,0
Stage7_history,10937,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_6: asoiaf_Lichtenburg_6, near line: 2203"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2203",True,0
Stage7_history,10938,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_7: asoiaf_Lichtenburg_7, near line: 2240"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2240",True,0
Stage7_history,10939,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_rs_7: asoiaf_Lichtenburg_rs_7, near line: 2277"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2277",True,0
Stage7_history,10940,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Lichtenburg_8: asoiaf_Lichtenburg_8, near line: 2307"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2307",True,0
Stage7_history,10941,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_1: asoiaf_Bitov_1, near line: 2346"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2346",True,0
Stage7_history,10942,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_1: asoiaf_Bitov_rs_1, near line: 2383"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2383",True,0
Stage7_history,10943,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_2: asoiaf_Bitov_2, near line: 2410"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2410",True,0
Stage7_history,10944,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_3: asoiaf_Bitov_3, near line: 2447"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2447",True,0
Stage7_history,10945,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_3: asoiaf_Bitov_rs_3, near line: 2484"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2484",True,0
Stage7_history,10946,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_4: asoiaf_Bitov_4, near line: 2511"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2511",True,0
Stage7_history,10947,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_5: asoiaf_Bitov_5, near line: 2544"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2544",True,0
Stage7_history,10948,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_6: asoiaf_Bitov_6, near line: 2574"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2574",True,0
Stage7_history,10949,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_7: asoiaf_Bitov_7, near line: 2611"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2611",True,0
Stage7_history,10950,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_8: asoiaf_Bitov_8, near line: 2650"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2650",True,0
Stage7_history,10951,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_8: asoiaf_Bitov_rs_8, near line: 2687"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2687",True,0
Stage7_history,10952,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_9: asoiaf_Bitov_9, near line: 2714"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2714",True,0
Stage7_history,10953,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_10: asoiaf_Bitov_10, near line: 2746"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2746",True,0
Stage7_history,10954,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_11: asoiaf_Bitov_11, near line: 2783"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2783",True,0
Stage7_history,10955,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_11: asoiaf_Bitov_rs_11, near line: 2820"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2820",True,0
Stage7_history,10956,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_12: asoiaf_Bitov_12, near line: 2847"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2847",True,0
Stage7_history,10957,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_12: asoiaf_Bitov_rs_12, near line: 2884"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2884",True,0
Stage7_history,10958,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_13: asoiaf_Bitov_13, near line: 2911"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2911",True,0
Stage7_history,10959,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_14: asoiaf_Bitov_14, near line: 2948"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2948",True,0
Stage7_history,10960,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_15: asoiaf_Bitov_15, near line: 2985"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 2985",True,0
Stage7_history,10961,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_16: asoiaf_Bitov_16, near line: 3022"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3022",True,0
Stage7_history,10962,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_17: asoiaf_Bitov_17, near line: 3059"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3059",True,0
Stage7_history,10963,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_17: asoiaf_Bitov_rs_17, near line: 3096"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3096",True,0
Stage7_history,10964,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_18: asoiaf_Bitov_18, near line: 3123"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3123",True,0
Stage7_history,10965,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_18: asoiaf_Bitov_rs_18, near line: 3160"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3160",True,0
Stage7_history,10966,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_19: asoiaf_Bitov_19, near line: 3187"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3187",True,0
Stage7_history,10967,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_20: asoiaf_Bitov_20, near line: 3224"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3224",True,0
Stage7_history,10968,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_21: asoiaf_Bitov_21, near line: 3261"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3261",True,0
Stage7_history,10969,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_22: asoiaf_Bitov_22, near line: 3291"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3291",True,0
Stage7_history,10970,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_23: asoiaf_Bitov_23, near line: 3328"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3328",True,0
Stage7_history,10971,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_24: asoiaf_Bitov_24, near line: 3365"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3365",True,0
Stage7_history,10972,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_24: asoiaf_Bitov_rs_24, near line: 3402"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3402",True,0
Stage7_history,10973,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_25: asoiaf_Bitov_25, near line: 3429"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3429",True,0
Stage7_history,10974,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_26: asoiaf_Bitov_26, near line: 3466"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3466",True,0
Stage7_history,10975,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_27: asoiaf_Bitov_27, near line: 3503"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3503",True,0
Stage7_history,10976,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_28: asoiaf_Bitov_28, near line: 3533"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3533",True,0
Stage7_history,10977,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_29: asoiaf_Bitov_29, near line: 3563"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3563",True,0
Stage7_history,10978,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_29: asoiaf_Bitov_rs_29, near line: 3600"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3600",True,0
Stage7_history,10979,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: asoiaf_Bitov_30: asoiaf_Bitov_30, near line: 3627"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3627",True,0
Stage7_history,10980,jomini_script_system.cpp:303,"Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: history/characters/asoiaf_char_stormlands.txt line: 152",True,0
Stage7_history,10984,jomini_effect.cpp:139,PostValidate of effect 'add_trait' returned false at file: history/characters/asoiaf_char_stormlands.txt line: 152,True,0
Stage8_scripts,9753,pdx_persistent_reader.cpp:216,"Error: ""Unexpected token: decision_has_second_step, near line: 112
Unexpected token: decision_custom_widget_container, near line: 113"" in file: ""common/decisions/asoiaf_house_branch_decisions.txt"" near line: 118",True,0
Stage8_scripts,9755,pdx_persistent_reader.cpp:216,"Error: ""Unexpected token: decision_has_second_step, near line: 481
Unexpected token: decision_custom_widget_container, near line: 482"" in file: ""common/decisions/asoiaf_house_branch_decisions.txt"" near line: 487",True,0
Stage8_scripts,9758,pdx_persistent_reader.cpp:216,"Error: ""Unexpected token: decision_has_second_step, near line: 586
Unexpected token: decision_custom_widget_container, near line: 587"" in file: ""common/decisions/asoiaf_house_branch_decisions.txt"" near line: 592",True,0
Stage8_scripts,9761,pdx_persistent_reader.cpp:216,"Error: ""Unexpected token: decision_has_second_step, near line: 702
Unexpected token: decision_custom_widget_container, near line: 703"" in file: ""common/decisions/asoiaf_house_branch_decisions.txt"" near line: 708",True,0
Stage8_scripts,9994,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_101_trigger, near line: 737"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 738",True,0
Stage8_scripts,9995,pdx_persistent_reader.cpp:216,"Error: ""Unknown effect: asoiaf_canon_children_Targaryen_101_birth_effect, near line: 741"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 742",True,0
Stage8_scripts,9996,pdx_persistent_reader.cpp:216,"Error: ""Unknown effect: asoiaf_canon_children_Targaryen_100_birth_effect, near line: 749"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 750",True,0
Stage8_scripts,9997,pdx_persistent_reader.cpp:216,"Error: ""Unknown effect: asoiaf_canon_children_Targaryen_99_birth_effect, near line: 757"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 758",True,0
Stage8_scripts,9998,pdx_persistent_reader.cpp:216,"Error: ""Unknown effect: asoiaf_canon_children_Targaryen_98_birth_effect, near line: 765"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 766",True,0
Stage8_scripts,9999,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_104_trigger, near line: 777"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 778",True,0
Stage8_scripts,10000,pdx_persistent_reader.cpp:216,"Error: ""Unknown effect: asoiaf_canon_children_Targaryen_104_birth_effect, near line: 781"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 782",True,0
Stage8_scripts,10001,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_103_trigger, near line: 785"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 786",True,0
Stage8_scripts,10002,pdx_persistent_reader.cpp:216,"Error: ""Unknown effect: asoiaf_canon_children_Targaryen_103_birth_effect, near line: 789"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 790",True,0
Stage8_scripts,10003,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_102_trigger, near line: 793"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 794",True,0
Stage8_scripts,10004,pdx_persistent_reader.cpp:216,"Error: ""Unknown effect: asoiaf_canon_children_Targaryen_102_birth_effect, near line: 797"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 798",True,0
Stage8_scripts,10017,pdx_persistent_reader.cpp:216,"Error: ""Unknown effect: asoiaf_mega_war_effect, near line: 8"" in file: ""events/asoiaf_mega_war_events.txt"" near line: 9",True,0
Stage8_scripts,10033,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: is_busy_in_events_localised, near line: 150 (expanded from file: common/character_interactions/asoiaf_character_interactions.txt line: 151)"" in file: ""common/character_interactions/asoiaf_character_interactions.txt"" near line: 157",True,0
