Key,Identical,FirstFile,SecondFile
dragon_egg_dragon_ancestor_4_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_dragon_ancestor_4_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_dragon_ancestor_5_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_dragon_ancestor_5_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_dragon_ancestor_6_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_dragon_ancestor_6_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_dreamfyre_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_dreamfyre_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_drogon_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_drogon_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_essovius_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_essovius_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_ghiscar_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_ghiscar_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_grey_ghost_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_grey_ghost_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_10_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_10_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_11_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_11_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_2_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_2_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_3_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_3_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_4_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_4_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_5_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_5_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_6_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_6_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_7_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_7_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_8_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_8_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_9_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_maegor_9_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_meleys_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_meleys_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_meraxes_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_meraxes_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_moondancer_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_moondancer_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_morghul_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_morghul_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_morning_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_morning_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_nagga_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_nagga_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_neltharion_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_neltharion_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_nessarion_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_nessarion_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_nightfyre_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_nightfyre_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_pythax_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_pythax_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_quicksilver_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_quicksilver_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_rhaegal_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_rhaegal_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_rovax_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_rovax_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_seasmoke_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_seasmoke_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_serporoth_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_serporoth_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_sheepstealer_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_sheepstealer_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_shrykos_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_shrykos_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_silverwing_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_silverwing_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_stormcloud_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_stormcloud_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_sunfyre_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_sunfyre_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_syrax_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_syrax_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_terrax_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_terrax_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_tessarion_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_tessarion_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_the_last_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_the_last_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_tyraxes_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_tyraxes_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_urrax_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_urrax_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_valryon_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_valryon_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_vassarion_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_vassarion_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_vermax_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_vermax_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_vermithor_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_vermithor_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_vermithrax_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_vermithrax_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_vhagar_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_vhagar_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_viserion_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_viserion_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_wyrmling_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
dragon_egg_wyrmling_ui_desc,True,localization/russian/dp_artifacts_l_russian.yml,localization/russian/mde_artifacts_l_russian.yml
