File,DNA,OldGene,OldValue,TargetGene,TargetBefore,TargetAfter,Decision,Detail,VisualValidationRequired,Status
common/dna_data/test_dna_crownlands.txt,Slynt_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 118 ""eye_fold_2"" 118",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 27 ""eye_fold_shape_pos"" 27","""eye_fold_shape_pos"" 27 ""eye_fold_shape_pos"" 27",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_crownlands.txt,Cressen_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 62 ""eye_fold_2"" 62",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 47 ""eye_fold_shape_pos"" 47","""eye_fold_shape_pos"" 47 ""eye_fold_shape_pos"" 47",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_size,"""eye_size"" 120 ""eye_size"" 120",gene_bs_eye_size,"""eye_size_neg"" 77 ""eye_size_neg"" 77","""eye_size_neg"" 81 ""eye_size_neg"" 81",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_shut_top,"""eye_shut_top"" 147 ""eye_shut_top"" 147",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 255 ""eye_upper_lid_size_pos"" 255","""eye_upper_lid_size_pos"" 255 ""eye_upper_lid_size_pos"" 255",retire_preserve_current_gene,dominant:preserve_at_limit; recessive:preserve_at_limit,False,candidate_not_applied
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_shut_bottom,"""eye_shut_bottom"" 126 ""eye_shut_bottom"" 126",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 8 ""eye_fold_2"" 8",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 33 ""eye_fold_shape_neg"" 33","""eye_fold_shape_neg"" 33 ""eye_fold_shape_neg"" 33",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_10,gene_bs_eye_fold_2,"""eye_fold_2"" 11 ""eye_fold_2"" 0",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 205 ""eye_fold_shape_neg"" 78","""eye_fold_shape_neg"" 205 ""eye_fold_shape_neg"" 78",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:no_legacy_fold_strength,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_eye_size,"""eye_size"" 123 ""eye_size"" 123",gene_bs_eye_size,"""eye_size_pos"" 52 ""eye_size_pos"" 52","""eye_size_pos"" 50 ""eye_size_pos"" 50",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_eye_shut_top,"""eye_shut_top"" 136 ""eye_shut_top"" 136",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 137 ""eye_upper_lid_size_pos"" 137","""eye_upper_lid_size_pos"" 141 ""eye_upper_lid_size_pos"" 141",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_eye_shut_bottom,"""eye_shut_bottom"" 120 ""eye_shut_bottom"" 120",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_forehead_inner_brow_width,"""inner_brow_width"" 129 ""inner_brow_width"" 129",gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 0 ""eyebrow_inner_width_max"" 0","""eyebrow_inner_width_max"" 1 ""eyebrow_inner_width_max"" 1",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_bs_eye_fold_2,"""eye_fold_2"" 224 ""eye_fold_2"" 224",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 65 ""eye_fold_shape_neg"" 65","""eye_fold_shape_neg"" 65 ""eye_fold_shape_neg"" 65",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_size,"""eye_size"" 135 ""eye_size"" 135",gene_bs_eye_size,"""eye_size_neg"" 95 ""eye_size_neg"" 95","""eye_size_neg"" 91 ""eye_size_neg"" 91",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_shut_top,"""eye_shut_top"" 141 ""eye_shut_top"" 141",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_neg"" 59 ""eye_upper_lid_size_neg"" 59","""eye_upper_lid_size_neg"" 52 ""eye_upper_lid_size_neg"" 52",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_shut_bottom,"""eye_shut_bottom"" 119 ""eye_shut_bottom"" 119",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_forehead_inner_brow_width,"""inner_brow_width"" 132 ""inner_brow_width"" 132",gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 120 ""eyebrow_inner_width_max"" 120","""eyebrow_inner_width_max"" 122 ""eyebrow_inner_width_max"" 122",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_bs_eye_fold_2,"""eye_fold_2"" 2 ""eye_fold_2"" 2",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 0 ""eye_fold_shape_pos"" 0","""eye_fold_shape_neg_02"" 2 ""eye_fold_shape_neg_02"" 2",map_fold_in_free_slot,dominant:same_attribute_in_free_slot_current_AGOT_range; recessive:same_attribute_in_free_slot_current_AGOT_range,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_size,"""eye_size"" 117 ""eye_size"" 117",gene_bs_eye_size,"""eye_size_neg"" 21 ""eye_size_neg"" 21","""eye_size_neg"" 26 ""eye_size_neg"" 26",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_shut_top,"""eye_shut_top"" 127 ""eye_shut_top"" 127",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 192 ""eye_upper_lid_size_pos"" 192","""eye_upper_lid_size_pos"" 192 ""eye_upper_lid_size_pos"" 192",retire_preserve_current_gene,dominant:preserve_near_midpoint; recessive:preserve_near_midpoint,False,candidate_not_applied
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_shut_bottom,"""eye_shut_bottom"" 121 ""eye_shut_bottom"" 121",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_essos.txt,Mysaria_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 21 ""eye_fold_2"" 21",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 255 ""eye_fold_shape_neg"" 255","""eye_fold_shape_neg"" 255 ""eye_fold_shape_neg"" 255",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_essos.txt,Saan_asoiaf_2,gene_bs_eye_fold_2,"""eye_fold_2"" 73 ""eye_fold_2"" 73",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 141 ""eye_fold_shape_pos"" 141","""eye_fold_shape_pos"" 141 ""eye_fold_shape_pos"" 141",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_essos.txt,Thoros_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 160 ""eye_fold_2"" 160",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 9 ""eye_fold_shape_neg"" 9","""eye_fold_shape_neg"" 9 ""eye_fold_shape_neg"" 9",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_size,"""eye_size"" 115 ""eye_size"" 115",gene_bs_eye_size,"""eye_size_pos"" 2 ""eye_size_pos"" 2","""eye_size_neg"" 4 ""eye_size_neg"" 4",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_shut_top,"""eye_shut_top"" 130 ""eye_shut_top"" 130",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_neg"" 25 ""eye_upper_lid_size_neg"" 25","""eye_upper_lid_size_neg"" 24 ""eye_upper_lid_size_neg"" 24",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_shut_bottom,"""eye_shut_bottom"" 112 ""eye_shut_bottom"" 112",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_forehead_inner_brow_width,"""inner_brow_width"" 136 ""inner_brow_width"" 136",gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 4 ""eyebrow_inner_width_max"" 4","""eyebrow_inner_width_max"" 8 ""eyebrow_inner_width_max"" 8",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 81 ""eye_fold_2"" 81",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 0 ""eye_fold_shape_pos"" 0","""eye_fold_shape_neg_02"" 81 ""eye_fold_shape_neg_02"" 81",map_fold_in_free_slot,dominant:same_attribute_in_free_slot_current_AGOT_range; recessive:same_attribute_in_free_slot_current_AGOT_range,False,candidate_not_applied
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_size,"""eye_size"" 131 ""eye_size"" 131",gene_bs_eye_size,"""eye_size_neg"" 157 ""eye_size_neg"" 157","""eye_size_neg"" 155 ""eye_size_neg"" 155",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_shut_top,"""eye_shut_top"" 124 ""eye_shut_top"" 124",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 201 ""eye_upper_lid_size_pos"" 201","""eye_upper_lid_size_pos"" 199 ""eye_upper_lid_size_pos"" 199",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_shut_bottom,"""eye_shut_bottom"" 125 ""eye_shut_bottom"" 125",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_bs_eye_fold_2,"""eye_fold_2"" 168 ""eye_fold_2"" 168",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 131 ""eye_fold_shape_pos"" 131","""eye_fold_shape_pos"" 131 ""eye_fold_shape_pos"" 131",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_size,"""eye_size"" 122 ""eye_size"" 122",gene_bs_eye_size,"""eye_size_pos"" 67 ""eye_size_pos"" 67","""eye_size_pos"" 64 ""eye_size_pos"" 64",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_shut_top,"""eye_shut_top"" 120 ""eye_shut_top"" 120",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 175 ""eye_upper_lid_size_pos"" 175","""eye_upper_lid_size_pos"" 171 ""eye_upper_lid_size_pos"" 171",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_shut_bottom,"""eye_shut_bottom"" 130 ""eye_shut_bottom"" 130",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 1 ""eye_lower_lid_size"" 1",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_forehead_inner_brow_width,"""inner_brow_width"" 142 ""inner_brow_width"" 142",gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 0 ""eyebrow_inner_width_max"" 0","""eyebrow_inner_width_max"" 7 ""eyebrow_inner_width_max"" 7",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_bs_eye_fold_2,"""eye_fold_2"" 61 ""eye_fold_2"" 61",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 161 ""eye_fold_shape_neg"" 161","""eye_fold_shape_neg"" 161 ""eye_fold_shape_neg"" 161",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Stark_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 94 ""eye_fold_2"" 94",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 25 ""eye_fold_shape_pos"" 25","""eye_fold_shape_pos"" 25 ""eye_fold_shape_pos"" 25",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_size,"""eye_size"" 116 ""eye_size"" 116",gene_bs_eye_size,"""eye_size_neg"" 45 ""eye_size_neg"" 45","""eye_size_neg"" 51 ""eye_size_neg"" 51",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_shut_top,"""eye_shut_top"" 137 ""eye_shut_top"" 137",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 37 ""eye_upper_lid_size_pos"" 37","""eye_upper_lid_size_pos"" 42 ""eye_upper_lid_size_pos"" 42",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_shut_bottom,"""eye_shut_bottom"" 124 ""eye_shut_bottom"" 124",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_forehead_inner_brow_width,"""inner_brow_width"" 136 ""inner_brow_width"" 136",gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 0 ""eyebrow_inner_width_max"" 0","""eyebrow_inner_width_max"" 4 ""eyebrow_inner_width_max"" 4",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_bs_eye_fold_2,"""eye_fold_2"" 96 ""eye_fold_2"" 96",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 7 ""eye_fold_shape_neg"" 7","""eye_fold_shape_neg"" 7 ""eye_fold_shape_neg"" 7",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_size,"""eye_size"" 111 ""eye_size"" 111",gene_bs_eye_size,"""eye_size_pos"" 1 ""eye_size_pos"" 1","""eye_size_neg"" 7 ""eye_size_neg"" 7",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_shut_top,"""eye_shut_top"" 124 ""eye_shut_top"" 124",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 43 ""eye_upper_lid_size_pos"" 43","""eye_upper_lid_size_pos"" 41 ""eye_upper_lid_size_pos"" 41",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_shut_bottom,"""eye_shut_bottom"" 138 ""eye_shut_bottom"" 138",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 5 ""eye_lower_lid_size"" 5",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_bs_eye_fold_2,"""eye_fold_2"" 41 ""eye_fold_2"" 41",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 10 ""eye_fold_shape_neg"" 10","""eye_fold_shape_neg"" 10 ""eye_fold_shape_neg"" 10",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_size,"""eye_size"" 126 ""eye_size"" 126",gene_bs_eye_size,"""eye_size_neg"" 133 ""eye_size_neg"" 133","""eye_size_neg"" 134 ""eye_size_neg"" 134",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_shut_top,"""eye_shut_top"" 125 ""eye_shut_top"" 125",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 255 ""eye_upper_lid_size_pos"" 255","""eye_upper_lid_size_pos"" 254 ""eye_upper_lid_size_pos"" 254",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_shut_bottom,"""eye_shut_bottom"" 129 ""eye_shut_bottom"" 129",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 1 ""eye_lower_lid_size"" 1",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 200 ""eye_fold_2"" 200",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 11 ""eye_fold_shape_neg"" 11","""eye_fold_shape_neg"" 11 ""eye_fold_shape_neg"" 11",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_size,"""eye_size"" 125 ""eye_size"" 125",gene_bs_eye_size,"""eye_size_neg"" 73 ""eye_size_neg"" 73","""eye_size_neg"" 74 ""eye_size_neg"" 74",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_shut_top,"""eye_shut_top"" 125 ""eye_shut_top"" 125",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 103 ""eye_upper_lid_size_pos"" 103","""eye_upper_lid_size_pos"" 102 ""eye_upper_lid_size_pos"" 102",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_shut_bottom,"""eye_shut_bottom"" 129 ""eye_shut_bottom"" 129",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 1 ""eye_lower_lid_size"" 1",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
