File,DNA,OldGene,Allele,LegacyTemplate,LegacyValue,TargetGene,BeforeTemplate,BeforeValue,AfterTemplate,AfterValue,RequestedDelta,AppliedSignedDelta,Decision
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_size,dominant,eye_size,120,gene_bs_eye_size,eye_size_neg,77,eye_size_neg,81,-4,-4,weak_signed_analogy
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_size,recessive,eye_size,120,gene_bs_eye_size,eye_size_neg,77,eye_size_neg,81,-4,-4,weak_signed_analogy
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_shut_top,dominant,eye_shut_top,147,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,255,eye_upper_lid_size_pos,255,10,0,preserve_at_limit
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_shut_top,recessive,eye_shut_top,147,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,255,eye_upper_lid_size_pos,255,10,0,preserve_at_limit
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_shut_bottom,dominant,eye_shut_bottom,126,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-1,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_eye_shut_bottom,recessive,eye_shut_bottom,126,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-1,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_bs_eye_fold_2,dominant,eye_fold_2,8,gene_bs_eye_fold_shape,eye_fold_shape_neg,33,eye_fold_shape_neg,33,,,preserve_existing_primary_fold
common/dna_data/test_dna_crownlands.txt,Pycelle_asoiaf_1,gene_bs_eye_fold_2,recessive,eye_fold_2,8,gene_bs_eye_fold_shape,eye_fold_shape_neg,33,eye_fold_shape_neg,33,,,preserve_existing_primary_fold
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_10,gene_bs_eye_fold_2,dominant,eye_fold_2,11,gene_bs_eye_fold_shape,eye_fold_shape_neg,205,eye_fold_shape_neg,205,,,preserve_existing_primary_fold
common/dna_data/test_dna_dornish.txt,Martell_asoiaf_10,gene_bs_eye_fold_2,recessive,eye_fold_2,0,gene_bs_eye_fold_shape,eye_fold_shape_neg,78,eye_fold_shape_neg,78,,,no_legacy_fold_strength
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_eye_size,dominant,eye_size,123,gene_bs_eye_size,eye_size_pos,52,eye_size_pos,50,-2,-2,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_eye_size,recessive,eye_size,123,gene_bs_eye_size,eye_size_pos,52,eye_size_pos,50,-2,-2,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_eye_shut_top,dominant,eye_shut_top,136,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,137,eye_upper_lid_size_pos,141,4,4,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_eye_shut_top,recessive,eye_shut_top,136,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,137,eye_upper_lid_size_pos,141,4,4,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_eye_shut_bottom,dominant,eye_shut_bottom,120,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-4,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_eye_shut_bottom,recessive,eye_shut_bottom,120,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-4,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_forehead_inner_brow_width,dominant,inner_brow_width,129,gene_eyebrow_inner_width,eyebrow_inner_width_max,0,eyebrow_inner_width_max,1,1,1,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_forehead_inner_brow_width,recessive,inner_brow_width,129,gene_eyebrow_inner_width,eyebrow_inner_width_max,0,eyebrow_inner_width_max,1,1,1,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_bs_eye_fold_2,dominant,eye_fold_2,224,gene_bs_eye_fold_shape,eye_fold_shape_neg,65,eye_fold_shape_neg,65,,,preserve_existing_primary_fold
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_5,gene_bs_eye_fold_2,recessive,eye_fold_2,224,gene_bs_eye_fold_shape,eye_fold_shape_neg,65,eye_fold_shape_neg,65,,,preserve_existing_primary_fold
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_size,dominant,eye_size,135,gene_bs_eye_size,eye_size_neg,95,eye_size_neg,91,4,4,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_size,recessive,eye_size,135,gene_bs_eye_size,eye_size_neg,95,eye_size_neg,91,4,4,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_shut_top,dominant,eye_shut_top,141,gene_bs_eye_upper_lid_size,eye_upper_lid_size_neg,59,eye_upper_lid_size_neg,52,7,7,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_shut_top,recessive,eye_shut_top,141,gene_bs_eye_upper_lid_size,eye_upper_lid_size_neg,59,eye_upper_lid_size_neg,52,7,7,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_shut_bottom,dominant,eye_shut_bottom,119,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-4,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_eye_shut_bottom,recessive,eye_shut_bottom,119,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-4,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_forehead_inner_brow_width,dominant,inner_brow_width,132,gene_eyebrow_inner_width,eyebrow_inner_width_max,120,eyebrow_inner_width_max,122,2,2,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_forehead_inner_brow_width,recessive,inner_brow_width,132,gene_eyebrow_inner_width,eyebrow_inner_width_max,120,eyebrow_inner_width_max,122,2,2,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_bs_eye_fold_2,dominant,eye_fold_2,2,gene_bs_eye_fold_shape,eye_fold_shape_pos,0,eye_fold_shape_neg_02,2,,,same_attribute_in_free_slot_current_AGOT_range
common/dna_data/test_dna_dornish.txt,Dayne_asoiaf_4,gene_bs_eye_fold_2,recessive,eye_fold_2,2,gene_bs_eye_fold_shape,eye_fold_shape_pos,0,eye_fold_shape_neg_02,2,,,same_attribute_in_free_slot_current_AGOT_range
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_size,dominant,eye_size,117,gene_bs_eye_size,eye_size_neg,21,eye_size_neg,26,-5,-5,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_size,recessive,eye_size,117,gene_bs_eye_size,eye_size_neg,21,eye_size_neg,26,-5,-5,weak_signed_analogy
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_shut_top,dominant,eye_shut_top,127,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,192,eye_upper_lid_size_pos,192,0,0,preserve_near_midpoint
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_shut_top,recessive,eye_shut_top,127,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,192,eye_upper_lid_size_pos,192,0,0,preserve_near_midpoint
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_shut_bottom,dominant,eye_shut_bottom,121,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-3,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_dornish.txt,Uller_asoiaf_6,gene_eye_shut_bottom,recessive,eye_shut_bottom,121,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-3,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_essos.txt,Mysaria_asoiaf_1,gene_bs_eye_fold_2,dominant,eye_fold_2,21,gene_bs_eye_fold_shape,eye_fold_shape_neg,255,eye_fold_shape_neg,255,,,preserve_existing_primary_fold
common/dna_data/test_dna_essos.txt,Mysaria_asoiaf_1,gene_bs_eye_fold_2,recessive,eye_fold_2,21,gene_bs_eye_fold_shape,eye_fold_shape_neg,255,eye_fold_shape_neg,255,,,preserve_existing_primary_fold
common/dna_data/test_dna_essos.txt,Saan_asoiaf_2,gene_bs_eye_fold_2,dominant,eye_fold_2,73,gene_bs_eye_fold_shape,eye_fold_shape_pos,141,eye_fold_shape_pos,141,,,preserve_existing_primary_fold
common/dna_data/test_dna_essos.txt,Saan_asoiaf_2,gene_bs_eye_fold_2,recessive,eye_fold_2,73,gene_bs_eye_fold_shape,eye_fold_shape_pos,141,eye_fold_shape_pos,141,,,preserve_existing_primary_fold
common/dna_data/test_dna_essos.txt,Thoros_asoiaf_1,gene_bs_eye_fold_2,dominant,eye_fold_2,160,gene_bs_eye_fold_shape,eye_fold_shape_neg,9,eye_fold_shape_neg,9,,,preserve_existing_primary_fold
common/dna_data/test_dna_essos.txt,Thoros_asoiaf_1,gene_bs_eye_fold_2,recessive,eye_fold_2,160,gene_bs_eye_fold_shape,eye_fold_shape_neg,9,eye_fold_shape_neg,9,,,preserve_existing_primary_fold
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_size,dominant,eye_size,115,gene_bs_eye_size,eye_size_pos,2,eye_size_neg,4,-6,-6,weak_signed_analogy
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_size,recessive,eye_size,115,gene_bs_eye_size,eye_size_pos,2,eye_size_neg,4,-6,-6,weak_signed_analogy
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_shut_top,dominant,eye_shut_top,130,gene_bs_eye_upper_lid_size,eye_upper_lid_size_neg,25,eye_upper_lid_size_neg,24,1,1,weak_signed_analogy
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_shut_top,recessive,eye_shut_top,130,gene_bs_eye_upper_lid_size,eye_upper_lid_size_neg,25,eye_upper_lid_size_neg,24,1,1,weak_signed_analogy
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_shut_bottom,dominant,eye_shut_bottom,112,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-8,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_eye_shut_bottom,recessive,eye_shut_bottom,112,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-8,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_forehead_inner_brow_width,dominant,inner_brow_width,136,gene_eyebrow_inner_width,eyebrow_inner_width_max,4,eyebrow_inner_width_max,8,4,4,weak_signed_analogy
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_forehead_inner_brow_width,recessive,inner_brow_width,136,gene_eyebrow_inner_width,eyebrow_inner_width_max,4,eyebrow_inner_width_max,8,4,4,weak_signed_analogy
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_bs_eye_fold_2,dominant,eye_fold_2,81,gene_bs_eye_fold_shape,eye_fold_shape_pos,0,eye_fold_shape_neg_02,81,,,same_attribute_in_free_slot_current_AGOT_range
common/dna_data/test_dna_essos.txt,Eunuch_asoiaf_1,gene_bs_eye_fold_2,recessive,eye_fold_2,81,gene_bs_eye_fold_shape,eye_fold_shape_pos,0,eye_fold_shape_neg_02,81,,,same_attribute_in_free_slot_current_AGOT_range
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_size,dominant,eye_size,131,gene_bs_eye_size,eye_size_neg,157,eye_size_neg,155,2,2,weak_signed_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_size,recessive,eye_size,131,gene_bs_eye_size,eye_size_neg,157,eye_size_neg,155,2,2,weak_signed_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_shut_top,dominant,eye_shut_top,124,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,201,eye_upper_lid_size_pos,199,-2,-2,weak_signed_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_shut_top,recessive,eye_shut_top,124,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,201,eye_upper_lid_size_pos,199,-2,-2,weak_signed_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_shut_bottom,dominant,eye_shut_bottom,125,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-1,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_eye_shut_bottom,recessive,eye_shut_bottom,125,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-1,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_bs_eye_fold_2,dominant,eye_fold_2,168,gene_bs_eye_fold_shape,eye_fold_shape_pos,131,eye_fold_shape_pos,131,,,preserve_existing_primary_fold
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_6,gene_bs_eye_fold_2,recessive,eye_fold_2,168,gene_bs_eye_fold_shape,eye_fold_shape_pos,131,eye_fold_shape_pos,131,,,preserve_existing_primary_fold
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_size,dominant,eye_size,122,gene_bs_eye_size,eye_size_pos,67,eye_size_pos,64,-3,-3,weak_signed_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_size,recessive,eye_size,122,gene_bs_eye_size,eye_size_pos,67,eye_size_pos,64,-3,-3,weak_signed_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_shut_top,dominant,eye_shut_top,120,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,175,eye_upper_lid_size_pos,171,-4,-4,weak_signed_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_shut_top,recessive,eye_shut_top,120,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,175,eye_upper_lid_size_pos,171,-4,-4,weak_signed_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_shut_bottom,dominant,eye_shut_bottom,130,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,1,1,1,weak_positive_lower_lid_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_eye_shut_bottom,recessive,eye_shut_bottom,130,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,1,1,1,weak_positive_lower_lid_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_forehead_inner_brow_width,dominant,inner_brow_width,142,gene_eyebrow_inner_width,eyebrow_inner_width_max,0,eyebrow_inner_width_max,7,7,7,weak_signed_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_forehead_inner_brow_width,recessive,inner_brow_width,142,gene_eyebrow_inner_width,eyebrow_inner_width_max,0,eyebrow_inner_width_max,7,7,7,weak_signed_analogy
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_bs_eye_fold_2,dominant,eye_fold_2,61,gene_bs_eye_fold_shape,eye_fold_shape_neg,161,eye_fold_shape_neg,161,,,preserve_existing_primary_fold
common/dna_data/test_dna_iron_isles.txt,Greyjoy_asoiaf_9,gene_bs_eye_fold_2,recessive,eye_fold_2,61,gene_bs_eye_fold_shape,eye_fold_shape_neg,161,eye_fold_shape_neg,161,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Stark_asoiaf_1,gene_bs_eye_fold_2,dominant,eye_fold_2,94,gene_bs_eye_fold_shape,eye_fold_shape_pos,25,eye_fold_shape_pos,25,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Stark_asoiaf_1,gene_bs_eye_fold_2,recessive,eye_fold_2,94,gene_bs_eye_fold_shape,eye_fold_shape_pos,25,eye_fold_shape_pos,25,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_size,dominant,eye_size,116,gene_bs_eye_size,eye_size_neg,45,eye_size_neg,51,-6,-6,weak_signed_analogy
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_size,recessive,eye_size,116,gene_bs_eye_size,eye_size_neg,45,eye_size_neg,51,-6,-6,weak_signed_analogy
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_shut_top,dominant,eye_shut_top,137,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,37,eye_upper_lid_size_pos,42,5,5,weak_signed_analogy
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_shut_top,recessive,eye_shut_top,137,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,37,eye_upper_lid_size_pos,42,5,5,weak_signed_analogy
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_shut_bottom,dominant,eye_shut_bottom,124,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-2,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_eye_shut_bottom,recessive,eye_shut_bottom,124,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-2,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_forehead_inner_brow_width,dominant,inner_brow_width,136,gene_eyebrow_inner_width,eyebrow_inner_width_max,0,eyebrow_inner_width_max,4,4,4,weak_signed_analogy
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_forehead_inner_brow_width,recessive,inner_brow_width,136,gene_eyebrow_inner_width,eyebrow_inner_width_max,0,eyebrow_inner_width_max,4,4,4,weak_signed_analogy
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_bs_eye_fold_2,dominant,eye_fold_2,96,gene_bs_eye_fold_shape,eye_fold_shape_neg,7,eye_fold_shape_neg,7,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Stark_asoiaf_6,gene_bs_eye_fold_2,recessive,eye_fold_2,96,gene_bs_eye_fold_shape,eye_fold_shape_neg,7,eye_fold_shape_neg,7,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_size,dominant,eye_size,111,gene_bs_eye_size,eye_size_pos,1,eye_size_neg,7,-8,-8,weak_signed_analogy
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_size,recessive,eye_size,111,gene_bs_eye_size,eye_size_pos,1,eye_size_neg,7,-8,-8,weak_signed_analogy
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_shut_top,dominant,eye_shut_top,124,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,43,eye_upper_lid_size_pos,41,-2,-2,weak_signed_analogy
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_shut_top,recessive,eye_shut_top,124,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,43,eye_upper_lid_size_pos,41,-2,-2,weak_signed_analogy
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_shut_bottom,dominant,eye_shut_bottom,138,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,5,5,5,weak_positive_lower_lid_analogy
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_eye_shut_bottom,recessive,eye_shut_bottom,138,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,5,5,5,weak_positive_lower_lid_analogy
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_bs_eye_fold_2,dominant,eye_fold_2,41,gene_bs_eye_fold_shape,eye_fold_shape_neg,10,eye_fold_shape_neg,10,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Cassel_asoiaf_3,gene_bs_eye_fold_2,recessive,eye_fold_2,41,gene_bs_eye_fold_shape,eye_fold_shape_neg,10,eye_fold_shape_neg,10,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_size,dominant,eye_size,126,gene_bs_eye_size,eye_size_neg,133,eye_size_neg,134,-1,-1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_size,recessive,eye_size,126,gene_bs_eye_size,eye_size_neg,133,eye_size_neg,134,-1,-1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_shut_top,dominant,eye_shut_top,125,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,255,eye_upper_lid_size_pos,254,-1,-1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_shut_top,recessive,eye_shut_top,125,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,255,eye_upper_lid_size_pos,254,-1,-1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_shut_bottom,dominant,eye_shut_bottom,129,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,1,1,1,weak_positive_lower_lid_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_eye_shut_bottom,recessive,eye_shut_bottom,129,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,1,1,1,weak_positive_lower_lid_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_bs_eye_fold_2,dominant,eye_fold_2,200,gene_bs_eye_fold_shape,eye_fold_shape_neg,11,eye_fold_shape_neg,11,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Bolton_asoiaf_1,gene_bs_eye_fold_2,recessive,eye_fold_2,200,gene_bs_eye_fold_shape,eye_fold_shape_neg,11,eye_fold_shape_neg,11,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_size,dominant,eye_size,125,gene_bs_eye_size,eye_size_neg,73,eye_size_neg,74,-1,-1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_size,recessive,eye_size,125,gene_bs_eye_size,eye_size_neg,73,eye_size_neg,74,-1,-1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_shut_top,dominant,eye_shut_top,125,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,103,eye_upper_lid_size_pos,102,-1,-1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_shut_top,recessive,eye_shut_top,125,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,103,eye_upper_lid_size_pos,102,-1,-1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_shut_bottom,dominant,eye_shut_bottom,129,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,1,1,1,weak_positive_lower_lid_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_eye_shut_bottom,recessive,eye_shut_bottom,129,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,1,1,1,weak_positive_lower_lid_analogy
