Before,After,Difference,Component,Message
1,0,-1,pdxassetutil.cpp:1009,"Duplicate texture 'ep3_patras_castle_ground_properties.dds' found (current path 'gfx/models/buildings/special/high_hermitage/ep3_patras_castle_ground_properties.dds', previous path 'gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_ground_properties.dds')"
1,0,-1,pdxassetutil.cpp:1009,"Duplicate texture 'ethiopian_atlas_normal.dds' found (current path 'gfx/models/buildings/special/Karhold/ethiopian_atlas_normal.dds', previous path 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_normal.dds')"
1,0,-1,pdxassetutil.cpp:1009,"Duplicate texture 'ethiopian_atlas_normal.dds' found (current path 'gfx/models/buildings/special/Runestone/ethiopian_atlas_normal.dds', previous path 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_normal.dds')"
1,0,-1,pdxassetutil.cpp:1009,"Duplicate texture 'ethiopian_atlas_properties.dds' found (current path 'gfx/models/buildings/special/Karhold/ethiopian_atlas_properties.dds', previous path 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_properties.dds')"
1,0,-1,pdxassetutil.cpp:1009,"Duplicate texture 'ethiopian_atlas_properties.dds' found (current path 'gfx/models/buildings/special/Runestone/ethiopian_atlas_properties.dds', previous path 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_properties.dds')"
7,0,-7,pdxassetutil.cpp:1053,Failed to find texture 'building_backup_atlas_normal.dds'
7,0,-7,pdxassetutil.cpp:1053,Failed to find texture 'building_backup_atlas_properties.dds'
0,1,1,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_normal.dds'
0,1,1,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_properties.dds'
0,1,1,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_01_a_unique.dds'
0,1,1,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_ground_diffuse.dds'
0,1,1,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_ground_normal.dds'
0,1,1,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_ground_properties.dds'
0,7,7,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_normal.dds'
0,7,7,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_properties.dds'
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_palestone_sword_01_mesh] is out of sync with its meshsettings. [casterlyrock_rockShape] is not in use in file: gfx/models/buildings/special/palestone_sword/building_palestone_sword_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [City] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [building_special_stormsend_castle_cliffsShape] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [building_western_castle_0Shape4] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [hillfort_01] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [lift] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [pallet] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [western_walls_04_a1Shape1] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [western_walls_04_a1Shape2] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [western_walls_04_a1Shape3] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [western_walls_04_a1Shape] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_special_duskendale_mesh] is out of sync with its meshsettings. [building_mediterranean_city_02] is not in use in file: gfx/models/buildings/special/duskendale/building_special_duskendale.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_special_duskendale_mesh] is out of sync with its meshsettings. [farm_mediterranean] is not in use in file: gfx/models/buildings/special/duskendale/building_special_duskendale.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_special_duskendale_mesh] is out of sync with its meshsettings. [farm_mediterranean_decal] is not in use in file: gfx/models/buildings/special/duskendale/building_special_duskendale.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_special_duskendale_mesh] is out of sync with its meshsettings. [farm_mediterranean_vines] is not in use in file: gfx/models/buildings/special/duskendale/building_special_duskendale.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_special_evenfall_mesh] is out of sync with its meshsettings. [building_special_evenfall_4Shape] is not in use in file: gfx/models/buildings/special/Evenfall/building_special_evenfall.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_special_evenfall_mesh] is out of sync with its meshsettings. [building_special_evenfall_cellsShape] is not in use in file: gfx/models/buildings/special/Evenfall/building_special_evenfall.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_special_evenfall_mesh] is out of sync with its meshsettings. [fp4_legendary_western_palace_01_aShape] is not in use in file: gfx/models/buildings/special/Evenfall/building_special_evenfall.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_special_lonely_light_04] is out of sync with its meshsettings. [dock_tower_wood] is not in use in file: gfx/models/buildings/special/Lonely Light/building_special_lonely_light_04.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_special_sisterton_mesh] is out of sync with its meshsettings. [sisteron_rough_walls] is not in use in file: gfx/models/buildings/special/sisterton/building_special_sisterton.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [building_special_yronwood_mesh] is out of sync with its meshsettings. [fp2_building_special_alhambra_01_palm_treeShape] is not in use in file: gfx/models/buildings/special/yronwood/building_special_yronwood.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [cow_blackhaven_mesh] is out of sync with its meshsettings. [blackhaven_rockShape] is not in use in file: gfx/models/buildings/special/cow_blackhaven/cow_blackhaven.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [crag_level_1_mesh] is out of sync with its meshsettings. [lannisport_dgShape] is not in use in file: gfx/models/buildings/special/crag/crag_level_1.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [crag_level_1_mesh] is out of sync with its meshsettings. [lannisport_lkShape] is not in use in file: gfx/models/buildings/special/crag/crag_level_1.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [crag_level_1_mesh] is out of sync with its meshsettings. [lannisport_lpShape] is not in use in file: gfx/models/buildings/special/crag/crag_level_1.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [crag_level_2_mesh] is out of sync with its meshsettings. [lannisport_dgShape] is not in use in file: gfx/models/buildings/special/crag/crag_level_2.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [crag_level_2_mesh] is out of sync with its meshsettings. [lannisport_lkShape] is not in use in file: gfx/models/buildings/special/crag/crag_level_2.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [crag_level_2_mesh] is out of sync with its meshsettings. [lannisport_lpShape] is not in use in file: gfx/models/buildings/special/crag/crag_level_2.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [crag_mesh] is out of sync with its meshsettings. [lannisport_dgShape] is not in use in file: gfx/models/buildings/special/crag/crag.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [crag_mesh] is out of sync with its meshsettings. [lannisport_lkShape] is not in use in file: gfx/models/buildings/special/crag/crag.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [crag_mesh] is out of sync with its meshsettings. [lannisport_lpShape] is not in use in file: gfx/models/buildings/special/crag/crag.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [high_hermitage_mesh] is out of sync with its meshsettings. [ep3_basilica_sant_apollinare_nuovo_decalShape] is not in use in file: gfx/models/buildings/special/high_hermitage/high_hermitage.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [lordsport_mesh] is out of sync with its meshsettings. [iron] is not in use in file: gfx/models/buildings/special/lordsport/lordsport.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [lordsport_mesh] is out of sync with its meshsettings. [lordsport_stone_ground] is not in use in file: gfx/models/buildings/special/lordsport/lordsport.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [starpike_mesh] is out of sync with its meshsettings. [starpike_ground] is not in use in file: gfx/models/buildings/special/starpike/starpike.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [starpike_mesh] is out of sync with its meshsettings. [starpike_lower] is not in use in file: gfx/models/buildings/special/starpike/starpike.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [whitegrove_mesh] is out of sync with its meshsettings. [whitegrove_roof] is not in use in file: gfx/models/buildings/special/whitegrove/whitegrove.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [whitegrove_mesh] is out of sync with its meshsettings. [whitegrove_stone_ground] is not in use in file: gfx/models/buildings/special/whitegrove/whitegrove.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [whitegrove_mesh] is out of sync with its meshsettings. [whitegrove_upper] is not in use in file: gfx/models/buildings/special/whitegrove/whitegrove.mesh
1,0,-1,pdxassetutil.cpp:1763,pdxmesh [whitegrove_mesh] is out of sync with its meshsettings. [whitegrove_windows] is not in use in file: gfx/models/buildings/special/whitegrove/whitegrove.mesh
1,0,-1,pdxassetutil.cpp:2002,"Asset ""gfx/models/buildings/special/dunstonbury/dunstonbury.mesh"" has more than 3 UV channels. This is not supported and will be ignored."
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'bellchain' in file 'gfx/models/buildings/special/seagaurd/building_seagard_01.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'bronze_bell' in file 'gfx/models/buildings/special/seagaurd/building_seagard_01.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'building_griffin_roost_castle' in file 'gfx/models/buildings/special/griffins roost/building_special_griffins_roost.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'building_mediterranean_city_02' in file 'gfx/models/buildings/special/the_arbor/the_arbor.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'griffin_roost_roof' in file 'gfx/models/buildings/special/griffins roost/building_special_griffins_roost.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'lift' in file 'gfx/models/buildings/special/castamere/24castamere_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'lift' in file 'gfx/models/buildings/special/castamere/24castamere_3.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'lift' in file 'gfx/models/buildings/special/castamere/castamere_restored.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'pallet' in file 'gfx/models/buildings/special/castamere/24castamere_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'pallet' in file 'gfx/models/buildings/special/castamere/24castamere_3.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'pallet' in file 'gfx/models/buildings/special/castamere/castamere_restored.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'the_ground' in file 'gfx/models/buildings/special/deepwood_motte/deepwood_motte.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 0 in mesh 'windmill' in file 'gfx/models/buildings/special/castamere/castamere_restored.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'ashemark_stone_ground' in file 'gfx/models/buildings/special/ashemark/ashemark.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'building_special_evenfall_1Shape' in file 'gfx/models/buildings/special/Evenfall/building_special_evenfall.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'building_special_evenfall_2Shape' in file 'gfx/models/buildings/special/Evenfall/building_special_evenfall.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'crag_crenelation' in file 'gfx/models/buildings/special/crag/crag.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'crag_stone_ground' in file 'gfx/models/buildings/special/cow_blackhaven/cow_blackhaven.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'crag_stone_ground' in file 'gfx/models/buildings/special/crag/crag_level_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'crag_stone_ground' in file 'gfx/models/buildings/special/crag/crag_level_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
2,0,-2,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'crag_upper' in file 'gfx/models/buildings/special/crag/crag_level_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
2,0,-2,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'crag_upper' in file 'gfx/models/buildings/special/crag/crag_level_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'crag_windows' in file 'gfx/models/buildings/special/crag/crag_level_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'dunstonbury_stone_ground' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'dunstonbury_stone_ground' in file 'gfx/models/buildings/special/whitegrove/whitegrove.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'dunstonbury_upper' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'dunstonbury_windows' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'gold_ball' in file 'gfx/models/buildings/special/cow_blackhaven/cow_blackhaven.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'lannisport_dgShape' in file 'gfx/models/buildings/special/fanghill/fanghill.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'pole_town' in file 'gfx/models/buildings/special/planky town/planky_town.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'rooksrest_stone' in file 'gfx/models/buildings/special/rooksrest/rooksrest2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'rooksrest_stone_ground' in file 'gfx/models/buildings/special/rooksrest/rooksrest.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 1 in mesh 'rooksrest_stone_ground' in file 'gfx/models/buildings/special/rooksrest/rooksrest2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 2 in mesh 'building_western' in file 'gfx/models/buildings/special/Ten Towers/cow_building_special_ten_towers.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 2 in mesh 'celtic_01' in file 'gfx/models/buildings/special/Ten Towers/cow_building_special_ten_towers.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,pdxassetutil.cpp:556,UV-Set: 3 in mesh 'dunstonbury_upper' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1,0,-1,portraitaccessories.cpp:65,could not find entity [smc_alicent_dress_03_entity] - file: gfx/portraits/accessories/smc_clothing.txt line: 24 (female_clothes_smc_alicent_dress_03)
1,0,-1,portraitaccessories.cpp:65,could not find entity [smc_alicent_dress_04_entity] - file: gfx/portraits/accessories/smc_clothing.txt line: 28 (female_clothes_smc_alicent_dress_04)
1,0,-1,portraitanimations.cpp:110,"Unknown animation state 'throneRoom_twoHandedPassiveFat1_entry' scripted for portrait animation 'valyrian_invasion_vs_halberd_1' in modifier 'throneRoom_two_handed_passive_1_dwarf' (part 'torso', type 'boy')"
