category,log_line,owner,issue,original_owner,message,status,reason,Observed,CurrentLogLine,CurrentFileOwner,OriginalComponent,OriginalFullMessage,ResourceRunObserved,ResourceRunLine
scripts,1584,Legacy of the Dragon,lotd-sword-templates,Legacy Of The Dragon,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 475 (agot_create_artifact_vs_seafoam_effect[args#979117111])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 475 (agot_create_artifact_vs_seafoam_effect[args#979117111])",absent,
scripts,1588,Legacy of the Dragon,lotd-sword-templates,Legacy Of The Dragon,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 455 (agot_create_artifact_vs_seafoam_effect[args#2425720076])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 455 (agot_create_artifact_vs_seafoam_effect[args#2425720076])",absent,
scripts,1592,Legacy of the Dragon,lotd-sword-templates,Legacy Of The Dragon,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 475 (agot_create_artifact_vs_seafoam_effect[args#2425720076])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 475 (agot_create_artifact_vs_seafoam_effect[args#2425720076])",absent,
scripts,1596,Legacy of the Dragon,lotd-sword-templates,Legacy Of The Dragon,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_pincer_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 604 (agot_create_artifact_vs_pincer_effect[args#2425720076])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_pincer_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 604 (agot_create_artifact_vs_pincer_effect[args#2425720076])",absent,
scripts,1600,Legacy of the Dragon,lotd-sword-templates,Legacy Of The Dragon,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_pincer_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 630 (agot_create_artifact_vs_pincer_effect[args#2425720076])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_pincer_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 630 (agot_create_artifact_vs_pincer_effect[args#2425720076])",absent,
scripts,1604,Legacy of the Dragon,lotd-sword-templates,Legacy Of The Dragon,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 13 (agot_create_artifact_vs_blackfyre_effect[args#2425720076])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 13 (agot_create_artifact_vs_blackfyre_effect[args#2425720076])",absent,
scripts,1608,Legacy of the Dragon,lotd-sword-templates,Legacy Of The Dragon,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 31 (agot_create_artifact_vs_blackfyre_effect[args#2425720076])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 31 (agot_create_artifact_vs_blackfyre_effect[args#2425720076])",absent,
scripts,1612,Divine Intervention + AGOT compatibility,di-lhazar-language,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: set_culture_pillar effect [ Invalid database object 'language_agot_lhazaar' ]
  Script location: file: common/scripted_guis/DI_cultural_editor_pillars_sgui.txt line: 620 (DI_language_agot_lhazaar_sgui:effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: set_culture_pillar effect [ Invalid database object 'language_agot_lhazaar' ]
  Script location: file: common/scripted_guis/DI_cultural_editor_pillars_sgui.txt line: 620 (DI_language_agot_lhazaar_sgui:effect)",absent,
scripts,1616,Divine Intervention + AGOT compatibility,di-lhazar-language,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'set_culture_pillar' returned false at file: common/scripted_guis/DI_cultural_editor_pillars_sgui.txt line: 620 (DI_language_agot_lhazaar_sgui:effect),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'set_culture_pillar' returned false at file: common/scripted_guis/DI_cultural_editor_pillars_sgui.txt line: 620 (DI_language_agot_lhazaar_sgui:effect),absent,
scripts,1617,Divine Intervention + AGOT compatibility,di-succession-innovation,Divine Intervention Cheat Menu,"Script system error!
  Error: add_innovation effect [ target: Not found in database class CCultureInnovationTypeDatabase ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 4616 (DI_change_succession:on_accept)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.,present,1522,Divine Intervention Cheat Menu,jomini_script_system.cpp:303,"Script system error!
  Error: add_innovation effect [ target: Not found in database class CCultureInnovationTypeDatabase ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 4616 (DI_change_succession:on_accept)",present,1385
scripts,1621,Divine Intervention + AGOT compatibility,di-succession-innovation,Divine Intervention Cheat Menu,PostValidate of effect 'add_innovation' returned false at file: common/character_interactions/DI_character_interaction.txt line: 4616 (DI_change_succession:on_accept),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.,present,1526,Divine Intervention Cheat Menu,jomini_effect.cpp:139,PostValidate of effect 'add_innovation' returned false at file: common/character_interactions/DI_character_interaction.txt line: 4616 (DI_change_succession:on_accept),present,1389
scripts,1622,Divine Intervention + AGOT compatibility,di-succession-innovation,Divine Intervention Cheat Menu,"Script system error!
  Error: add_innovation effect [ target: Not found in database class CCultureInnovationTypeDatabase ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 4631 (DI_change_succession:on_accept)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.,present,1527,Divine Intervention Cheat Menu,jomini_script_system.cpp:303,"Script system error!
  Error: add_innovation effect [ target: Not found in database class CCultureInnovationTypeDatabase ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 4631 (DI_change_succession:on_accept)",present,1390
scripts,1626,Divine Intervention + AGOT compatibility,di-succession-innovation,Divine Intervention Cheat Menu,PostValidate of effect 'add_innovation' returned false at file: common/character_interactions/DI_character_interaction.txt line: 4631 (DI_change_succession:on_accept),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.,present,1531,Divine Intervention Cheat Menu,jomini_effect.cpp:139,PostValidate of effect 'add_innovation' returned false at file: common/character_interactions/DI_character_interaction.txt line: 4631 (DI_change_succession:on_accept),present,1394
scripts,1627,COW-AGOT,cow-building-ids,COW-AGOT: 3D Models & Bigger Castles,"Script system error!
  Error: add_building effect [ Invalid database object 'common_trade_03' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 174 (set_provinces_on_actions)",expected_fixed,Исправлены подтверждённые ID порта/Медвежьего острова и старое бессильное удаление ironwood_01.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: add_building effect [ Invalid database object 'common_trade_03' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 174 (set_provinces_on_actions)",absent,
scripts,1631,COW-AGOT,cow-building-ids,COW-AGOT: 3D Models & Bigger Castles,PostValidate of effect 'add_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 174 (set_provinces_on_actions),expected_fixed,Исправлены подтверждённые ID порта/Медвежьего острова и старое бессильное удаление ironwood_01.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'add_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 174 (set_provinces_on_actions),absent,
scripts,1632,COW-AGOT,cow-building-ids,COW-AGOT: 3D Models & Bigger Castles,"Script system error!
  Error: remove_building effect [ Invalid database object 'ironwood_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 214 (set_provinces_on_actions)",expected_fixed,Исправлены подтверждённые ID порта/Медвежьего острова и старое бессильное удаление ironwood_01.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: remove_building effect [ Invalid database object 'ironwood_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 214 (set_provinces_on_actions)",absent,
scripts,1636,COW-AGOT,cow-building-ids,COW-AGOT: 3D Models & Bigger Castles,PostValidate of effect 'remove_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 214 (set_provinces_on_actions),expected_fixed,Исправлены подтверждённые ID порта/Медвежьего острова и старое бессильное удаление ironwood_01.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'remove_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 214 (set_provinces_on_actions),absent,
scripts,1637,COW-AGOT,cow-building-ids,COW-AGOT: 3D Models & Bigger Castles,"Script system error!
  Error: add_special_building_slot effect [ Invalid database object 'bearisland_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 273 (set_provinces_on_actions)",expected_fixed,Исправлены подтверждённые ID порта/Медвежьего острова и старое бессильное удаление ironwood_01.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: add_special_building_slot effect [ Invalid database object 'bearisland_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 273 (set_provinces_on_actions)",absent,
scripts,1641,COW-AGOT,cow-building-ids,COW-AGOT: 3D Models & Bigger Castles,PostValidate of effect 'add_special_building_slot' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 273 (set_provinces_on_actions),expected_fixed,Исправлены подтверждённые ID порта/Медвежьего острова и старое бессильное удаление ironwood_01.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'add_special_building_slot' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 273 (set_provinces_on_actions),absent,
scripts,1642,COW-AGOT,cow-building-ids,COW-AGOT: 3D Models & Bigger Castles,"Script system error!
  Error: add_special_building effect [ Invalid database object 'bearisland_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 274 (set_provinces_on_actions)",expected_fixed,Исправлены подтверждённые ID порта/Медвежьего острова и старое бессильное удаление ironwood_01.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: add_special_building effect [ Invalid database object 'bearisland_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 274 (set_provinces_on_actions)",absent,
scripts,1646,COW-AGOT,cow-building-ids,COW-AGOT: 3D Models & Bigger Castles,PostValidate of effect 'add_special_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 274 (set_provinces_on_actions),expected_fixed,Исправлены подтверждённые ID порта/Медвежьего острова и старое бессильное удаление ironwood_01.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'add_special_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 274 (set_provinces_on_actions),absent,
scripts,1647,COW-AGOT,cow-building-ids,COW-AGOT: 3D Models & Bigger Castles,"Script system error!
  Error: add_special_building_slot effect [ Invalid database object 'harlaw_mines_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 335 (harlaw_building_check_on_actions)",deferred,Неизвестный преемник шахт Харлоу; исходная ветвь сохранена.,present,1532,AGOT Submods | Единые исправления,jomini_script_system.cpp:303,"Script system error!
  Error: add_special_building_slot effect [ Invalid database object 'harlaw_mines_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 335 (harlaw_building_check_on_actions)",absent,
scripts,1651,COW-AGOT,cow-building-ids,COW-AGOT: 3D Models & Bigger Castles,PostValidate of effect 'add_special_building_slot' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 335 (harlaw_building_check_on_actions),deferred,Неизвестный преемник шахт Харлоу; исходная ветвь сохранена.,present,1536,AGOT Submods | Единые исправления,jomini_effect.cpp:139,PostValidate of effect 'add_special_building_slot' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 335 (harlaw_building_check_on_actions),absent,
scripts,1652,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_arabic' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 14 (DI_court_position_post_spawn_effect[args#2101251318])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_arabic' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 14 (DI_court_position_post_spawn_effect[args#2101251318])",absent,
scripts,1656,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 14 (DI_court_position_post_spawn_effect[args#2101251318]),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 14 (DI_court_position_post_spawn_effect[args#2101251318]),absent,
scripts,1657,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_greek' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 15 (DI_court_position_post_spawn_effect[args#2101251318])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_greek' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 15 (DI_court_position_post_spawn_effect[args#2101251318])",absent,
scripts,1661,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 15 (DI_court_position_post_spawn_effect[args#2101251318]),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 15 (DI_court_position_post_spawn_effect[args#2101251318]),absent,
scripts,1662,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_latin' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 16 (DI_court_position_post_spawn_effect[args#2101251318])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_latin' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 16 (DI_court_position_post_spawn_effect[args#2101251318])",absent,
scripts,1666,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 16 (DI_court_position_post_spawn_effect[args#2101251318]),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 16 (DI_court_position_post_spawn_effect[args#2101251318]),absent,
scripts,1667,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_norse' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 17 (DI_court_position_post_spawn_effect[args#2101251318])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_norse' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 17 (DI_court_position_post_spawn_effect[args#2101251318])",absent,
scripts,1671,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 17 (DI_court_position_post_spawn_effect[args#2101251318]),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 17 (DI_court_position_post_spawn_effect[args#2101251318]),absent,
scripts,1672,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_arabic' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 26 (DI_court_position_post_spawn_effect[args#2101251318])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_arabic' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 26 (DI_court_position_post_spawn_effect[args#2101251318])",absent,
scripts,1676,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 26 (DI_court_position_post_spawn_effect[args#2101251318]),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 26 (DI_court_position_post_spawn_effect[args#2101251318]),absent,
scripts,1677,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_greek' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 27 (DI_court_position_post_spawn_effect[args#2101251318])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_greek' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 27 (DI_court_position_post_spawn_effect[args#2101251318])",absent,
scripts,1681,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 27 (DI_court_position_post_spawn_effect[args#2101251318]),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 27 (DI_court_position_post_spawn_effect[args#2101251318]),absent,
scripts,1682,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_latin' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 28 (DI_court_position_post_spawn_effect[args#2101251318])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_latin' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 28 (DI_court_position_post_spawn_effect[args#2101251318])",absent,
scripts,1686,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 28 (DI_court_position_post_spawn_effect[args#2101251318]),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 28 (DI_court_position_post_spawn_effect[args#2101251318]),absent,
scripts,1687,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_norse' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 29 (DI_court_position_post_spawn_effect[args#2101251318])",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_norse' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 29 (DI_court_position_post_spawn_effect[args#2101251318])",absent,
scripts,1691,Divine Intervention + AGOT compatibility,di-polyglot,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 29 (DI_court_position_post_spawn_effect[args#2101251318]),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 29 (DI_court_position_post_spawn_effect[args#2101251318]),absent,
scripts,1692,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 20 (DI_personality_trait_randomizer_effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 20 (DI_personality_trait_randomizer_effect)",absent,
scripts,1696,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'add_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 20 (DI_personality_trait_randomizer_effect),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'add_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 20 (DI_personality_trait_randomizer_effect),absent,
scripts,1697,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 21 (DI_personality_trait_randomizer_effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 21 (DI_personality_trait_randomizer_effect)",absent,
scripts,1701,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'add_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 21 (DI_personality_trait_randomizer_effect),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'add_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 21 (DI_personality_trait_randomizer_effect),absent,
scripts,1702,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: remove_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: remove_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect)",absent,
scripts,1706,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'remove_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'remove_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect),absent,
scripts,1707,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: remove_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 86 (DI_clear_personality_traits_effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: remove_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 86 (DI_clear_personality_traits_effect)",absent,
scripts,1711,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'remove_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 86 (DI_clear_personality_traits_effect),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_effect.cpp:139,PostValidate of effect 'remove_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 86 (DI_clear_personality_traits_effect),absent,
scripts,1712,Valyrian Steel,vs-scheme-formats,Valyrian Steel,"Error: ""Unknown modifier type: bond_with_dragon_scheme_success_chance_add, near line: 17
Unknown modifier type: bond_with_dragon_scheme_scheme_success_chance_add, near line: 24"" in file: ""common/modifier_definition_formats/agot_scheme_definitions.txt"" near line: 29",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,pdx_persistent_reader.cpp:216,"Error: ""Unknown modifier type: bond_with_dragon_scheme_success_chance_add, near line: 17
Unknown modifier type: bond_with_dragon_scheme_scheme_success_chance_add, near line: 24"" in file: ""common/modifier_definition_formats/agot_scheme_definitions.txt"" near line: 29",absent,
scripts,1714,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: has_trait trigger [ Cannot find honorable in trait database ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.,absent,,,jomini_script_system.cpp:303,"Script system error!
  Error: has_trait trigger [ Cannot find honorable in trait database ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect)",absent,
