FineCategory,Line,Time,Component,Message,Category,Owner,Files,Key,FirstFile,SecondFile
textures,1201,06:13:04,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/high_hermitage/gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_01_a_unique.dds not found',Other error,Unresolved file,gfx/models/buildings/special/high_hermitage/gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_01_a_unique.dds,,,
textures,1202,06:13:05,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_properties.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_properties.dds,,,
textures,1203,06:13:05,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds,,,
textures,1204,06:13:05,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_normal.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_normal.dds,,,
textures,1205,06:13:05,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds,,,
textures,1206,06:13:05,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_properties.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_properties.dds,,,
textures,1207,06:13:05,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds,,,
textures,1208,06:13:05,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_normal.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_normal.dds,,,
textures,1209,06:13:05,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds,,,
textures,1210,06:13:06,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_properties.dds',Graphics / portrait source error,A Game of Thrones,gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_properties.dds,,,
textures,1211,06:13:06,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/Karhold/gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_properties.dds not found',Other error,Unresolved file,gfx/models/buildings/special/Karhold/gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_properties.dds,,,
textures,1212,06:13:06,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_normal.dds',Graphics / portrait source error,A Game of Thrones,gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_normal.dds,,,
textures,1213,06:13:06,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/Karhold/gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_normal.dds not found',Other error,Unresolved file,gfx/models/buildings/special/Karhold/gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_normal.dds,,,
textures,1214,06:13:07,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_properties.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_properties.dds,,,
textures,1215,06:13:07,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds,,,
textures,1216,06:13:07,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_normal.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_normal.dds,,,
textures,1217,06:13:07,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds,,,
textures,1218,06:13:07,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_properties.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_properties.dds,,,
textures,1219,06:13:07,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds,,,
textures,1220,06:13:07,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_normal.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_normal.dds,,,
textures,1221,06:13:07,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds,,,
textures,1222,06:13:09,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_properties.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_properties.dds,,,
textures,1223,06:13:09,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds,,,
textures,1224,06:13:09,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_normal.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_normal.dds,,,
textures,1225,06:13:09,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds,,,
textures,1226,06:13:09,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_properties.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_properties.dds,,,
textures,1227,06:13:09,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds,,,
textures,1228,06:13:09,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_normal.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_normal.dds,,,
textures,1229,06:13:09,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds,,,
textures,1230,06:13:09,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_properties.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_properties.dds,,,
textures,1231,06:13:09,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_properties.dds,,,
textures,1232,06:13:09,pdxassetutil.cpp:1053,Failed to find texture 'gfx/models/debug/no_normal.dds',Graphics / portrait source error,CK3,gfx/models/debug/no_normal.dds,,,
textures,1233,06:13:09,virtualfilesystem.cpp:456,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds not found',Other error,Unresolved file,gfx/models/buildings/special/castamere/gfx/models/debug/no_normal.dds,,,
ai_decision,1234,06:13:43,decision_type.cpp:224,show_notifications_decision has 'ai_check_interval'/'ai_check_interval_by_tier' that's negative or unset. Setting to 0 instead,Script / database error,,,,,
scripts,1235,06:13:47,pdx_persistent_reader.cpp:216,"Error: ""Unexpected token: confucian_education_xp_gain_mult, near line: 4047"" in file: ""common/modifiers/DI_modifiers.txt"" near line: 4047",Script / database error,Divine Intervention Cheat Menu,common/modifiers/DI_modifiers.txt,,,
scripts,1236,06:13:50,jomini_eventtarget.cpp:692,Failed to find a valid event target link 'house_Blackfyre' at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 127 (tgc_blackfyre_equipment_trigger),Script / database error,AGOT Submod Core,common/scripted_triggers/tgc_loaded_trigger.txt,,,
accessories,1237,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:brightboar_swordsman_armour] has an invalid accessory ""male_clothes_secular_brightboar_swordsman""",Graphics / portrait source error,,,,,
accessories,1238,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:brightboar_swordsman_armour] has an invalid accessory ""female_clothes_secular_brightboar_swordsman""",Graphics / portrait source error,,,,,
accessories,1239,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:brightboar_swordsman_armour] has an invalid accessory ""male_clothes_secular_brightboar_swordsman""",Graphics / portrait source error,,,,,
accessories,1240,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:brightboar_swordsman_armour] has an invalid accessory ""female_clothes_secular_brightboar_swordsman""",Graphics / portrait source error,,,,,
accessories,1241,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_captainsArmor_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1242,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_captainsArmorMetal_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1243,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_ornateVest_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1244,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_standardVest_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1245,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_platedVest_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1246,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_captainsArmor_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1247,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_captainsArmorMetal_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1248,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_ornateVest_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1249,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_standardVest_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1250,06:13:50,portraitaccessories.cpp:159,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_platedVest_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1251,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_01""",Graphics / portrait source error,,,,,
accessories,1252,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1253,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_02""",Graphics / portrait source error,,,,,
accessories,1254,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_02""",Graphics / portrait source error,,,,,
accessories,1255,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_03""",Graphics / portrait source error,,,,,
accessories,1256,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_03""",Graphics / portrait source error,,,,,
accessories,1257,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_01""",Graphics / portrait source error,,,,,
accessories,1258,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1259,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_02""",Graphics / portrait source error,,,,,
accessories,1260,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_02""",Graphics / portrait source error,,,,,
accessories,1261,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_03""",Graphics / portrait source error,,,,,
accessories,1262,06:13:50,portraitaccessories.cpp:159,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_03""",Graphics / portrait source error,,,,,
accessories,1263,06:13:50,portraitaccessories.cpp:159,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_captainsPants_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1264,06:13:50,portraitaccessories.cpp:159,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_standardPants_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1265,06:13:50,portraitaccessories.cpp:159,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_twoSwordsPants_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1266,06:13:50,portraitaccessories.cpp:159,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_captainsPants_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1267,06:13:50,portraitaccessories.cpp:159,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_standardPants_blackfyreAlt_01""",Graphics / portrait source error,,,,,
accessories,1268,06:13:50,portraitaccessories.cpp:159,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_twoSwordsPants_blackfyreAlt_01""",Graphics / portrait source error,,,,,
rule_references,1269,06:13:50,pdx_persistent_reader.cpp:216,"Error: ""Failed to read key reference: 1453_end_date: 1453_end_date, near line: 3
Failed to read key reference: rhomaion_name_of_byzantium: rhomaion_name_of_byzantium, near line: 3
Failed to read key reference: default_mongol_invasion: default_mongol_invasion, near line: 3
Failed to read key reference: random_ruler_placement_off: random_ruler_placement_off, near line: 3
Failed to read key reference: launch_historical: launch_historical, near line: 3
Failed to read key reference: fp1_scandi_adventurers_apocalyptic: fp1_scandi_adventurers_apocalyptic, near line: 3
Failed to read key reference: dissolution_after_caliph_death: dissolution_after_caliph_death, near line: 3
Failed to read key reference: default_seljuk_invasion: default_seljuk_invasion, near line: 3
Failed to read key reference: situation_the_great_steppe_toggle_on: situation_the_great_steppe_toggle_on, near line: 3
Failed to read key reference: struggle_iberia_toggle_on: struggle_iberia_toggle_on, near line: 3
Failed to read key reference: struggle_persia_toggle_on: struggle_persia_toggle_on, near line: 3
Failed to read key reference: historicity_ruler_of_munster_historical_toirdelbach: historicity_ruler_of_munster_historical_toirdelbach, near line: 3
Failed to read key reference: historicity_norman_conquest_default_random: historicity_norman_conquest_default_random, near line: 3
Failed to read key reference: tibet_nomad_region_on: tibet_nomad_region_on, near line: 3
Failed to read key reference: sami_nomad_region_on: sami_nomad_region_on, near line: 3
Failed to read key reference: arabia_nomad_region_on: arabia_nomad_region_on, near line: 3
Failed to read key reference: sahel_nomad_region_on: sahel_nomad_region_on, near line: 3
Failed to read key reference: horn_of_africa_nomad_region_on: horn_of_africa_nomad_region_on, near line: 3
Failed to read key reference: historicity_extra_admin_egypt_gameplay_not_administrative: historicity_extra_admin_egypt_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_arabia_gameplay_not_administrative: historicity_extra_admin_arabia_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_ghana_gameplay_not_administrative: historicity_extra_admin_ghana_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_kabulistan_gameplay_not_administrative: historicity_extra_admin_kabulistan_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_persia_gameplay_not_administrative: historicity_extra_admin_persia_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_maghreb_gameplay_not_administrative: historicity_extra_admin_maghreb_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_tamilakam_gameplay_not_administrative: historicity_extra_admin_tamilakam_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_carolingians_gameplay_not_administrative: historicity_extra_admin_carolingians_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_player_wherever_gameplay_not_administrative: historicity_extra_admin_player_wherever_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_frankokratia_fourth_crusade: historicity_frankokratia_fourth_crusade, near line: 3
Failed to read key reference: silk_road_starting_innovations_preset: silk_road_starting_innovations_preset, near line: 3
Failed to read key reference: ACR_RE_tradition_slots_plus_95: ACR_RE_tradition_slots_plus_95, near line: 3
Failed to read key reference: ACR_RE_tradition_cost_free: ACR_RE_tradition_cost_free, near line: 3
Failed to read key reference: ACR_RE_tradition_cooldown_none: ACR_RE_tradition_cooldown_none, near line: 3
Failed to read key reference: ACR_RE_truce_duration_5: ACR_RE_truce_duration_5, near line: 3
Failed to read key reference: ACR_RE_truce_scope_player_primary: ACR_RE_truce_scope_player_primary, near line: 3
Failed to read key reference: ACR_RE_council_task_speed_1_month: ACR_RE_council_task_speed_1_month, near line: 3
Failed to read key reference: HM_RE_rule_player_free_functions_enabled: HM_RE_rule_player_free_functions_enabled, near line: 3
Failed to read key reference: HM_RE_rule_change_holding_type_cost_very_cheap: HM_RE_rule_change_holding_type_cost_very_cheap, near line: 3
Failed to read key reference: HM_RE_rule_change_holding_type_cooldown_very_short: HM_RE_rule_change_holding_type_cooldown_very_short, near line: 3
Failed to read key reference: HM_RE_rule_can_replace_buildings_vassals: HM_RE_rule_can_replace_buildings_vassals, near line: 3
Failed to read key reference: HM_RE_rule_can_feudalize_holdings_vassals: HM_RE_rule_can_feudalize_holdings_vassals, near line: 3
Failed to read key reference: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap, near line: 3
Failed to read key reference: HM_RE_rule_player_extra_slots_enabled: HM_RE_rule_player_extra_slots_enabled, near line: 3
Failed to read key reference: HM_RE_rule_player_slot_base_cost_very_cheap: HM_RE_rule_player_slot_base_cost_very_cheap, near line: 3
Failed to read key reference: HM_RE_rule_player_slot_step_cost_very_cheap: HM_RE_rule_player_slot_step_cost_very_cheap, near line: 3
Failed to read key reference: HM_RE_rule_construction_time_cost_free: HM_RE_rule_construction_time_cost_free, near line: 3
Failed to read key reference: HM_RE_build_all_button_on: HM_RE_build_all_button_on, near line: 3
Failed to read key reference: HM_RE_upgrade_all_button_on: HM_RE_upgrade_all_button_on, near line: 3
Failed to read key reference: HM_RE_make_nomad_button_on: HM_RE_make_nomad_button_on, near line: 3
Failed to read key reference: HM_RE_make_temple_citadel_button_on: HM_RE_make_temple_citadel_button_on, near line: 3
Failed to read key reference: HM_RE_player_add_slots_decision_on: HM_RE_player_add_slots_decision_on, near line: 3
Failed to read key reference: HM_RE_player_add_slots_decision_base_cost_very_cheap: HM_RE_player_add_slots_decision_base_cost_very_cheap, near line: 3
Failed to read key reference: HM_RE_player_cost_gold: HM_RE_player_cost_gold, near line: 3
Failed to read key reference: HM_RE_rule_ai_extra_slots_disabled: HM_RE_rule_ai_extra_slots_disabled, near line: 3
Failed to read key reference: HM_RE_rule_ai_slot_base_cost_very_expensive: HM_RE_rule_ai_slot_base_cost_very_expensive, near line: 3
Failed to read key reference: HM_RE_rule_ai_slot_step_cost_very_expensive: HM_RE_rule_ai_slot_step_cost_very_expensive, near line: 3"" in file: """" near line: 3",Script / database error,,,,,
