"File","Line","Field","Key","LocalRussian","ExternalRussian","ExternalCatalog","ExternalFile","ExternalLine"
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","86","name","valyrian_steel","False","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","90","name","historical_unique_artifact","False","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","201","name","artifact_orys_hammer_name","True","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","202","description","artifact_orys_hammer_description","True","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","242","name","historical_unique_artifact","False","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","245","name","valyrian_steel","False","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","268","name","artifact_viserys_mask_name","True","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","269","description","artifact_viserys_mask_desc","True","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","290","name","historical_unique_artifact","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","6","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","17","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","28","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","39","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","53","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","64","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","75","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","86","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","97","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","108","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","119","name","unavailable_artifacts","False","False",,,
"common/scripted_triggers/00_lotd_artifact_triggers.txt","132","name","unavailable_artifacts","False","False",,,
"common/traits/lotd_traits.txt","24","desc","valyrian_mask_01.dds","False","False",,,
"common/traits/lotd_traits.txt","31","desc","valyrian_mask_02.dds","False","False",,,
"common/traits/lotd_traits.txt","38","desc","valyrian_mask_03.dds","False","False",,,
"common/traits/lotd_traits.txt","45","desc","valyrian_mask_04.dds","False","False",,,
"common/traits/lotd_traits.txt","52","desc","valyrian_mask_05.dds","False","False",,,
"common/traits/lotd_traits.txt","54","desc","disfigured.dds","False","False",,,
"common/traits/lotd_traits.txt","64","desc","trait_disfigured_desc","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\replace\russian\traits_l_russian.yml","523"
"common/traits/lotd_traits.txt","66","desc","trait_disfigured_character_desc","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\replace\russian\traits_l_russian.yml","524"
"events/agot_events/agot_house_customizer_events.txt","7","title","agot_house_customizer.0001.t","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","5"
"events/agot_events/agot_house_customizer_events.txt","8","desc","agot_house_customizer.0001.desc","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","6"
"events/agot_events/agot_house_customizer_events.txt","33","name","agot_house_customizer.0001.a","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","7"
"events/agot_events/agot_house_customizer_events.txt","42","name","agot_house_customizer.0001.b","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","8"
"events/agot_events/agot_house_customizer_events.txt","50","title","agot_house_customizer.0002.t","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","10"
"events/agot_events/agot_house_customizer_events.txt","51","desc","agot_house_customizer.0002.desc","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","11"
"events/agot_events/agot_house_customizer_events.txt","75","name","agot_house_customizer.0002.northern","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","12"
"events/agot_events/agot_house_customizer_events.txt","83","name","agot_house_customizer.0002.riverlands","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","13"
"events/agot_events/agot_house_customizer_events.txt","91","name","agot_house_customizer.0002.vale","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","14"
"events/agot_events/agot_house_customizer_events.txt","99","name","agot_house_customizer.0002.crownlands","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","15"
"events/agot_events/agot_house_customizer_events.txt","107","name","agot_house_customizer.0002.stormlands","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","16"
"events/agot_events/agot_house_customizer_events.txt","115","name","agot_house_customizer.0002.dorne","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","17"
"events/agot_events/agot_house_customizer_events.txt","123","name","agot_house_customizer.0002.reach","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","18"
"events/agot_events/agot_house_customizer_events.txt","131","name","agot_house_customizer.0002.westerlands","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","19"
"events/agot_events/agot_house_customizer_events.txt","139","name","agot_house_customizer.0002.ironborn","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","20"
"events/agot_events/agot_house_customizer_events.txt","147","name","agot_house_customizer.0002.essos","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","21"
"events/agot_events/agot_house_customizer_events.txt","155","name","agot_house_customizer.back_option","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","3"
"events/agot_events/agot_house_customizer_events.txt","169","title","agot_house_customizer.0003.t","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","23"
"events/agot_events/agot_house_customizer_events.txt","170","desc","agot_house_customizer.0003.desc","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","24"
"events/agot_events/agot_house_customizer_events.txt","194","name","agot_house_customizer.0003.amber","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","25"
"events/agot_events/agot_house_customizer_events.txt","206","name","agot_house_customizer.0003.greenwood","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","26"
"events/agot_events/agot_house_customizer_events.txt","218","name","agot_house_customizer.0003.frost","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","27"
"events/agot_events/agot_house_customizer_events.txt","230","name","agot_house_customizer.0003.greystark","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","28"
"events/agot_events/agot_house_customizer_events.txt","242","name","agot_house_customizer.0003.woodfoot","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","30"
"events/agot_events/agot_house_customizer_events.txt","254","name","agot_house_customizer.0003.towersn","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","31"
"events/agot_events/agot_house_customizer_events.txt","266","name","agot_house_customizer.back_option","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","3"
"events/agot_events/agot_house_customizer_events.txt","277","title","agot_house_customizer.0004.t","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","33"
"events/agot_events/agot_house_customizer_events.txt","278","desc","agot_house_customizer.0004.desc","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","34"
"events/agot_events/agot_house_customizer_events.txt","302","name","agot_house_customizer.0004.fisher_riverlands","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","35"
"events/agot_events/agot_house_customizer_events.txt","314","name","agot_house_customizer.0004.harroway","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","37"
"events/agot_events/agot_house_customizer_events.txt","326","name","agot_house_customizer.0004.justman","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","38"
"events/agot_events/agot_house_customizer_events.txt","339","name","agot_house_customizer.0004.qoherys","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","40"
"events/agot_events/agot_house_customizer_events.txt","352","name","agot_house_customizer.0004.bittersteel","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","41"
"events/agot_events/agot_house_customizer_events.txt","364","name","agot_house_customizer.0004.teague","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","42"
"events/agot_events/agot_house_customizer_events.txt","376","name","agot_house_customizer.0004.towers_of_harrenhal","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","43"
"events/agot_events/agot_house_customizer_events.txt","388","name","agot_house_customizer.0004.mudd","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","44"
"events/agot_events/agot_house_customizer_events.txt","400","name","agot_house_customizer.back_option","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","3"
"events/agot_events/agot_house_customizer_events.txt","413","title","agot_house_customizer.0005.t","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","46"
"events/agot_events/agot_house_customizer_events.txt","414","desc","agot_house_customizer.0005.desc","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","47"
"events/agot_events/agot_house_customizer_events.txt","438","name","agot_house_customizer.0005.shell","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","48"
"events/agot_events/agot_house_customizer_events.txt","450","name","agot_house_customizer.0005.brightstone","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","49"
"events/agot_events/agot_house_customizer_events.txt","462","name","agot_house_customizer.back_option","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","3"
"events/agot_events/agot_house_customizer_events.txt","471","title","agot_house_customizer.0006.t","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","51"
"events/agot_events/agot_house_customizer_events.txt","472","desc","agot_house_customizer.0006.desc","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","52"
"events/agot_events/agot_house_customizer_events.txt","496","name","agot_house_customizer.0006.blackfyre","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","55"
"events/agot_events/agot_house_customizer_events.txt","508","name","agot_house_customizer.0006.darklyn","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\event_localization\agot_house_customizer_l_russian.yml","54"
