"File","Line","Building","Key","LocalRussian","ExternalRussian","ExternalFile","ExternalLine"
"yy_agotcities_special_buildings_westeros.txt","521","agot_lordsport_01","building_type_agot_lordsport_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1613"
"yy_agotcities_special_buildings_westeros.txt","521","agot_lordsport_01","building_type_agot_lordsport_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1614"
"yy_agotcities_special_buildings_westeros.txt","611","deepwood_motte_01","building_deepwood_motte_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","611","deepwood_motte_01","building_deepwood_motte_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","611","deepwood_motte_01","building_type_deepwood_motte_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","611","deepwood_motte_01","building_type_deepwood_motte_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","658","agot_deepwood_motte_01","building_agot_deepwood_motte_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1332"
"yy_agotcities_special_buildings_westeros.txt","658","agot_deepwood_motte_01","building_agot_deepwood_motte_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1333"
"yy_agotcities_special_buildings_westeros.txt","658","agot_deepwood_motte_01","building_type_agot_deepwood_motte_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1330"
"yy_agotcities_special_buildings_westeros.txt","658","agot_deepwood_motte_01","building_type_agot_deepwood_motte_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1331"
"yy_agotcities_special_buildings_westeros.txt","704","agot_rodriks_gift_01","building_agot_rodriks_gift_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1297"
"yy_agotcities_special_buildings_westeros.txt","704","agot_rodriks_gift_01","building_agot_rodriks_gift_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1298"
"yy_agotcities_special_buildings_westeros.txt","704","agot_rodriks_gift_01","building_type_agot_rodriks_gift_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1295"
"yy_agotcities_special_buildings_westeros.txt","704","agot_rodriks_gift_01","building_type_agot_rodriks_gift_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1296"
"yy_agotcities_special_buildings_westeros.txt","804","agot_blackhaven_01","building_agot_blackhaven_01","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1115"
"yy_agotcities_special_buildings_westeros.txt","804","agot_blackhaven_01","building_agot_blackhaven_01_desc","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1116"
"yy_agotcities_special_buildings_westeros.txt","804","agot_blackhaven_01","building_type_agot_blackhaven_01","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1113"
"yy_agotcities_special_buildings_westeros.txt","804","agot_blackhaven_01","building_type_agot_blackhaven_01_desc","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1114"
"yy_agotcities_special_buildings_westeros.txt","847","cow_rooks_rest_01","building_cow_rooks_rest_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","847","cow_rooks_rest_01","building_cow_rooks_rest_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","847","cow_rooks_rest_01","building_type_cow_rooks_rest_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","847","cow_rooks_rest_01","building_type_cow_rooks_rest_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","896","agot_rooks_rest_01","building_agot_rooks_rest_01","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","663"
"yy_agotcities_special_buildings_westeros.txt","896","agot_rooks_rest_01","building_agot_rooks_rest_01_desc","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","664"
"yy_agotcities_special_buildings_westeros.txt","896","agot_rooks_rest_01","building_type_agot_rooks_rest_01","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","661"
"yy_agotcities_special_buildings_westeros.txt","896","agot_rooks_rest_01","building_type_agot_rooks_rest_01_desc","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","662"
"yy_agotcities_special_buildings_westeros.txt","945","agot_whitegrove_01","building_agot_whitegrove_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","945","agot_whitegrove_01","building_agot_whitegrove_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","945","agot_whitegrove_01","building_type_agot_whitegrove_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","945","agot_whitegrove_01","building_type_agot_whitegrove_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","986","agot_dunstonbury_01","building_agot_dunstonbury_01","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","847"
"yy_agotcities_special_buildings_westeros.txt","986","agot_dunstonbury_01","building_agot_dunstonbury_01_desc","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","848"
"yy_agotcities_special_buildings_westeros.txt","986","agot_dunstonbury_01","building_type_agot_dunstonbury_01","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","845"
"yy_agotcities_special_buildings_westeros.txt","986","agot_dunstonbury_01","building_type_agot_dunstonbury_01_desc","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","846"
"yy_agotcities_special_buildings_westeros.txt","1027","agot_starpike_01","building_agot_starpike_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","762"
"yy_agotcities_special_buildings_westeros.txt","1027","agot_starpike_01","building_agot_starpike_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","763"
"yy_agotcities_special_buildings_westeros.txt","1027","agot_starpike_01","building_type_agot_starpike_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","760"
"yy_agotcities_special_buildings_westeros.txt","1027","agot_starpike_01","building_type_agot_starpike_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","761"
"yy_agotcities_special_buildings_westeros.txt","1063","crag_01","building_crag_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1063","crag_01","building_crag_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1063","crag_01","building_type_crag_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1063","crag_01","building_type_crag_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1108","crag_02","building_crag_02","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1108","crag_02","building_crag_02_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1108","crag_02","building_type_crag_02","False","False",,
"yy_agotcities_special_buildings_westeros.txt","1108","crag_02","building_type_crag_02_desc","False","False",,
"yy_agotcities_special_buildings_westeros.txt","1155","crag_03","building_crag_03","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1155","crag_03","building_crag_03_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1155","crag_03","building_type_crag_03","False","False",,
"yy_agotcities_special_buildings_westeros.txt","1155","crag_03","building_type_crag_03_desc","False","False",,
"yy_agotcities_special_buildings_westeros.txt","1195","crag_full","building_crag_full","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1195","crag_full","building_crag_full_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1195","crag_full","building_type_crag_full","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1195","crag_full","building_type_crag_full_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1240","yronwood_01","building_yronwood_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1240","yronwood_01","building_yronwood_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1240","yronwood_01","building_type_yronwood_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1240","yronwood_01","building_type_yronwood_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1286","agot_yronwood_01","building_agot_yronwood_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1476"
"yy_agotcities_special_buildings_westeros.txt","1286","agot_yronwood_01","building_agot_yronwood_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1477"
"yy_agotcities_special_buildings_westeros.txt","1286","agot_yronwood_01","building_type_agot_yronwood_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1474"
"yy_agotcities_special_buildings_westeros.txt","1286","agot_yronwood_01","building_type_agot_yronwood_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1475"
"yy_agotcities_special_buildings_westeros.txt","1341","agot_breakwater_01","building_agot_breakwater_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1341","agot_breakwater_01","building_agot_breakwater_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1341","agot_breakwater_01","building_type_agot_breakwater_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1341","agot_breakwater_01","building_type_agot_breakwater_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1395","agot_griffins_roost_01","building_agot_griffins_roost_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1110"
"yy_agotcities_special_buildings_westeros.txt","1395","agot_griffins_roost_01","building_agot_griffins_roost_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1111"
"yy_agotcities_special_buildings_westeros.txt","1395","agot_griffins_roost_01","building_type_agot_griffins_roost_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1108"
"yy_agotcities_special_buildings_westeros.txt","1395","agot_griffins_roost_01","building_type_agot_griffins_roost_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1109"
"yy_agotcities_special_buildings_westeros.txt","1440","agot_raventree_hall_01","building_agot_raventree_hall_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","890"
"yy_agotcities_special_buildings_westeros.txt","1440","agot_raventree_hall_01","building_agot_raventree_hall_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","891"
"yy_agotcities_special_buildings_westeros.txt","1440","agot_raventree_hall_01","building_type_agot_raventree_hall_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","888"
"yy_agotcities_special_buildings_westeros.txt","1440","agot_raventree_hall_01","building_type_agot_raventree_hall_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","889"
"yy_agotcities_special_buildings_westeros.txt","1487","agot_duskendale_01","building_agot_duskendale_01","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","617"
"yy_agotcities_special_buildings_westeros.txt","1487","agot_duskendale_01","building_agot_duskendale_01_desc","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","618"
"yy_agotcities_special_buildings_westeros.txt","1487","agot_duskendale_01","building_type_agot_duskendale_01","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","615"
"yy_agotcities_special_buildings_westeros.txt","1487","agot_duskendale_01","building_type_agot_duskendale_01_desc","True","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","616"
"yy_agotcities_special_buildings_westeros.txt","1544","cow_duskendale_01","building_cow_duskendale_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1544","cow_duskendale_01","building_cow_duskendale_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1544","cow_duskendale_01","building_type_cow_duskendale_01","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1544","cow_duskendale_01","building_type_cow_duskendale_01_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1603","agot_ten_towers_01","building_agot_ten_towers_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1593"
"yy_agotcities_special_buildings_westeros.txt","1603","agot_ten_towers_01","building_agot_ten_towers_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1594"
"yy_agotcities_special_buildings_westeros.txt","1603","agot_ten_towers_01","building_type_agot_ten_towers_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1591"
"yy_agotcities_special_buildings_westeros.txt","1603","agot_ten_towers_01","building_type_agot_ten_towers_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1592"
"yy_agotcities_special_buildings_westeros.txt","1691","agot_evenfall_hall_01","building_agot_evenfall_hall_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1139"
"yy_agotcities_special_buildings_westeros.txt","1691","agot_evenfall_hall_01","building_agot_evenfall_hall_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1140"
"yy_agotcities_special_buildings_westeros.txt","1691","agot_evenfall_hall_01","building_type_agot_evenfall_hall_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1137"
"yy_agotcities_special_buildings_westeros.txt","1691","agot_evenfall_hall_01","building_type_agot_evenfall_hall_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1138"
"yy_agotcities_special_buildings_westeros.txt","1729","agot_plankytown_01","building_agot_plankytown_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1442"
"yy_agotcities_special_buildings_westeros.txt","1729","agot_plankytown_01","building_agot_plankytown_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1443"
"yy_agotcities_special_buildings_westeros.txt","1729","agot_plankytown_01","building_type_agot_plankytown_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1440"
"yy_agotcities_special_buildings_westeros.txt","1729","agot_plankytown_01","building_type_agot_plankytown_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1441"
"yy_agotcities_special_buildings_westeros.txt","1783","planky_town_special","building_planky_town_special","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1783","planky_town_special","building_planky_town_special_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1783","planky_town_special","building_type_planky_town_special","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1783","planky_town_special","building_type_planky_town_special_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1840","agot_castamere_01","building_agot_castamere_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1014"
"yy_agotcities_special_buildings_westeros.txt","1840","agot_castamere_01","building_agot_castamere_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1015"
"yy_agotcities_special_buildings_westeros.txt","1840","agot_castamere_01","building_type_agot_castamere_01","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1012"
"yy_agotcities_special_buildings_westeros.txt","1840","agot_castamere_01","building_type_agot_castamere_01_desc","False","True","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","1013"
"yy_agotcities_special_buildings_westeros.txt","1893","agot_castamere_02","building_agot_castamere_02","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1893","agot_castamere_02","building_agot_castamere_02_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1893","agot_castamere_02","building_type_agot_castamere_02","False","False",,
"yy_agotcities_special_buildings_westeros.txt","1893","agot_castamere_02","building_type_agot_castamere_02_desc","False","False",,
"yy_agotcities_special_buildings_westeros.txt","1946","agot_castamere_03","building_agot_castamere_03","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1946","agot_castamere_03","building_agot_castamere_03_desc","True","False",,
"yy_agotcities_special_buildings_westeros.txt","1946","agot_castamere_03","building_type_agot_castamere_03","False","False",,
