"File","Line","Field","Key","LocalRussian","ExternalRussian","ExternalCatalog","ExternalFile","ExternalLine"
"common/buildings/yy_agotcities_special_buildings_westeros.txt","1361","name","building_special_lonely_light","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","1401","name","building_special_griffins_roost_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","1444","name","building_special_raventree_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","1491","name","building_special_duskendale_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","1548","name","building_special_duskendale_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","1611","name","cow_building_special_ten_towers_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","1707","name","building_special_evenfall_entity","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","1739","name","planky_town_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","1791","name","planky_town_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2010","name","ruincastamere_1_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2062","name","ruincastamere_1_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2066","text","SPECIAL_BUILDING_NOT_ENABLED_WHILE_NOT_HUMAN","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","2996"
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2073","text","NOT_A_LANNISTER","True","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2079","text","REBUILD_CASTAMERE_SECOND","True","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2313","name","hightide_1_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2380","name","hightide_1_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2437","name","broadarch_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2489","name","fanghill_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2538","name","hornhill_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2589","name","karhold_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2641","name","the_arbor_entity","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2705","name","building_special_ironrath_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2748","name","building_special_ironrath_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2797","name","flint_tower_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2847","text","SPECIAL_BUILDING_NOT_ENABLED_WHILE_NOT_HUMAN","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","2996"
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2889","name","oldstones_restored_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2893","text","SPECIAL_BUILDING_NOT_ENABLED_WHILE_NOT_HUMAN","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_buildings_l_russian.yml","2996"
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2904","text","REBUILD_OLDSTONES_SECOND","True","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","2985","name","oldstones_restored_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","3057","name","oldstones_restored_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","3108","name","building_palestone_sword_01_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","3145","name","building_palestone_sword_01_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","3220","name","building_seagard_01_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","3250","name","building_seagard_01_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","3356","name","runestone_mesh","False","False",,,
"common/buildings/yy_agotcities_special_buildings_westeros.txt","3405","name","runestone_mesh","False","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","19","name","agot_building_western_ruin_mesh","False","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","25","name","agot_building_western_ruin_mesh","False","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","31","name","agot_building_mena_ruin_mesh","False","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","37","name","agot_building_mena_ruin_mesh","False","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","43","name","agot_building_western_ruin_mesh","False","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","49","name","agot_building_western_ruin_mesh","False","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","56","name","empty_mesh","False","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","64","name","empty_mesh","False","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","206","text","RUIN_MUST_BEGIN_CONSTRUCTION","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_ruins_l_russian.yml","92"
"common/buildings/zz_cowagot_ruin_buildings.txt","234","text","RUIN_MUST_BEGIN_CONSTRUCTION","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_ruins_l_russian.yml","92"
"common/buildings/zz_cowagot_ruin_buildings.txt","266","text","RUIN_MUST_BEGIN_CONSTRUCTION","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_ruins_l_russian.yml","92"
"common/buildings/zz_cowagot_ruin_buildings.txt","282","text","REBUILD_CASTAMERE_FIRST","True","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","318","text","RUIN_MUST_BEGIN_CONSTRUCTION","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_ruins_l_russian.yml","92"
"common/buildings/zz_cowagot_ruin_buildings.txt","346","text","RUIN_MUST_BEGIN_CONSTRUCTION","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_ruins_l_russian.yml","92"
"common/buildings/zz_cowagot_ruin_buildings.txt","378","text","RUIN_MUST_BEGIN_CONSTRUCTION","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_ruins_l_russian.yml","92"
"common/buildings/zz_cowagot_ruin_buildings.txt","394","text","REBUILD_OLDSTONES_FIRST","True","False",,,
"common/buildings/zz_cowagot_ruin_buildings.txt","469","text","RUIN_MUST_BEGIN_CONSTRUCTION","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_ruins_l_russian.yml","92"
"common/buildings/zz_cowagot_ruin_buildings.txt","512","text","RUIN_MUST_BEGIN_CONSTRUCTION","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_ruins_l_russian.yml","92"
"common/buildings/zz_cowagot_ruin_buildings.txt","587","text","RUIN_MUST_BEGIN_CONSTRUCTION","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_ruins_l_russian.yml","92"
"common/buildings/zz_cowagot_ruin_buildings.txt","630","text","RUIN_MUST_BEGIN_CONSTRUCTION","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\agot_ruins_l_russian.yml","92"
"common/decisions/zz_cow_show_cities_decisions.txt","31","name","switch_cow_mapmode","False","False",,,
"common/on_action/cowagot_province_on_actions.txt","11","name","COWAGOT_is_loaded","False","False",,,
"common/on_action/cowagot_province_on_actions.txt","62","name","unavailable_unique_decisions","False","False",,,
"common/on_action/cowagot_province_on_actions.txt","289","name","unavailable_unique_decisions","False","False",,,
"common/scripted_guis/cow_custom_mapmodes_gui.txt","6","name","cow_custom_map_mode_changing","False","False",,,
"common/scripted_guis/cow_custom_mapmodes_gui.txt","10","name","cow_custom_map_mode","False","False",,,
"common/scripted_guis/cow_trigge_mapmode.txt","5","name","switch_cow_mapmode","False","False",,,
"events/agotcities_castamere_ruins.txt","6","title","agotcities_ruins.1000.t","True","False",,,
"events/agotcities_castamere_ruins.txt","7","desc","agotcities_ruins.1000.d","True","False",,,
"events/agotcities_castamere_ruins.txt","33","name","agotcities_ruins.1000.a","True","False",,,
"gui/custom_windows/my_cow_map_mode_window.gui","2","name","my_cow_map_mode_window","False","False",,,
"gui/custom_windows/my_cow_map_mode_window.gui","7","name","_show","False","False",,,
"gui/custom_windows/my_cow_map_mode_window.gui","16","name","_hide","False","False",,,
"gfx/map/map_modes/cow_custom_map_modes.txt","17","desc","cow_custom_mapmode.t","False","False",,,
